Quarter,Time,Down,ToGo,Location,KAN,IND,Detail,EPB,EPA
1,0:10,4,15,KAN 4,0,6,"Dustin Colquitt punts 59 yards, returned by Terrence Wilkins for 4 yards (tackle by Keyaron Fox). Penalty on Marlin Jackson: Face Mask (15 Yards), 15 yards",-2.490,-0.670
Quarter,Time,Down,ToGo,Location,KAN,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,IND 26,0,6,Joseph Addai for 9 yards (tackle by Sammy Knight),0.670,1.350
2,14:27,2,1,IND 35,0,6,Joseph Addai middle for 2 yards (tackle by Jimmy Wilkerson),1.350,1.400
2,13:57,1,10,IND 37,0,6,Peyton Manning pass complete short right to Joseph Addai for -2 yards (tackle by Derrick Johnson),1.400,0.590
2,13:14,2,12,IND 35,0,6,Peyton Manning pass complete short middle to Joseph Addai for -6 yards (tackle by Jimmy Wilkerson and Kawika Mitchell),0.590,-0.890
2,12:36,3,18,IND 29,0,6,Peyton Manning pass complete deep middle to Dallas Clark for 21 yards (tackle by Greg Wesley),-0.890,2.260
2,11:58,1,10,IND 50,0,6,Joseph Addai left end for -1 yards (tackle by Jared Allen),2.260,1.580
2,11:18,2,11,IND 49,0,6,Peyton Manning pass incomplete short right intended for Marvin Harrison is intercepted by Ty Law at KAN-48 and returned for 43 yards,1.580,-5.140
2,11:06,1,9,IND 9,0,6,Larry Johnson middle for 6 yards (tackle by Antoine Bethea and Bob Sanders),5.140,5.530
2,10:32,2,3,IND 3,0,6,Larry Johnson right guard for 1 yard (tackle by Freddy Keiaho and Cato June),5.530,4.950
2,9:56,3,2,IND 2,0,6,Trent Green middle for -3 yards (tackle by Cato June),4.950,3.010
2,9:26,4,5,IND 5,0,6,Lawrence Tynes 23 yard field goal no good,3.010,-0.280
2,9:20,1,10,IND 20,0,6,Dominic Rhodes right tackle for 25 yards (tackle by Lenny Walls),0.280,1.930
2,8:41,1,10,IND 45,0,6,Dominic Rhodes left end for 11 yards (tackle by Kawika Mitchell and Jarrad Page),1.930,2.650
2,8:03,1,10,KAN 44,0,6,Dominic Rhodes middle for 3 yards (tackle by James Reed and Ron Edwards),2.650,2.520
2,7:27,2,7,KAN 41,0,6,Peyton Manning pass incomplete short left intended for Reggie Wayne,2.520,1.820
2,7:22,3,7,KAN 41,0,6,"Peyton Manning pass complete short right to Ben Utecht for 11 yards (tackle by Derrick Johnson). Penalty on Dominic Rhodes: Chop Block, 15 yards (no play)",1.820,-0.160
2,6:55,3,22,IND 44,0,6,Peyton Manning pass complete short right to Reggie Wayne for 9 yards (tackle by Kawika Mitchell),-0.160,0.130
2,6:30,4,13,KAN 47,0,6,"Hunter Smith punts 33 yards, fair catch by Dante Hall",0.130,0.280
2,6:23,1,10,KAN 14,0,6,Trent Green pass incomplete short left intended for Tony Gonzalez,-0.280,-0.750
2,6:18,2,10,KAN 14,0,6,Dante Hall right end for 8 yards (tackle by Marlin Jackson),-0.750,-0.440
2,5:34,3,2,KAN 22,0,6,Trent Green pass incomplete short right intended for Dante Hall,-0.440,-1.900
2,5:27,4,2,KAN 22,0,6,"Dustin Colquitt punts 66 yards, returned by Terrence Wilkins for 19 yards (tackle by Keyaron Fox)",-1.900,-1.000
2,5:16,1,10,IND 31,0,6,Peyton Manning pass complete short left to Ben Utecht for 10 yards (tackle by Kawika Mitchell and Jarrad Page),1.000,1.660
2,4:45,1,10,IND 41,0,6,Joseph Addai right end for 1 yard (tackle by Jimmy Wilkerson),1.660,1.260
2,4:10,2,9,IND 42,0,6,Peyton Manning pass incomplete short right intended for Ben Utecht,1.260,0.560
2,4:05,3,9,IND 42,0,6,Peyton Manning pass complete short middle to Joseph Addai for 16 yards (tackle by Derrick Johnson). Penalty on Derrick Johnson: Illegal Contact (Declined),0.560,2.790
2,3:45,1,10,KAN 42,0,6,Joseph Addai left tackle for 12 yards (tackle by Patrick Surtain),2.790,3.580
2,3:10,1,10,KAN 30,0,6,Peyton Manning pass complete short left to Aaron Moorehead for 8 yards (tackle by Lenny Walls),3.580,4.110
2,2:48,2,2,KAN 22,0,6,Joseph Addai middle for 3 yards (tackle by Jared Allen),4.110,4.310
2,2:14,1,10,KAN 19,0,6,Joseph Addai right guard for -1 yards (tackle by Jimmy Wilkerson and Derrick Johnson),4.310,3.630
2,2:00,2,11,KAN 20,0,6,Peyton Manning sacked by Patrick Surtain for -5 yards,3.630,2.280
2,1:50,,,,0,6,Timeout #1 by Kansas City Chiefs,0.000,2.280
2,1:50,3,16,KAN 25,0,6,Peyton Manning pass incomplete deep left intended for Aaron Moorehead is intercepted by Jarrad Page at KAN-2 and returned for 12 yards,2.280,0.280
2,1:40,1,10,KAN 14,0,6,Trent Green pass incomplete short right intended for Tony Gonzalez (defended by Gary Brackett),-0.280,-0.750
2,1:35,2,10,KAN 14,0,6,Larry Johnson middle for 4 yards (tackle by Robert Mathis and Cato June),-0.750,-0.920
2,1:13,3,6,KAN 18,0,6,Trent Green pass complete short left to Larry Johnson for -2 yards (tackle by Darrell Reid),-0.920,-2.390
2,1:03,,,,0,6,Timeout #2 by Indianapolis Colts,0.000,-2.390
2,1:03,4,8,KAN 16,0,6,"Dustin Colquitt punts 54 yards, returned by Terrence Wilkins for 5 yards (tackle by William Kershaw)",-2.390,-1.270
2,0:50,1,10,IND 35,0,6,Peyton Manning pass complete short middle to Dallas Clark for 8 yards (tackle by Kawika Mitchell),1.270,1.800
2,0:36,2,2,IND 43,0,6,Peyton Manning pass complete short middle to Dallas Clark for 12 yards (tackle by Sammy Knight),1.800,2.590
2,0:23,1,10,KAN 45,0,6,Peyton Manning spiked the ball,2.590,2.040
2,0:22,2,10,KAN 45,0,6,Peyton Manning pass complete short middle to Dallas Clark for 9 yards (tackle by Derrick Johnson),2.040,2.540
2,0:08,3,1,KAN 36,0,6,Joseph Addai middle for 4 yards (tackle by Derrick Johnson and Kawika Mitchell),2.540,3.450
2,0:02,1,10,KAN 32,0,9,Adam Vinatieri 50 yard field goal good,3.450,3.000
Quarter,Time,Down,ToGo,Location,KAN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,0,9,"Lawrence Tynes kicks off 63 yards, returned by Terrence Wilkins for 25 yards (tackle by William Kershaw)",0.000,1.070
3,14:55,1,10,IND 32,0,9,Joseph Addai left guard for 5 yards (tackle by Kawika Mitchell),1.070,1.200
3,14:22,2,5,IND 37,0,9,Peyton Manning pass complete short left to Reggie Wayne for 6 yards (tackle by Kawika Mitchell and Patrick Surtain),1.200,1.800
3,13:45,1,10,IND 43,0,9,Peyton Manning pass complete short left to Reggie Wayne for 11 yards (tackle by Sammy Knight),1.800,2.520
3,13:14,1,10,KAN 46,0,9,Joseph Addai right guard for 2 yards (tackle by Jared Allen and Tamba Hali),2.520,2.250
3,12:36,2,8,KAN 44,0,9,Peyton Manning pass incomplete short right intended for Marvin Harrison is intercepted by Ty Law at KAN-33,2.250,-1.140
,,,,,,,"IND challenged the ruling, and the play was upheld.",,
3,12:30,1,10,KAN 33,0,9,Larry Johnson right tackle for 3 yards (tackle by Dwight Freeney),1.140,1.000
3,11:58,2,7,KAN 36,0,9,Larry Johnson middle for 2 yards (tackle by Robert Mathis),1.000,0.560
3,11:24,3,5,KAN 38,0,9,Trent Green pass incomplete deep middle intended for Tony Gonzalez,0.560,-0.850
3,11:18,4,5,KAN 38,0,9,"Dustin Colquitt punts 51 yards, fair catch by Terrence Wilkins",-0.850,0.370
3,11:10,1,10,IND 11,0,9,Joseph Addai left tackle for 6 yards (tackle by Jarrad Page),-0.370,-0.160
3,10:40,2,4,IND 17,0,9,Peyton Manning pass complete short middle to Joseph Addai for 7 yards (tackle by Jarrad Page and Kawika Mitchell),-0.160,0.540
3,10:08,1,10,IND 24,0,9,Peyton Manning pass complete short left to Dallas Clark for 7 yards (tackle by Jarrad Page),0.540,0.940
3,9:26,2,3,IND 31,0,9,Peyton Manning pass complete short middle to Dallas Clark for 10 yards (tackle by Kawika Mitchell),0.940,1.660
3,8:53,1,10,IND 41,0,9,Peyton Manning pass complete short middle to Joseph Addai for 9 yards (tackle by Kawika Mitchell),1.660,2.340
3,8:06,2,1,IND 50,0,9,Joseph Addai right tackle for 10 yards (tackle by Derrick Johnson),2.340,2.920
3,7:25,1,10,KAN 40,0,9,Dominic Rhodes left guard for 4 yards (tackle by Tamba Hali and Ron Edwards),2.920,2.910
3,6:43,2,6,KAN 36,0,9,Dominic Rhodes right end for 3 yards (tackle by Keyaron Fox),2.910,2.610
3,6:00,3,3,KAN 33,0,9,Joseph Addai right tackle for 4 yards (tackle by Jimmy Wilkerson),2.610,3.640
3,5:32,1,10,KAN 29,0,9,Joseph Addai left tackle for 14 yards (tackle by Patrick Surtain and Tamba Hali),3.640,4.580
3,4:52,1,10,KAN 15,0,9,Joseph Addai middle for 9 yards (tackle by Greg Wesley),4.580,5.600
3,4:18,2,1,KAN 6,0,15,"Joseph Addai middle for 6 yards, touchdown",5.600,7.000
3,,,,KAN 2,0,16,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,IND 30,0,16,Adam Vinatieri kicks off 67 yards,0.000,1.600
3,4:14,1,10,KAN 40,0,16,Dante Hall for 6 yards,1.600,1.860
3,3:38,2,4,KAN 46,0,16,Trent Green pass complete short middle to Tony Gonzalez for 6 yards (tackle by Antoine Bethea),1.860,2.390
3,3:11,1,10,IND 48,0,16,Larry Johnson middle for 3 yards (tackle by Anthony McFarland),2.390,2.250
3,2:38,2,7,IND 45,0,16,Trent Green pass complete deep left to Kris Wilson for 24 yards (tackle by Bob Sanders),2.250,4.170
3,2:02,1,10,IND 21,0,16,Trent Green pass complete short middle to Larry Johnson for 8 yards (tackle by Gary Brackett),4.170,4.950
3,1:28,2,2,IND 13,0,16,Larry Johnson right tackle for 2 yards (tackle by Bob Sanders),4.950,4.840
3,0:50,1,10,IND 11,0,16,Trent Green pass complete short right to Kris Wilson for 5 yards (tackle by Nick Harper and Gary Brackett),4.840,5.080
3,0:14,2,5,IND 6,6,16,"Trent Green pass complete short right to Tony Gonzalez for 6 yards, touchdown",5.080,7.000
3,,,,,8,16,"Two Point Attempt: Trent Green pass complete to Kris Wilson, conversion succeeds",1.000,1.000
3,,,,KAN 30,8,16,"Lawrence Tynes kicks off 67 yards, returned by Terrence Wilkins for 26 yards (tackle by Boomer Grigsby)",0.000,0.870
3,0:01,1,10,IND 29,8,16,Dominic Rhodes right end for 6 yards (tackle by Derrick Johnson),0.870,1.140
Quarter,Time,Down,ToGo,Location,KAN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,IND 35,8,16,Peyton Manning pass complete short left to Aaron Moorehead for 10 yards (tackle by Lenny Walls),1.140,1.930
4,14:21,1,10,IND 45,8,16,Peyton Manning pass complete short middle to Dominic Rhodes for 9 yards (tackle by Derrick Johnson),1.930,2.600
4,13:45,2,1,KAN 46,8,16,Dominic Rhodes right tackle for 2 yards (tackle by James Reed and Ron Edwards),2.600,2.650
4,13:01,1,10,KAN 44,8,16,Peyton Manning pass complete short left to Dominic Rhodes for 15 yards (tackle by Jarrad Page and Kawika Mitchell),2.650,3.640
4,12:14,1,10,KAN 29,8,16,Joseph Addai middle for no gain (tackle by Greg Wesley),3.640,3.100
4,11:36,2,10,KAN 29,8,16,Peyton Manning pass complete short middle to Dallas Clark for 18 yards (tackle by Greg Wesley),3.100,4.840
4,10:50,1,10,KAN 11,8,16,Joseph Addai middle for 6 yards (tackle by James Reed and Derrick Johnson),4.840,5.280
4,10:20,2,4,KAN 5,8,22,"Peyton Manning pass complete short middle to Reggie Wayne for 5 yards, touchdown. Penalty on Patrick Surtain: Defensive Holding (Declined)",5.280,7.000
4,,,,KAN 2,8,23,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,IND 30,8,23,"Adam Vinatieri kicks off 70 yards, returned by Dante Hall for 18 yards (tackle by Kelvin Hayden)",0.000,0.040
4,10:10,1,10,KAN 18,8,23,Trent Green pass complete short left to Larry Johnson for no gain,0.040,-0.490
4,9:37,2,10,KAN 18,8,23,Trent Green pass complete short middle to Tony Gonzalez for 9 yards (tackle by Marlin Jackson and Cato June),-0.490,-0.020
4,9:00,3,1,KAN 27,8,23,Larry Johnson middle for 3 yards (tackle by Anthony McFarland),-0.020,0.940
4,8:26,1,10,KAN 30,8,23,Trent Green pass complete short middle to Larry Johnson for 13 yards (tackle by Marlin Jackson and Cato June),0.940,1.800
4,7:52,1,10,KAN 43,8,23,Michael Bennett right end for 1 yard (tackle by Darrell Reid),1.800,1.390
4,7:18,2,9,KAN 44,8,23,Trent Green pass complete short right to Dante Hall for 6 yards (tackle by Nick Harper),1.390,1.490
4,6:35,3,3,IND 50,8,23,"Penalty on Brian Waters: False Start, 5 yards (no play)",1.490,0.830
4,6:14,3,8,KAN 45,8,23,Trent Green pass incomplete deep right intended for Eddie Kennison is intercepted by Bob Sanders at IND-27 and returned for 17 yards,0.830,-1.860
4,6:05,1,10,IND 44,8,23,Dominic Rhodes middle for 1 yard (tackle by Jared Allen),1.860,1.450
4,5:58,,,,8,23,Timeout #1 by Kansas City Chiefs,0.000,1.450
4,5:58,2,9,IND 45,8,23,Dominic Rhodes right end for 6 yards (tackle by Greg Wesley),1.450,1.550
4,5:53,,,,8,23,Timeout #2 by Kansas City Chiefs,0.000,0.000
4,5:53,,,,8,23,Timeout #2 by Indianapolis Colts,0.000,1.550
4,5:53,3,3,KAN 49,8,23,Dominic Rhodes left tackle for 2 yards (tackle by James Reed and Sammy Knight),1.550,0.130
4,5:44,,,,8,23,Timeout #3 by Kansas City Chiefs,0.000,0.130
4,5:44,4,1,KAN 47,8,23,"Hunter Smith pass complete to Rocky Boiman for -16 yards (tackle by Keyaron Fox and Boomer Grigsby). Hunter Smith fumbles, recovered by Hunter Smith at IND-39. Penalty on Rocky Boiman: Illegal Touch Pass (Declined)",0.130,-3.120
4,5:35,1,10,IND 37,8,23,Trent Green sacked by Dwight Freeney for -8 yards,3.120,1.490
4,5:13,2,18,IND 45,8,23,Trent Green sacked by Anthony McFarland for -3 yards,1.490,0.430
4,4:56,3,21,IND 48,8,23,Trent Green pass complete short middle to Larry Johnson for 10 yards (tackle by Raheem Brock),0.430,0.720
4,4:26,4,11,IND 38,8,23,Trent Green pass complete short middle to Michael Bennett for 12 yards (tackle by Cato June),0.720,3.840
4,4:00,1,10,IND 26,8,23,"Trent Green sacked by Robert Mathis and Bo Schobel for -4 yards. Trent Green fumbles (forced by Robert Mathis), recovered by Josh Thomas at IND-30 (tackle by John Welbourn)",3.840,-0.940
4,3:55,1,10,IND 30,8,23,Dominic Rhodes middle for -1 yards (tackle by Sammy Knight),0.940,0.260
4,3:11,2,11,IND 29,8,23,Dominic Rhodes middle for 4 yards (tackle by Sammy Knight),0.260,0.100
4,2:27,3,7,IND 33,8,23,Dominic Rhodes middle for 2 yards (tackle by Greg Wesley and Jared Allen),0.100,-1.040
4,2:00,4,5,IND 35,8,23,"Hunter Smith punts 43 yards, returned by Dante Hall for 8 yards (tackle by Tyjuan Hagler)",-1.040,-0.940
4,1:49,1,10,KAN 30,8,23,Trent Green pass incomplete deep middle intended for Dante Hall,0.940,0.390
4,1:43,2,10,KAN 30,8,23,Trent Green pass complete short middle to Dante Hall for 6 yards (tackle by Nick Harper),0.390,0.500
4,1:36,3,4,KAN 36,8,23,Trent Green pass incomplete short right intended for Tony Gonzalez,0.500,-0.980
4,1:31,4,4,KAN 36,8,23,Trent Green pass incomplete deep left intended for Samie Parker is intercepted by Antoine Bethea at IND-48 and returned for 16 yards,-0.980,-3.180
4,1:24,1,10,KAN 36,8,23,Peyton Manning kneels for -1 yards,3.180,2.500
4,0:39,2,11,KAN 37,8,23,Peyton Manning kneels for -1 yards,2.500,1.690
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
