Quarter,Time,Down,ToGo,Location,NOR,PHI,Detail,EPB,EPA
2,1:35,1,10,NOR 25,0,17,Taysom Hill pass incomplete short right intended for Alvin Kamara,0.610,0.060
2,1:32,2,10,NOR 25,0,17,Taysom Hill pass complete short middle to Emmanuel Sanders for 9 yards (tackle by Nickell Robey-Coleman),0.060,0.560
2,1:13,3,1,NOR 34,0,17,"Penalty on Ryan Ramczyk: False Start, 5 yards (no play)",0.560,-0.100
2,1:11,,,,,,Timeout #2 by New Orleans Saints,,
2,1:11,3,6,NOR 29,0,17,Taysom Hill sacked by Fletcher Cox for -4 yards,-0.100,-1.700
2,1:07,,,,,,Timeout #2 by Philadelphia Eagles,,
2,1:07,4,10,NOR 25,0,17,"Thomas Morstead punts 56 yards, returned by Greg Ward for 4 yards (tackle by Craig Robertson)",-1.700,-0.480
2,0:57,1,10,PHI 23,0,17,Jalen Hurts pass complete short right to Dallas Goedert for 13 yards (tackle by Marshon Lattimore),0.480,1.330
2,0:49,1,10,PHI 36,0,17,Jalen Hurts pass incomplete short left intended for Greg Ward,1.330,0.790
2,0:45,2,10,PHI 36,0,17,Jalen Hurts pass complete short right to Boston Scott for 11 yards (tackle by Janoris Jenkins),0.790,2.060
2,0:28,1,10,PHI 47,0,17,Jalen Hurts spiked the ball,2.060,1.520
2,0:27,2,10,PHI 47,0,17,"Jalen Hurts left end for 24 yards (tackle by Chauncey Gardner-Johnson). Penalty on Demario Davis: Illegal Contact, 5 yards",1.520,3.970
2,0:18,1,10,NOR 24,0,17,Jalen Hurts up the middle for 16 yards (tackle by Marcus Williams),3.970,5.370
2,0:09,,,,,,Timeout #3 by Philadelphia Eagles,,
2,0:09,1,8,NOR 8,0,17,"Jalen Hurts pass incomplete short right. Penalty on Cameron Jordan: Roughing the Passer, 4 yards (no play)",5.370,6.280
2,0:02,1,4,NOR 4,0,17,Jake Elliott 22 yard field goal no good,6.280,-0.370
Quarter,Time,Down,ToGo,Location,NOR,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,0,17,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PHI 25,0,17,Jalen Hurts pass complete short right to Miles Sanders for 6 yards (tackle by Chauncey Gardner-Johnson),0.610,0.870
3,14:20,2,4,PHI 31,0,17,Miles Sanders right end for -1 yards (tackle by Chauncey Gardner-Johnson),0.870,0.040
3,13:41,3,5,PHI 30,0,17,"Penalty on Jordan Mailata: False Start, 5 yards (no play)",0.040,-0.620
3,13:17,3,10,PHI 25,0,17,Jalen Hurts pass incomplete short right,-0.620,-1.700
3,13:10,4,10,PHI 25,0,17,"Cameron Johnston punts 44 yards, returned by Tommylee Lewis for 4 yards (tackle by Shaun Bradley)",-1.700,-1.270
3,13:02,1,10,NOR 35,0,17,Taysom Hill pass complete short left to Michael Thomas for 13 yards (tackle by Darius Slay),1.270,2.130
3,12:28,1,10,NOR 48,0,17,Alvin Kamara left end for 2 yards (tackle by Brandon Graham),2.130,1.850
3,11:48,2,8,NOR 50,0,17,Taysom Hill pass complete short left to Juwan Johnson for 11 yards (tackle by Kevon Seymour and Alex Singleton),1.850,2.980
3,11:14,1,10,PHI 39,0,17,Taysom Hill up the middle for 9 yards (tackle by Alex Singleton),2.980,3.660
3,10:30,2,1,PHI 30,0,17,"Penalty on Andrus Peat: False Start, 5 yards (no play)",3.660,2.980
3,10:07,2,6,PHI 35,0,17,Taysom Hill pass incomplete short right intended for Emmanuel Sanders,2.980,2.280
3,10:03,3,6,PHI 35,0,17,Taysom Hill pass complete short right to Jared Cook for 8 yards (tackle by Kevon Seymour),2.280,3.780
3,9:29,1,10,PHI 27,0,17,"Penalty on Malik Jackson: Encroachment, 5 yards (no play)",3.780,4.510
3,9:21,1,5,PHI 22,0,17,Latavius Murray left guard for 2 yards (tackle by Alex Singleton),4.510,4.180
3,8:46,2,3,PHI 20,0,17,Taysom Hill pass complete short right to Alvin Kamara for 11 yards (tackle by Darius Slay),4.180,5.140
3,8:33,1,9,PHI 9,0,17,Alvin Kamara up the middle for 4 yards (tackle by Vinny Curry),5.140,5.150
3,8:00,2,5,PHI 5,6,17,"Alvin Kamara left end for 5 yards, touchdown",5.150,7.000
3,7:55,,,PHI 15,7,17,Wil Lutz kicks extra point good,0.000,0.000
3,7:55,,,NOR 35,7,17,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,7:55,1,10,PHI 25,7,17,Jalen Hurts up the middle for 6 yards (tackle by Sheldon Rankins),0.610,0.870
3,7:16,2,4,PHI 31,7,17,Miles Sanders right tackle for 2 yards (tackle by Marcus Davenport),0.870,0.430
3,6:34,3,2,PHI 33,7,17,Jalen Hurts left end for 7 yards (tackle by Sheldon Rankins),0.430,1.600
3,5:49,1,10,PHI 40,7,17,Jalen Hurts pass complete short right to Greg Ward for 6 yards (tackle by Marshon Lattimore),1.600,1.860
3,5:15,2,4,PHI 46,7,17,Miles Sanders right tackle for 5 yards (tackle by Shy Tuttle),1.860,2.320
3,4:35,1,10,NOR 49,7,17,Jalen Hurts pass incomplete short right intended for Dallas Goedert (defended by Marshon Lattimore),2.320,1.780
3,4:30,2,10,NOR 49,7,17,Jalen Hurts pass complete short right to Miles Sanders for 6 yards (tackle by Marcus Williams),1.780,1.880
3,3:51,3,4,NOR 43,7,17,Jalen Hurts left end for 3 yards (tackle by Marcus Williams and Demario Davis),1.880,0.590
3,3:11,4,1,NOR 40,7,17,Jalen Hurts up the middle for no gain (tackle by Kwon Alexander and Marcus Williams),0.590,-1.600
3,3:03,1,10,NOR 40,7,17,Taysom Hill pass complete short right to Josh Hill for 1 yard (tackle by Marcus Epps),1.600,1.190
3,2:33,2,9,NOR 41,7,17,Taysom Hill pass incomplete short right,1.190,0.500
3,2:26,3,9,NOR 41,7,17,Taysom Hill pass complete short middle to Michael Thomas for 22 yards (tackle by Duke Riley),0.500,3.120
3,1:48,1,10,PHI 37,13,17,"Taysom Hill pass complete deep left to Emmanuel Sanders for 37 yards, touchdown",3.120,7.000
3,1:40,,,PHI 15,14,17,Wil Lutz kicks extra point good,0.000,0.000
3,1:40,,,NOR 35,14,17,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,1:40,1,10,PHI 25,14,17,Jalen Hurts pass incomplete short right,0.610,0.060
3,1:34,2,10,PHI 25,14,17,Jalen Hurts pass complete short right to Dallas Goedert for 6 yards (tackle by Marshon Lattimore),0.060,0.170
3,1:11,3,4,PHI 31,14,17,Jalen Hurts left end for 5 yards (tackle by Demario Davis),0.170,1.330
3,0:34,1,10,PHI 36,14,17,Boston Scott up the middle for 3 yards (tackle by Shy Tuttle),1.330,1.200
Quarter,Time,Down,ToGo,Location,NOR,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,PHI 39,14,17,Jalen Hurts up the middle for 2 yards (tackle by Demario Davis),1.200,0.760
4,14:15,3,5,PHI 41,14,17,Jalen Hurts pass incomplete short right intended for Greg Ward (defended by Chauncey Gardner-Johnson),0.760,-0.650
4,14:11,4,5,PHI 41,14,17,Cameron Johnston punts 54 yards downed by K'Von Wallace,-0.650,0.380
4,14:02,1,10,NOR 5,14,17,Alvin Kamara right tackle for 1 yard (tackle by Derek Barnett and Alex Singleton),-0.380,-0.710
4,13:27,2,9,NOR 6,14,17,Taysom Hill pass complete short right to Adam Trautman for 12 yards (tackle by Kevon Seymour),-0.710,0.040
4,12:48,1,10,NOR 18,14,17,Taysom Hill pass complete deep left to Tre'Quan Smith for 20 yards (tackle by Marcus Epps),0.040,1.470
4,12:06,1,10,NOR 38,14,17,Taysom Hill pass complete short right to Tre'Quan Smith for 9 yards (tackle by Malik Jackson),1.470,2.140
4,11:39,2,1,NOR 47,14,17,Alvin Kamara right tackle for 3 yards (tackle by Alex Singleton),2.140,2.260
4,11:20,1,10,NOR 50,14,17,Taysom Hill pass incomplete short right intended for Tre'Quan Smith,2.260,1.710
4,11:16,2,10,NOR 50,14,17,Alvin Kamara right end for 7 yards (tackle by Duke Riley),1.710,1.950
4,10:34,3,3,PHI 43,14,17,Taysom Hill pass complete short right to Alvin Kamara for 1 yard (tackle by Duke Riley),1.950,0.460
4,9:57,,,,,,Timeout #1 by New Orleans Saints,,
4,9:57,4,2,PHI 42,14,17,"Taysom Hill sacked by Josh Sweat for -5 yards. Taysom Hill fumbles (forced by Josh Sweat), recovered by Javon Hargrave at PHI-47",0.460,-2.060
4,9:49,1,10,PHI 47,14,17,Jalen Hurts right end for 9 yards (tackle by Marcus Williams),2.060,2.730
4,9:12,2,1,NOR 44,14,17,Jalen Hurts pass complete short middle to Greg Ward for 14 yards (tackle by Janoris Jenkins),2.730,3.580
4,8:27,1,10,NOR 30,14,17,Jalen Reagor left end for 19 yards (tackle by Demario Davis),3.580,4.840
4,7:51,1,10,NOR 11,14,17,Miles Sanders left guard for 7 yards (tackle by Shy Tuttle and Malcolm Jenkins),4.840,5.470
4,7:12,2,3,NOR 4,14,17,"Jalen Hurts pass incomplete short left intended for Alshon Jeffery. Penalty on Marshon Lattimore: Defensive Holding, 2 yards. Penalty on Janoris Jenkins: Defensive Holding, 2 yards (no play)",5.470,6.740
4,7:07,1,2,NOR 2,14,17,"Penalty on Malcolm Roach: Neutral Zone Infraction, 1 yard (no play)",6.740,6.970
4,7:07,1,1,NOR 1,14,17,"Penalty on Nate Herbig: False Start, 5 yards (no play)",6.970,5.830
4,7:07,1,6,NOR 6,14,17,Miles Sanders up the middle for 5 yards (tackle by Marcus Davenport),5.830,5.910
4,6:26,2,1,NOR 1,14,23,"Miles Sanders up the middle for 1 yard, touchdown",5.910,7.000
4,6:22,,,NOR 15,14,24,Jake Elliott kicks extra point good,0.000,0.000
4,6:22,,,PHI 35,14,24,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,6:22,1,10,NOR 25,14,24,Taysom Hill pass incomplete short right intended for Alvin Kamara,0.610,0.060
4,6:18,2,10,NOR 25,14,24,Taysom Hill pass complete short middle to Michael Thomas for 10 yards (tackle by Nickell Robey-Coleman),0.060,1.270
4,5:44,1,10,NOR 35,14,24,Taysom Hill pass incomplete short left intended for Tre'Quan Smith,1.270,0.720
4,5:39,2,10,NOR 35,14,24,Taysom Hill pass complete short right to Alvin Kamara for 9 yards (tackle by Derek Barnett and Duke Riley),0.720,1.220
4,5:03,3,1,NOR 44,14,24,Taysom Hill right tackle for 11 yards (tackle by Nickell Robey-Coleman),1.220,2.590
4,4:23,1,10,PHI 45,14,24,Taysom Hill pass complete short left to Alvin Kamara for 2 yards (tackle by Kevon Seymour),2.590,2.310
4,4:17,2,8,PHI 43,14,24,Taysom Hill right end for 10 yards (tackle by Josh Sweat),2.310,3.380
4,3:40,1,10,PHI 33,14,24,Taysom Hill sacked by Josh Sweat for -7 yards,3.380,1.890
4,3:08,2,17,PHI 40,14,24,Taysom Hill pass complete short right to Jared Cook for 9 yards (tackle by Alex Singleton),1.890,2.410
4,2:28,3,8,PHI 31,14,24,Taysom Hill sacked by Javon Hargrave for -8 yards,2.410,0.660
4,2:00,4,16,PHI 39,14,24,Wil Lutz 57 yard field goal no good,0.660,-2.060
4,1:55,1,10,PHI 47,14,24,Boston Scott up the middle for 1 yard (tackle by Sheldon Rankins),2.060,1.650
4,1:51,,,,,,Timeout #2 by New Orleans Saints,,
4,1:51,2,9,PHI 48,14,24,"Jalen Hurts up the middle for 3 yards (tackle by Kwon Alexander and Shy Tuttle). Jalen Hurts fumbles (forced by Kwon Alexander), recovered by Malcolm Jenkins at NO-49",1.650,-2.190
4,1:42,1,10,NOR 49,14,24,Taysom Hill pass complete deep right to Tre'Quan Smith for 31 yards (tackle by Kevon Seymour),2.190,4.240
4,1:35,1,10,PHI 20,14,24,Taysom Hill pass incomplete deep left intended for Emmanuel Sanders,4.240,3.690
4,1:29,2,10,PHI 20,20,24,"Taysom Hill pass complete deep middle to Jared Cook for 20 yards, touchdown",3.690,7.000
4,1:24,,,PHI 15,21,24,Wil Lutz kicks extra point good,0.000,0.000
4,1:24,,,NOR 35,21,24,"Wil Lutz kicks onside 8 yards, returned by Jalen Mills for no gain. Penalty on Chauncey Gardner-Johnson: Unsportsmanlike Conduct, 15 yards",0.000,3.710
4,1:23,1,10,NOR 28,21,24,Jalen Hurts kneels for -1 yards,3.710,3.030
4,1:22,,,,,,Timeout #3 by New Orleans Saints,,
4,1:22,2,11,NOR 29,21,24,Jalen Hurts kneels for -2 yards,3.030,2.080
4,0:36,,,,,,Timeout #1 by Philadelphia Eagles,,
4,0:36,3,13,NOR 31,21,24,Jalen Hurts kneels for -1 yards,2.080,1.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
