0,1
Game Info,Game Info
Won Toss,Cardinals (deferred)
Roof,outdoors
Surface,grass
Duration,3:01
Attendance,67186
Weather,"70 degrees, relative humidity 70%, wind 20 mph, wind chill 0"
Vegas Line,Arizona Cardinals -2.5
Over/Under,42.0 (under)
