Quarter,Time,Down,ToGo,Location,PIT,JAX,Detail,EPB,EPA
1,,,,PIT 30,7,0,"Jeff Reed kicks off 61 yards, returned by David Allen for 18 yards (tackle by Chidi Iwuoma)",0.000,0.740
1,9:41,1,10,JAX 27,7,0,Fred Taylor up the middle for 9 yards (tackle by Deshea Townsend),0.740,1.410
1,9:03,2,1,JAX 36,7,0,Fred Taylor right tackle for 3 yards (tackle by Aaron Smith),1.410,1.530
1,8:22,1,10,JAX 39,7,0,Fred Taylor right tackle for 3 yards (tackle by Troy Polamalu and Chris Hoke),1.530,1.390
1,7:45,2,7,JAX 42,7,0,Byron Leftwich pass complete to Troy Edwards for 13 yards (tackle by Deshea Townsend),1.390,2.590
1,7:01,1,10,PIT 45,7,0,Chris Fuamatu-Ma'afala right tackle for 4 yards (tackle by Willie J. Williams),2.590,2.580
1,6:23,2,6,PIT 41,7,0,Byron Leftwich pass complete to Jimmy Smith for 9 yards (tackle by Deshea Townsend),2.580,3.450
1,5:44,1,10,PIT 32,7,0,Byron Leftwich up the middle for 4 yards (tackle by Clark Haggans),3.450,3.440
1,5:00,2,6,PIT 28,7,0,Fred Taylor up the middle for 4 yards (tackle by Willie J. Williams),3.440,3.270
1,4:15,3,2,PIT 24,7,0,Chris Fuamatu-Ma'afala up the middle for 4 yards (tackle by Clark Haggans),3.270,4.240
1,3:36,1,10,PIT 20,7,0,Fred Taylor up the middle for 1 yard (tackle by Troy Polamalu and Travis Kirschke),4.240,3.820
1,2:55,2,9,PIT 19,7,0,Fred Taylor up the middle for -3 yards (tackle by Joey Porter),3.820,2.740
1,2:12,3,12,PIT 22,7,6,"Byron Leftwich pass complete to Troy Edwards for 22 yards, touchdown",2.740,7.000
1,,,,PIT 2,7,7,Josh Scobee kicks extra point good,0.000,0.000
1,,,,JAX 30,7,7,"Josh Scobee kicks off 61 yards, returned by Ike Taylor for 19 yards (tackle by Deke Cooper)",0.000,0.810
1,1:57,1,10,PIT 28,7,7,Duce Staley left end for 6 yards (tackle by Mike Peterson),0.810,1.070
1,1:32,2,4,PIT 34,7,7,Duce Staley left end for 4 yards (tackle by John Henderson and Elton Patterson),1.070,1.470
1,0:50,1,10,PIT 38,7,7,Hines Ward left end for no gain (tackle by Marcus Stroud and Greg Favors),1.470,0.920
1,0:13,2,10,PIT 38,7,7,Jerome Bettis up the middle for 8 yards (tackle by Mike Peterson),0.920,1.290
Quarter,Time,Down,ToGo,Location,PIT,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,PIT 46,7,7,Ben Roethlisberger pass complete to Antwaan Randle El for 16 yards (tackle by Deke Cooper),1.290,3.050
2,14:36,1,10,JAX 38,7,7,Duce Staley right tackle for 5 yards (tackle by Mike Peterson),3.050,3.180
2,13:57,2,5,JAX 33,7,7,Duce Staley up the middle for 4 yards (tackle by Mike Peterson),3.180,3.010
2,13:13,3,1,JAX 29,7,7,Duce Staley right tackle for 2 yards (tackle by Tommy Hendricks),3.010,3.780
2,12:34,1,10,JAX 27,7,7,Duce Staley up the middle for 1 yard (tackle by Derrick Ransom),3.780,3.370
2,11:53,2,9,JAX 26,13,7,"Ben Roethlisberger pass complete to Jay Riemersma for 26 yards, touchdown",3.370,7.000
,,,,,,,"JAX challenged the ruling, and the play was upheld.",,
2,,,,JAX 2,14,7,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,14,7,"Jeff Reed kicks off 63 yards, returned by Greg Jones for 20 yards (tackle by Chidi Iwuoma)",0.000,0.740
2,11:39,1,10,JAX 27,14,7,Fred Taylor left end for 7 yards (tackle by Troy Polamalu),0.740,1.140
2,11:15,2,3,JAX 34,14,7,Fred Taylor up the middle for 1 yard (tackle by James Farrior),1.140,0.560
2,10:34,3,2,JAX 35,14,7,"Fred Taylor up the middle for 1 yard (tackle by Troy Polamalu). Penalty on Joey Porter: Unsportsmanlike Conduct, 15 yards",0.560,2.320
2,9:41,1,10,PIT 49,14,7,Byron Leftwich pass complete to Fred Taylor for 2 yards (tackle by James Farrior),2.320,2.050
2,9:01,2,8,PIT 47,14,7,Fred Taylor left tackle for -1 yards (tackle by Chris Hoke),2.050,1.220
2,8:20,3,9,PIT 48,14,7,Byron Leftwich pass complete to Troy Edwards for 18 yards (tackle by Deshea Townsend),1.220,3.580
2,7:33,1,10,PIT 30,14,7,Fred Taylor right tackle for 4 yards (tackle by Joey Porter and Willie J. Williams),3.580,3.570
2,6:50,2,6,PIT 26,14,7,Chris Fuamatu-Ma'afala right guard for 6 yards (tackle by Willie J. Williams),3.570,4.240
2,6:10,1,10,PIT 20,14,7,Chris Fuamatu-Ma'afala up the middle for 4 yards (tackle by James Farrior),4.240,4.280
2,5:26,2,6,PIT 16,14,7,Chris Fuamatu-Ma'afala right tackle for 2 yards (tackle by Aaron Smith),4.280,3.890
2,4:41,3,4,PIT 14,14,7,Byron Leftwich pass incomplete intended for Troy Edwards (defended by Ike Taylor),3.890,2.580
2,4:33,4,4,PIT 14,14,7,Josh Scobee 32 yard field goal no good,2.580,-0.480
2,4:29,1,10,PIT 23,14,7,Ben Roethlisberger for 15 yards (tackle by Mike Peterson),0.480,1.470
2,4:02,1,10,PIT 38,14,7,Duce Staley left guard for 2 yards (tackle by Dewayne Washington and Anthony Maddox),1.470,1.190
2,3:23,2,8,PIT 40,14,7,Ben Roethlisberger sacked by Elton Patterson and Derrick Ransom for -9 yards,1.190,-0.690
2,2:51,,,,14,7,Timeout #1 by Pittsburgh Steelers,0.000,-0.690
2,2:51,3,17,PIT 31,14,7,Ben Roethlisberger pass complete to Willie Parker for 12 yards (tackle by Dewayne Washington),-0.690,-0.520
2,2:51,4,5,PIT 43,14,7,"Penalty on Ike Taylor: False Start, 5 yards (no play)",-0.520,-0.850
2,2:00,4,10,PIT 38,14,7,"Chris Gardocki punts 37 yards, returned by David Allen for 3 yards (tackle by Alonzo Jackson)",-0.850,-0.810
2,1:52,1,10,JAX 28,14,7,"Byron Leftwich pass incomplete intended for Jimmy Smith is intercepted by Chris Hope at JAX-44. Penalty on Willie J. Williams: Illegal Contact, 5 yards (no play)",0.810,1.140
2,1:44,1,10,JAX 33,14,7,Byron Leftwich pass complete to Fred Taylor for 5 yards (tackle by James Farrior),1.140,1.270
2,1:19,2,5,JAX 38,14,7,Byron Leftwich pass incomplete intended for Greg Jones,1.270,0.560
2,1:15,3,5,JAX 38,14,7,Byron Leftwich pass incomplete intended for Jimmy Smith (defended by Troy Polamalu),0.560,-0.850
2,1:09,4,5,JAX 38,14,7,Chris Hanson punts 46 yards,-0.850,0.140
2,1:00,1,10,PIT 16,14,7,Duce Staley up the middle for 3 yards (tackle by Mike Peterson),-0.140,-0.180
2,0:17,2,7,PIT 19,14,7,Duce Staley left tackle for no gain (tackle by Greg Favors),-0.180,-0.950
Quarter,Time,Down,ToGo,Location,PIT,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 30,14,7,"Josh Scobee kicks off 59 yards, returned by Ricardo Colclough for 17 yards (tackle by Nick Sorensen). Ricardo Colclough fumbles (forced by Nick Sorensen), recovered by Dan Kreider at PIT-32",0.000,1.070
3,14:54,1,10,PIT 32,14,7,Ben Roethlisberger pass complete to Antwaan Randle El for 17 yards (tackle by Dewayne Washington),1.070,2.190
3,14:19,1,10,PIT 49,14,7,Duce Staley up the middle for 3 yards (tackle by Mike Peterson),2.190,2.050
3,13:40,2,7,JAX 48,14,7,Duce Staley up the middle for no gain (tackle by Donovin Darius and Marcus Stroud),2.050,1.360
3,13:01,3,7,JAX 48,14,7,"Ben Roethlisberger pass complete to Antwaan Randle El for 18 yards (tackle by Kiwaukee Thomas). Penalty on Bobby McCray: Defensive Offside (Offsetting), Penalty on Chris Doering: Illegal Block Above the Waist (Offsetting) (no play)",1.360,1.360
3,12:39,3,7,JAX 48,14,7,Ben Roethlisberger pass complete to Lee Mays for 5 yards (tackle by Juran Bolden),1.360,0.400
3,11:59,,,,14,7,Timeout #1 by Jacksonville Jaguars,0.000,0.400
3,11:59,4,2,JAX 43,14,7,"Penalty on Ben Roethlisberger: Delay of Game, 5 yards (no play)",0.400,0.070
3,11:59,4,7,JAX 48,14,7,Chris Gardocki punts 46 yards,0.070,0.380
3,11:47,1,10,JAX 2,14,7,Byron Leftwich pass incomplete intended for Chris Fuamatu-Ma'afala,-0.380,-0.780
3,11:43,2,10,JAX 2,14,7,Byron Leftwich pass complete to Todd Yoder for 56 yards (tackle by Chris Hope),-0.780,2.790
3,10:54,1,10,PIT 42,14,7,Byron Leftwich pass incomplete intended for Fred Taylor,2.790,2.240
3,10:49,2,10,PIT 42,14,7,Fred Taylor up the middle for 2 yards (tackle by Chris Hoke and Larry Foote),2.240,1.820
3,10:07,3,8,PIT 40,14,7,Byron Leftwich pass complete to Troy Edwards for 36 yards (tackle by Russell Stuvaints),1.820,6.280
3,9:42,1,4,PIT 4,14,7,Fred Taylor left tackle for 2 yards (tackle by Kendrick Clancy),6.280,5.720
3,8:59,2,2,PIT 2,14,7,Byron Leftwich pass incomplete intended for Todd Yoder,5.720,4.950
3,8:54,3,2,PIT 2,14,7,Byron Leftwich pass incomplete intended for Jimmy Smith (defended by Ike Taylor),4.950,3.250
3,8:51,4,2,PIT 2,14,10,Josh Scobee 20 yard field goal good,3.250,3.000
3,,,,JAX 30,14,10,"Josh Scobee kicks off 75 yards, touchback",0.000,0.280
3,8:47,1,10,PIT 20,14,10,"Ben Roethlisberger pass incomplete intended for Antwaan Randle El (defended by Dewayne Washington). Penalty on Dan Kreider: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,8:39,1,20,PIT 10,14,10,Jerome Bettis up the middle for 5 yards (tackle by Akin Ayodele),-0.760,-1.070
3,8:03,2,15,PIT 15,14,10,Jerome Bettis up the middle for 4 yards (tackle by Dewayne Washington),-1.070,-1.140
3,7:33,3,11,PIT 19,14,10,Ben Roethlisberger pass incomplete intended for Lee Mays,-1.140,-2.140
3,7:25,4,11,PIT 19,14,10,"Chris Gardocki punts 47 yards, returned by David Allen for no gain",-2.140,-1.200
3,7:17,1,10,JAX 34,14,10,"Penalty on Kyle Brady: False Start, 5 yards (no play)",1.200,0.870
3,7:17,1,15,JAX 29,14,10,Fred Taylor left end for -7 yards,0.870,-0.960
3,6:32,2,22,JAX 22,14,10,Byron Leftwich pass complete to Fred Taylor for 7 yards (tackle by Joey Porter),-0.960,-0.690
3,5:50,3,15,JAX 29,14,10,Byron Leftwich pass complete to Ernest Wilford for 36 yards (tackle by Chris Hope),-0.690,3.250
3,5:10,1,10,PIT 35,14,10,Fred Taylor right tackle for -2 yards (tackle by Travis Kirschke),3.250,2.430
3,4:32,2,12,PIT 37,14,10,Byron Leftwich pass complete to Fred Taylor for 11 yards (tackle by James Farrior),2.430,3.200
3,4:32,3,1,PIT 26,14,10,"Penalty on Chris Hoke: Encroachment, 5 yards (no play)",3.200,4.170
3,3:32,1,10,PIT 21,14,10,Fred Taylor right tackle for 2 yards (tackle by Aaron Smith),4.170,3.900
3,2:54,2,8,PIT 19,14,10,Byron Leftwich pass incomplete intended for Jimmy Smith,3.900,3.180
3,2:51,3,8,PIT 19,14,10,Byron Leftwich pass complete to Fred Taylor for 9 yards (tackle by Larry Foote),3.180,4.910
3,2:08,1,10,PIT 10,14,10,Fred Taylor up the middle for 2 yards (tackle by Chris Hoke),4.910,4.570
3,1:31,2,8,PIT 8,14,10,"Byron Leftwich sacked for -5 yards. Byron Leftwich fumbles, recovered by Byron Leftwich at PIT-12",4.570,3.100
3,0:55,3,12,PIT 12,14,10,Byron Leftwich pass complete to Troy Edwards for 1 yard (tackle by Deshea Townsend),3.100,2.700
3,0:12,4,11,PIT 11,14,13,Josh Scobee 29 yard field goal good,2.700,3.000
3,,,,JAX 30,14,13,"Josh Scobee kicks off 73 yards, returned by Ricardo Colclough for 27 yards (tackle by Deke Cooper). Penalty on Russell Stuvaints: Low Block, 12 yards",0.000,-0.350
3,0:01,1,10,PIT 12,14,13,Ben Roethlisberger pass complete to Antwaan Randle El for 18 yards (tackle by Tommy Hendricks),-0.350,0.940
Quarter,Time,Down,ToGo,Location,PIT,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 30,14,13,Duce Staley left end for 8 yards (tackle by Tommy Hendricks),0.940,1.470
4,14:20,2,2,PIT 38,14,13,Ben Roethlisberger sacked by Jason Gildon for -7 yards,1.470,-0.160
4,13:48,3,9,PIT 31,14,13,Ben Roethlisberger pass complete to Antwaan Randle El for 8 yards (tackle by Deke Cooper),-0.160,-0.780
,,,,,,,"JAX challenged the ruling, and the original play was overturned.",,
4,13:30,4,1,PIT 39,14,13,"Chris Gardocki punts 61 yards, touchback",-0.780,-0.280
4,13:21,1,10,JAX 20,14,13,Fred Taylor right tackle for 9 yards (tackle by Chris Hope and Troy Polamalu),0.280,0.950
4,12:52,2,1,JAX 29,14,13,Fred Taylor up the middle for -1 yards (tackle by Kendrick Clancy),0.950,0.100
4,12:09,3,2,JAX 28,14,13,Chris Fuamatu-Ma'afala up the middle for no gain (tackle by Chris Hope),0.100,-1.500
4,11:34,4,2,JAX 28,14,13,"Chris Hanson punts 55 yards, returned by Antwaan Randle El for 10 yards (tackle by Deke Cooper). Antwaan Randle El fumbles, ball out of bounds at PIT-27",-1.500,-0.740
4,11:22,1,10,PIT 27,14,13,"Duce Staley up the middle for 4 yards (tackle by Akin Ayodele). Penalty on Oliver Ross: Offensive Holding, 10 yards (no play)",0.740,-0.170
4,10:59,1,20,PIT 17,14,13,Ben Roethlisberger pass complete to Hines Ward for 15 yards (tackle by Kiwaukee Thomas),-0.170,0.870
4,10:20,2,5,PIT 32,14,13,Duce Staley right tackle for 2 yards (tackle by John Henderson),0.870,0.430
4,9:37,3,3,PIT 34,14,13,"Ben Roethlisberger left end for 20 yards (tackle by Deon Grant). Penalty on Elton Patterson: Unnecessary Roughness, 15 yards",0.430,3.510
4,9:03,1,10,JAX 31,14,13,Duce Staley up the middle for 3 yards (tackle by Akin Ayodele),3.510,3.370
4,8:23,2,7,JAX 28,14,13,Duce Staley right end for 1 yard (tackle by Daryl Smith),3.370,2.810
4,7:41,3,6,JAX 27,14,13,Ben Roethlisberger sacked by Deon Grant for -9 yards,2.810,0.880
4,7:41,4,15,JAX 36,14,13,"Penalty on Chris Gardocki: Delay of Game, 5 yards (no play)",0.880,0.530
4,6:52,4,20,JAX 41,14,13,"Chris Gardocki punts 41 yards, touchback",0.530,-0.280
4,6:44,1,10,JAX 20,14,13,Byron Leftwich pass complete to Jimmy Smith for 13 yards (tackle by Deshea Townsend),0.280,1.140
4,6:21,1,10,JAX 33,14,13,Byron Leftwich pass incomplete intended for Jimmy Smith,1.140,0.590
4,6:14,2,10,JAX 33,14,13,Fred Taylor right end for 18 yards (tackle by Chris Hope),0.590,2.320
4,5:33,1,10,PIT 49,14,13,Fred Taylor right guard for 3 yards (tackle by Chris Hope),2.320,2.190
4,4:54,2,7,PIT 46,14,13,Byron Leftwich sacked by Clark Haggans for -5 yards,2.190,0.830
4,4:16,3,12,JAX 49,14,13,"Byron Leftwich pass complete to Troy Edwards for 5 yards (tackle by James Farrior). Penalty on Chris Hope: Illegal Contact, 5 yards (no play)",0.830,2.520
4,4:10,1,10,PIT 46,14,13,Byron Leftwich pass complete to Jimmy Smith for 11 yards (tackle by Joey Porter),2.520,3.250
4,3:28,1,10,PIT 35,14,13,Fred Taylor up the middle for 9 yards (tackle by Chris Hope),3.250,3.920
4,2:46,2,1,PIT 26,14,13,Fred Taylor right tackle for 1 yard (tackle by James Farrior),3.920,3.910
4,2:30,,,,14,13,Timeout #1 by Pittsburgh Steelers,0.000,3.910
4,2:30,1,10,PIT 25,14,13,Fred Taylor up the middle for no gain (tackle by Chris Hope),3.910,3.360
4,2:24,,,,14,13,Timeout #2 by Pittsburgh Steelers,0.000,3.360
4,2:24,2,10,PIT 25,14,13,Fred Taylor left guard for 7 yards (tackle by Joey Porter),3.360,3.660
4,2:16,,,,14,13,Timeout #3 by Pittsburgh Steelers,0.000,3.660
4,2:16,3,3,PIT 18,14,13,Fred Taylor up the middle for no gain (tackle by James Farrior),3.660,2.350
4,2:00,4,3,PIT 18,14,16,Josh Scobee 36 yard field goal good,2.350,3.000
4,,,,JAX 30,14,16,"Josh Scobee kicks off 70 yards, returned by Ricardo Colclough for 25 yards (tackle by Nick Sorensen)",0.000,0.610
4,1:50,1,10,PIT 25,14,16,"Ben Roethlisberger pass incomplete intended for Hines Ward. Penalty on Greg Favors: Defensive Offside, 5 yards (no play)",0.610,1.340
4,1:45,1,5,PIT 30,14,16,Ben Roethlisberger pass complete to Antwaan Randle El for 12 yards (tackle by Mike Peterson),1.340,1.730
4,1:38,1,10,PIT 42,14,16,Ben Roethlisberger pass complete to Lee Mays for 18 yards (tackle by Dewayne Washington),1.730,2.920
4,1:32,1,10,JAX 40,14,16,Willie Parker up the middle for 12 yards (tackle by Deon Grant),2.920,3.710
4,1:07,1,10,JAX 28,14,16,Ben Roethlisberger pass complete to Lee Mays for 9 yards (tackle by Dewayne Washington),3.710,4.420
4,1:07,2,1,JAX 19,14,16,Ben Roethlisberger spiked the ball,4.420,3.720
4,0:23,,,,14,16,Timeout #2 by Jacksonville Jaguars,0.000,3.720
4,0:23,3,1,JAX 19,17,16,Jeff Reed 37 yard field goal good,3.720,3.000
4,,,,PIT 30,17,16,"Jeff Reed kicks off 54 yards, returned by Greg Jones for 23 yards (tackle by Russell Stuvaints)",0.000,1.530
4,0:11,1,10,JAX 39,17,16,Byron Leftwich pass complete to Jimmy Smith for 19 yards (tackle by James Farrior),1.530,2.790
4,0:04,,,,17,16,Timeout #3 by Jacksonville Jaguars,0.000,2.790
4,0:04,1,10,PIT 42,17,16,Josh Scobee 60 yard field goal no good,2.790,2.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
