Quarter,Time,Down,ToGo,Location,TEN,NWE,Detail,EPB,EPA
1,0:13,1,4,NWE 4,0,7,D'Onta Foreman right tackle for 2 yards (tackle by Devin McCourty and Davon Godchaux),,
Quarter,Time,Down,ToGo,Location,TEN,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,NWE 2,0,7,Dontrell Hilliard up the middle for 1 yard (tackle by Matt Judon and Ja'Whaun Bentley),,
2,14:32,,,,,,Timeout #1 by New England Patriots,,
2,14:32,3,1,NWE 1,6,7,"Ryan Tannehill pass complete to Nick Westbrook-Ikhine for no gain TEN challenged the runner broke the plane ruling, and the original play was overturned. Ryan Tannehill pass complete short left to Nick Westbrook-Ikhine for 1 yard, touchdown",,
2,14:28,,,NWE 15,6,7,Randy Bullock kicks extra point no good,,
2,14:28,,,TEN 35,6,7,"Randy Bullock kicks off 65 yards, returned by Gunner Olszewski for 21 yards (tackle by Monty Rice and Nick Dzubnar)",,
2,14:22,1,10,NWE 21,6,7,Mac Jones pass complete deep left to Jakobi Meyers for 22 yards (tackle by Kevin Byard and Monty Rice),,
2,13:33,1,10,NWE 43,6,7,Mac Jones pass complete short left to Jakobi Meyers for 20 yards (tackle by Amani Hooker),,
2,12:50,1,10,TEN 37,6,7,Mac Jones pass complete short right to Jonnu Smith for 16 yards (tackle by Amani Hooker),,
2,12:08,1,10,TEN 21,6,7,Mac Jones pass complete short right to Jonnu Smith for 13 yards (tackle by Jayon Brown and Amani Hooker),,
2,11:21,1,8,TEN 8,6,7,Rhamondre Stevenson left end for 2 yards (tackle by Jeffery Simmons),,
2,10:41,2,6,TEN 6,6,7,Rhamondre Stevenson right guard for 2 yards (tackle by Monty Rice),,
2,10:01,3,4,TEN 4,6,7,Mac Jones pass incomplete short right intended for Hunter Henry,,
2,9:53,4,4,TEN 4,6,10,Nick Folk 22 yard field goal good,,
2,9:50,,,NWE 35,6,10,"Jake Bailey kicks off 67 yards, returned by Chester Rogers for 30 yards (tackle by Kyle Dugger)",,
2,9:44,1,10,TEN 28,6,10,Dontrell Hilliard left guard for 4 yards (tackle by Kyle Dugger),,
2,9:09,2,6,TEN 32,6,10,"Ryan Tannehill pass complete short right to Dontrell Hilliard for 2 yards (tackle by Adrian Phillips). Penalty on Matt Judon: Roughing the Passer, 15 yards (accepted)",,
2,8:43,1,10,TEN 49,6,10,D'Onta Foreman right guard for 2 yards (tackle by Deatrich Wise),,
2,8:09,2,8,NWE 49,6,10,Dontrell Hilliard left end for 17 yards (tackle by J.C. Jackson),,
2,7:33,1,10,NWE 32,6,10,Dontrell Hilliard up the middle for 3 yards (tackle by Lawrence Guy),,
2,6:49,2,7,NWE 29,6,10,Ryan Tannehill pass complete short right to D'Onta Foreman for 3 yards (tackle by Dont'a Hightower),,
2,6:11,3,4,NWE 26,6,10,Ryan Tannehill pass incomplete deep left intended for Chester Rogers,,
2,6:05,4,4,NWE 26,6,10,Randy Bullock 44 yard field goal no good,,
2,6:01,1,10,NWE 34,6,10,Mac Jones pass complete short left to Damien Harris for 12 yards (tackle by Jeffery Simmons),,
2,5:22,1,10,NWE 46,6,10,"Damien Harris left tackle for no gain. Penalty on Isaiah Wynn: Offensive Holding, 10 yards (accepted) (no play)",,
2,5:01,1,20,NWE 36,6,10,Mac Jones pass complete deep left to Jakobi Meyers for 38 yards (tackle by Kristian Fulton),,
2,4:38,1,10,TEN 26,6,10,Mac Jones pass incomplete short left intended for Rhamondre Stevenson (defended by Jayon Brown),,
2,4:31,2,10,TEN 26,6,10,Rhamondre Stevenson left tackle for 2 yards (tackle by Harold Landry),,
2,3:42,3,8,TEN 24,6,10,Mac Jones pass complete short left to Nelson Agholor for 5 yards (tackle by Kristian Fulton and Jeffery Simmons),,
2,3:08,4,3,TEN 19,6,13,Nick Folk 37 yard field goal good,,
2,3:04,,,NWE 35,6,13,"Jake Bailey kicks off 65 yards, touchback.",,
2,3:04,1,10,TEN 25,6,13,Dontrell Hilliard left tackle for 13 yards (tackle by Matt Judon),,
2,2:29,1,10,TEN 38,6,13,Ryan Tannehill pass complete deep right to Nick Westbrook-Ikhine for 24 yards (tackle by Myles Bryant),,
2,2:00,1,10,NWE 38,6,13,Ryan Tannehill pass incomplete short left intended for Chester Rogers (defended by Kyle Van Noy),,
2,1:57,2,10,NWE 38,6,13,"Dontrell Hilliard left guard for 3 yards. Dontrell Hilliard fumbles (forced by Davon Godchaux), recovered by Kyle Dugger at NE-32 (tackle by Geoff Swaim)",,
2,1:51,1,10,NWE 32,6,13,Mac Jones pass complete short right to Brandon Bolden for 19 yards (tackle by Kevin Byard),,
2,1:26,1,10,TEN 49,6,13,"Mac Jones pass complete short right to Kendrick Bourne for 5 yards (tackle by Jackrabbit Jenkins). Penalty on Jackrabbit Jenkins: Face Mask (15 Yards), 15 yards (accepted)",,
2,1:19,1,10,TEN 29,6,13,Mac Jones pass incomplete deep right intended for Jakobi Meyers,,
2,1:13,2,10,TEN 29,6,13,Mac Jones pass complete short right to Brandon Bolden for 3 yards (tackle by Kevin Byard),,
2,1:07,3,7,TEN 26,6,13,Mac Jones pass incomplete deep right intended for Hunter Henry,,
2,1:02,4,7,TEN 26,6,16,Nick Folk 44 yard field goal good,,
2,0:58,,,NWE 35,6,16,"Jake Bailey kicks off 65 yards, touchback.",,
2,0:58,1,10,TEN 25,6,16,Ryan Tannehill pass complete short middle to Anthony Firkser for 7 yards (tackle by Kyle Van Noy and Dont'a Hightower),,
2,0:52,,,,,,Timeout #1 by Tennessee Titans,,
2,0:52,2,3,TEN 32,6,16,Ryan Tannehill pass incomplete short middle intended for Nick Westbrook-Ikhine (defended by Kyle Van Noy),,
2,0:48,3,3,TEN 32,12,16,"Dontrell Hilliard up the middle for 68 yards, touchdown",,
2,0:37,,,NWE 15,13,16,Randy Bullock kicks extra point good,,
2,0:37,,,TEN 35,13,16,"Randy Bullock kicks off 64 yards, returned by Gunner Olszewski for 26 yards (tackle by Dylan Cole)",,
2,0:31,1,10,NWE 27,13,16,Mac Jones pass complete short left to Brandon Bolden for 21 yards (tackle by Derick Roberson and Jayon Brown),,
2,0:22,,,,,,Timeout #2 by New England Patriots,,
2,0:22,1,10,NWE 48,13,16,Mac Jones pass complete short left to Nelson Agholor for 10 yards (tackle by Kristian Fulton),,
2,0:15,,,,,,Timeout #3 by New England Patriots,,
2,0:15,,,,,,Timeout #2 by Tennessee Titans,,
2,0:15,1,10,TEN 42,13,16,Mac Jones pass complete short left to Kendrick Bourne for 7 yards (tackle by Kristian Fulton),,
2,0:12,2,3,TEN 35,13,16,Mac Jones pass incomplete short right intended for Jakobi Meyers,,
2,0:07,3,3,TEN 35,13,16,Nick Folk 53 yard field goal no good,,
2,0:02,1,10,TEN 43,13,16,Ryan Tannehill kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,TEN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,13,16,"Randy Bullock kicks off 66 yards, returned by Gunner Olszewski for 37 yards (tackle by Matthias Farley). Penalty on Matthias Farley: Face Mask (15 Yards), 15 yards (accepted)",,
3,14:53,1,10,TEN 49,13,16,Damien Harris up the middle for 1 yard (tackle by Kevin Byard and Dylan Cole),,
3,14:20,2,9,TEN 48,13,16,Mac Jones pass complete short right to Jonnu Smith for 20 yards (tackle by Kevin Byard),,
3,13:41,1,10,TEN 28,13,16,Damien Harris left end for 6 yards (tackle by Harold Landry and Amani Hooker),,
3,13:02,2,4,TEN 22,13,16,Damien Harris left guard for 5 yards (tackle by Harold Landry and Jeffery Simmons),,
3,12:22,1,10,TEN 17,13,16,Mac Jones pass incomplete short left intended for Kendrick Bourne,,
3,12:15,2,10,TEN 17,13,16,Mac Jones pass incomplete short right intended for Jonnu Smith (defended by Dylan Cole),,
3,12:11,3,10,TEN 17,13,16,Mac Jones scrambles right tackle for 7 yards (tackle by Buster Skrine),,
3,11:17,4,3,TEN 10,13,19,Nick Folk 28 yard field goal good,,
3,11:13,,,NWE 35,13,19,"Jake Bailey kicks off 63 yards, returned by Chester Rogers for 16 yards (tackle by Cody Davis)",,
3,11:08,1,10,TEN 18,13,19,Dontrell Hilliard up the middle for 6 yards (tackle by Davon Godchaux and Ja'Whaun Bentley),,
3,10:35,2,4,TEN 24,13,19,"D'Onta Foreman left guard for 30 yards. D'Onta Foreman fumbles (forced by J.C. Jackson), recovered by Jalen Mills at NE-37",,
3,10:24,1,10,NWE 37,13,19,Mac Jones pass complete short middle to Hunter Henry for 9 yards (tackle by Jayon Brown and Jackrabbit Jenkins),,
3,9:52,2,1,NWE 46,13,19,Mac Jones up the middle for 4 yards (tackle by Kevin Byard),,
3,9:20,1,10,NWE 50,13,19,Rhamondre Stevenson right guard for 2 yards (tackle by John Simon),,
3,8:40,2,8,TEN 48,13,19,Mac Jones pass incomplete deep left intended for Jakobi Meyers (defended by Kristian Fulton),,
3,8:34,3,8,TEN 48,13,19,Mac Jones sacked by Kevin Byard for -11 yards,,
3,7:58,4,19,NWE 41,13,19,"Jake Bailey punts 48 yards, fair catch by Chester Rogers at TEN-11",,
3,7:51,1,10,TEN 11,13,19,Ryan Tannehill pass incomplete short right intended for Nick Westbrook-Ikhine (defended by Deatrich Wise),,
3,7:47,2,10,TEN 11,13,19,Ryan Tannehill scrambles for 5 yards (tackle by Matt Judon),,
3,7:00,3,5,TEN 16,13,19,Ryan Tannehill pass incomplete short left intended for Cody Hollister (defended by Jalen Mills),,
3,6:55,4,5,TEN 16,13,19,"Brett Kern punts 48 yards, returned by Gunner Olszewski for 8 yards (tackle by Matthias Farley)",,
3,6:44,1,10,NWE 44,13,19,Mac Jones pass complete short right to Jakobi Meyers for 11 yards (tackle by Jackrabbit Jenkins),,
3,6:20,1,10,TEN 45,13,19,Damien Harris up the middle for -1 yards (tackle by Derick Roberson),,
3,5:49,2,11,TEN 46,13,19,Mac Jones pass complete short middle to Nelson Agholor for 5 yards (tackle by Jayon Brown),,
3,5:13,3,6,TEN 41,13,25,"Mac Jones pass complete short right to Kendrick Bourne for 41 yards, touchdown",,
3,5:01,,,TEN 15,13,26,Nick Folk kicks extra point good,,
3,5:01,,,NWE 35,13,26,"Jake Bailey kicks off 65 yards, touchback.",,
3,5:01,1,10,TEN 25,13,26,Dontrell Hilliard left guard for 6 yards (tackle by Kyle Van Noy and Adrian Phillips),,
3,4:25,2,4,TEN 31,13,26,Dontrell Hilliard right tackle for 3 yards (tackle by Ja'Whaun Bentley and Kyle Dugger),,
3,3:41,3,1,TEN 34,13,26,Ryan Tannehill scrambles left end for 7 yards (tackle by Ja'Whaun Bentley and Adrian Phillips),,
3,3:05,1,10,TEN 41,13,26,D'Onta Foreman left end for 14 yards (tackle by Joejuan Williams),,
3,2:32,1,10,NWE 45,13,26,D'Onta Foreman up the middle for 4 yards (tackle by Matt Judon and Kyle Dugger),,
3,1:49,2,6,NWE 41,13,26,D'Onta Foreman left guard for 2 yards (tackle by Carl Davis and Christian Barmore),,
3,1:05,3,4,NWE 39,13,26,Dontrell Hilliard up the middle for 8 yards (tackle by Adrian Phillips and Ja'Whaun Bentley),,
3,0:31,1,10,NWE 31,13,26,Ryan Tannehill pass complete short right to Dez Fitzpatrick for 14 yards,,
3,0:01,1,10,NWE 17,13,26,"Penalty on Kyle Van Noy: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
Quarter,Time,Down,ToGo,Location,TEN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,5,NWE 12,13,26,D'Onta Foreman right end for 4 yards (tackle by Ja'Whaun Bentley and Christian Barmore),,
4,14:18,2,1,NWE 8,13,26,D'Onta Foreman right guard for 3 yards (tackle by Davon Godchaux),,
4,13:38,1,5,NWE 5,13,26,D'Onta Foreman up the middle for 1 yard (tackle by Jalen Mills and Matt Judon),,
4,12:58,2,4,NWE 4,13,26,Ryan Tannehill pass incomplete short right intended for MyCole Pruitt (defended by Kyle Van Noy),,
4,12:50,3,4,NWE 4,13,26,D'Onta Foreman left guard for 2 yards (tackle by Devin McCourty and Kyle Dugger),,
4,12:07,4,2,NWE 2,13,26,Ryan Tannehill pass short middle (defended by Devin McCourty) intended for Cody Hollister is intercepted by J.C. Jackson in end zone and returned for no gain,,
4,11:59,1,10,NWE 20,13,26,Rhamondre Stevenson right tackle for 4 yards (tackle by John Simon and Kevin Byard),,
4,11:23,2,6,NWE 24,13,26,Mac Jones pass complete short right to Kendrick Bourne for 4 yards,,
4,10:49,3,2,NWE 28,13,26,Mac Jones pass complete short right to Hunter Henry for 7 yards (tackle by Amani Hooker),,
4,10:10,1,10,NWE 35,13,26,Rhamondre Stevenson right guard for 6 yards (tackle by Dylan Cole and Kevin Byard),,
4,9:35,2,4,NWE 41,13,26,Rhamondre Stevenson right guard for 10 yards (tackle by Kevin Byard and Jayon Brown),,
4,8:54,1,10,TEN 49,13,26,Rhamondre Stevenson left end for 19 yards (tackle by John Simon and Jackrabbit Jenkins),,
4,8:17,1,10,TEN 30,13,26,Rhamondre Stevenson right tackle for -1 yards (tackle by Derick Roberson),,
4,7:40,2,11,TEN 31,13,26,Mac Jones sacked by and Derick Roberson for -10 yards and Naquan Jones for -10 yards,,
4,6:56,3,21,TEN 41,13,26,Mac Jones pass complete short left to Jakobi Meyers for 7 yards (tackle by Chris Jones),,
4,6:16,4,14,TEN 34,13,29,Nick Folk 52 yard field goal good,,
4,6:09,,,NWE 35,13,29,"Jake Bailey kicks off 65 yards, touchback.",,
4,6:09,1,10,TEN 25,13,29,Ryan Tannehill pass incomplete short middle intended for Dontrell Hilliard,,
4,6:05,2,10,TEN 25,13,29,"Ryan Tannehill sacked by Ja'Whaun Bentley for no gain. Ryan Tannehill fumbles (forced by Ja'Whaun Bentley), recovered by Anthony Firkser at TEN-28 and returned for -7 yards. Anthony Firkser fumbles (forced by Ja'Whaun Bentley), recovered by Taylor Lewan at TEN-21 and returned for -7 yards (tackle by Ja'Whaun Bentley)",,
4,5:36,3,14,TEN 21,13,29,Ryan Tannehill pass incomplete deep middle intended for Nick Westbrook-Ikhine (defended by Jalen Mills),,
4,5:31,4,14,TEN 21,13,29,Ryan Tannehill pass incomplete short right intended for Nick Westbrook-Ikhine (defended by Dont'a Hightower),,
4,5:26,1,10,TEN 21,13,29,Damien Harris right guard for 7 yards (tackle by Buster Skrine),,
4,4:46,2,3,TEN 14,13,35,"Damien Harris right end for 14 yards, touchdown",,
4,4:38,,,TEN 15,13,36,Nick Folk kicks extra point good,,
4,4:38,,,NWE 35,13,36,"Jake Bailey kicks off 65 yards, touchback.",,
4,4:38,,,,,,Timeout #1 by New England Patriots,,
4,4:38,1,10,TEN 25,13,36,D'Onta Foreman right guard for 1 yard (tackle by Shaun Wade and Christian Barmore),,
4,4:00,2,9,TEN 26,13,36,D'Onta Foreman left tackle for 5 yards (tackle by Kyle Van Noy and Joejuan Williams),,
4,3:22,3,4,TEN 31,13,36,D'Onta Foreman up the middle for 12 yards (tackle by Devin McCourty),,
4,2:43,1,10,TEN 43,13,36,D'Onta Foreman right end for 9 yards (tackle by Kyle Dugger),,
4,2:00,2,1,NWE 48,13,36,Khari Blasingame up the middle for 2 yards (tackle by Christian Barmore and Adrian Phillips),,
4,1:20,1,10,NWE 46,13,36,Khari Blasingame up the middle for 3 yards (tackle by Kyle Dugger),,
4,0:39,2,7,NWE 43,13,36,"Khari Blasingame up the middle for 1 yard. Khari Blasingame fumbles (forced by Kyle Van Noy) (tackle by Adrian Phillips and Kyle Van Noy), recovered by Jahlani Tavai at NE-42 and MyCole Pruitt and Geoff Swaim) Replay Assistant challenged the fumble ruling, and the play was upheld.",,
4,0:28,1,10,NWE 42,13,36,Brian Hoyer kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
