Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
D'Onta Foreman,TEN,19,109,0,3,54,2.8,55,2.9,2,9.5
Dontrell Hilliard,TEN,12,131,1,4,60,5.0,71,5.9,3,4.0
Ryan Tannehill,TEN,5,24,0,3,18,3.6,6,1.2,0,
Khari Blasingame,TEN,3,6,0,1,0,0.0,6,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Damien Harris,NWE,11,40,1,2,18,1.6,22,2.0,0,
Rhamondre Stevenson,NWE,9,46,0,2,11,1.2,35,3.9,3,3.0
Mac Jones,NWE,2,11,0,1,9,4.5,2,1.0,0,
Brian Hoyer,NWE,1,-1,0,,-1,-1.0,0,0.0,0,
Jonnu Smith,NWE,1,9,0,1,6,6.0,3,3.0,0,
