Quarter,Time,Down,ToGo,Location,CIN,NWE,Detail,EPB,EPA
2,9:13,1,4,CIN 4,0,10,Tom Brady pass incomplete short left intended for Aaron Hernandez,6.280,5.340
2,9:08,2,4,CIN 4,0,10,Tom Brady pass incomplete short middle intended for Wes Welker (defended by Keith Rivers),5.340,4.490
2,9:04,3,4,CIN 4,0,16,"Tom Brady pass complete short middle to Wes Welker for 4 yards, touchdown",4.490,7.000
,,,,,,,"CIN challenged the pass completion ruling, and the play was upheld.",,
2,,,,CIN 2,0,17,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,0,17,"Stephen Gostkowski kicks off 74 yards, touchback",0.000,0.280
2,8:58,1,10,CIN 20,0,17,Carson Palmer pass incomplete short left intended for Terrell Owens,0.280,-0.270
2,8:54,2,10,CIN 20,0,17,Carson Palmer pass complete short left to Jermaine Gresham for 7 yards (tackle by James Sanders),-0.270,-0.030
2,8:15,3,3,CIN 27,0,17,Carson Palmer pass complete short right to Jordan Shipley for 3 yards (tackle by James Sanders and Brandon Meriweather),-0.030,0.940
2,7:38,,,,0,17,Timeout #1 by New England Patriots,0.000,0.940
2,7:38,1,10,CIN 30,0,17,Carson Palmer pass complete short left to Cedric Benson for 11 yards (tackle by Devin McCourty and Brandon Meriweather),0.940,1.660
2,6:54,1,10,CIN 41,0,17,Carson Palmer pass complete short left to Terrell Owens for 7 yards (tackle by Devin McCourty),1.660,2.070
2,6:31,2,3,CIN 48,0,17,Carson Palmer pass complete short middle to Terrell Owens for 4 yards (tackle by Patrick Chung),2.070,2.390
2,5:49,1,10,NWE 48,0,23,"Carson Palmer pass incomplete short right intended for Jermaine Gresham is intercepted by Gary Guyton at NWE-41 and returned for 59 yards, touchdown",2.390,-7.000
2,,,,CIN 2,0,24,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,0,24,"Stephen Gostkowski kicks off 60 yards, returned by Quan Cosby for 18 yards (tackle by Matt Slater)",0.000,0.810
2,5:34,1,10,CIN 28,0,24,"Carson Palmer for no gain. Carson Palmer fumbles, recovered by Carson Palmer at CIN-26",0.810,-0.010
2,5:00,2,12,CIN 26,0,24,Cedric Benson middle for 6 yards (tackle by Jerod Mayo and Gary Guyton),-0.010,0.100
2,4:16,3,6,CIN 32,0,24,"Carson Palmer pass incomplete short middle intended for Chad Johnson. Penalty on Gary Guyton: Defensive Offside, 5 yards (no play)",0.100,0.760
2,4:08,3,1,CIN 37,0,24,Carson Palmer pass complete short middle to Terrell Owens for 4 yards (tackle by Jonathan Wilhite and Jerod Mayo),0.760,1.660
2,3:32,1,10,CIN 41,0,24,Cedric Benson left tackle for 10 yards (tackle by Patrick Chung),1.660,2.320
2,2:59,1,10,NWE 49,0,24,Carson Palmer pass incomplete short middle intended for Jermaine Gresham (defended by Vince Wilfork),2.320,1.780
2,2:53,2,10,NWE 49,0,24,Cedric Benson left tackle for 9 yards (tackle by Patrick Chung),1.780,2.280
2,2:32,3,1,NWE 40,0,24,Carson Palmer middle for no gain (tackle by Vince Wilfork),2.280,0.590
2,2:12,,,,0,24,Timeout #2 by New England Patriots,0.000,0.590
2,2:12,4,1,NWE 40,0,24,Carson Palmer middle for 2 yards (tackle by Vince Wilfork),0.590,3.050
2,2:00,1,10,NWE 38,0,24,Carson Palmer pass incomplete short middle intended for Cedric Benson,3.050,2.510
2,1:56,2,10,NWE 38,0,24,Cedric Benson left end for 3 yards (tackle by Patrick Chung),2.510,2.210
2,1:25,3,7,NWE 35,0,24,Carson Palmer pass incomplete deep right intended for Terrell Owens,2.210,0.970
2,1:19,4,7,NWE 35,3,24,Mike Nugent 54 yard field goal good,0.970,3.000
2,,,,CIN 30,3,24,"Mike Nugent kicks off 76 yards, returned by Brandon Tate for 38 yards (tackle by Quan Cosby)",0.000,1.070
2,1:08,1,10,NWE 32,3,24,Tom Brady pass complete short left to Kevin Faulk for 7 yards (tackle by Dhani Jones and Adam Jones),1.070,1.470
2,0:42,2,3,NWE 39,3,24,Tom Brady pass complete short left to Kevin Faulk for 11 yards (tackle by Roy Williams),1.470,2.260
2,0:34,,,,3,24,Timeout #3 by New England Patriots,0.000,2.260
2,0:34,1,10,,3,24,Tom Brady pass incomplete short right intended for Randy Moss,2.260,1.710
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
2,0:28,2,10,,3,24,Tom Brady pass incomplete short left intended for Brandon Tate,1.710,1.030
2,0:24,3,10,,3,24,Kevin Faulk middle for 11 yards (tackle by Adam Jones and Brandon Johnson),1.030,2.980
2,0:07,1,10,CIN 39,3,24,Tom Brady pass complete short left to Brandon Tate for 2 yards,2.980,2.710
2,0:06,2,8,CIN 37,3,24,Stephen Gostkowski 56 yard field goal no good,2.710,-1.990
2,0:01,1,10,CIN 46,3,24,Carson Palmer pass complete deep middle to Jordan Shipley for 51 yards (tackle by Patrick Chung),1.990,6.510
Quarter,Time,Down,ToGo,Location,CIN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,3,30,"Mike Nugent kicks off 67 yards, returned by Brandon Tate for 97 yards, touchdown",0.000,7.000
3,,,,CIN 2,3,31,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,3,31,"Stephen Gostkowski kicks off 75 yards, touchback",0.000,0.280
3,14:48,1,10,CIN 20,3,31,Carson Palmer pass complete short middle to Terrell Owens for 10 yards (tackle by Devin McCourty),0.280,0.940
3,14:12,1,10,CIN 30,3,31,Cedric Benson left guard for 7 yards (tackle by Gary Guyton),0.940,1.340
3,13:33,2,3,CIN 37,3,31,Carson Palmer pass complete short right to Chad Johnson for 13 yards (tackle by Darius Butler),1.340,2.260
3,13:12,1,10,,3,31,"Penalty on Dennis Roland: False Start, 5 yards (no play)",2.260,1.930
3,12:48,1,15,CIN 45,3,31,Carson Palmer pass complete short left to Chad Johnson for 4 yards (tackle by Jonathan Wilhite),1.930,1.580
3,12:15,2,11,CIN 49,3,31,Carson Palmer pass incomplete short middle intended for Jordan Shipley (defended by Jonathan Wilhite),1.580,0.890
3,12:10,3,11,CIN 49,3,31,Carson Palmer pass complete short right to Jordan Shipley for 11 yards (tackle by Brandon Meriweather),0.890,2.920
3,11:24,1,10,NWE 40,3,31,Cedric Benson right tackle for 1 yard (tackle by Darius Butler),2.920,2.510
3,10:43,2,9,NWE 39,3,31,Carson Palmer pass complete deep middle to Chad Johnson for 19 yards (tackle by Darius Butler and Patrick Chung),2.510,4.240
3,10:01,1,10,NWE 20,3,31,Carson Palmer pass complete short left to Jermaine Gresham for 8 yards (tackle by Jerod Mayo),4.240,5.040
3,9:20,2,2,NWE 12,3,31,Cedric Benson left tackle for 4 yards (tackle by Marques Murrell),5.040,5.370
3,8:38,1,8,NWE 8,3,31,Carson Palmer right end for 7 yards (tackle by Devin McCourty),5.370,5.910
3,7:58,2,1,NWE 1,9,31,"Carson Palmer pass complete short middle to Jermaine Gresham for 1 yard, touchdown",5.910,7.000
3,,,,NWE 2,10,31,Mike Nugent kicks extra point good,0.000,0.000
3,,,,CIN 30,10,31,"Mike Nugent kicks off 74 yards, returned by Brandon Tate for 32 yards (tackle by Reggie Nelson)",0.000,0.810
3,7:49,1,10,NWE 28,10,31,Tom Brady pass complete short right to Fred Taylor for -1 yards (tackle by Domata Peko),0.810,0.130
3,7:15,2,11,NWE 27,10,31,Kevin Faulk middle for 3 yards (tackle by Dhani Jones),0.130,-0.160
3,6:32,3,8,NWE 30,10,31,"Tom Brady pass complete short middle to Alge Crumpler for 15 yards (tackle by Chris Crocker). Penalty on Dan Koppen: Offensive Holding, 10 yards (no play)",-0.160,-1.480
3,6:07,3,18,NWE 20,10,31,Tom Brady pass complete short middle to Brandon Tate for 10 yards (tackle by Brandon Johnson and Roy Williams),-1.480,-1.370
3,5:25,4,8,NWE 30,10,31,Zoltan Mesko punts 43 yards,-1.370,-0.740
3,5:13,1,10,CIN 27,10,31,Carson Palmer pass incomplete short right intended for Terrell Owens (defended by Brandon Spikes),0.740,0.200
3,5:09,2,10,CIN 27,10,31,Carson Palmer pass complete short left to Bernard Scott for 2 yards (tackle by Jerod Mayo),0.200,-0.230
3,4:38,3,8,CIN 29,10,31,Carson Palmer pass complete short middle to Terrell Owens for 13 yards (tackle by Jonathan Wilhite),-0.230,1.730
3,4:03,1,10,CIN 42,10,31,Bernard Scott right tackle for 9 yards (tackle by Jonathan Wilhite and Jerod Mayo),1.730,2.400
3,3:28,2,1,NWE 49,10,31,Carson Palmer pass incomplete short middle intended for Terrell Owens,2.400,1.690
3,3:24,3,1,NWE 49,10,31,Carson Palmer pass complete short middle to Bernard Scott for 4 yards (tackle by Brandon Meriweather and Jerod Mayo),1.690,2.590
3,3:02,1,10,NWE 45,10,31,Carson Palmer pass incomplete short middle intended for Jordan Shipley,2.590,2.040
3,2:59,2,10,NWE 45,10,31,Bernard Scott middle for 5 yards (tackle by Jerod Mayo and Rob Ninkovich),2.040,2.010
3,2:14,3,5,NWE 40,10,31,Carson Palmer pass complete short left to Chad Johnson for 4 yards (tackle by Darius Butler and Patrick Chung),2.010,0.890
3,1:28,4,1,NWE 36,10,31,Cedric Benson right guard for 2 yards (tackle by Patrick Chung and Jerod Mayo),0.890,3.310
3,0:59,1,10,NWE 34,10,31,Bernard Scott left end for 6 yards (tackle by Jerod Mayo and Brandon Meriweather),3.310,3.580
3,0:28,2,4,NWE 28,16,31,"Carson Palmer pass complete deep left to Chad Johnson for 28 yards, touchdown",3.580,7.000
3,,,,NWE 2,17,31,Mike Nugent kicks extra point good,0.000,0.000
3,,,,CIN 30,17,31,"Mike Nugent kicks off 68 yards, returned by Brandon Tate for 17 yards (tackle by Reggie Nelson)",0.000,0.150
3,0:17,1,10,NWE 19,17,31,Tom Brady pass complete short middle to Wes Welker for 12 yards (tackle by Rey Maualuga),0.150,1.000
Quarter,Time,Down,ToGo,Location,CIN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 31,17,31,Tom Brady pass complete short right to Randy Moss for 9 yards (tackle by Johnathan Joseph),1.000,1.680
4,14:28,2,1,NWE 40,17,31,Fred Taylor left guard for 5 yards (tackle by Domata Peko),1.680,1.930
4,13:54,1,10,NWE 45,17,31,Fred Taylor right end for no gain (tackle by Robert Geathers),1.930,1.380
4,13:07,,,,17,31,Timeout #1 by New England Patriots,0.000,1.380
4,13:07,2,10,NWE 45,17,31,Tom Brady pass complete short right to Fred Taylor for 7 yards (tackle by Keith Rivers and Leon Hall),1.380,1.620
4,12:41,3,3,CIN 48,17,31,Tom Brady pass complete short right to Wes Welker for 11 yards (tackle by Dhani Jones),1.620,3.120
4,12:04,1,10,CIN 37,17,31,Tom Brady pass complete short middle to Kevin Faulk for 8 yards (tackle by Keith Rivers and Dhani Jones),3.120,3.650
4,11:34,2,2,CIN 29,17,31,Fred Taylor right tackle for -2 yards (tackle by Johnathan Joseph),3.650,2.680
4,10:50,3,4,CIN 31,17,31,Tom Brady pass complete short left to Wes Welker for 12 yards (tackle by Leon Hall),2.680,4.310
4,10:18,1,10,CIN 19,17,31,BenJarvus Green-Ellis right end for 4 yards (tackle by Keith Rivers),4.310,4.350
4,9:41,2,6,CIN 15,17,31,BenJarvus Green-Ellis right end for 7 yards (tackle by Roy Williams and Keith Rivers),4.350,5.370
4,8:59,1,8,CIN 8,17,31,BenJarvus Green-Ellis right guard for 6 yards (tackle by Keith Rivers and Chris Crocker),5.370,5.720
4,8:22,2,2,CIN 2,17,31,BenJarvus Green-Ellis right guard for 1 yard (tackle by Dhani Jones),5.720,5.170
4,7:45,3,1,CIN 1,17,37,"Tom Brady pass complete short right to Rob Gronkowski for 1 yard, touchdown",5.170,7.000
4,,,,CIN 2,17,38,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 30,17,38,"Stephen Gostkowski kicks off 64 yards, returned by Adam Jones for 18 yards (tackle by Tracy White)",0.000,0.540
4,7:36,1,10,CIN 24,17,38,Carson Palmer pass complete short left to Jermaine Gresham for -2 yards (tackle by Jerod Mayo and Patrick Chung),0.540,-0.270
4,7:08,2,12,CIN 22,17,38,Carson Palmer pass incomplete short left intended for Jermaine Gresham,-0.270,-0.960
4,7:04,3,12,CIN 22,17,38,Carson Palmer pass complete short left to Chad Johnson for 25 yards (tackle by James Sanders),-0.960,2.060
4,6:47,1,10,CIN 47,17,38,Carson Palmer pass incomplete short left intended for Bernard Scott,2.060,1.520
4,6:42,2,10,CIN 47,17,38,Bernard Scott middle for 4 yards (tackle by Rob Ninkovich),1.520,1.360
4,6:04,3,6,NWE 49,17,38,Carson Palmer pass incomplete deep left intended for Terrell Owens (defended by Darius Butler),1.360,0.000
4,5:59,4,6,NWE 49,17,38,Carson Palmer pass complete short left to Chad Johnson for 10 yards (tackle by Darius Butler),0.000,2.980
4,5:48,1,10,NWE 39,17,38,Bernard Scott middle for 2 yards (tackle by Jerod Mayo and Rob Ninkovich),2.980,2.710
4,5:24,2,8,NWE 37,17,38,Carson Palmer pass complete short left to Chad Johnson for 10 yards (tackle by Darius Butler),2.710,3.780
4,4:54,,,,17,38,Timeout #2 by New England Patriots,0.000,3.780
4,4:54,1,10,NWE 27,17,38,Carson Palmer pass complete short left to Chad Johnson for 7 yards,3.780,4.180
4,4:50,2,3,NWE 20,17,38,Carson Palmer pass incomplete deep right intended for Chad Johnson,4.180,3.470
4,4:45,3,3,NWE 20,17,38,Carson Palmer pass complete short middle to Jordan Shipley for 13 yards (tackle by Jonathan Wilhite),3.470,5.600
4,4:16,1,7,NWE 7,17,38,Carson Palmer pass complete short left to Jermaine Gresham for 6 yards (tackle by Patrick Chung and James Sanders),5.600,5.910
4,4:04,,,,17,38,Timeout #1 by Cincinnati Bengals,0.000,5.910
4,4:04,2,1,NWE 1,17,38,Cedric Benson middle for no gain. Penalty on Mike Wright: Defensive Offside (no play),5.910,5.910
4,4:00,2,1,NWE 1,23,38,"Cedric Benson middle for 1 yard, touchdown",5.910,7.000
4,,,,NWE 2,24,38,Mike Nugent kicks extra point good,0.000,0.000
4,,,,CIN 30,24,38,Mike Nugent kicks onside 7 yards. Penalty on Michael Johnson: Illegal Touch Kick,0.000,3.120
4,3:57,1,10,CIN 37,24,38,Tom Brady pass complete short right to Wes Welker for 11 yards (tackle by Keith Rivers),3.120,3.840
4,3:11,1,10,CIN 26,24,38,Fred Taylor middle for 3 yards (tackle by Frostee Rucker and Chris Crocker),3.840,3.700
4,3:00,,,,24,38,Timeout #2 by Cincinnati Bengals,0.000,3.700
4,3:00,2,7,CIN 23,24,38,Fred Taylor left end for 8 yards (tackle by Nedu Ndukwe and Chris Crocker),3.700,4.580
4,2:14,1,10,CIN 15,24,38,Fred Taylor middle for no gain (tackle by Dhani Jones and Keith Rivers),4.580,3.950
4,2:08,,,,24,38,Timeout #3 by Cincinnati Bengals,0.000,3.950
4,2:08,2,10,CIN 15,24,38,"Penalty on Rob Gronkowski: False Start, 5 yards (no play)",3.950,3.350
4,2:08,2,15,CIN 20,24,38,Fred Taylor right tackle for 6 yards (tackle by Dhani Jones and Keith Rivers),3.350,3.240
4,2:00,3,9,CIN 14,24,38,Fred Taylor middle for 7 yards (tackle by Chris Crocker and Tank Johnson),3.240,3.000
4,1:14,4,2,CIN 7,24,38,Tom Brady pass incomplete short middle intended for Wes Welker,3.000,0.380
4,1:10,1,10,CIN 7,24,38,Carson Palmer pass incomplete short left intended for Jermaine Gresham,-0.380,-0.780
4,1:06,2,10,CIN 7,24,38,Carson Palmer pass complete short right to Bernard Scott for 9 yards (tackle by Patrick Chung and Myron Pryor),-0.780,-0.370
4,0:38,3,1,CIN 16,24,38,Carson Palmer pass complete short left to Jordan Shipley for 4 yards (tackle by Jonathan Wilhite),-0.370,0.280
4,0:16,1,10,CIN 20,24,38,Carson Palmer pass complete short left to Chad Johnson for 16 yards (tackle by Brandon Meriweather),0.280,1.330
4,0:11,1,10,CIN 36,24,38,Bernard Scott left guard for 9 yards (tackle by Patrick Chung and Jerod Mayo),1.330,2.010
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
