Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cardinals won the coin toss, Cardinals to receive the opening kickoff.",,
1,15:00,,,STL 30,0,0,"Josh Brown kicks off 70 yards, returned by LaRod Stephens-Howling for 29 yards (tackle by Chris Chamberlain)",0.000,0.870
1,14:55,1,10,ARI 29,0,0,Derek Anderson pass complete short right to Larry Fitzgerald for 16 yards (tackle by Craig Dahl),0.870,1.930
1,14:11,1,10,ARI 45,0,0,Derek Anderson pass incomplete short right intended for Larry Fitzgerald (defended by Ronald Bartell),1.930,1.380
1,14:09,2,10,ARI 45,0,0,Tim Hightower middle for 20 yards (tackle by O.J. Atogwe),1.380,3.250
1,13:28,1,10,STL 35,0,0,Derek Anderson pass complete short right to Larry Fitzgerald for 11 yards (tackle by Ronald Bartell),3.250,3.970
1,12:46,1,10,STL 24,0,0,Tim Hightower right tackle for 1 yard (tackle by James Laurinaitis),3.970,3.570
1,12:07,2,9,STL 23,0,0,Tim Hightower left tackle for -4 yards (tackle by Craig Dahl),3.570,2.350
1,11:25,3,13,STL 27,0,0,Derek Anderson pass incomplete deep right intended for Larry Fitzgerald (defended by Ronald Bartell),2.350,1.670
1,11:18,4,13,STL 27,0,3,Jay Feely 45 yard field goal good,1.670,3.000
1,,,,ARI 30,0,3,"Jay Feely kicks off 71 yards, returned by Danny Amendola for 22 yards (tackle by Cyril Obiozor). Penalty on Cyril Obiozor: Face Mask (15 Yards), 15 yards",0.000,1.330
1,11:08,1,10,STL 36,0,3,Sam Bradford for 1 yard (tackle by Clark Haggans and Gerald Hayes),1.330,0.930
1,10:47,2,9,STL 37,0,3,Steven Jackson right tackle for 4 yards (tackle by Gerald Hayes),0.930,0.760
1,10:18,,,,0,3,Timeout #1 by Arizona Cardinals,0.000,0.760
1,10:18,3,5,STL 41,0,3,Sam Bradford pass incomplete short left intended for Danario Alexander (defended by Michael Adams),0.760,-0.650
1,10:15,4,5,STL 41,0,3,"Donnie Jones punts 47 yards, fair catch by Andre Roberts",-0.650,0.350
1,10:06,1,10,ARI 12,0,3,Tim Hightower left end for 1 yard (tackle by Bradley Fletcher),-0.350,-0.700
1,9:25,2,9,ARI 13,0,3,Derek Anderson pass complete short middle to Larry Fitzgerald for 15 yards (tackle by O.J. Atogwe),-0.700,0.810
1,8:44,1,10,ARI 28,0,3,"Derek Anderson pass incomplete deep right intended for Dominique Rodgers-Cromartie. Penalty on Dominique Rodgers-Cromartie: Illegal Motion (Offsetting), Penalty on Ronald Bartell: Defensive Pass Interfere (Offsetting) (no play)",0.810,0.810
1,8:37,1,10,ARI 28,0,3,Tim Hightower middle for 32 yards (tackle by Craig Dahl),0.810,2.920
1,7:49,1,10,STL 40,0,3,Beanie Wells left tackle for 4 yards (tackle by Na'il Diggs),2.920,2.910
1,7:07,2,6,STL 36,0,3,Derek Anderson pass complete short middle to Steve Breaston for 14 yards (tackle by Bradley Fletcher),2.910,4.110
1,6:22,1,10,STL 22,0,3,Tim Hightower left tackle for -1 yards (tackle by O.J. Atogwe),4.110,3.430
1,5:40,2,11,STL 23,0,3,Derek Anderson pass incomplete short left intended for Beanie Wells,3.430,2.740
1,5:35,3,11,STL 23,0,3,Derek Anderson pass incomplete short right intended for Steve Breaston,2.740,1.930
1,5:31,4,11,STL 23,0,6,Jay Feely 41 yard field goal good,1.930,3.000
1,,,,ARI 30,0,6,"Jay Feely kicks off 63 yards, returned by Danny Amendola for 24 yards (tackle by Cyril Obiozor)",0.000,1.000
1,5:20,1,10,STL 31,0,6,Steven Jackson left tackle for 22 yards (tackle by Clark Haggans),1.000,2.460
1,4:39,1,10,ARI 47,0,6,Sam Bradford pass complete short left to Brandon Gibson for 3 yards (tackle by Michael Adams),2.460,2.320
1,4:02,2,7,ARI 44,0,6,Sam Bradford pass complete short left to Brandon Gibson for 15 yards (tackle by Greg Toler),2.320,3.640
1,3:17,,,,0,6,Timeout #1 by Los Angeles Rams,0.000,3.640
1,3:17,1,10,ARI 29,0,6,Sam Bradford pass complete short left to Danario Alexander for 4 yards (tackle by Michael Adams and Joey Porter),3.640,3.640
1,2:45,2,6,ARI 25,0,6,Steven Jackson middle for 4 yards (tackle by Joey Porter),3.640,3.470
1,2:05,3,2,ARI 21,0,6,Sam Bradford pass incomplete short right intended for Danny Amendola,3.470,2.180
1,2:00,4,2,ARI 21,0,6,"Josh Brown 40 yard field goal good. Penalty on ARI: Defensive 12 On-field, 4 yards (no play)",2.180,4.440
1,1:55,1,10,ARI 17,0,6,Steven Jackson middle for 2 yards (tackle by Paris Lenon),4.440,4.150
1,1:18,2,8,ARI 15,0,6,Sam Bradford pass complete short right to Daniel Fells for 5 yards (tackle by Kerry Rhodes),4.150,4.340
1,0:34,3,3,ARI 10,0,6,Sam Bradford pass incomplete short left intended for Danario Alexander,4.340,2.860
1,0:29,,,,0,6,Timeout #2 by Arizona Cardinals,0.000,2.860
