Quarter,Time,Down,ToGo,Location,SDG,ATL,Detail,EPB,EPA
2,3:12,3,2,ATL 12,0,7,"Drew Brees pass complete to LaDainian Tomlinson for -1 yards (tackle by Kevin Mathis). Penalty on Brady Smith: Roughing the Passer, 6 yards (no play)",4.340,5.830
2,2:48,1,6,ATL 6,0,7,LaDainian Tomlinson up the middle for 2 yards (tackle by Brady Smith),5.830,5.340
2,2:10,2,4,ATL 4,0,7,LaDainian Tomlinson right tackle for 3 yards (tackle by Jamie Duncan),5.340,5.170
2,2:00,3,1,ATL 1,0,7,LaDainian Tomlinson up the middle for no gain (tackle by Keith Brooking),5.170,3.550
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,1:22,,,,0,7,Timeout #3 by San Diego Chargers,0.000,3.550
2,1:22,4,1,ATL 1,6,7,"LaDainian Tomlinson up the middle for 1 yard, touchdown",3.550,7.000
2,,,,ATL 2,7,7,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,7,7,"Nate Kaeding kicks off 63 yards, returned by Allen Rossum for 15 yards (tackle by Shaun Phillips)",0.000,0.410
2,1:13,1,10,ATL 22,7,7,Michael Vick pass incomplete intended for Warrick Dunn (defended by Steve Foley),0.410,-0.130
2,1:08,2,10,ATL 22,7,7,Michael Vick pass complete to Alge Crumpler for 9 yards (tackle by Terrence Kiel),-0.130,0.370
2,0:50,3,1,ATL 31,7,7,Michael Vick up the middle for 4 yards (tackle by Terrence Kiel),0.370,1.270
2,0:48,,,,7,7,Timeout #1 by Atlanta Falcons,0.000,1.270
2,0:48,1,10,ATL 35,7,7,Michael Vick pass incomplete intended for Warrick Dunn (defended by Jamal Williams),1.270,0.720
2,0:43,2,10,ATL 35,7,7,Michael Vick pass incomplete intended for Dez White is intercepted by Drayton Florence at ATL-42 and returned for 3 yards,0.720,-2.980
2,0:38,1,10,ATL 39,7,7,Drew Brees pass incomplete intended for Eric Parker,2.980,2.440
2,0:31,2,10,ATL 39,7,7,Drew Brees pass complete to Kassim Osgood for 22 yards (tackle by Cory Hall),2.440,4.440
2,0:24,1,10,ATL 17,13,7,"Drew Brees pass complete to Eric Parker for 17 yards, touchdown",4.440,7.000
2,,,,ATL 2,14,7,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,14,7,"Nate Kaeding kicks off 60 yards, returned by Allen Rossum for 13 yards (tackle by Clinton Hart)",0.000,0.480
2,0:13,1,10,ATL 23,14,7,Warrick Dunn up the middle for 5 yards (tackle by Terrence Kiel),0.480,0.610
Quarter,Time,Down,ToGo,Location,SDG,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,14,7,"Nate Kaeding kicks off 56 yards, returned by Allen Rossum for 19 yards (tackle by Clinton Hart)",0.000,1.140
3,14:54,1,10,ATL 33,14,7,Warrick Dunn right tackle for 1 yard (tackle by Jamal Williams),1.140,0.730
3,14:25,2,9,ATL 34,14,7,"Warrick Dunn up the middle for 8 yards (tackle by Terrence Kiel). Penalty on Kynan Forney: Offensive Holding, 10 yards (no play)",0.730,-0.620
3,14:05,2,19,ATL 24,14,7,Michael Vick sacked by Steve Foley for -6 yards,-0.620,-2.350
3,13:36,3,25,ATL 18,14,7,Michael Vick pass incomplete intended for Peerless Price,-2.350,-2.240
3,13:31,4,25,ATL 18,14,7,"Chris Mohr punts 45 yards, fair catch by Tim Dwight",-2.240,-1.400
3,13:23,1,10,SDG 37,14,7,Drew Brees pass complete to Kassim Osgood for 9 yards (tackle by Keith Brooking),1.400,2.070
3,12:41,2,1,SDG 46,14,7,Drew Brees pass incomplete intended for Kassim Osgood,2.070,1.360
3,12:34,3,1,SDG 46,14,7,Lorenzo Neal up the middle for 1 yard (tackle by Ed Jasper),1.360,2.060
3,11:47,1,10,SDG 47,14,7,LaDainian Tomlinson up the middle for no gain (tackle by Matt Stewart),2.060,1.520
3,11:08,2,10,SDG 47,14,7,Drew Brees pass complete to Antonio Gates for 9 yards (tackle by Aaron Beasley),1.520,2.020
3,10:27,3,1,ATL 44,14,7,LaDainian Tomlinson right tackle for no gain (tackle by Cleveland Pinkney),2.020,0.330
3,9:40,4,1,ATL 44,14,7,"Penalty on Drew Brees: False Start, 4 yards (no play)",0.330,0.070
3,9:28,4,5,ATL 48,14,7,Mike Scifres punts 40 yards,0.070,0.380
3,9:18,1,10,ATL 8,14,7,Warrick Dunn up the middle for 1 yard (tackle by Igor Olshansky),-0.380,-0.710
3,8:44,2,9,ATL 9,14,7,Michael Vick pass incomplete intended for Dez White,-0.710,-1.300
3,8:38,3,9,ATL 9,14,7,Michael Vick pass incomplete intended for Peerless Price,-1.300,-2.490
3,8:31,4,9,ATL 9,14,7,"Chris Mohr punts 34 yards, fair catch by Tim Dwight",-2.490,-2.720
3,8:23,1,10,ATL 43,14,7,Drew Brees pass complete to Eric Parker for 11 yards (tackle by Cory Hall),2.720,3.450
3,7:57,1,10,ATL 32,14,7,LaDainian Tomlinson up the middle for 2 yards (tackle by Chad Lavalais),3.450,3.170
3,7:18,2,8,ATL 30,14,7,"Drew Brees pass complete to LaDainian Tomlinson for 7 yards (tackle by Jamie Duncan). Penalty on Jason Ball: Offensive Holding, 10 yards (no play)",3.170,1.820
3,6:46,2,18,ATL 40,14,7,"LaDainian Tomlinson up the middle for 6 yards (tackle by Aaron Beasley). Penalty on Eric Parker: Illegal Crackback, 15 yards",1.820,0.610
3,6:27,2,27,ATL 49,14,7,Drew Brees pass complete to Kassim Osgood for 6 yards (tackle by Kevin Mathis),0.610,0.760
3,5:58,3,21,ATL 43,14,7,Drew Brees pass complete to Justin Peelle for 8 yards (tackle by Kevin Mathis),0.760,0.970
3,5:14,4,13,ATL 35,17,7,Nate Kaeding 53 yard field goal good,0.970,3.000
3,,,,SDG 30,17,7,Nate Kaeding kicks off 59 yards,0.000,1.600
3,5:10,1,10,ATL 40,17,7,Michael Vick pass complete to Alge Crumpler for 6 yards (tackle by Randall Godfrey),1.600,1.860
3,4:42,2,4,ATL 46,17,7,T.J. Duckett left tackle for 3 yards (tackle by Jamal Williams),1.860,1.550
3,4:16,3,1,ATL 49,17,7,T.J. Duckett right tackle for no gain (tackle by Jamal Williams),1.550,-0.130
3,3:27,4,1,ATL 49,17,7,"Chris Mohr punts 40 yards, fair catch by Tim Dwight",-0.130,0.370
3,3:19,1,10,SDG 11,17,7,Jesse Chatman up the middle for 5 yards (tackle by Patrick Kerney),-0.370,-0.300
3,2:36,2,5,SDG 16,17,7,Jesse Chatman up the middle for 7 yards (tackle by Bryan Scott),-0.300,0.480
3,1:56,1,10,SDG 23,17,7,Drew Brees pass incomplete intended for Antonio Gates,0.480,-0.070
3,1:49,2,10,SDG 23,17,7,Jesse Chatman up the middle for no gain (tackle by Matt Stewart),-0.070,-0.760
3,1:04,,,,17,7,Timeout #1 by San Diego Chargers,0.000,-0.760
3,1:04,3,10,SDG 23,17,7,"Drew Brees pass complete to LaDainian Tomlinson for 8 yards (tackle by Kevin Mathis). Penalty on Kassim Osgood: Offensive Holding, 10 yards",-0.760,-1.020
3,0:32,3,12,SDG 21,17,7,LaDainian Tomlinson up the middle for 3 yards (tackle by Demorrio Williams and Ed Jasper),-1.020,-1.770
Quarter,Time,Down,ToGo,Location,SDG,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,9,SDG 24,17,7,"Mike Scifres punts 51 yards, fair catch by Allen Rossum",-1.770,-0.610
4,14:52,1,10,ATL 25,17,7,Michael Vick pass complete to Peerless Price for 50 yards (tackle by Sammy Davis),0.610,3.910
4,14:13,1,10,SDG 25,17,7,Michael Vick for 8 yards (tackle by Ben Leber),3.910,4.550
4,13:52,2,2,SDG 17,17,7,T.J. Duckett up the middle for 3 yards (tackle by Randall Godfrey),4.550,4.650
4,13:17,1,10,SDG 14,17,13,"Michael Vick left end for 14 yards, touchdown",4.650,7.000
4,,,,SDG 2,17,14,Jay Feely kicks extra point good,0.000,0.000
4,,,,ATL 30,17,14,"Jay Feely kicks off 69 yards, returned by Tim Dwight for 20 yards (tackle by Demorrio Williams)",0.000,0.340
4,13:03,1,10,SDG 21,17,14,"Penalty on Toniu Fonoti: False Start, 5 yards (no play)",0.340,-0.220
4,13:03,1,15,SDG 16,17,14,Drew Brees pass incomplete intended for Lorenzo Neal,-0.220,-1.010
4,12:58,2,15,SDG 16,17,14,Drew Brees pass complete to Lorenzo Neal for no gain,-1.010,-1.780
4,12:10,,,,17,14,Timeout #2 by San Diego Chargers,0.000,-1.780
4,12:10,3,15,SDG 16,17,14,Drew Brees for 4 yards (tackle by Demorrio Williams),-1.780,-2.030
4,11:27,4,11,SDG 20,17,14,"Mike Scifres punts 44 yards, returned by Allen Rossum for 17 yards (tackle by Jesse Chatman)",-2.030,-2.460
4,11:14,1,10,SDG 47,17,14,"Michael Vick left end for 6 yards (tackle by Zeke Moreno). Penalty on Zeke Moreno: Face Mask (5 Yards), 5 yards",2.460,3.180
4,10:50,1,10,SDG 36,17,14,T.J. Duckett up the middle for 4 yards (tackle by Ben Leber),3.180,3.180
4,10:20,2,6,SDG 32,17,20,"Michael Vick pass complete to Dez White for 32 yards, touchdown",3.180,7.000
4,,,,SDG 2,17,21,Jay Feely kicks extra point good,0.000,0.000
4,,,,ATL 30,17,21,"Jay Feely kicks off 71 yards, returned by Tim Dwight for 26 yards (tackle by Kevin Mathis)",0.000,0.610
4,10:06,1,10,SDG 25,17,21,Drew Brees pass complete to Antonio Gates for 23 yards (tackle by Matt Stewart),0.610,2.130
4,9:22,1,10,SDG 48,17,21,Drew Brees pass complete to Antonio Gates for 13 yards (tackle by Bryan Scott),2.130,2.980
4,8:52,1,10,ATL 39,17,21,LaDainian Tomlinson right tackle for 1 yard (tackle by Junior Glymph),2.980,2.580
4,8:12,2,9,ATL 38,17,21,Drew Brees pass complete to Antonio Gates for 21 yards (tackle by Matt Stewart),2.580,4.440
4,7:38,1,10,ATL 17,17,21,LaDainian Tomlinson up the middle for 6 yards (tackle by Chad Lavalais),4.440,4.890
4,6:55,2,4,ATL 11,17,21,LaDainian Tomlinson up the middle for 1 yard (tackle by Matt Stewart),4.890,4.340
4,6:09,,,,17,21,Timeout #3 by San Diego Chargers,0.000,4.340
4,6:09,3,3,ATL 10,17,21,Drew Brees pass incomplete intended for Antonio Gates (defended by Aaron Beasley),4.340,2.860
4,6:04,4,3,ATL 10,20,21,Nate Kaeding 28 yard field goal good,2.860,3.000
4,,,,SDG 30,20,21,"Nate Kaeding kicks off 65 yards, returned by Allen Rossum for 11 yards (tackle by Kassim Osgood)",0.000,-0.140
4,5:55,1,10,ATL 16,20,21,Michael Vick pass complete to Brian Finneran for 4 yards (tackle by Zeke Moreno),-0.140,0.010
4,5:11,2,6,ATL 20,20,21,Michael Vick pass complete to Alge Crumpler for 20 yards (tackle by Jerry Wilson),0.010,1.600
4,4:33,1,10,ATL 40,20,21,T.J. Duckett up the middle for 8 yards (tackle by Randall Godfrey and Steve Foley),1.600,2.130
4,3:49,2,2,ATL 48,20,21,Michael Vick left end for 4 yards (tackle by Steve Foley),2.130,2.390
4,3:03,1,10,SDG 48,20,21,T.J. Duckett up the middle for no gain (tackle by Jamal Williams),2.390,1.850
4,2:22,2,10,SDG 48,20,21,Michael Vick pass complete to Justin Griffith for 24 yards (tackle by Sammy Davis),1.850,3.970
4,2:00,1,10,SDG 24,20,21,Michael Vick kneels for -2 yards,3.970,3.160
4,1:18,2,12,SDG 26,20,21,Michael Vick kneels for -1 yards,3.160,2.350
4,0:40,3,13,SDG 27,20,21,Michael Vick kneels for -1 yards,2.350,1.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
