Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
David Johnson,ARI,11,33,1,3,32,2.9,1,0.1,0,
Chase Edmonds,ARI,8,22,0,3,11,1.4,11,1.4,2,4.0
Josh Rosen,ARI,2,8,0,0,8,4.0,0,0.0,0,
T.J. Logan,ARI,1,-3,0,0,-3,-3.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Tevin Coleman,ATL,11,145,1,3,102,9.3,43,3.9,1,11.0
Ito Smith,ATL,9,34,0,1,14,1.6,20,2.2,1,9.0
Brian Hill,ATL,3,7,0,,4,1.3,3,1.0,0,
Matt Ryan,ATL,3,18,1,3,18,6.0,0,0.0,0,
Mohamed Sanu,ATL,1,11,0,1,11,11.0,0,0.0,0,
