Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
2,11:01,1,10,PHI 23,3,10,Brian Westbrook left end for 9 yards (tackle by Ken Hamlin),0.480,1.150
2,10:22,2,1,PHI 32,3,10,Kyle Eckel up the middle for -1 yards (tackle by Bradie James),1.150,0.300
2,9:40,3,2,PHI 31,3,10,Donovan McNabb sacked by Bradie James for -9 yards,0.300,-1.900
2,9:18,4,11,PHI 22,3,10,Saverio Rocca punts 40 yards,-1.900,-1.470
2,9:04,1,10,DAL 38,3,10,Tashard Choice left end for -2 yards (tackle by Akeem Jordan),1.470,0.650
2,8:22,2,12,DAL 36,3,10,Tashard Choice right end for 1 yard (tackle by Darren Howard),0.650,0.100
2,7:37,3,11,DAL 37,3,10,Tony Romo pass incomplete deep middle,0.100,-0.910
2,7:31,4,11,DAL 37,3,10,"Sam Paulescu punts 37 yards, returned by DeSean Jackson for 3 yards (tackle by L.P. Ladouceur)",-0.910,-0.870
2,7:22,1,10,PHI 29,3,10,Donovan McNabb pass incomplete short middle intended for Kevin Curtis,0.870,0.330
2,7:19,2,10,PHI 29,3,10,Brian Westbrook right end for 2 yards (tackle by DeMarcus Ware),0.330,-0.100
2,6:39,3,8,PHI 31,3,10,Donovan McNabb pass complete short right to Kevin Curtis for 15 yards,-0.100,1.990
2,6:11,1,10,PHI 46,3,10,Brian Westbrook up the middle for 4 yards (tackle by Chris L. Canty),1.990,1.990
2,5:30,2,6,,3,10,Donovan McNabb pass complete short left to DeSean Jackson for 12 yards (tackle by Terence Newman),1.990,3.050
2,4:48,1,10,DAL 38,3,10,Donovan McNabb pass incomplete deep middle intended for Jason Avant,3.050,2.510
2,4:42,2,10,DAL 38,3,10,Brian Westbrook up the middle for 1 yard (tackle by Zach Thomas),2.510,1.950
2,4:02,3,9,DAL 37,3,10,Donovan McNabb pass complete deep right to DeSean Jackson for 34 yards (tackle by Terence Newman),1.950,6.510
2,3:32,1,3,DAL 3,3,10,Brian Westbrook left end for 1 yard (tackle by Zach Thomas),6.510,5.720
2,2:53,2,2,DAL 2,3,10,Brian Westbrook right end for -2 yards (tackle by DeMarcus Ware),5.720,4.490
2,2:09,3,4,DAL 4,3,16,"Donovan McNabb pass complete short left to Correll Buckhalter for 4 yards, touchdown",4.490,7.000
2,,,,DAL 2,3,17,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,3,17,"David Akers kicks off 71 yards, returned by Pacman Jones for 37 yards (tackle by Greg Lewis)",0.000,1.330
2,1:54,1,10,DAL 36,3,17,Tony Romo pass incomplete short left (defended by Sheldon Brown),1.330,0.790
2,1:50,2,10,DAL 36,3,17,Tony Romo pass complete short right to Jason Witten for 11 yards (tackle by Akeem Jordan),0.790,2.060
2,1:21,1,10,DAL 47,3,17,Tony Romo pass complete short left to Terrell Owens for 5 yards,2.060,2.190
2,1:13,2,5,PHI 48,3,17,Tony Romo pass incomplete short left is intercepted by Sheldon Brown at PHI-35 and returned for 23 yards (tackle by Cory Procter). Penalty on Cory Procter: Offensive Holding (Declined),2.190,-2.790
2,1:04,1,10,DAL 42,3,17,Donovan McNabb pass incomplete short right intended for DeSean Jackson (defended by Terence Newman),2.790,2.240
2,1:01,2,10,DAL 42,3,17,Brian Westbrook right tackle for 1 yard (tackle by Greg Ellis),2.240,1.680
2,0:55,,,,3,17,Timeout #2 by Philadelphia Eagles,0.000,1.680
2,0:55,3,9,DAL 41,3,17,"Donovan McNabb pass complete short middle to Reggie Brown for 13 yards (tackle by Pacman Jones). Penalty on Pacman Jones: Personal Foul, 14 yards",1.680,4.650
2,0:46,1,10,DAL 14,3,17,Donovan McNabb pass complete short left to Correll Buckhalter for -4 yards (tackle by Bradie James),4.650,3.480
2,0:31,,,,3,17,Timeout #3 by Philadelphia Eagles,0.000,3.480
2,0:31,2,14,DAL 18,3,17,Donovan McNabb pass complete short middle to Brian Westbrook for 5 yards,3.480,3.260
2,0:23,,,,3,17,Timeout #1 by Dallas Cowboys,0.000,3.260
2,0:23,3,9,DAL 13,3,17,"Donovan McNabb pass incomplete short right intended for DeSean Jackson. Penalty on Terence Newman: Defensive Pass Interference, 12 yards (no play)",3.260,6.970
2,0:15,1,1,DAL 1,3,23,"Donovan McNabb pass complete short right to Brent Celek for 1 yard, touchdown",6.970,7.000
2,,,,DAL 2,3,24,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,3,24,"David Akers kicks off 50 yards, returned by Pacman Jones for 11 yards (tackle by Quintin Demps). Pacman Jones fumbles (forced by Quintin Demps), recovered by Omar Gaither at DAL-31 (tackle by Justin Rogers)",0.000,-3.510
2,0:03,1,10,DAL 31,3,27,David Akers 50 yard field goal good,3.510,3.000
Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,3,27,"David Akers kicks off 67 yards, returned by Miles Austin for 16 yards (tackle by Sean Considine)",0.000,0.150
3,14:55,1,10,DAL 19,3,27,Tony Romo pass complete short left to Patrick Crayton for 3 yards (tackle by Quintin Mikell),0.150,0.070
3,14:20,2,7,DAL 22,3,27,Tashard Choice left tackle for 11 yards (tackle by Brodrick Bunkley),0.070,1.140
3,13:47,1,10,DAL 33,3,27,Tony Romo pass complete short left to Tashard Choice for 8 yards,1.140,1.670
3,13:22,2,2,DAL 41,3,27,Tashard Choice left guard for 1 yard (tackle by Mike Patterson),1.670,1.090
3,12:50,3,1,DAL 42,3,27,Tony Romo pass incomplete short left intended for Terrell Owens,1.090,-0.590
3,12:50,4,1,DAL 42,3,27,Tony Romo up the middle for 2 yards (tackle by Quintin Mikell),-0.590,1.860
3,12:14,1,10,DAL 44,3,27,Jason Witten pass complete deep right to Terrell Owens for 42 yards (tackle by Brian Dawkins),1.860,4.650
3,11:41,,,,3,27,Timeout #1 by Philadelphia Eagles,0.000,4.650
3,11:41,1,10,PHI 14,3,27,"Penalty on Flozell Adams: False Start, 5 yards (no play)",4.650,4.260
3,11:41,1,15,PHI 19,3,27,Tony Romo pass incomplete,4.260,3.370
3,11:37,2,15,PHI 19,3,33,"Tony Romo sacked by Brian Dawkins for -6 yards. Tony Romo fumbles (forced by Brian Dawkins), recovered by Chris Clemons at PHI-27 and returned for 73 yards, touchdown",3.370,-7.000
3,,,,DAL 2,3,34,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,3,34,"Saverio Rocca kicks off 67 yards, returned by Miles Austin for 8 yards, lateral to Pacman Jones for no gain (tackle by Torrance Daniels)",0.000,-0.370
3,11:14,1,10,DAL 11,3,34,Tony Romo pass complete short right to Patrick Crayton for 22 yards (tackle by Akeem Jordan),-0.370,1.140
3,10:37,1,10,DAL 33,3,34,Tony Romo pass complete short right to Terrell Owens for 7 yards,1.140,1.540
3,10:19,2,3,DAL 40,3,34,Tony Romo pass incomplete short middle intended for Jason Witten (defended by Quintin Mikell),1.540,0.830
3,10:14,3,3,DAL 40,3,34,Marion Barber right end for 4 yards (tackle by Akeem Jordan),0.830,1.860
3,9:46,1,10,DAL 44,3,34,Tony Romo pass incomplete short right intended for Jason Witten (defended by Juqua Parker),1.860,1.320
3,9:43,2,10,DAL 44,3,34,Tony Romo right end for 9 yards (tackle by Asante Samuel),1.320,1.820
3,8:56,3,1,PHI 47,3,34,Tony Romo pass complete deep right to Terrell Owens for 35 yards (tackle by Quintin Mikell),1.820,4.780
3,8:28,1,10,PHI 12,3,40,"Tony Romo pass complete short left to Marion Barber for 8 yards (tackle by Brian Dawkins). Marion Barber fumbles (forced by Brian Dawkins), recovered by Joselio Hanson at PHI-4 and returned for 96 yards, touchdown",4.780,-7.000
3,,,,DAL 2,3,41,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,3,41,"Saverio Rocca kicks off 59 yards, returned by Pacman Jones for 18 yards (tackle by Omar Gaither)",0.000,0.870
3,8:06,1,10,DAL 29,3,41,Tony Romo pass incomplete short right (defended by Asante Samuel),0.870,0.330
3,8:01,2,10,DAL 29,3,41,"Tony Romo sacked by Chris Clemons for -1 yards. Tony Romo fumbles (forced by Chris Clemons), recovered by Trevor Laws at DAL-33 (tackle by Tony Romo)",0.330,-3.380
3,7:52,1,10,DAL 33,3,41,Donovan McNabb pass incomplete deep left intended for Reggie Brown,3.380,2.840
3,7:45,2,10,DAL 33,3,41,Correll Buckhalter right tackle for 9 yards (tackle by Terence Newman),2.840,3.340
3,7:04,3,1,DAL 24,3,41,Correll Buckhalter right tackle for no gain (tackle by Anthony Spencer),3.340,2.020
3,6:10,4,1,DAL 24,3,44,David Akers 41 yard field goal good,2.020,3.000
3,,,,PHI 30,3,44,"David Akers kicks off 62 yards, returned by Miles Austin for 17 yards (tackle by Sean Considine)",0.000,0.610
3,5:57,1,10,DAL 25,3,44,Tony Romo pass complete short middle to Jason Witten for 7 yards (tackle by Akeem Jordan),0.610,1.010
3,5:27,2,3,DAL 32,3,44,Tony Romo pass incomplete short right intended for Terrell Owens,1.010,0.300
3,5:23,3,3,DAL 32,3,44,Tony Romo pass incomplete short left intended for Jason Witten (defended by Stewart Bradley),0.300,-1.240
3,5:19,4,3,DAL 32,3,44,Sam Paulescu punts 47 yards,-1.240,-0.340
3,5:07,1,10,PHI 21,3,44,Correll Buckhalter right tackle for 2 yards (tackle by Tra Battle),0.340,0.070
3,4:29,2,8,PHI 23,3,44,Donovan McNabb pass complete short right to Brent Celek for 9 yards (tackle by Anthony Spencer),0.070,1.070
3,3:41,1,10,PHI 32,3,44,Correll Buckhalter right tackle for 5 yards (tackle by Chris L. Canty and Anthony Spencer),1.070,1.200
3,3:00,2,5,PHI 37,3,44,Correll Buckhalter right tackle for 33 yards (tackle by Marcus R. Spears and Tra Battle),1.200,3.580
3,2:06,1,10,DAL 30,3,44,Brian Westbrook left guard for 6 yards (tackle by Greg Ellis),3.580,3.840
3,1:26,2,4,DAL 24,3,44,Correll Buckhalter right tackle for 3 yards (tackle by Greg Ellis),3.840,3.530
3,0:42,3,1,DAL 21,3,44,Correll Buckhalter right tackle for -1 yards (tackle by Jay Ratliff and Tra Battle),3.530,2.120
Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,DAL 22,3,44,David Akers 40 yard field goal no good,2.120,-0.940
4,14:56,1,10,DAL 30,3,44,Tony Romo pass incomplete short left intended for Terrell Owens (defended by Sheldon Brown),0.940,0.390
4,14:51,2,10,DAL 30,3,44,Tony Romo pass incomplete (defended by Darren Howard),0.390,-0.300
4,14:44,3,10,DAL 30,3,44,--,-0.300,-0.850
4,14:00,4,2,DAL 38,3,44,"Sam Paulescu punts 38 yards, fair catch by DeSean Jackson",-0.850,-0.540
4,13:52,1,10,PHI 24,3,44,Correll Buckhalter right tackle for 1 yard (tackle by DeMarcus Ware),0.540,0.130
4,13:10,2,9,PHI 25,3,44,Correll Buckhalter right end for 2 yards (tackle by Anthony Spencer and Pacman Jones),0.130,-0.300
4,12:29,3,7,PHI 27,3,44,Donovan McNabb pass incomplete short left intended for Reggie Brown (defended by Mike Jenkins),-0.300,-1.570
4,12:24,4,7,PHI 27,3,44,"Saverio Rocca punts 50 yards, returned by Pacman Jones for 4 yards (tackle by Omar Gaither)",-1.570,-0.740
4,12:12,1,10,DAL 27,3,44,Tashard Choice right end for 4 yards (tackle by Sean Considine),0.740,0.740
4,11:41,2,6,DAL 31,3,44,Tony Romo pass complete short left to Jason Witten for 8 yards (tackle by Akeem Jordan),0.740,1.530
4,11:02,1,10,DAL 39,3,44,Tony Romo pass complete short left to Terrell Owens for 9 yards,1.530,2.200
4,10:37,2,1,DAL 48,3,44,Tony Romo pass complete short left to Jason Witten for 5 yards (tackle by Quintin Demps),2.200,2.460
4,10:08,1,10,PHI 47,3,44,Tashard Choice right end for 18 yards (tackle by Akeem Jordan),2.460,3.640
4,9:38,1,10,PHI 29,3,44,Tashard Choice up the middle for 10 yards (tackle by Quintin Demps),3.640,4.310
4,9:12,1,10,PHI 19,3,44,Tony Romo sacked by Darren Howard for -7 yards,4.310,2.820
4,8:31,2,17,PHI 26,3,44,"Tony Romo pass incomplete short right intended for Jason Witten. Penalty on Tony Romo: Intentional Grounding, 10 yards",2.820,0.830
4,8:26,3,27,PHI 36,3,44,Tony Romo pass complete short left to Marion Barber for 12 yards (tackle by Darren Howard),0.830,1.870
4,7:49,4,15,PHI 24,6,44,Nick Folk 42 yard field goal good,1.870,3.000
4,,,,DAL 30,6,44,"Nick Folk kicks off 66 yards, returned by Quintin Demps for 5 yards (tackle by Tra Battle)",0.000,-0.380
4,7:35,1,10,PHI 9,6,44,Kyle Eckel right tackle for 3 yards (tackle by Jason Hatcher),-0.380,-0.560
4,6:53,2,7,PHI 12,6,44,Kyle Eckel right tackle for 3 yards (tackle by Tra Battle),-0.560,-0.720
4,6:03,3,4,PHI 15,6,44,Kyle Eckel left end for -4 yards (tackle by Jay Ratliff),-0.720,-2.490
4,5:27,4,8,PHI 11,6,44,"Saverio Rocca punts 38 yards, returned by Pacman Jones for no gain",-2.490,-2.320
4,5:19,1,10,PHI 49,6,44,Tashard Choice right end for -1 yards (tackle by Omar Gaither),2.320,1.650
4,4:41,2,11,,6,44,Brooks Bollinger pass complete short left to Martellus Bennett for 8 yards (tackle by Tracy White),1.650,2.020
4,4:00,3,3,PHI 42,6,44,Brooks Bollinger sacked by Chris Clemons for -7 yards,2.020,0.000
4,3:23,4,10,PHI 49,6,44,Sam Paulescu punts 47 yards,0.000,0.380
4,3:16,1,10,PHI 2,6,44,Kyle Eckel up the middle for 1 yard (tackle by Tra Battle),-0.380,-0.710
4,2:32,2,9,PHI 3,6,44,Kyle Eckel up the middle for 8 yards (tackle by Pacman Jones),-0.710,-0.370
4,2:00,3,1,PHI 11,6,44,Kyle Eckel up the middle for 10 yards (tackle by Ken Hamlin and Tra Battle),-0.370,0.340
4,1:11,1,10,PHI 21,6,44,Kevin Kolb kneels for -1 yards,0.340,-0.340
4,0:33,2,11,PHI 20,6,44,Kevin Kolb kneels for -1 yards,-0.340,-1.220
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
