Quarter,Time,Down,ToGo,Location,DEN,LAC,Detail,EPB,EPA
1,5:41,4,8,DEN 18,0,7,"Riley Dixon punts 46 yards, fair catch by Travis Benjamin",-2.240,-1.330
1,5:33,1,10,LAC 36,0,7,Philip Rivers sacked by Von Miller for -6 yards,1.330,-0.020
1,4:57,2,16,LAC 30,0,7,Melvin Gordon middle for 2 yards (tackle by Derek Wolfe),-0.020,-0.430
1,4:16,3,14,LAC 32,0,7,Philip Rivers pass incomplete deep middle intended for Keenan Allen (defended by Bradley Roby),-0.430,-1.240
1,4:09,4,14,LAC 32,0,7,"Drew Kaser punts 60 yards, returned by Hunter Sharp for 11 yards (tackle by James Onwualu)",-1.240,-0.150
1,3:56,1,10,DEN 19,0,7,Trevor Siemian pass complete short middle to Demaryius Thomas for 13 yards (tackle by Hayes Pullard and Tre Boston),0.150,1.070
1,3:22,1,10,DEN 32,0,7,Jamaal Charles left end for 1 yard (tackle by Kyle Emanuel and Korey Toomer),1.070,0.660
1,2:49,2,9,DEN 33,0,7,Trevor Siemian pass complete short left to Jamaal Charles for 3 yards (tackle by Hayes Pullard),0.660,0.370
1,2:10,3,6,DEN 36,0,7,Trevor Siemian pass complete short left to Demaryius Thomas for -4 yards (tackle by Jeremiah Attaochu),0.370,-1.240
1,1:33,4,10,DEN 32,0,7,"Penalty on Chris McCain: Neutral Zone Infraction, 5 yards (no play)",-1.240,-0.910
1,1:20,4,5,DEN 37,0,7,"Riley Dixon punts 46 yards, returned by Travis Benjamin for 20 yards (tackle by Riley Dixon)",-0.910,-1.400
1,1:08,1,10,LAC 37,0,7,Philip Rivers pass incomplete short right intended for Melvin Gordon,1.400,0.860
1,1:03,2,10,LAC 37,0,7,Melvin Gordon middle for 2 yards (tackle by Adam Gotsis),0.860,0.430
1,0:19,3,8,LAC 39,0,7,"Philip Rivers pass incomplete. Penalty on Philip Rivers: Intentional Grounding, 16 yards",0.430,-1.830
1,0:12,4,24,LAC 23,0,7,"Drew Kaser punts 56 yards, returned by Hunter Sharp for 6 yards (tackle by Kyle Emanuel)",-1.830,-0.740
Quarter,Time,Down,ToGo,Location,DEN,LAC,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DEN 27,0,7,C.J. Anderson right tackle for -2 yards (tackle by Melvin Ingram),0.740,-0.070
2,14:25,2,12,DEN 25,0,7,Trevor Siemian pass incomplete short left intended for Demaryius Thomas,-0.070,-0.760
2,14:17,3,12,DEN 25,0,7,"Trevor Siemian middle for 23 yards (tackle by Tre Boston). Penalty on Garett Bolles: Offensive Holding, 10 yards (no play)",-0.760,-2.540
2,13:47,3,22,DEN 15,0,7,Trevor Siemian pass complete short middle to Jamaal Charles for 9 yards (tackle by Desmond King),-2.540,-1.770
2,13:11,4,13,DEN 24,0,7,"Riley Dixon punts 41 yards, fair catch by Travis Benjamin",-1.770,-1.270
2,13:02,1,10,LAC 35,0,7,"Austin Ekeler left tackle for 5 yards (tackle by Todd Davis and Brandon Marshall). Penalty on Adam Gotsis: Defensive Holding, 5 yards",1.270,1.930
2,12:31,1,10,LAC 45,0,7,Austin Ekeler right end for 9 yards (tackle by Todd Davis),1.930,2.600
2,11:47,2,1,DEN 46,0,7,Philip Rivers pass complete short middle to Austin Ekeler for 3 yards (tackle by Todd Davis),2.600,2.720
2,11:05,1,10,DEN 43,0,7,Philip Rivers pass complete short left to Austin Ekeler for 2 yards (tackle by Aqib Talib),2.720,2.450
2,10:21,2,8,DEN 41,0,7,Philip Rivers pass complete short left to Hunter Henry for 19 yards (tackle by Todd Davis),2.450,4.110
2,9:35,1,10,DEN 22,0,7,Melvin Gordon right end for 3 yards (tackle by Von Miller and Chris Harris),4.110,3.970
2,8:48,2,7,DEN 19,0,7,"Penalty on Antonio Gates: False Start, 5 yards (no play)",3.970,3.290
2,8:23,2,12,DEN 24,0,7,Philip Rivers pass complete short left to Antonio Gates for 4 yards (tackle by Todd Davis and Will Parks),3.290,3.140
2,7:39,3,8,DEN 20,0,7,Philip Rivers pass complete short right to Keenan Allen for 19 yards (tackle by Bradley Roby). Penalty on Shaquil Barrett: Defensive Offside (Declined),3.140,6.970
2,7:10,1,1,DEN 1,0,13,"Philip Rivers pass complete short left to Austin Ekeler for 1 yard, touchdown",6.970,7.000
2,7:07,,,DEN 15,0,14,Nick Novak kicks extra point good,0.000,0.000
2,7:07,,,LAC 35,0,14,"Nick Novak kicks off 65 yards, touchback",0.000,-0.610
2,7:07,1,10,DEN 25,0,14,Trevor Siemian pass complete short right to Andy Janovich for 4 yards (tackle by Kyle Emanuel),0.610,0.600
2,6:35,2,6,DEN 29,0,14,Devontae Booker right tackle for no gain (tackle by Darius Philon and Korey Toomer),0.600,-0.100
2,5:56,3,6,DEN 29,0,14,"Trevor Siemian sacked by Melvin Ingram for -9 yards. Penalty on Melvin Ingram: Roughing the Passer, 15 yards (no play)",-0.100,1.860
2,5:37,1,10,DEN 44,0,14,Devontae Booker middle for 6 yards (tackle by Adrian Phillips and Jahleel Addae),1.860,2.130
2,5:00,2,4,,0,14,Trevor Siemian pass incomplete short left intended for Devontae Booker,2.130,1.420
2,4:55,3,4,,0,14,Trevor Siemian pass complete short right to Devontae Booker for 15 yards (tackle by Jatavis Brown and Adrian Phillips),1.420,3.250
2,4:09,1,10,LAC 35,0,14,"Trevor Siemian sacked by Chris McCain for -5 yards. Trevor Siemian fumbles (forced by Chris McCain), recovered by Damion Square at LAC-38 (tackle by Max Garcia)",3.250,-1.470
2,4:00,1,10,LAC 38,0,14,Philip Rivers pass incomplete short middle intended for Keenan Allen,1.470,0.920
2,3:53,2,10,LAC 38,0,14,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",0.920,0.250
2,3:53,2,15,LAC 33,0,14,Melvin Gordon left end for 1 yard (tackle by Darian Stewart and Derek Wolfe),0.250,-0.290
2,3:12,3,14,LAC 34,0,14,Philip Rivers pass complete short left to Austin Ekeler for no gain,-0.290,0.000
2,3:06,,,,,,Timeout #1 by Denver Broncos,0.000,1.110
2,3:06,4,14,LAC 34,0,14,"Drew Kaser punts 44 yards, returned by Hunter Sharp for 13 yards (tackle by Derek Watt)",-1.110,-1.270
2,2:57,1,10,DEN 35,0,14,Trevor Siemian pass incomplete short right intended for Demaryius Thomas,1.270,0.720
2,2:53,2,10,DEN 35,0,14,Trevor Siemian pass incomplete short right intended for C.J. Anderson,0.720,0.040
2,2:47,3,10,DEN 35,0,14,Trevor Siemian middle for 6 yards (tackle by Desmond King and Chris McCain),0.040,-0.650
2,2:16,4,4,DEN 41,0,14,"Riley Dixon punts 44 yards, fair catch by Travis Benjamin",-0.650,0.220
2,2:09,1,10,LAC 15,0,14,Philip Rivers pass incomplete short right intended for Melvin Gordon,-0.220,-0.710
2,2:04,2,10,LAC 15,0,14,Philip Rivers pass incomplete short middle intended for Hunter Henry,-0.710,-1.370
2,1:59,3,10,LAC 15,0,14,Philip Rivers pass incomplete short right intended for Melvin Gordon,-1.370,-2.440
2,1:55,4,10,LAC 15,0,14,"Drew Kaser punts 64 yards, returned by Hunter Sharp for 16 yards (tackle by Michael Davis)",-2.440,-1.400
2,1:40,1,10,DEN 37,0,14,Trevor Siemian sacked by Melvin Ingram for -8 yards,1.400,-0.220
2,1:10,2,18,DEN 29,0,14,Trevor Siemian pass complete short right to Bennie Fowler for 8 yards (tackle by Jahleel Addae),-0.220,0.170
2,1:03,3,10,DEN 37,0,14,Trevor Siemian pass complete short middle to A.J. Derby for 7 yards (tackle by Trevor Williams),0.170,0.000
2,0:58,,,,,,Timeout #2 by Los Angeles Chargers,0.000,0.460
2,0:58,4,3,DEN 44,0,14,"Riley Dixon punts 41 yards, fair catch by Travis Benjamin",-0.460,0.220
2,0:50,1,10,LAC 15,0,14,Austin Ekeler middle for 6 yards (tackle by Derek Wolfe and Will Parks),-0.220,0.000
2,0:45,,,,,,Timeout #2 by Denver Broncos,0.000,-0.210
2,0:45,2,4,LAC 21,0,14,Austin Ekeler middle for 2 yards (tackle by Shelby Harris),0.210,-0.390
Quarter,Time,Down,ToGo,Location,DEN,LAC,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,0,14,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,LAC 25,0,14,Melvin Gordon left tackle for 2 yards (tackle by Domata Peko and Brandon Marshall),0.610,0.330
3,14:21,2,8,LAC 27,0,14,Philip Rivers pass complete short right to Hunter Henry for 7 yards (tackle by Brandon Marshall and Todd Davis),0.330,0.560
3,13:37,3,1,LAC 34,0,14,"Penalty on Melvin Gordon: False Start, 4 yards (no play)",0.560,0.040
3,13:13,3,5,LAC 30,0,14,Philip Rivers pass incomplete short left intended for Mike Williams (defended by Aqib Talib),0.040,-1.370
3,13:09,4,5,LAC 30,0,14,Drew Kaser punts 69 yards,-1.370,0.380
3,12:57,1,10,DEN 1,0,14,Jamaal Charles middle for 3 yards (tackle by Hayes Pullard),-0.380,-0.560
3,12:19,2,7,DEN 4,0,14,Trevor Siemian pass complete short left to Jordan Taylor for 7 yards (tackle by Casey Hayward),-0.560,-0.370
3,11:38,1,10,DEN 11,0,14,Jamaal Charles right end for no gain (tackle by Trevor Williams and Darius Philon),-0.370,-0.780
3,11:01,2,10,DEN 11,0,14,Trevor Siemian sacked by Joey Bosa for -1 yards,-0.780,-1.540
3,10:22,3,11,DEN 10,0,14,Trevor Siemian pass complete short middle to Bennie Fowler for 9 yards (tackle by Jahleel Addae and Jatavis Brown),-1.540,-2.140
3,9:52,4,2,DEN 19,0,14,"Riley Dixon punts 41 yards, fair catch by Travis Benjamin",-2.140,-1.600
3,9:44,1,10,LAC 40,0,14,Melvin Gordon middle for 3 yards (tackle by Von Miller and Todd Davis),1.600,1.460
3,9:07,2,7,LAC 43,0,14,Philip Rivers pass complete short right to Keenan Allen for 13 yards,1.460,2.650
3,8:24,1,10,DEN 44,0,14,Philip Rivers sacked by Domata Peko for -5 yards,2.650,1.440
3,7:42,2,15,DEN 49,0,14,Philip Rivers pass complete short left to Keenan Allen for 9 yards (tackle by Chris Harris),1.440,1.950
3,6:58,3,6,DEN 40,0,14,Philip Rivers pass incomplete short right intended for Mike Williams,1.950,0.590
3,6:55,4,6,DEN 40,0,14,"Drew Kaser punts 31 yards, fair catch by Hunter Sharp",0.590,0.380
3,6:48,1,10,DEN 9,0,14,"Trevor Siemian pass complete deep right to Demaryius Thomas for 81 yards (tackle by Adrian Phillips). Penalty on Demaryius Thomas: Offensive Pass Interference, 5 yards (no play)",-0.380,-0.570
3,6:17,1,15,DEN 4,0,14,C.J. Anderson middle for 5 yards (tackle by Rayshawn Jenkins and Jahleel Addae),-0.570,-0.780
3,5:40,2,10,DEN 9,0,14,Trevor Siemian pass complete short middle to Virgil Green for 7 yards (tackle by Hayes Pullard),-0.780,-0.600
3,5:01,3,3,DEN 16,0,14,Trevor Siemian pass incomplete short middle intended for Jordan Taylor (defended by Joey Bosa),-0.600,-2.390
3,4:55,4,3,DEN 16,0,14,"Riley Dixon punts 44 yards, returned by Travis Benjamin for 3 yards",-2.390,-1.800
3,4:47,1,10,LAC 43,0,14,"Melvin Gordon right end for 9 yards (tackle by Brandon Marshall). Penalty on Russell Okung: Unnecessary Roughness, 15 yards (no play)",1.800,0.810
3,4:19,1,25,LAC 28,0,14,Philip Rivers pass complete short middle to Melvin Gordon for 6 yards (tackle by Brandon Marshall),0.810,0.040
3,3:41,2,19,LAC 34,0,14,Philip Rivers pass incomplete deep left intended for Keenan Allen (defended by Bradley Roby),0.040,-0.620
3,3:35,3,19,LAC 34,0,14,Philip Rivers pass complete short right to Tyrell Williams for 11 yards (tackle by Justin Simmons),-0.620,-0.390
3,2:56,4,8,LAC 45,0,14,"Drew Kaser punts 35 yards, out of bounds. Penalty on Nick Dzubnar: Offensive Holding, 10 yards",-0.390,-0.940
3,2:47,1,10,DEN 30,0,14,Trevor Siemian pass incomplete deep right intended for Virgil Green (defended by Kyle Emanuel),0.940,0.000
3,2:37,,,,,,Timeout #1 by Denver Broncos,0.000,-0.390
3,2:37,2,10,DEN 30,0,14,C.J. Anderson left end for 11 yards (tackle by Tre Boston and Jahleel Addae),0.390,1.660
3,1:54,1,10,DEN 41,0,14,Trevor Siemian pass complete short right to Andy Janovich for 10 yards (tackle by Hayes Pullard),1.660,2.320
3,1:14,1,10,LAC 49,0,14,C.J. Anderson middle for 3 yards (tackle by Damion Square and Adrian Phillips),2.320,2.190
3,0:32,2,7,LAC 46,0,14,Trevor Siemian pass complete short right to A.J. Derby for 4 yards (tackle by Trevor Williams),2.190,2.020
Quarter,Time,Down,ToGo,Location,DEN,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,LAC 42,0,14,C.J. Anderson right end for 7 yards (tackle by Melvin Ingram),2.020,3.250
4,14:27,1,10,LAC 35,0,14,Trevor Siemian sacked by Joey Bosa for -5 yards,3.250,2.030
4,13:42,2,15,LAC 40,0,14,C.J. Anderson middle for 9 yards (tackle by Desmond King and Tre Boston),2.030,2.540
4,12:56,3,6,LAC 31,0,14,Trevor Siemian pass incomplete deep left intended for A.J. Derby (defended by Adrian Phillips),2.540,1.340
4,12:49,4,6,LAC 31,0,14,Trevor Siemian pass incomplete deep left intended for Demaryius Thomas is intercepted by Casey Hayward at LAC-10 and returned for -2 yards,1.340,0.380
4,12:35,1,10,LAC 8,0,14,Austin Ekeler left end for 11 yards (tackle by Shelby Harris),-0.380,0.150
4,12:03,1,10,LAC 19,0,14,Austin Ekeler middle for 1 yard (tackle by Von Miller),0.150,-0.200
4,11:25,2,9,LAC 20,0,14,Austin Ekeler right guard for 4 yards (tackle by Zaire Anderson),-0.200,-0.420
4,10:37,3,5,LAC 24,0,14,"Penalty on Philip Rivers: Delay of Game, 6 yards (no play)",-0.420,0.000
4,10:13,,,,,,Timeout #1 by Los Angeles Chargers,0.000,1.250
4,10:13,3,11,LAC 18,0,14,Philip Rivers pass complete short right to Hunter Henry for 13 yards (tackle by Will Parks),-1.250,1.000
4,9:27,1,10,LAC 31,0,14,Melvin Gordon left end for no gain (tackle by Bradley Roby),1.000,0.460
4,8:47,2,10,LAC 31,0,14,Travis Benjamin for 4 yards,0.460,0.300
4,8:02,3,6,LAC 35,0,14,"Philip Rivers pass incomplete short left intended for Keenan Allen. Penalty on Bradley Roby: Defensive Pass Interference, 3 yards (no play)",0.300,1.470
4,7:58,1,10,LAC 38,0,14,Melvin Gordon middle for 21 yards (tackle by Chris Harris),1.470,2.850
4,7:14,1,10,DEN 41,0,14,Melvin Gordon middle for 2 yards (tackle by DeMarcus Walker and Brandon Marshall),2.850,2.580
4,6:34,2,8,DEN 39,0,14,Melvin Gordon right guard for -3 yards (tackle by Domata Peko),2.580,0.000
4,5:51,,,,,,Timeout #2 by Los Angeles Chargers,0.000,-1.490
4,5:51,3,11,DEN 42,0,20,"Philip Rivers pass complete short left to Travis Benjamin for 42 yards, touchdown",1.490,7.000
4,5:42,,,DEN 15,0,21,Nick Novak kicks extra point good,0.000,0.000
4,5:42,,,LAC 35,0,21,"Nick Novak kicks off 69 yards, returned by Brendan Langley for 61 yards (tackle by Michael Davis)",0.000,-2.720
4,5:33,1,10,LAC 43,0,21,Trevor Siemian pass complete short right to A.J. Derby for 18 yards (tackle by Adrian Phillips),2.720,3.910
4,5:12,1,10,LAC 25,0,21,Trevor Siemian pass complete short right to A.J. Derby for 6 yards,3.910,4.200
4,4:47,2,4,LAC 19,0,21,Trevor Siemian pass complete short right to A.J. Derby for 8 yards (tackle by Jahleel Addae),4.200,4.840
4,4:16,1,10,LAC 11,0,21,"Trevor Siemian pass incomplete short middle intended for C.J. Anderson. Penalty on Allen Barbre: Illegal Formation, 5 yards (no play)",4.840,4.340
4,4:11,1,15,LAC 16,0,21,"Trevor Siemian pass incomplete short middle intended for C.J. Anderson. Penalty on Garett Bolles: Offensive Holding, 10 yards (no play)",4.340,3.840
4,4:06,1,25,LAC 26,0,21,Trevor Siemian pass complete short right to Devontae Booker for 6 yards (tackle by Tenny Palepoi),3.840,3.070
4,3:39,2,19,LAC 20,0,21,Trevor Siemian pass complete short middle to Devontae Booker for 1 yard (tackle by Hayes Pullard),3.070,2.550
4,3:18,3,18,LAC 19,0,21,"Trevor Siemian sacked by Chris McCain for -8 yards. Trevor Siemian fumbles (forced by Chris McCain), recovered by Max Garcia at LAC-27",2.550,1.670
4,2:27,4,26,LAC 27,0,21,Trevor Siemian pass complete short right to C.J. Anderson for 17 yards (tackle by Jahleel Addae and Adrian Phillips),1.670,0.380
4,2:18,1,10,LAC 10,0,21,Melvin Gordon right tackle for no gain (tackle by Zaire Anderson and Will Parks),-0.380,0.000
4,2:13,,,,,,Timeout #2 by Denver Broncos,0.000,0.780
4,2:13,2,10,LAC 10,0,21,"Melvin Gordon right end for 4 yards (tackle by Zaire Anderson). Penalty on Zaire Anderson: Face Mask (15 Yards), 15 yards",-0.780,0.870
4,2:05,1,10,LAC 29,0,21,Melvin Gordon left guard for 2 yards (tackle by Zaire Anderson and Adam Gotsis),0.870,0.600
4,1:58,2,8,LAC 31,0,21,Melvin Gordon left tackle for -1 yards (tackle by Domata Peko and Justin Simmons),0.600,0.000
4,1:54,,,,,,Timeout #3 by Denver Broncos,0.000,0.230
4,1:54,3,9,LAC 30,0,21,Philip Rivers sacked by Von Miller for -10 yards,-0.230,0.000
4,1:07,,,,,,Timeout #3 by Los Angeles Chargers,0.000,2.030
4,1:07,4,19,LAC 20,0,21,"Drew Kaser punts 54 yards, returned by Hunter Sharp for 9 yards (tackle by Nick Dzubnar)",-2.030,-1.270
4,0:56,1,10,DEN 35,0,21,Trevor Siemian pass complete short middle to Bennie Fowler for 13 yards (tackle by Desmond King),1.270,2.130
4,0:37,1,10,DEN 48,0,21,Trevor Siemian pass complete short middle to Bennie Fowler for 11 yards (tackle by Desmond King and Adrian Phillips),2.130,2.850
4,0:19,1,10,LAC 41,0,21,Trevor Siemian pass complete short left to Jamaal Charles for 1 yard (tackle by Jeremiah Attaochu),2.850,2.440
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
