Quarter,Time,Down,ToGo,Location,PIT,JAX,Detail,EPB,EPA
1,8:15,3,10,PIT 34,0,0,Blake Bortles up the middle for 11 yards,2.080,4.040
1,7:45,1,10,PIT 23,0,0,"Jordan Todman left end for 20 yards (tackle by Michael Mitchell). Penalty on Luke Joeckel: Offensive Holding, 10 yards (no play)",4.040,3.380
1,7:16,1,20,PIT 33,0,0,Blake Bortles pass complete short left to Allen Robinson for 7 yards (tackle by William Gay),3.380,3.090
1,6:45,2,13,PIT 26,0,0,Blake Bortles sacked by Jason Worilds for -4 yards,3.090,1.880
1,6:04,3,17,PIT 30,0,0,Blake Bortles pass complete short right to Jordan Todman for 5 yards (tackle by Sean Spence),1.880,1.800
1,5:22,4,12,PIT 25,0,3,Josh Scobee 43 yard field goal good,1.800,3.000
1,5:22,,,JAX 35,0,3,"Josh Scobee kicks off 65 yards, returned by Dri Archer for 23 yards (tackle by Jonathan Cyprien). Penalty on Robert Golden: Offensive Holding, 10 yards",0.000,0.320
1,5:10,1,10,PIT 13,0,3,Ben Roethlisberger pass complete short right to Dri Archer for 7 yards (tackle by Alan Ball),-0.320,0.220
1,4:31,2,3,PIT 20,0,3,Le'Veon Bell up the middle for 4 yards (tackle by Chris Clemons),0.220,0.540
1,3:57,1,10,PIT 24,0,3,Le'Veon Bell left end for 4 yards (tackle by Jonathan Cyprien and Chris Clemons),0.540,0.540
1,3:14,2,6,PIT 28,0,3,Le'Veon Bell left end for 2 yards (tackle by Chris Clemons),0.540,0.100
1,2:31,3,4,PIT 30,0,3,Ben Roethlisberger pass incomplete short left intended for Antonio Brown,0.100,-1.370
1,2:27,4,4,PIT 30,0,3,"Brad Wing punts 53 yards, returned by Ace Sanders for 4 yards (tackle by Terence Garvin)",-1.370,-0.340
1,2:14,1,10,JAX 21,0,3,Blake Bortles pass incomplete short middle intended for Allen Hurns,0.340,-0.200
1,2:09,2,10,JAX 21,0,3,Blake Bortles pass complete short right to Allen Hurns for 9 yards (tackle by Lawrence Timmons),-0.200,-0.200
1,1:28,2,10,JAX 21,0,3,Timeout #2 by Jacksonville Jaguars,-0.200,0.300
1,1:28,3,1,JAX 30,0,3,Blake Bortles pass incomplete short middle intended for Clay Harbor,0.300,-1.370
1,1:23,4,1,JAX 30,0,3,"Bryan Anger punts 47 yards, returned by Antonio Brown for 6 yards (tackle by Telvin Smith)",-1.370,-0.870
1,1:10,1,10,PIT 29,0,3,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,0.870,0.330
1,1:05,2,10,PIT 29,0,3,Ben Roethlisberger pass complete short right to Antonio Brown for 15 yards (tackle by Demetrius McCray),0.330,1.860
1,0:33,1,10,PIT 44,0,3,Le'Veon Bell right end for 29 yards (tackle by Will Blackmon),1.860,3.780
1,0:00,1,10,JAX 27,0,3,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,3.780,3.230
Quarter,Time,Down,ToGo,Location,PIT,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,JAX 27,0,3,Ben Roethlisberger pass complete deep left to Antonio Brown for 23 yards (tackle by Alan Ball),3.230,6.280
2,14:10,1,4,JAX 4,0,3,Ben Roethlisberger pass complete short right to Antonio Brown for no gain,6.280,5.340
2,13:31,2,4,JAX 4,0,3,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,5.340,4.490
2,13:26,3,4,JAX 4,0,3,Ben Roethlisberger sacked by Paul Posluszny for -2 yards,4.490,2.990
2,12:39,4,6,JAX 6,3,3,Shaun Suisham 24 yard field goal good,2.990,3.000
2,12:39,,,PIT 35,3,3,"Shaun Suisham kicks off 72 yards, returned by Jordan Todman for 24 yards (tackle by Darrius Heyward-Bey). Penalty on Vince Williams: Offensive Offside, 5 yards (no play)",0.000,0.000
2,12:39,,,PIT 30,3,3,"Shaun Suisham kicks off 68 yards, returned by Jordan Todman for 21 yards (tackle by Robert Golden). Penalty on Antwon Blake: Offside on Free Kick (Offsetting), Penalty on J.T. Thomas: Unnecessary Roughness (Offsetting) (no play)",0.000,0.000
2,12:39,,,PIT 30,3,3,"Shaun Suisham kicks off 43 yards, fair catch by Ryan Davis",0.000,-0.740
2,12:24,1,10,JAX 27,3,3,"Storm Johnson up the middle for 9 yards (tackle by Cortez Allen). Penalty on Luke Bowanko: Offensive Holding (Declined), Penalty on Allen Hurns: Offensive Holding, 10 yards (no play)",0.740,-0.170
2,11:54,1,20,JAX 17,3,3,"Blake Bortles pass complete deep right to Allen Hurns for 20 yards. Penalty on Luke Bowanko: Offensive Holding, 9 yards (no play)",-0.170,-1.100
2,11:25,1,29,JAX 8,3,3,Blake Bortles pass complete short left to Denard Robinson for 1 yard (tackle by Sean Spence),-1.100,-2.090
2,10:43,2,28,JAX 9,3,3,Blake Bortles pass incomplete deep right intended for Allen Robinson is intercepted by Cortez Allen at PIT-45,-2.090,-1.930
2,10:35,1,10,PIT 45,3,3,LeGarrette Blount up the middle for 1 yard (tackle by Tyson Alualu and Jonathan Cyprien),1.930,1.520
2,10:07,2,9,PIT 46,3,3,Ben Roethlisberger pass complete short right to LeGarrette Blount for 13 yards (tackle by Jonathan Cyprien),1.520,2.850
2,9:30,1,10,JAX 41,3,3,Ben Roethlisberger sacked by Abry Jones for -6 yards,2.850,1.500
2,8:46,2,16,JAX 47,3,3,Ben Roethlisberger pass complete short right to Dri Archer for 1 yard (tackle by Paul Posluszny),1.500,0.960
2,8:11,3,15,JAX 46,3,3,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown (defended by Paul Posluszny),0.960,0.200
2,8:05,4,15,JAX 46,3,3,"Brad Wing punts 46 yards, touchback",0.200,-0.280
2,7:55,1,10,JAX 20,3,3,Toby Gerhart up the middle for 3 yards (tackle by Lawrence Timmons),0.280,0.140
2,7:23,2,7,JAX 23,3,3,Blake Bortles pass incomplete short left intended for Allen Hurns,0.140,-0.560
2,7:19,3,7,JAX 23,3,3,Blake Bortles pass complete short right to Ace Sanders for 6 yards,-0.560,-1.440
2,6:58,4,1,JAX 29,3,3,"Bryan Anger punts 45 yards, returned by Antonio Brown for 4 yards (tackle by Jordan Todman)",-1.440,-0.940
2,6:46,1,10,PIT 30,3,3,Ben Roethlisberger pass complete deep right to Heath Miller for 27 yards (tackle by Demetrius McCray),0.940,0.940
2,5:59,1,10,PIT 30,3,3,Timeout #1 by Pittsburgh Steelers,0.940,2.720
2,5:59,1,10,JAX 43,3,3,Ben Roethlisberger pass complete short left to Will Johnson for 12 yards (tackle by Will Blackmon),2.720,3.510
2,5:18,1,10,JAX 31,3,3,LeGarrette Blount left end for 9 yards (tackle by Telvin Smith),3.510,4.180
2,4:40,2,1,JAX 22,3,3,"Penalty on Ramon Foster: False Start, 5 yards (no play)",4.180,3.510
2,4:24,2,6,JAX 27,3,3,LeGarrette Blount up the middle for 4 yards (tackle by Paul Posluszny),3.510,3.340
2,3:58,3,2,JAX 23,3,3,LeGarrette Blount up the middle for 5 yards (tackle by Jonathan Cyprien),3.340,4.370
2,3:21,1,10,JAX 18,3,3,Ben Roethlisberger pass complete short middle to LeGarrette Blount for 2 yards (tackle by Sen'Derrick Marks),4.370,4.090
2,2:41,2,8,JAX 16,3,3,Ben Roethlisberger pass complete short right to Le'Veon Bell for 9 yards (tackle by Jonathan Cyprien),4.090,5.600
2,2:12,1,7,JAX 7,3,3,Ben Roethlisberger pass incomplete short right intended for Antonio Brown (defended by Demetrius McCray),5.600,4.760
2,2:05,2,7,JAX 7,3,3,Ben Roethlisberger pass complete short middle to Heath Miller for 6 yards (tackle by Jonathan Cyprien),4.760,5.170
2,1:58,3,1,JAX 1,9,3,"Ben Roethlisberger pass complete short right to Michael Palmer for 1 yard, touchdown",5.170,7.000
2,1:58,,,JAX 2,10,3,Shaun Suisham kicks extra point good,0.000,0.000
2,1:58,,,PIT 35,10,3,"Shaun Suisham kicks off 67 yards, returned by Jordan Todman for 27 yards (tackle by Will Allen)",0.000,-0.610
2,1:47,1,10,JAX 25,10,3,Blake Bortles pass complete short left to Allen Robinson for 6 yards (tackle by William Gay),0.610,0.870
2,1:22,2,4,JAX 31,10,3,Blake Bortles pass complete short middle to Allen Robinson for 13 yards (tackle by Michael Mitchell),0.870,1.860
2,0:59,1,10,JAX 44,10,3,Blake Bortles pass complete deep left to Jordan Todman for 18 yards (tackle by Michael Mitchell),1.860,1.860
2,0:52,1,10,JAX 44,10,3,Timeout #3 by Jacksonville Jaguars,1.860,3.050
2,0:52,1,10,PIT 38,10,3,Blake Bortles pass incomplete short right intended for Allen Robinson (defended by Cortez Allen),3.050,2.510
2,0:47,2,10,PIT 38,10,3,Blake Bortles pass complete short right to Allen Hurns for 4 yards,2.510,2.340
2,0:43,3,6,PIT 34,10,3,Blake Bortles pass complete short right to Allen Robinson for 17 yards (tackle by Cortez Allen),2.340,4.440
2,0:27,1,10,PIT 17,10,3,"Blake Bortles spiked the ball. Penalty on Troy Polamalu: Defensive Offside, 5 yards (no play)",4.440,5.520
2,0:27,1,5,PIT 12,10,3,Blake Bortles pass incomplete short left intended for Allen Hurns,5.520,4.690
2,0:22,2,5,PIT 12,10,3,Blake Bortles pass incomplete short right intended for Allen Hurns (defended by Cortez Allen),4.690,3.880
2,0:18,3,5,PIT 12,10,3,"Penalty on Blake Bortles: Delay of Game, 5 yards (no play)",3.880,3.070
2,0:18,3,10,PIT 17,10,3,Blake Bortles pass incomplete deep middle intended for Allen Robinson,3.070,2.310
2,0:13,4,10,PIT 17,10,6,Josh Scobee 35 yard field goal good,2.310,3.000
2,0:13,,,JAX 35,10,6,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
2,0:09,1,10,PIT 20,10,6,LeGarrette Blount up the middle for 3 yards (tackle by Abry Jones),0.280,0.140
Quarter,Time,Down,ToGo,Location,PIT,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,10,6,"Shaun Suisham kicks off 69 yards, returned by Jordan Todman for 28 yards (tackle by Vince Williams)",0.000,-0.540
3,14:56,1,10,JAX 24,10,6,Denard Robinson right end for no gain (tackle by Lawrence Timmons),0.540,0.000
3,14:16,2,10,JAX 24,10,6,Blake Bortles pass complete short right to Mike Brown for 11 yards (tackle by Cortez Allen),0.000,1.270
3,13:43,1,10,JAX 35,10,6,Denard Robinson left end for 6 yards (tackle by Cameron Heyward and Troy Polamalu),1.270,1.530
3,13:18,2,4,JAX 41,10,6,"Blake Bortles for no gain. Blake Bortles fumbles, recovered by Blake Bortles at JAX-35",1.530,0.040
3,12:41,3,10,JAX 35,10,6,Blake Bortles pass complete short right to Clay Harbor for 4 yards (tackle by Michael Mitchell),0.040,-0.780
3,12:10,4,6,JAX 39,10,6,"Bryan Anger punts 46 yards, returned by Antonio Brown for 5 yards (tackle by J.T. Thomas). Penalty on Robert Golden: Illegal Block Above the Waist, 10 yards",-0.780,0.380
3,11:58,1,10,PIT 10,10,6,Ben Roethlisberger pass incomplete short middle intended for Le'Veon Bell,-0.380,-0.780
3,11:52,2,10,PIT 10,10,6,Le'Veon Bell up the middle for 1 yard (tackle by Jonathan Cyprien),-0.780,-1.300
3,11:09,3,9,PIT 11,10,6,"Ben Roethlisberger pass complete deep middle to Lance Moore for 26 yards (tackle by Sherrod Martin). Penalty on Lance Moore: Delay of Game, 5 yards",-1.300,1.070
3,10:35,1,10,PIT 32,10,6,Ben Roethlisberger pass complete deep right to Markus Wheaton for 17 yards (tackle by Demetrius McCray),1.070,2.190
3,9:56,1,10,PIT 49,10,6,Le'Veon Bell up the middle for 8 yards (tackle by Telvin Smith and Paul Posluszny),2.190,2.730
3,9:21,2,2,JAX 43,10,6,Le'Veon Bell up the middle for 1 yard (tackle by Chris Clemons),2.730,2.150
3,8:37,3,1,JAX 42,10,6,Ben Roethlisberger pass complete short right to LeGarrette Blount for 2 yards (tackle by Jonathan Cyprien),2.150,2.920
3,7:59,1,10,JAX 40,10,6,"Ben Roethlisberger pass complete deep left to Antonio Brown for 17 yards (tackle by Alan Ball). Penalty on Kelvin Beachum: Illegal Use of Hands, 10 yards (no play)",2.920,2.260
3,7:36,1,20,,10,6,Le'Veon Bell right end for 5 yards (tackle by Paul Posluszny),2.260,1.700
3,6:52,2,15,JAX 45,10,6,Ben Roethlisberger pass incomplete short middle intended for Heath Miller,1.700,1.030
3,6:47,3,15,JAX 45,10,6,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown,1.030,0.270
3,6:40,4,15,JAX 45,10,6,"Brad Wing punts 31 yards, fair catch by Ace Sanders",0.270,0.280
3,6:33,1,10,JAX 14,10,6,Storm Johnson up the middle for 20 yards (tackle by Cortez Allen),-0.280,1.200
3,6:05,1,10,JAX 34,10,6,Storm Johnson left end for 6 yards (tackle by Cam Thomas),1.200,1.470
3,5:24,2,4,JAX 40,10,6,Blake Bortles pass complete short right to Toby Gerhart for 20 yards (tackle by Arthur Moats),1.470,2.920
3,4:38,1,10,PIT 40,10,6,Blake Bortles pass complete short right to Mike Brown for 15 yards (tackle by Cortez Allen). Penalty on Cortez Allen: Defensive Holding (Declined),2.920,3.910
3,4:27,1,10,PIT 25,10,6,Blake Bortles pass complete short right to Clay Harbor for 5 yards (tackle by Cortez Allen),3.910,4.040
3,4:03,2,5,PIT 20,10,6,Toby Gerhart up the middle for 2 yards (tackle by Arthur Moats),4.040,3.660
3,3:25,3,3,PIT 18,10,6,Blake Bortles pass incomplete short right intended for Allen Robinson,3.660,2.350
3,3:20,4,3,PIT 18,10,9,Josh Scobee 36 yard field goal good,2.350,3.000
3,3:20,,,JAX 35,10,9,"Josh Scobee kicks off 66 yards, returned by Dri Archer for 13 yards (tackle by Craig Loston)",0.000,0.350
3,3:10,1,10,PIT 12,10,9,Dri Archer right end for 2 yards (tackle by Roy Miller),-0.350,-0.610
3,2:28,2,8,PIT 14,10,9,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 6 yards (tackle by Sen'Derrick Marks),-0.610,-0.480
3,1:44,3,2,PIT 20,10,9,Ben Roethlisberger pass complete deep left to Antonio Brown for 30 yards (tackle by Will Blackmon),-0.480,2.260
3,1:11,1,10,,10,9,Le'Veon Bell right end for 5 yards (tackle by Evander Hood),2.260,2.390
3,0:41,2,5,JAX 45,10,9,Ben Roethlisberger pass complete short left to Justin Brown for 11 yards (tackle by Josh Evans),2.390,3.310
Quarter,Time,Down,ToGo,Location,PIT,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 34,10,9,Ben Roethlisberger pass complete short left to Justin Brown for 9 yards (tackle by Paul Posluszny),3.310,3.990
4,14:28,2,1,JAX 25,10,9,LeGarrette Blount up the middle for 5 yards (tackle by Paul Posluszny),3.990,4.240
4,13:50,1,10,JAX 20,10,9,Ben Roethlisberger pass complete short middle to Justin Brown for 6 yards (tackle by Paul Posluszny),4.240,4.640
4,13:11,2,4,JAX 14,10,9,Ben Roethlisberger pass complete short left to Le'Veon Bell for 1 yard (tackle by Paul Posluszny),4.640,4.100
4,12:32,3,3,JAX 13,10,9,"Ben Roethlisberger sacked by Abry Jones for -6 yards. Ben Roethlisberger fumbles (forced by Abry Jones), recovered by Andre Branch at JAX-17 (tackle by Maurkice Pouncey)",4.100,0.060
4,12:24,1,10,JAX 17,10,9,Blake Bortles pass complete short left to Denard Robinson for -2 yards (tackle by James Harrison),-0.060,-0.850
4,11:40,2,12,JAX 15,16,9,"Blake Bortles pass incomplete short right intended for Allen Hurns is intercepted by Brice McCain at JAX-22 and returned for 22 yards, touchdown",-0.850,-7.000
4,11:32,,,JAX 2,17,9,Shaun Suisham kicks extra point good,0.000,0.000
4,11:32,,,PIT 35,17,9,"Shaun Suisham kicks off 57 yards, returned by Mike Brown for 11 yards (tackle by Vince Williams)",0.000,-0.150
4,11:27,1,10,JAX 19,17,9,Blake Bortles pass complete short right to Will Ta'ufo'ou for 12 yards (tackle by Lawrence Timmons),0.150,1.000
4,10:54,1,10,JAX 31,17,9,Storm Johnson left end for 2 yards (tackle by Troy Polamalu),1.000,0.730
4,10:18,2,8,JAX 33,17,9,Blake Bortles pass incomplete short left intended for Allen Robinson (defended by William Gay),0.730,0.040
4,10:14,3,8,JAX 33,17,9,Blake Bortles pass complete short right to Allen Hurns for 7 yards (tackle by Lawrence Timmons),0.040,-0.720
4,9:39,4,1,JAX 40,17,9,"Bryan Anger punts 47 yards, returned by Antonio Brown for 5 yards (tackle by Will Ta'ufo'ou)",-0.720,-0.040
4,9:28,1,10,PIT 18,17,9,Ben Roethlisberger sacked by Chris Clemons for 0 yards,0.040,-0.490
4,8:56,2,10,PIT 18,17,9,Le'Veon Bell up the middle for 1 yard (tackle by Andre Branch),-0.490,-1.040
4,8:11,3,9,PIT 19,17,9,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 12 yards (tackle by Telvin Smith),-1.040,1.000
4,7:32,1,10,PIT 31,17,9,Le'Veon Bell up the middle for 5 yards (tackle by Paul Posluszny),1.000,1.140
4,6:59,2,5,PIT 36,17,9,Le'Veon Bell up the middle for 4 yards (tackle by Abry Jones),1.140,0.960
4,6:16,3,1,PIT 40,17,9,Will Johnson up the middle for no gain (tackle by Red Bryant),0.960,-0.720
,,,,,,,"PIT challenged the first down ruling, and the play was upheld.",,
4,5:38,4,1,PIT 40,17,9,"Brad Wing punts 51 yards, muffed catch by Ace Sanders, recovered by Ace Sanders and returned for 7 yards (tackle by B.W. Webb)",-0.720,-0.150
4,5:28,1,10,JAX 19,17,9,Blake Bortles pass complete short right to Allen Hurns for 6 yards (tackle by Cortez Allen),0.150,0.480
4,4:56,2,4,JAX 25,17,9,Storm Johnson left end for -1 yards (tackle by Troy Polamalu),0.480,-0.420
4,4:18,3,5,JAX 24,17,9,Blake Bortles pass incomplete short left intended for Allen Robinson (defended by William Gay),-0.420,-1.770
4,4:13,4,5,JAX 24,17,9,"Bryan Anger punts 40 yards, fair catch by Antonio Brown",-1.770,-1.330
4,4:05,1,10,PIT 36,17,9,Le'Veon Bell up the middle for -1 yards (tackle by Sen'Derrick Marks),1.330,0.660
4,3:23,2,11,PIT 35,17,9,Le'Veon Bell up the middle for 9 yards (tackle by Jonathan Cyprien),0.660,0.660
4,3:14,2,11,PIT 35,17,9,Timeout #1 by Jacksonville Jaguars,0.660,1.160
4,3:14,3,2,PIT 44,17,9,Ben Roethlisberger pass complete short middle to Heath Miller for 13 yards (tackle by Jonathan Cyprien),1.160,1.160
4,3:08,3,2,PIT 44,17,9,Timeout #2 by Jacksonville Jaguars,1.160,2.720
4,3:08,1,10,JAX 43,17,9,LeGarrette Blount up the middle for 1 yard (tackle by Will Blackmon and Tyson Alualu),2.720,2.720
4,3:03,1,10,JAX 43,17,9,Timeout #3 by Jacksonville Jaguars,2.720,2.310
4,3:03,2,9,JAX 42,17,9,Ben Roethlisberger pass complete short left to Le'Veon Bell for 8 yards (tackle by J.T. Thomas),2.310,2.680
4,2:19,3,1,JAX 34,17,9,LeGarrette Blount right end for 1 yard (tackle by Paul Posluszny and Will Blackmon),2.680,3.380
4,2:00,1,10,JAX 33,17,9,Ben Roethlisberger pass complete short left to Antonio Brown for 16 yards (tackle by Josh Evans),3.380,4.440
4,1:52,1,10,JAX 17,17,9,Ben Roethlisberger kneels for no gain,4.440,3.850
4,1:19,2,10,JAX 17,17,9,Ben Roethlisberger kneels for -1 yards,3.850,3.000
4,0:38,3,11,JAX 18,17,9,Ben Roethlisberger kneels for -1 yards,3.000,2.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
