Quarter,Time,Tm,Detail,IND,HOU
1.0,6:28,Colts,Adam Vinatieri 48 yard field goal,3,0
,1:22,Colts,Andre Johnson 4 yard pass from Matt Hasselbeck (Adam Vinatieri kick),10,0
2.0,7:37,Colts,Adam Vinatieri 42 yard field goal,13,0
,2:08,Texans,Nick Novak 36 yard field goal,13,3
,0:00,Texans,Jaelen Strong 42 yard pass from Brian Hoyer (Nick Novak kick),13,10
3.0,13:02,Colts,Frank Gore 3 yard rush (Adam Vinatieri kick),20,10
,4:03,Texans,Jaelen Strong 11 yard pass from Brian Hoyer (Nick Novak kick),20,17
4.0,10:28,Colts,Andre Johnson 2 yard pass from Matt Hasselbeck (Adam Vinatieri kick),27,17
,6:07,Texans,Nick Novak 49 yard field goal,27,20
