Quarter,Time,Down,ToGo,Location,SFO,WAS,Detail,EPB,EPA
1,5:38,2,8,SFO 40,0,0,Colin Kaepernick pass incomplete deep middle intended for Mario Manningham (defended by Josh Wilson),1.190,0.500
1,5:32,3,8,SFO 40,0,0,Colin Kaepernick pass complete short middle to Mario Manningham for 11 yards (tackle by David Amerson),0.500,2.320
1,5:01,1,10,WAS 49,0,0,Kendall Hunter left end for 4 yards (tackle by Perry Riley and Ryan Kerrigan),2.320,2.320
1,4:27,2,6,WAS 45,0,0,"Colin Kaepernick for 3 yards. Colin Kaepernick fumbles, recovered by Colin Kaepernick at WAS-46",2.320,1.880
1,3:46,3,4,WAS 43,0,0,Colin Kaepernick pass complete deep left to Anquan Boldin for 24 yards (tackle by Josh Wilson),1.880,4.310
1,3:02,1,10,WAS 19,6,0,"Colin Kaepernick pass complete deep right to Anquan Boldin for 19 yards, touchdown",4.310,7.000
1,3:02,,,WAS 2,7,0,Phil Dawson kicks extra point good,0.000,0.000
1,3:02,,,SFO 35,7,0,"Phil Dawson kicks off 58 yards, returned by Niles Paul for 20 yards (tackle by Nick Moody)",0.000,-0.740
1,2:46,1,10,WAS 27,7,0,Alfred Morris left end for no gain (tackle by NaVorro Bowman and Glenn Dorsey),0.740,0.200
1,2:09,2,10,WAS 27,7,0,Robert Griffin pass complete short right to Pierre Garcon for -1 yards (tackle by Donte Whitner),0.200,-0.620
1,1:28,3,11,WAS 26,7,0,Robert Griffin left end for 11 yards (tackle by Ahmad Brooks),-0.620,1.400
1,0:48,1,10,WAS 37,7,0,Roy Helu right tackle for 12 yards (tackle by Eric Reid and Carlos Rogers),1.400,2.190
1,0:08,1,10,WAS 49,7,0,Robert Griffin pass incomplete deep left intended for Pierre Garcon is intercepted by Donte Whitner at SFO-35 and returned for 7 yards (tackle by Logan Paulsen),2.190,-1.730
Quarter,Time,Down,ToGo,Location,SFO,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 42,7,0,Colin Kaepernick pass complete deep middle to Vernon Davis for 40 yards (tackle by Josh Wilson and Nick Barnett),1.730,4.370
2,14:26,1,10,WAS 18,7,0,Frank Gore left tackle for 5 yards (tackle by Barry Cofield and Jarvis Jenkins),4.370,4.610
2,13:44,2,5,WAS 13,7,0,Kendall Hunter up the middle for no gain (tackle by Reed Doughty and Kedric Golston),4.610,3.820
2,13:00,3,5,WAS 13,7,0,Colin Kaepernick left end for 2 yards (tackle by Brandon Meriweather),3.820,2.800
2,12:14,4,3,WAS 11,10,0,Phil Dawson 29 yard field goal good,2.800,3.000
2,12:14,,,SFO 35,10,0,"Phil Dawson kicks off 65 yards, returned by Niles Paul for 19 yards (tackle by Kassim Osgood)",0.000,-0.150
2,12:04,1,10,WAS 19,10,0,Alfred Morris right end for 4 yards (tackle by Glenn Dorsey and Eric Reid),0.150,0.210
2,11:27,2,6,WAS 23,10,0,Robert Griffin pass complete short left to Pierre Garcon for 10 yards (tackle by Patrick Willis and Aldon Smith),0.210,1.140
2,10:46,1,10,WAS 33,10,0,Robert Griffin pass complete short left to Josh Morgan for 8 yards (tackle by Tramaine Brock),1.140,1.670
2,10:06,2,2,WAS 41,10,0,Alfred Morris right guard for 12 yards (tackle by Eric Reid),1.670,2.460
2,9:38,1,10,SFO 47,10,0,Alfred Morris left guard for 5 yards (tackle by Dan Skuta and Eric Reid),2.460,2.590
2,9:16,2,5,SFO 42,10,0,Alfred Morris right end for 9 yards (tackle by Donte Whitner and Patrick Willis),2.590,3.380
2,8:50,1,10,SFO 33,10,0,Robert Griffin pass complete short right to Josh Morgan for 9 yards (tackle by Carlos Rogers),3.380,4.050
2,8:28,2,1,SFO 24,10,0,Roy Helu left end for no gain (tackle by Patrick Willis),4.050,3.340
2,8:00,3,1,SFO 24,10,0,Roy Helu up the middle for 5 yards (tackle by Patrick Willis),3.340,4.310
2,7:34,1,10,SFO 19,10,0,Robert Griffin pass incomplete short middle intended for Pierre Garcon,4.310,4.310
2,7:27,1,10,SFO 19,10,0,Timeout #1 by Washington Redskins,4.310,3.750
2,7:27,2,10,SFO 19,10,0,Robert Griffin pass complete short right to Josh Morgan for 1 yard (tackle by Tony Jerod-Eddie),3.750,3.140
2,6:51,3,9,SFO 18,10,0,Robert Griffin pass incomplete short left intended for Santana Moss,3.140,2.250
2,6:48,4,9,SFO 18,10,3,Kai Forbath 36 yard field goal good,2.250,3.000
2,6:48,,,WAS 35,10,3,"Kai Forbath kicks off 59 yards, returned by LaMichael James for 21 yards (tackle by Evan Royster)",0.000,-0.740
2,6:37,1,10,SFO 27,10,3,Frank Gore left end for 2 yards (tackle by Chris Baker),0.740,0.740
2,5:51,1,10,SFO 27,10,3,Timeout #1 by San Francisco 49ers,0.740,0.470
2,5:51,2,8,SFO 29,10,3,Kendall Hunter left tackle for 3 yards (tackle by Brian Orakpo and London Fletcher),0.470,0.170
2,5:09,3,5,SFO 32,10,3,Colin Kaepernick pass incomplete short middle intended for Anquan Boldin (defended by Perry Riley),0.170,-1.240
2,5:03,4,5,SFO 32,10,3,"Andy Lee punts 48 yards, fair catch by Santana Moss",-1.240,-0.280
2,4:55,1,10,WAS 20,10,3,Alfred Morris right end for 1 yard (tackle by Tony Jerod-Eddie and Glenn Dorsey),0.280,-0.130
2,4:14,2,9,WAS 21,10,3,Alfred Morris right tackle for no gain (tackle by NaVorro Bowman),-0.130,-0.820
2,3:29,3,9,WAS 21,10,3,Robert Griffin pass complete deep middle to Santana Moss for 18 yards (tackle by Donte Whitner),-0.820,1.530
2,2:47,1,10,WAS 39,10,3,Robert Griffin pass complete short right to Josh Morgan for 18 yards (tackle by Eric Reid),1.530,2.720
2,2:22,1,10,SFO 43,10,3,Alfred Morris left guard for 6 yards (tackle by Justin Smith and Demarcus Dobbs),2.720,2.990
2,2:00,2,4,SFO 37,10,3,Alfred Morris left tackle for 1 yard (tackle by Glenn Dorsey and Donte Whitner),2.990,2.410
2,1:19,3,3,SFO 36,10,3,Robert Griffin pass complete short right to Josh Morgan for 9 yards (tackle by Patrick Willis),2.410,3.780
2,0:47,1,10,SFO 27,10,3,Robert Griffin pass complete short left to Pierre Garcon for 9 yards (tackle by Tramaine Brock),3.780,3.780
2,0:41,1,10,SFO 27,10,3,Timeout #2 by Washington Redskins,3.780,4.530
2,0:41,2,1,SFO 18,10,3,"Robert Griffin up the middle for -3 yards (tackle by Justin Smith). Robert Griffin fumbles (forced by Justin Smith), recovered by Pierre Garcon at SFO-21",4.530,4.530
2,0:27,2,1,SFO 18,10,3,Timeout #3 by Washington Redskins,4.530,3.340
2,0:27,3,4,SFO 21,10,3,Robert Griffin pass complete short left to Pierre Garcon for 3 yards (tackle by Tramaine Brock),3.340,2.400
2,0:04,4,1,SFO 18,10,6,Kai Forbath 35 yard field goal good,2.400,3.000
Quarter,Time,Down,ToGo,Location,SFO,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,10,6,"Kai Forbath kicks off 62 yards, returned by LaMichael James for 32 yards (tackle by E.J. Biggers)",0.000,-1.270
3,14:53,1,10,SFO 35,10,6,Colin Kaepernick pass incomplete short left intended for Mario Manningham (defended by Perry Riley),1.270,0.720
3,14:48,2,10,SFO 35,10,6,Kendall Hunter right end for 1 yard (tackle by Barry Cofield and Reed Doughty),0.720,0.170
3,14:06,3,9,SFO 36,10,6,"Colin Kaepernick pass complete short middle to Vernon Davis for 9 yards (tackle by DeAngelo Hall). Vernon Davis fumbles (forced by DeAngelo Hall), recovered by Brandon Meriweather at SFO-49 (tackle by Alex Boone)",0.170,-2.320
3,13:54,1,10,SFO 49,10,6,Alfred Morris left guard for 3 yards (tackle by NaVorro Bowman and Justin Smith),2.320,2.190
3,13:10,2,7,SFO 46,10,6,Robert Griffin pass incomplete short left intended for Josh Morgan (defended by Eric Reid),2.190,1.490
,,,,,,,"WAS challenged the incomplete pass ruling, and the play was upheld.",,
3,13:03,3,7,SFO 46,10,6,Robert Griffin pass complete short right to Santana Moss for 5 yards (tackle by Carlos Rogers and Patrick Willis),1.490,0.530
3,12:18,4,2,SFO 41,10,6,Roy Helu right guard for 1 yard (tackle by Patrick Willis and NaVorro Bowman),0.530,-1.600
3,12:06,1,10,SFO 40,10,6,Colin Kaepernick pass complete short middle to Frank Gore for 3 yards (tackle by London Fletcher),1.600,1.460
3,11:25,2,7,SFO 43,10,6,Colin Kaepernick pass incomplete deep left intended for Vernon Davis,1.460,0.760
3,11:18,3,7,SFO 43,10,6,Colin Kaepernick pass complete deep right to Anquan Boldin for 32 yards (tackle by Josh Wilson),0.760,3.910
3,10:40,1,10,WAS 25,10,6,Frank Gore up the middle for -1 yards (tackle by Ryan Kerrigan),3.910,3.230
3,10:09,2,11,WAS 26,10,6,Colin Kaepernick pass complete deep right to Vernon Davis for 20 yards,3.230,5.830
3,9:33,1,6,WAS 6,16,6,"Colin Kaepernick pass complete short middle to Anquan Boldin for 6 yards, touchdown",5.830,7.000
3,9:33,,,WAS 2,17,6,Phil Dawson kicks extra point good,0.000,0.000
3,9:33,,,SFO 35,17,6,"Phil Dawson kicks off 64 yards, returned by Niles Paul for 18 yards (tackle by Michael Wilhoite)",0.000,-0.150
3,9:18,1,10,WAS 19,17,6,Robert Griffin sacked by Aldon Smith for -8 yards,0.150,-1.360
3,8:39,2,18,WAS 11,17,6,Robert Griffin pass incomplete short left intended for Logan Paulsen,-1.360,-2.360
3,8:29,3,18,WAS 11,17,6,Roy Helu right guard for 2 yards (tackle by Tony Jerod-Eddie and NaVorro Bowman),-2.360,-2.490
3,7:58,4,16,WAS 13,17,6,"Saverio Rocca punts 49 yards, returned by LaMichael James for 17 yards (tackle by Josh Hull). Penalty on Trent Robinson: Player Out of Bounds on Punt, 5 yards",-2.490,-2.920
3,7:45,1,10,WAS 40,17,6,Frank Gore left end for 7 yards (tackle by Perry Riley and Reed Doughty),2.920,3.320
3,7:01,2,3,WAS 33,17,6,Frank Gore left guard for -1 yards (tackle by Chris Baker and Brian Orakpo),3.320,2.480
3,6:20,3,4,WAS 34,17,6,Colin Kaepernick pass incomplete short right intended for LaMichael James,2.480,1.080
3,6:14,4,4,WAS 34,17,6,Colin Kaepernick pass incomplete short left intended for Frank Gore,1.080,-1.200
3,6:04,1,10,WAS 34,17,6,Alfred Morris left guard for 7 yards (tackle by Justin Smith and Tony Jerod-Eddie),1.200,1.600
3,5:27,2,3,WAS 41,17,6,"Alfred Morris left tackle for no gain (tackle by Ahmad Brooks and Tony Jerod-Eddie). Penalty on Niles Paul: Offensive Holding, 10 yards (no play)",1.600,0.250
3,4:56,2,13,WAS 31,17,6,Robert Griffin pass complete short left to Pierre Garcon for 8 yards (tackle by Patrick Willis),0.250,0.630
3,4:15,3,5,WAS 39,17,6,Robert Griffin for -2 yards,0.630,-0.910
3,4:15,4,7,WAS 37,17,6,"Saverio Rocca punts 42 yards, returned by LaMichael James for 40 yards (tackle by Saverio Rocca)",-0.910,-2.980
3,3:35,1,10,WAS 39,17,6,"Penalty on Anquan Boldin: False Start, 5 yards (no play)",2.980,2.650
3,3:35,1,15,WAS 44,17,6,Colin Kaepernick pass complete deep right to Vance McDonald for 23 yards (tackle by Josh Wilson),2.650,4.170
3,3:06,1,10,WAS 21,17,6,Colin Kaepernick left end for 8 yards (tackle by London Fletcher),4.170,4.950
3,2:33,2,2,WAS 13,17,6,Frank Gore right guard for 8 yards (tackle by Brandon Meriweather and Reed Doughty),4.950,4.950
3,1:50,2,2,WAS 13,17,6,Timeout #1 by San Francisco 49ers,4.950,6.060
3,1:50,1,5,WAS 5,17,6,Frank Gore left guard for 4 yards (tackle by London Fletcher and Reed Doughty),6.060,5.910
3,1:09,2,1,WAS 1,23,6,"Colin Kaepernick pass complete short right to Vernon Davis for 1 yard, touchdown",5.910,7.000
3,1:09,,,WAS 2,24,6,Phil Dawson kicks extra point good,0.000,0.000
3,1:09,,,SFO 35,24,6,"Phil Dawson kicks off 61 yards, returned by Niles Paul for 17 yards (tackle by Nick Moody)",0.000,-0.340
3,0:59,1,10,WAS 21,24,6,Robert Griffin pass incomplete deep middle intended for Aldrick Robinson (defended by Carlos Rogers),0.340,-0.200
3,0:50,2,10,WAS 21,24,6,Alfred Morris right tackle for 2 yards (tackle by Patrick Willis),-0.200,-0.630
3,0:05,3,8,WAS 23,24,6,Robert Griffin sacked by Ahmad Brooks for -11 yards,-0.630,-2.490
Quarter,Time,Down,ToGo,Location,SFO,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,19,WAS 12,24,6,"Saverio Rocca punts 40 yards, muffed catch by LaMichael James, recovered by LaMichael James and returned for no gain",-2.490,-1.930
4,14:48,1,10,SFO 45,24,6,Kendall Hunter left end for no gain (tackle by London Fletcher),1.930,1.380
4,14:17,2,10,SFO 45,24,6,Frank Gore right end for -1 yards (tackle by Ryan Kerrigan),1.380,0.560
4,13:34,3,11,SFO 44,24,6,Colin Kaepernick pass complete short middle to Anquan Boldin for 13 yards (tackle by E.J. Biggers and Perry Riley),0.560,2.720
4,12:59,1,10,WAS 43,24,6,Frank Gore left end for -3 yards (tackle by Barry Cofield),2.720,1.770
4,12:18,2,13,WAS 46,24,6,Colin Kaepernick pass complete short right to Mario Manningham for 10 yards (tackle by Josh Wilson),1.770,2.410
4,11:33,3,3,WAS 36,24,6,Colin Kaepernick left end for 1 yard (tackle by Brandon Meriweather),2.410,2.410
4,11:10,3,3,WAS 36,24,6,Timeout #2 by San Francisco 49ers,2.410,0.990
4,11:10,4,2,WAS 35,24,6,"Colin Kaepernick up the middle for 5 yards (tackle by Brandon Meriweather). Penalty on Colin Kaepernick: Delay of Game, 5 yards",0.990,3.250
4,10:35,1,10,WAS 35,24,6,Kendall Hunter right guard for -1 yards (tackle by Josh Wilson and Darryl Tapp),3.250,2.570
4,9:58,2,11,WAS 36,24,6,Colin Kaepernick pass incomplete deep middle intended for Vernon Davis,2.570,1.880
4,9:52,3,11,WAS 36,24,6,Colin Kaepernick left end for 5 yards (tackle by Josh Wilson),1.880,1.340
4,9:08,4,6,WAS 31,27,6,Phil Dawson 49 yard field goal good,1.340,3.000
4,9:08,,,SFO 35,27,6,"Phil Dawson kicks off 61 yards, returned by Niles Paul for 16 yards (tackle by C.J. Spillman)",0.000,-0.280
4,8:56,1,10,WAS 20,27,6,Roy Helu up the middle for 4 yards (tackle by Justin Smith and Ahmad Brooks),0.280,0.270
4,8:28,2,6,WAS 24,27,6,Robert Griffin pass complete short left to Pierre Garcon for 10 yards (tackle by Tramaine Brock and NaVorro Bowman),0.270,1.200
4,8:06,1,10,WAS 34,27,6,Robert Griffin pass complete short left to Pierre Garcon for 5 yards (tackle by NaVorro Bowman),1.200,1.330
4,7:40,2,5,WAS 39,27,6,Robert Griffin sacked by Aldon Smith for -6 yards,1.330,-0.160
4,7:00,3,11,WAS 33,27,6,Robert Griffin sacked by Ahmad Brooks and Demarcus Dobbs for -12 yards,-0.160,-1.960
4,6:27,4,23,WAS 21,27,6,"Saverio Rocca punts 42 yards, fair catch by LaMichael James",-1.960,-1.400
4,6:20,1,10,SFO 37,27,6,Anthony Dixon left guard for 9 yards (tackle by Josh Wilson),1.400,2.070
4,5:39,2,1,SFO 46,27,6,Anthony Dixon left guard for 3 yards (tackle by Reed Doughty),2.070,2.190
4,4:56,1,10,SFO 49,27,6,Anthony Dixon right end for 1 yard (tackle by Josh Wilson),2.190,1.780
4,4:15,2,9,,27,6,"Penalty on Adam Snyder: False Start, 5 yards (no play)",1.780,1.110
4,4:14,2,14,SFO 45,27,6,Kendall Hunter right end for 4 yards (tackle by London Fletcher and Reed Doughty),1.110,0.960
4,3:31,3,10,SFO 49,27,6,Kendall Hunter left end for 1 yard (tackle by Chris Baker and Darryl Tapp),0.960,-0.060
4,2:45,4,9,,27,6,"Andy Lee punts 35 yards, fair catch by Santana Moss",-0.060,0.220
4,2:38,1,10,WAS 15,27,6,Robert Griffin pass complete short left to Pierre Garcon for 4 yards (tackle by Patrick Willis),-0.220,-0.110
4,2:12,2,6,WAS 19,27,6,"Robert Griffin pass complete deep left to Santana Moss for 24 yards (tackle by Eric Reid). Penalty on Trent Williams: Offensive Holding, 10 yards (no play)",-0.110,-1.220
4,2:04,2,16,WAS 9,27,6,Robert Griffin pass complete short right to Santana Moss for 4 yards (tackle by Tony Jerod-Eddie),-1.220,-1.640
4,1:57,3,12,WAS 13,27,6,"Penalty on Kory Lichtensteiger: False Start, 5 yards (no play)",-1.640,-2.240
4,1:57,3,17,WAS 8,27,6,Robert Griffin pass complete short right to Roy Helu for 7 yards (tackle by C.J. Spillman and Patrick Willis),-2.240,-2.240
4,1:50,3,17,WAS 8,27,6,Timeout #2 by Washington Redskins,-2.240,-2.440
4,1:50,4,10,WAS 15,27,6,Robert Griffin left end for 7 yards (tackle by Carlos Rogers),-2.440,-4.110
4,1:39,1,10,WAS 22,27,6,Colin Kaepernick kneels for -1 yards,4.110,3.430
4,1:00,2,11,WAS 23,27,6,Colin Kaepernick kneels for -1 yards,3.430,2.610
4,0:36,3,12,WAS 24,27,6,Colin Kaepernick kneels for -1 yards,2.610,1.800
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
