Quarter,Time,Down,ToGo,Location,MIN,NOR,Detail,EPB,EPA
2,,,,MIN 30,14,0,"Aaron Elling kicks off 68 yards, returned by Michael Lewis for 19 yards (tackle by Mike Nattiel)",0.000,0.340
2,13:57,1,10,NOR 21,14,0,Aaron Brooks pass complete to Ernie Conwell for 6 yards (tackle by Dontarrious Thomas),0.340,0.610
2,13:24,2,4,NOR 27,14,0,Deuce McAllister left end for 5 yards (tackle by Brian Russell and Brian Williams),0.610,1.070
2,12:39,1,10,NOR 32,14,0,Aaron Brooks pass complete to Joe Horn for 16 yards (tackle by Raonall Smith),1.070,2.130
2,11:54,1,10,NOR 48,14,0,Aaron Brooks pass incomplete intended for Joe Horn,2.130,1.580
2,11:48,2,10,NOR 48,14,0,Aaron Brooks pass incomplete intended for Donte Stallworth (defended by Brian Russell),1.580,0.890
2,11:43,3,10,NOR 48,14,0,Aaron Brooks pass incomplete intended for Michael Lewis,0.890,-0.190
2,11:37,4,10,NOR 48,14,0,Mitch Berger punts 45 yards,-0.190,0.380
2,11:25,1,10,MIN 7,14,0,"Daunte Culpepper for no gain. Daunte Culpepper fumbles, recovered by Mewelde Moore at MIN-3",-0.380,-1.070
2,10:40,2,14,MIN 3,14,0,Daunte Culpepper pass complete to Nate Burleson for 36 yards (tackle by Fred Thomas),-1.070,1.530
2,10:13,1,10,MIN 39,14,0,Mewelde Moore right tackle for 18 yards (tackle by Fred Thomas and Tebucky Jones),1.530,2.720
2,9:37,1,10,NOR 43,14,0,"Penalty on Nat Dorsey: False Start, 5 yards (no play)",2.720,2.390
2,9:15,1,15,NOR 48,14,0,"Daunte Culpepper pass complete to Marcus Robinson for 12 yards (tackle by Ashley Ambrose). Marcus Robinson fumbles (forced by Ashley Ambrose), ball out of bounds at NOR-36",2.390,3.120
,,,,,,,"MIN challenged the ruling, and the original play was overturned.",,
2,8:56,2,3,NOR 36,14,0,Daunte Culpepper pass complete to Jermaine Wiggins for 18 yards (tackle by Ashley Ambrose),3.120,4.370
2,8:16,1,10,NOR 18,14,0,Daunte Culpepper pass incomplete intended for Randy Moss,4.370,3.800
2,8:10,2,10,NOR 18,14,0,Daunte Culpepper pass incomplete intended for Mewelde Moore,3.800,3.050
2,8:05,3,10,NOR 18,14,0,--,3.050,-4.650
2,7:48,1,10,MIN 14,14,0,Aaron Brooks pass complete to Donte Stallworth for 5 yards (tackle by Antoine Winfield),4.650,4.900
2,7:13,2,5,MIN 9,14,0,Deuce McAllister left guard for 7 yards (tackle by Antoine Winfield),4.900,6.740
2,6:32,1,2,MIN 2,14,6,"Deuce McAllister left guard for 2 yards, touchdown",6.740,7.000
2,,,,MIN 2,14,7,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,14,7,"John Carney kicks off 67 yards, returned by Kelly Campbell for 18 yards (tackle by Jason Craft). Penalty on Raonall Smith: Illegal Block Above the Waist, 10 yards",0.000,-0.370
2,6:23,1,10,MIN 11,14,7,Mewelde Moore right end for 7 yards (tackle by Courtney Watson and Steve Gleason),-0.370,0.000
2,5:41,2,3,MIN 18,14,7,Daunte Culpepper pass incomplete intended for Marcus Robinson,0.000,-0.600
2,5:39,3,3,MIN 18,14,7,Daunte Culpepper pass complete to Kelly Campbell for 23 yards (tackle by Jay Bellamy),-0.600,1.660
2,5:00,1,10,MIN 41,14,7,Daunte Culpepper pass incomplete intended for Randy Moss is intercepted by Fakhir Brown at NOR-0,1.660,-0.280
2,4:47,1,10,NOR 20,14,7,Aaron Brooks pass incomplete intended for Jerome Pathon (defended by Keith Newman),0.280,-0.270
2,4:43,2,10,NOR 20,14,7,Aaron Brooks pass incomplete intended for Donte Stallworth (defended by Kenny Mixon),-0.270,-0.960
2,4:39,3,10,NOR 20,14,7,Aaron Brooks pass incomplete intended for Donte Stallworth (defended by Brian Russell),-0.960,-2.030
2,4:34,4,10,NOR 20,14,7,"Mitch Berger punts 45 yards, muffed catch by Nate Burleson, recovered by Nate Burleson and returned for no gain",-2.030,-1.270
2,4:24,1,10,MIN 35,14,7,Daunte Culpepper pass complete to Jermaine Wiggins for 6 yards (tackle by Fred Thomas),1.270,1.530
2,3:50,2,4,MIN 41,14,7,Mewelde Moore right guard for 14 yards (tackle by Fakhir Brown and Steve Gleason),1.530,2.590
2,3:16,1,10,NOR 45,14,7,Daunte Culpepper for 6 yards (tackle by Sedrick Hodge),2.590,2.850
2,2:42,2,4,NOR 39,14,7,Daunte Culpepper pass complete to Mewelde Moore for 20 yards (tackle by Fred Thomas),2.850,4.310
2,2:07,1,10,NOR 19,14,7,Mewelde Moore right guard for 3 yards (tackle by Darren Howard),4.310,4.180
2,2:00,2,7,NOR 16,20,7,"Daunte Culpepper pass complete to Marcus Robinson for 16 yards, touchdown",4.180,7.000
2,,,,NOR 2,21,7,Morten Andersen kicks extra point good,0.000,0.000
2,,,,MIN 30,21,7,"Aaron Elling kicks off 66 yards, returned by Michael Lewis for 23 yards (tackle by Willie Offord)",0.000,0.740
2,1:44,1,10,NOR 27,21,7,Aaron Brooks pass complete to Jerome Pathon for 36 yards (tackle by Dontarrious Thomas),0.740,3.120
2,1:09,1,10,MIN 37,21,7,Deuce McAllister up the middle for 14 yards (tackle by Brian Russell and Antoine Winfield),3.120,4.040
2,1:02,,,,21,7,Timeout #1 by New Orleans Saints,0.000,4.040
2,1:02,1,10,MIN 23,21,7,Aaron Brooks pass complete to Donte Stallworth for 16 yards (tackle by Kenechi Udeze),4.040,5.600
2,0:26,1,7,MIN 7,21,13,"Aaron Brooks pass complete to Joe Horn for 7 yards, touchdown",5.600,7.000
2,,,,MIN 2,21,14,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,21,14,"John Carney kicks off 62 yards, returned by Mewelde Moore for 18 yards (tackle by Fred McAfee)",0.000,0.670
2,0:17,,,,21,14,Timeout #2 by New Orleans Saints,0.000,0.670
2,0:17,1,10,MIN 26,21,14,Mewelde Moore up the middle for 12 yards (tackle by Brian Young and Will Smith),0.670,1.470
Quarter,Time,Down,ToGo,Location,MIN,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,21,14,"Aaron Elling kicks off 67 yards, returned by Michael Lewis for 24 yards (tackle by Rod Davis)",0.000,0.740
3,14:54,1,10,NOR 27,21,14,Aaron Brooks pass incomplete intended for Donte Stallworth,0.740,0.200
3,14:47,2,10,NOR 27,21,14,Aaron Brooks pass complete to Ernie Conwell for 5 yards (tackle by Dontarrious Thomas),0.200,0.170
3,14:12,3,5,NOR 32,21,14,"Aaron Brooks sacked by Lance Johnstone for -8 yards. Aaron Brooks fumbles (forced by Lance Johnstone), recovered by Ernie Conwell at NOR-24",0.170,-1.770
3,13:36,4,13,NOR 24,21,14,Mitch Berger punts 42 yards,-1.770,-1.200
3,13:27,1,10,MIN 34,21,14,Daunte Culpepper pass complete to Marcus Robinson for 3 yards (tackle by Ashley Ambrose),1.200,1.060
3,12:55,2,7,MIN 37,21,14,Daunte Culpepper pass complete to Mewelde Moore for 26 yards (tackle by Tebucky Jones),1.060,3.120
3,12:14,1,10,NOR 37,21,14,Daunte Culpepper pass complete to Nate Burleson for 17 yards (tackle by Tebucky Jones),3.120,4.240
3,11:39,1,10,NOR 20,21,14,Mewelde Moore right guard for 11 yards (tackle by Jay Bellamy),4.240,5.140
3,11:06,1,9,NOR 9,21,14,Daunte Culpepper pass incomplete intended for Nate Burleson,5.140,4.380
3,11:01,2,9,NOR 9,21,14,Daunte Culpepper pass incomplete intended for Jermaine Wiggins (defended by Charles Grant),4.380,3.360
3,10:57,3,9,NOR 9,27,14,"Daunte Culpepper pass complete to Jermaine Wiggins for 9 yards, touchdown",3.360,7.000
3,,,,NOR 2,28,14,Morten Andersen kicks extra point good,0.000,0.000
3,,,,MIN 30,28,14,"Aaron Elling kicks off 65 yards, returned by Michael Lewis for 16 yards (tackle by Raonall Smith)",0.000,0.340
3,10:41,1,10,NOR 21,28,14,Deuce McAllister left guard for 4 yards (tackle by Dontarrious Thomas and Kevin Williams),0.340,0.340
3,10:00,2,6,NOR 25,28,14,Aaron Brooks sacked by Kenechi Udeze for -11 yards,0.340,-2.130
3,9:28,3,17,NOR 14,28,14,Aaron Brooks pass complete to Jerome Pathon for 14 yards (tackle by Brian Williams),-2.130,-1.500
3,9:12,4,3,NOR 28,28,14,Fred McAfee right tackle for 53 yards (tackle by Nate Burleson),-1.500,4.310
3,8:45,1,10,MIN 19,28,14,Deuce McAllister right tackle for 6 yards (tackle by Kenny Mixon and Raonall Smith),4.310,4.720
3,8:11,2,4,MIN 13,28,14,Deuce McAllister right tackle for 3 yards (tackle by Raonall Smith),4.720,4.690
3,7:34,3,1,MIN 10,28,14,Aaron Brooks pass complete to Deuce McAllister for 8 yards (tackle by Corey Chavous),4.690,6.740
3,6:52,1,2,MIN 2,28,14,Deuce McAllister right guard for 1 yard (tackle by Raonall Smith and Chris Hovan),6.740,5.910
3,6:18,2,1,MIN 1,28,20,"Deuce McAllister left guard for 1 yard, touchdown. Penalty on Kevin Williams: Defensive Offside (Declined)",5.910,7.000
3,,,,MIN 2,28,21,John Carney kicks extra point good,0.000,0.000
3,,,,NOR 30,28,21,"John Carney kicks off 67 yards, returned by Derek Ross for 14 yards (tackle by Steve Gleason)",0.000,-0.060
3,6:08,1,10,MIN 17,28,21,Daunte Culpepper pass complete to Nate Burleson for 28 yards (tackle by Brian Young),-0.060,1.930
3,5:24,1,10,MIN 45,28,21,Daunte Culpepper pass complete to Mewelde Moore for 7 yards (tackle by Sedrick Hodge),1.930,2.330
3,4:49,2,3,NOR 48,28,21,Mewelde Moore left guard for no gain (tackle by Jay Bellamy),2.330,1.620
3,4:10,3,3,NOR 48,28,21,Daunte Culpepper pass complete to Jermaine Wiggins for 22 yards (tackle by Jay Bellamy),1.620,3.840
3,3:28,1,10,NOR 26,28,21,Mewelde Moore pass incomplete intended for Marcus Robinson (defended by Courtney Watson),3.840,3.300
3,3:22,2,10,NOR 26,28,21,Mewelde Moore left end for 5 yards (tackle by Jay Bellamy),3.300,3.270
3,2:36,3,5,NOR 21,28,21,Daunte Culpepper pass incomplete intended for Jermaine Wiggins (defended by Courtney Watson),3.270,2.110
3,2:31,4,5,NOR 21,31,21,Morten Andersen 39 yard field goal good,2.110,3.000
3,,,,MIN 30,31,21,"Aaron Elling kicks off 69 yards, returned by Michael Lewis for 18 yards (tackle by Terrance Shaw)",0.000,0.150
3,2:20,1,10,NOR 19,31,21,"Penalty on Ernie Conwell: False Start, 5 yards (no play)",0.150,-0.390
3,2:20,1,15,NOR 14,31,21,Aaron Brooks pass complete to Jerome Pathon for 25 yards (tackle by Corey Chavous),-0.390,1.530
3,1:40,1,10,NOR 39,31,21,Aaron Brooks pass complete to Aaron Stecker for 9 yards (tackle by Brian Williams),1.530,2.200
3,1:06,2,1,NOR 48,31,21,Deuce McAllister left guard for 3 yards (tackle by Kevin Williams and Kenny Mixon),2.200,2.320
3,0:28,1,10,MIN 49,31,21,Aaron Brooks pass incomplete intended for Donte Stallworth,2.320,1.780
3,0:22,2,10,MIN 49,31,21,Aaron Brooks sacked by Keith Newman for -4 yards,1.780,0.560
Quarter,Time,Down,ToGo,Location,MIN,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,14,NOR 47,31,21,Aaron Brooks pass complete to Jerome Pathon for 17 yards (tackle by Antoine Winfield),0.560,3.180
4,14:21,1,10,MIN 36,31,21,"Penalty on Victor Riley: False Start, 5 yards (no play)",3.180,2.850
4,13:58,1,15,MIN 41,31,21,Aaron Brooks pass incomplete intended for Deuce McAllister,2.850,1.960
4,13:53,2,15,MIN 41,31,21,Aaron Brooks pass incomplete intended for Donte Stallworth (defended by Corey Chavous),1.960,1.290
4,13:47,3,15,MIN 41,31,21,Aaron Brooks right end for 14 yards (tackle by Brian Russell),1.290,1.820
,,,,,,,"MIN challenged the ruling, and the original play was overturned.",,
4,13:13,4,1,MIN 27,31,24,John Carney 45 yard field goal good,1.820,3.000
4,,,,NOR 30,31,24,"John Carney kicks off 59 yards, returned by Mewelde Moore for 33 yards (tackle by Michael Lewis)",0.000,1.860
4,13:02,1,10,MIN 44,31,24,Daunte Culpepper pass complete to Mewelde Moore for 6 yards (tackle by Darren Howard),1.860,2.130
4,12:29,2,4,NOR 50,31,24,Mewelde Moore left tackle for 5 yards (tackle by Sedrick Hodge and Tebucky Jones),2.130,2.590
4,11:49,1,10,NOR 45,31,24,Daunte Culpepper pass incomplete intended for Nate Burleson (defended by Mike McKenzie),2.590,2.040
4,11:43,2,10,NOR 45,31,24,Daunte Culpepper pass complete to Mewelde Moore for 5 yards (tackle by Sedrick Hodge),2.040,2.010
4,10:58,3,5,NOR 40,31,24,Daunte Culpepper pass complete to Nate Burleson for 6 yards (tackle by Fred Thomas),2.010,3.310
4,10:17,1,10,NOR 34,31,24,Daunte Culpepper left end for 8 yards (tackle by Brian Young),3.310,3.850
4,9:47,2,2,NOR 26,31,24,Moe Williams left tackle for 6 yards (tackle by Tebucky Jones and Courtney Watson),3.850,4.240
4,9:15,1,10,NOR 20,31,24,Moe Williams right guard for 1 yard (tackle by Charles Grant and Howard Green),4.240,3.820
4,8:35,2,9,NOR 19,31,24,Daunte Culpepper pass incomplete,3.820,3.100
4,8:28,3,9,NOR 19,31,24,"Daunte Culpepper pass incomplete intended for Nate Burleson (defended by Fred Thomas). Penalty on Tebucky Jones: Roughing the Passer, 10 yards (no play)",3.100,5.140
4,8:23,1,9,NOR 9,31,24,Moe Williams right guard for 6 yards (tackle by Tebucky Jones),5.140,5.530
4,7:49,2,3,NOR 3,31,24,Moe Williams left guard for 2 yards (tackle by Charles Grant and Tebucky Jones),5.530,5.170
4,7:08,,,,31,24,Timeout #1 by Minnesota Vikings,0.000,5.170
4,7:08,3,1,NOR 1,37,24,"Daunte Culpepper pass complete to Marcus Robinson for 1 yard, touchdown. Penalty on Fred Thomas: Defensive Pass Interference (Declined)",5.170,7.000
4,,,,NOR 2,38,24,Morten Andersen kicks extra point good,0.000,0.000
4,,,,MIN 30,38,24,"Aaron Elling kicks off 64 yards, returned by Michael Lewis for 29 yards (tackle by Derek Ross)",0.000,1.270
4,6:57,1,10,NOR 35,38,24,Aaron Brooks pass complete to Michael Lewis for 23 yards (tackle by Ralph Brown),1.270,2.790
4,6:28,1,10,MIN 42,38,24,Aaron Brooks pass incomplete intended for Donte Stallworth,2.790,2.240
4,6:22,,,,38,24,Timeout #2 by Minnesota Vikings,0.000,2.240
4,6:22,2,10,MIN 42,38,24,Aaron Brooks pass complete to Joe Horn for 10 yards (tackle by Derek Ross),2.240,3.450
4,5:48,1,10,MIN 32,38,24,Aaron Brooks pass complete to Donte Stallworth for 8 yards (tackle by Derek Ross),3.450,3.980
4,5:23,2,2,MIN 24,38,24,Aaron Brooks pass incomplete intended for Joe Horn,3.980,3.270
4,5:19,3,2,MIN 24,38,24,Deuce McAllister right guard for -3 yards (tackle by Ralph Brown),3.270,1.720
4,4:37,4,5,MIN 27,38,24,Aaron Brooks pass complete to Joe Horn for 8 yards (tackle by Antoine Winfield),1.720,4.310
4,4:05,1,10,MIN 19,38,24,Aaron Brooks right tackle for 6 yards (tackle by Ralph Brown),4.310,4.720
4,3:28,2,4,MIN 13,38,24,Aaron Brooks pass complete to Joe Horn for 6 yards (tackle by Terrance Shaw),4.720,5.600
4,3:04,1,7,MIN 7,38,24,Aaron Brooks pass complete to Deuce McAllister for 2 yards (tackle by Brian Williams),5.600,5.150
4,2:58,2,5,MIN 5,38,30,"Aaron Brooks up the middle for 5 yards, touchdown",5.150,7.000
4,,,,MIN 2,38,31,John Carney kicks extra point good,0.000,0.000
4,,,,NOR 30,38,31,"John Carney kicks off 68 yards, returned by Mewelde Moore for 16 yards (tackle by Steve Gleason). Penalty on Mel Mitchell: Offside on Free Kick (Offsetting), Penalty on Keith Newman: Illegal Block Above the Waist (Offsetting) (no play)",0.000,0.000
4,,,,NOR 30,38,31,John Carney kicks off 58 yards,0.000,-0.350
4,2:45,1,10,MIN 12,38,31,Mewelde Moore right tackle for 8 yards (tackle by Courtney Watson),-0.350,0.290
4,2:36,,,,38,31,Timeout #1 by New Orleans Saints,0.000,0.290
4,2:36,2,2,MIN 20,38,31,Mewelde Moore left tackle for -2 yards (tackle by Will Smith and Sedrick Hodge),0.290,-0.720
4,2:30,,,,38,31,Timeout #2 by New Orleans Saints,0.000,-0.720
4,2:30,3,4,MIN 18,38,31,Daunte Culpepper pass complete to Nate Burleson for 11 yards (tackle by Tebucky Jones),-0.720,0.870
4,2:00,1,10,MIN 29,38,31,Moe Williams left guard for 2 yards (tackle by Tebucky Jones and Courtney Watson),0.870,0.600
4,1:56,,,,38,31,Timeout #3 by New Orleans Saints,0.000,0.600
4,1:56,2,8,MIN 31,38,31,Moe Williams right guard for 49 yards (tackle by Fred Thomas),0.600,4.240
4,1:05,1,10,NOR 20,38,31,Daunte Culpepper kneels for -1 yards,4.240,3.560
4,0:27,2,11,NOR 21,38,31,Daunte Culpepper kneels for -1 yards,3.560,2.740
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
