Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Antonio Brown,PIT,19,14,185,2,11,135,9.6,50,3.6,11.9,0,,0,0.0,0,139.1
JuJu Smith-Schuster,PIT,15,11,115,0,6,57,5.2,58,5.3,8.1,1,11.0,0,0.0,0,95.1
Ryan Switzer,PIT,3,3,18,0,1,-10,-3.3,28,9.3,-3.3,0,,0,0.0,0,91.7
Jaylen Samuels,PIT,3,3,11,1,1,-2,-0.7,13,4.3,-0.7,0,,0,0.0,0,121.5
Vance McDonald,PIT,4,1,49,0,1,28,28.0,21,21.0,12.3,0,,0,0.0,0,78.1
Eli Rogers,PIT,1,1,2,0,1,2,2.0,0,0.0,2.0,0,,0,0.0,0,79.2
Xavier Grimble,PIT,1,0,0,0,,0,,0,,3.0,0,,0,0.0,0,39.6
James Washington,PIT,2,0,0,0,,0,,0,,35.0,0,,0,0.0,0,39.6
Roosevelt Nix,PIT,1,0,0,0,,0,,0,,2.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Michael Thomas,NOR,13,11,109,1,6,59,5.4,50,4.5,6.2,0,,0,0.0,0,127.2
Ted Ginn Jr.,NOR,8,5,74,0,4,70,14.0,4,0.8,21.5,0,,0,0.0,1,53.1
Alvin Kamara,NOR,6,4,82,0,3,10,2.5,72,18.0,4.8,0,,0,0.0,0,109.7
Keith Kirkwood,NOR,4,2,35,0,2,20,10.0,15,7.5,14.5,0,,1,25.0,0,80.2
Josh Hill,NOR,3,2,1,0,,-3,-1.5,4,2.0,0.3,0,,0,0.0,0,70.1
Tre'Quan Smith,NOR,1,1,11,0,1,3,3.0,8,8.0,3.0,0,,0,0.0,0,112.5
Mark Ingram,NOR,2,1,8,0,0,1,1.0,7,7.0,1.5,1,1.0,0,0.0,0,60.4
Ben Watson,NOR,2,1,6,0,,5,5.0,1,1.0,4.5,0,,1,50.0,0,56.2
