Quarter,Time,Down,ToGo,Location,JAX,CAR,Detail,EPB,EPA
1,6:28,4,2,CAR 43,0,0,"Todd Sauerbrun punts 42 yards, returned by Jermaine Lewis for 14 yards (tackle by Lester Towns)",-0.520,-0.870
1,6:17,1,10,JAX 29,0,0,Mark Brunell up the middle for -5 yards (tackle by Kris Jenkins),0.870,-0.350
1,5:53,2,15,JAX 24,0,0,Mark Brunell pass complete to Fred Taylor for 5 yards (tackle by Dan Morgan),-0.350,-0.360
1,5:15,3,10,JAX 29,0,0,"Penalty on Maurice Williams: False Start, 5 yards (no play)",-0.360,-1.020
1,4:54,3,15,JAX 24,0,0,Mark Brunell sacked by Mike Rucker and Kris Jenkins for -5 yards,-1.020,-2.140
1,4:25,4,20,JAX 19,0,0,"Chris Hanson punts 51 yards, muffed catch by Steve Smith, recovered by Steve Smith and returned for 24 yards (tackle by Eric Westmoreland)",-2.140,-2.060
1,4:08,1,10,CAR 47,0,0,Stephen Davis up the middle for 1 yard (tackle by John Henderson and Marcus Stroud),2.060,1.650
1,3:30,2,9,CAR 48,0,0,Rodney Peete pass incomplete intended for Muhsin Muhammad,1.650,0.960
1,3:25,3,9,CAR 48,0,0,Rodney Peete pass complete to Kris Mangum for 5 yards (tackle by Fernando Bryant),0.960,0.130
1,2:54,4,4,JAX 47,0,0,"Todd Sauerbrun punts 36 yards, returned by Jermaine Lewis for 9 yards (tackle by Brian L. Allen)",0.130,-0.280
1,2:45,1,10,JAX 20,0,0,Mark Brunell pass complete to Fred Taylor for 9 yards (tackle by Mike Minter),0.280,0.950
1,2:27,2,1,JAX 29,0,0,Fred Taylor right end for -1 yards (tackle by Will Witherspoon and Dan Morgan),0.950,0.100
1,1:44,3,2,JAX 28,0,0,Mark Brunell pass incomplete intended for Kyle Brady,0.100,-1.500
1,1:39,4,2,JAX 28,0,0,"Chris Hanson punts 45 yards, fair catch by Steve Smith",-1.500,-0.740
1,1:31,1,10,CAR 27,0,0,Stephen Davis left end for 1 yard (tackle by Jason Craft),0.740,0.330
1,0:51,2,9,CAR 28,0,0,Stephen Davis right guard for 4 yards (tackle by Marcus Stroud),0.330,0.170
1,0:07,3,5,CAR 32,0,0,Rodney Peete sacked by Akin Ayodele for -3 yards,0.170,-1.440
Quarter,Time,Down,ToGo,Location,JAX,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,8,CAR 29,0,0,Todd Sauerbrun punts 47 yards,-1.440,-0.540
2,14:52,1,10,JAX 24,0,0,Mark Brunell pass complete to Fred Taylor for 4 yards (tackle by Dan Morgan),0.540,0.540
2,14:52,2,6,JAX 28,0,0,"Penalty on Kyle Brady: False Start, 5 yards (no play)",0.540,-0.140
2,13:48,2,11,JAX 23,0,0,Mark Brunell pass complete to J.J. Stokes for 8 yards (tackle by Terry Cousin),-0.140,0.230
2,13:08,3,3,JAX 31,0,0,Mark Brunell pass complete to Matthew Hatchette for 6 yards (tackle by Terry Cousin),0.230,1.400
2,12:30,1,10,JAX 37,0,0,"Mark Brunell for no gain. Mark Brunell fumbles, recovered by Al Wallace at JAX-31",1.400,-3.510
2,12:26,1,10,JAX 31,0,0,Rodney Peete pass incomplete intended for Steve Smith,3.510,2.970
2,12:20,2,10,JAX 31,0,0,Stephen Davis up the middle for 1 yard (tackle by Hugh Douglas),2.970,2.410
2,11:40,3,9,JAX 30,0,0,Rodney Peete sacked by Tony Brackens and Paul Spicer for -9 yards,2.410,0.660
2,11:12,,,,0,0,Timeout #1 by Jacksonville Jaguars,0.000,0.660
2,11:12,4,18,JAX 39,0,0,"Todd Sauerbrun punts 39 yards, touchback",0.660,-0.280
2,10:58,1,10,JAX 20,0,0,Fred Taylor left tackle for 2 yards (tackle by Dan Morgan),0.280,0.000
2,10:19,2,8,JAX 22,0,0,Fred Taylor up the middle for 1 yard (tackle by Will Witherspoon),0.000,-0.560
2,9:45,3,7,JAX 23,0,0,Mark Brunell pass complete to J.J. Stokes for 22 yards (tackle by Mike Minter),-0.560,1.930
2,9:03,1,10,JAX 45,0,0,"Fred Taylor left end for -2 yards (tackle by Al Wallace). Penalty on Al Wallace: Face Mask (15 Yards), 15 yards",1.930,2.790
2,8:39,1,10,CAR 42,0,0,Fred Taylor up the middle for 4 yards (tackle by Brentson Buckner),2.790,2.780
2,8:08,2,6,CAR 38,0,0,Mark Brunell pass complete to Kyle Brady for 11 yards (tackle by Will Witherspoon),2.780,3.780
2,7:24,1,10,CAR 27,0,0,Mark Brunell pass complete to Fred Taylor for 15 yards (tackle by Deon Grant),3.780,4.780
2,6:51,1,10,CAR 12,0,0,"Penalty on Brentson Buckner: Encroachment, 5 yards (no play)",4.780,5.930
2,6:24,1,5,CAR 7,0,0,LaBrandon Toefield left tackle for 1 yard (tackle by Mike Rucker),5.930,5.210
2,5:42,2,4,CAR 6,0,0,Fred Taylor left guard for 4 yards (tackle by Deon Grant and Mike Rucker),5.210,6.740
2,4:52,1,2,CAR 2,6,0,"Marc Edwards up the middle for 2 yards, touchdown. Penalty on Julius Peppers: Unnecessary Roughness, 15 yards",6.740,7.000
2,,,,CAR 2,7,0,Seth Marler kicks extra point good,0.000,0.000
2,,,,JAX 45,7,0,"Seth Marler kicks off 55 yards, touchback",0.000,0.280
2,4:46,1,10,CAR 20,7,0,Rodney Peete pass incomplete intended for Muhsin Muhammad,0.280,-0.270
2,4:43,2,10,CAR 20,7,0,"Stephen Davis right guard for 9 yards (tackle by Keith Mitchell and Donovin Darius). Penalty on Kevin Donnalley: Offensive Holding, 10 yards (no play)",-0.270,-1.510
2,4:15,2,20,CAR 10,7,0,Rodney Peete pass incomplete (defended by John Henderson),-1.510,-2.590
2,4:05,3,20,CAR 10,7,0,Rodney Peete pass incomplete intended for DeShaun Foster,-2.590,-2.490
2,4:02,4,20,CAR 10,7,0,"Todd Sauerbrun punts 40 yards, returned by Jermaine Lewis for 2 yards",-2.490,-2.390
2,3:53,1,10,CAR 48,7,0,Fred Taylor left tackle for 1 yard (tackle by Julius Peppers),2.390,1.980
2,3:09,2,9,CAR 47,7,0,Mark Brunell sacked by Julius Peppers for -8 yards,1.980,0.230
2,2:33,3,17,JAX 45,7,0,Fred Taylor right guard for 11 yards (tackle by Ricky Manning),0.230,0.330
2,2:00,4,6,CAR 44,7,0,"Chris Hanson punts 34 yards. Penalty on Joe Zelenka: Offensive Holding, 10 yards (no play)",0.330,-0.320
2,1:51,4,16,JAX 46,7,0,"Chris Hanson punts 36 yards, returned by Steve Smith for 15 yards (tackle by Danny Clark)",-0.320,-1.140
2,1:42,1,10,CAR 33,7,0,Rodney Peete sacked by Hugh Douglas for -8 yards,1.140,-0.490
2,1:09,2,18,CAR 25,7,0,Stephen Davis left tackle for 2 yards (tackle by Hugh Douglas),-0.490,-0.890
2,0:52,,,,7,0,Timeout #2 by Jacksonville Jaguars,0.000,-0.890
2,0:52,3,16,CAR 27,7,0,Rodney Peete pass complete to Ricky Proehl for 8 yards (tackle by Jason Craft),-0.890,-1.040
2,0:46,4,8,CAR 35,7,0,"Todd Sauerbrun punts 39 yards, returned by Jermaine Lewis for 5 yards (tackle by Rod Smart). Penalty on Jason Kyle: Offensive Holding, 10 yards (no play)",-1.040,-1.700
2,0:36,4,18,CAR 25,7,0,"Todd Sauerbrun punts 40 yards, returned by Jermaine Lewis for 12 yards (tackle by Kris Mangum)",-1.700,-2.060
2,0:29,1,10,JAX 47,7,0,Mark Brunell pass complete to Fred Taylor for 18 yards (tackle by Reggie Howard),2.060,3.250
2,0:16,,,,7,0,Timeout #3 by Jacksonville Jaguars,0.000,3.250
2,0:16,1,10,CAR 35,7,0,"Penalty on Maurice Williams: False Start, 5 yards (no play)",3.250,2.920
2,0:16,1,15,CAR 40,7,0,Mark Brunell pass complete to J.J. Stokes for 4 yards (tackle by Reggie Howard),2.920,2.570
2,0:12,2,11,CAR 36,7,0,Mark Brunell pass complete to J.J. Stokes for 3 yards (tackle by Will Witherspoon),2.570,2.280
2,0:08,3,8,CAR 33,13,0,"Mark Brunell pass complete to Matthew Hatchette for 33 yards, touchdown",2.280,7.000
2,,,,CAR 2,14,0,Seth Marler kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,JAX,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 30,14,0,"John Kasay kicks off 64 yards, returned by Jermaine Lewis for 23 yards (tackle by Colin Branch)",0.000,0.870
3,14:53,1,10,JAX 29,14,0,Fred Taylor right guard for 7 yards (tackle by Mike Minter),0.870,1.270
3,14:12,2,3,JAX 36,14,0,Mark Brunell left end for 3 yards (tackle by Reggie Howard),1.270,1.530
3,13:37,1,10,JAX 39,14,0,Fred Taylor right end for 8 yards (tackle by Brentson Buckner),1.530,2.070
3,12:54,2,2,JAX 47,14,0,Mark Brunell pass complete to Jermaine Lewis for 11 yards (tackle by Dan Morgan),2.070,2.790
3,12:09,1,10,CAR 42,14,0,Mark Brunell pass complete to Chris Luzar for 8 yards (tackle by Julius Peppers),2.790,3.320
3,11:36,2,2,CAR 34,14,0,Mark Brunell pass complete to J.J. Stokes for 3 yards (tackle by Reggie Howard),3.320,3.510
3,11:06,1,10,CAR 31,14,0,Fred Taylor up the middle for 4 yards (tackle by Shane Burton and Dan Morgan),3.510,3.510
3,10:25,2,6,CAR 27,14,0,Fred Taylor right end for 2 yards (tackle by Mike Minter),3.510,3.070
3,9:32,,,,14,0,Timeout #1 by Jacksonville Jaguars,0.000,3.070
3,9:32,3,4,CAR 25,14,0,LaBrandon Toefield right guard for 3 yards (tackle by Will Witherspoon and Mike Rucker),3.070,2.140
3,8:56,4,1,CAR 22,17,0,Seth Marler 40 yard field goal good,2.140,3.000
3,,,,JAX 30,17,0,"Seth Marler kicks off 47 yards, returned by Al Wallace for 15 yards (tackle by Eric Westmoreland). Al Wallace fumbles (forced by Eric Westmoreland), recovered by Karl Hankton at CAR-36",0.000,1.330
3,8:45,1,10,CAR 36,17,0,Stephen Davis right end for 10 yards (tackle by Akin Ayodele),1.330,1.990
3,8:06,1,10,CAR 46,17,0,Stephen Davis right end for 9 yards (tackle by Tony Brackens),1.990,2.670
3,7:27,2,1,JAX 45,17,0,Stephen Davis right guard for 5 yards (tackle by Mike Peterson),2.670,2.920
3,6:53,1,10,JAX 40,17,0,"Jake Delhomme pass incomplete intended for Steve Smith. Penalty on Jason Craft: Defensive Pass Interference, 27 yards (no play)",2.920,4.710
3,6:47,1,10,JAX 13,17,6,"Jake Delhomme pass complete to Muhsin Muhammad for 13 yards, touchdown",4.710,7.000
3,,,,JAX 2,17,7,John Kasay kicks extra point good,0.000,0.000
3,,,,CAR 30,17,7,"John Kasay kicks off 55 yards, returned by Jermaine Lewis for 16 yards (tackle by Jarrod Cooper). Penalty on Malaefou MacKenzie: Offensive Holding, 8 yards",0.000,-0.370
3,6:35,1,10,JAX 11,17,7,"Mark Brunell pass complete to Brad Meester for no gain. Penalty on Dan Morgan: Defensive Pass Interference, 3 yards (no play)",-0.370,-0.280
3,6:14,1,10,JAX 14,17,7,Fred Taylor up the middle for 2 yards (tackle by Kris Jenkins),-0.280,-0.510
3,5:35,2,8,JAX 16,17,7,Fred Taylor up the middle for 5 yards (tackle by Kris Jenkins),-0.510,-0.560
3,4:51,3,3,JAX 21,17,7,Mark Brunell pass incomplete,-0.560,-1.960
3,4:44,4,3,JAX 21,17,7,"Chris Hanson punts 38 yards, returned by Steve Smith for 2 yards (tackle by Marlon McCree)",-1.960,-1.800
3,4:34,1,10,CAR 43,17,7,"Penalty on John Henderson: Neutral Zone Infraction, 5 yards (no play)",1.800,2.530
3,4:34,1,5,CAR 48,17,7,Stephen Davis right tackle for 7 yards (tackle by Hugh Douglas),2.530,2.590
3,4:02,1,10,JAX 45,17,7,Jake Delhomme pass incomplete (defended by Mike Peterson),2.590,2.040
3,3:57,2,10,JAX 45,17,7,Jake Delhomme pass complete to Stephen Davis for 11 yards (tackle by Marcus Stroud),2.040,3.310
3,3:16,1,10,JAX 34,17,7,Stephen Davis left end for 5 yards (tackle by Donovin Darius and Rashean Mathis),3.310,3.450
3,2:32,2,5,JAX 29,17,7,Jake Delhomme pass complete to DeShaun Foster for 7 yards (tackle by Keith Mitchell),3.450,4.110
3,1:59,1,10,JAX 22,17,7,Jake Delhomme pass complete to Steve Smith for no gain,4.110,3.560
3,1:18,2,10,JAX 22,17,7,Stephen Davis up the middle for 2 yards (tackle by Paul Spicer),3.560,3.140
3,0:35,3,8,JAX 20,17,7,"Jake Delhomme pass complete to Muhsin Muhammad for 19 yards (tackle by Fernando Bryant). Penalty on Muhsin Muhammad: Offensive Pass Interference, 10 yards (no play)",3.140,1.820
3,0:03,3,18,JAX 30,17,7,Jake Delhomme sacked by John Henderson for -1 yards,1.820,1.320
Quarter,Time,Down,ToGo,Location,JAX,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,19,JAX 31,17,10,John Kasay 49 yard field goal good,1.320,3.000
4,,,,CAR 30,17,10,"John Kasay kicks off 61 yards, returned by Jermaine Lewis for 12 yards (tackle by Rod Smart)",0.000,0.340
4,14:52,1,10,JAX 21,17,10,Fred Taylor right tackle for no gain (tackle by Greg Favors),0.340,-0.200
4,14:15,2,10,JAX 21,17,10,"Mark Brunell pass complete to Matthew Hatchette for 9 yards (tackle by Greg Favors). Penalty on Matthew Hatchette: Face Mask (15 Yards), 15 yards",-0.200,-1.140
4,13:47,2,16,JAX 15,17,10,Mark Brunell pass complete to Marc Edwards for 4 yards (tackle by Reggie Howard),-1.140,-1.220
4,13:13,3,12,JAX 19,17,10,Mark Brunell sacked by Mike Rucker for -2 yards,-1.220,-2.320
4,13:03,4,14,JAX 17,17,12,"Chris Hanson punts no gain, safety. Penalty on Chris Hanson: Illegal Kick (Declined)",-2.320,-2.000
4,,,,JAX 20,17,12,"Chris Hanson kicks off 70 yards, returned by Steve Smith for 38 yards (tackle by George Wrighster)",0.000,2.130
4,12:49,1,10,CAR 48,17,12,Stephen Davis left guard for 6 yards (tackle by Rob Meier),2.130,2.390
4,12:13,2,4,JAX 46,17,12,Stephen Davis right tackle for 11 yards (tackle by Akin Ayodele),2.390,3.250
4,11:30,1,10,JAX 35,17,12,DeShaun Foster right tackle for 6 yards (tackle by Akin Ayodele),3.250,3.510
4,10:51,2,4,JAX 29,17,12,"Jake Delhomme for no gain. Jake Delhomme fumbles, recovered by DeShaun Foster at JAX-32",3.510,2.410
4,10:11,3,7,JAX 32,17,12,Jake Delhomme pass incomplete intended for Steve Smith is intercepted by Rashean Mathis at JAX-7,2.410,0.380
4,10:04,1,10,JAX 7,17,12,Fred Taylor left guard for no gain (tackle by Kris Jenkins),-0.380,-0.780
4,9:23,2,10,JAX 7,17,12,Fred Taylor left tackle for 3 yards (tackle by Kris Jenkins),-0.780,-1.070
4,8:38,3,7,JAX 10,17,12,Mark Brunell pass incomplete intended for Kyle Brady,-1.070,-2.490
4,8:33,4,7,JAX 10,17,12,"Chris Hanson punts 58 yards, returned by Steve Smith for 16 yards (tackle by Brad Franklin)",-2.490,-2.130
4,8:20,1,10,CAR 48,17,12,Jake Delhomme pass complete to Kris Mangum for 13 yards (tackle by Donovin Darius). Penalty on Hugh Douglas: Defensive Offside (Declined),2.130,2.980
4,8:01,1,10,JAX 39,17,12,Stephen Davis right end for 4 yards (tackle by Mike Peterson and Akin Ayodele),2.980,2.980
4,7:22,2,6,JAX 35,17,12,Jake Delhomme pass incomplete intended for Muhsin Muhammad (defended by Tony Brackens),2.980,2.280
4,7:17,3,6,JAX 35,17,12,Jake Delhomme pass complete to Steve Smith for 9 yards (tackle by Fernando Bryant). Penalty on JAX: Defensive 12 On-field (Declined),2.280,3.840
4,6:47,1,10,JAX 26,17,12,Jake Delhomme pass incomplete intended for Muhsin Muhammad,3.840,3.300
,,,,,,,"JAX challenged the ruling, and the original play was overturned.",,
4,6:41,2,10,JAX 26,17,12,Stephen Davis left end for 2 yards (tackle by Jason Craft and Rashean Mathis),3.300,2.870
4,6:15,3,8,JAX 24,17,18,"Jake Delhomme pass complete to Steve Smith for 24 yards, touchdown",2.870,7.000
4,,,,,17,18,"Two Point Attempt: Jake Delhomme pass incomplete intended for Ricky Proehl, conversion fails",1.000,-1.000
4,,,,CAR 30,17,18,"John Kasay kicks off 66 yards, returned by Jermaine Lewis for 25 yards (tackle by Colin Branch)",0.000,0.870
4,6:04,1,10,JAX 29,17,18,Fred Taylor up the middle for 6 yards (tackle by Mike Rucker and Dan Morgan),0.870,1.140
4,5:26,2,4,JAX 35,23,18,"Mark Brunell pass complete to Jermaine Lewis for 65 yards, touchdown",1.140,7.000
4,,,,,23,18,Two Point Attempt: conversion fails,1.000,-1.000
4,,,,JAX 30,23,18,"Seth Marler kicks off 53 yards, returned by Rod Smart for 43 yards (tackle by Donovin Darius)",0.000,2.920
4,5:07,1,10,JAX 40,23,18,Jake Delhomme pass incomplete intended for Kris Mangum,2.920,2.370
4,5:00,2,10,JAX 40,23,18,"Stephen Davis left end for 4 yards (tackle by Mike Peterson). Penalty on Steve Smith: Offensive Holding, 10 yards",2.370,1.560
4,4:54,2,16,JAX 46,23,18,Jake Delhomme pass incomplete intended for Ricky Proehl is intercepted by Akin Ayodele at JAX-34 and returned for 13 yards (tackle by Kris Mangum),1.560,-2.060
4,4:43,1,10,JAX 47,23,18,Fred Taylor left tackle for no gain (tackle by Greg Favors),2.060,1.520
4,4:32,,,,23,18,Timeout #1 by Carolina Panthers,0.000,1.520
4,4:32,2,10,JAX 47,23,18,Mark Brunell sacked by Mike Rucker for -1 yards,1.520,0.700
4,3:58,3,11,JAX 46,23,18,Mark Brunell pass incomplete intended for Fred Taylor,0.700,-0.320
4,3:52,4,11,JAX 46,23,18,"Chris Hanson punts 44 yards, returned by Steve Smith for 36 yards (tackle by Anthony Mitchell)",-0.320,-1.990
4,3:34,1,10,CAR 46,23,18,Stephen Davis left end for 6 yards (tackle by Tony Brackens),1.990,2.260
4,2:59,2,4,JAX 48,23,18,Stephen Davis right guard for 3 yards (tackle by Akin Ayodele),2.260,1.950
4,2:21,3,1,JAX 45,23,18,Jake Delhomme left guard for 1 yard (tackle by Akin Ayodele and Marcus Stroud),1.950,2.650
4,2:00,1,10,JAX 44,23,18,Jake Delhomme pass complete to Steve Smith for 11 yards (tackle by Akin Ayodele),2.650,3.380
4,1:31,1,10,JAX 33,23,18,Jake Delhomme pass complete to DeShaun Foster for 8 yards (tackle by Akin Ayodele),3.380,3.920
4,1:16,,,,23,18,Timeout #2 by Carolina Panthers,0.000,3.920
4,1:16,2,2,JAX 25,23,18,Jake Delhomme pass incomplete intended for Ricky Proehl (defended by Keith Mitchell),3.920,3.200
4,1:11,3,2,JAX 25,23,18,Stephen Davis right end for 4 yards (tackle by Marcus Stroud and Kiwaukee Thomas),3.200,4.170
4,0:50,1,10,JAX 21,23,18,Jake Delhomme pass complete to Kris Mangum for 10 yards (tackle by Keith Mitchell),4.170,4.840
4,0:31,1,10,JAX 11,23,18,"Jake Delhomme sacked by Tony Brackens for -4 yards. Jake Delhomme fumbles (forced by Tony Brackens), recovered by Todd Steussie at JAX-11",4.840,4.140
4,0:28,2,10,JAX 11,23,18,Jake Delhomme pass complete to Nick Goings for 4 yards (tackle by Fernando Bryant),4.140,3.980
4,0:25,3,6,JAX 7,23,18,"Jake Delhomme pass incomplete. Penalty on Muhsin Muhammad: False Start, 5 yards (no play)",3.980,3.110
4,0:25,3,11,JAX 12,23,18,Jake Delhomme pass incomplete intended for Jermaine Wiggins (defended by Donovin Darius),3.110,2.630
4,0:22,4,11,JAX 12,23,24,"Jake Delhomme pass complete to Ricky Proehl for 12 yards, touchdown",2.630,7.000
4,0:16,,,,23,24,Timeout #3 by Carolina Panthers,0.000,0.000
4,,,,,23,24,Two Point Attempt: conversion fails,1.000,-1.000
4,,,,CAR 30,23,24,"John Kasay kicks off 58 yards, returned by LaBrandon Toefield for 25 yards (tackle by Al Wallace)",0.000,1.400
4,0:10,1,10,JAX 37,23,24,Mark Brunell pass complete to Jermaine Lewis for 14 yards (tackle by Deon Grant),1.400,2.320
4,0:04,,,,23,24,Timeout #2 by Jacksonville Jaguars,0.000,2.320
4,0:04,1,10,CAR 49,23,24,Mark Brunell pass complete to Matthew Hatchette for 12 yards,2.320,3.120
4,0:01,1,10,CAR 37,23,24,"Seth Marler 55 yard field goal no good, blocked by Mike Minter",3.120,1.860
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
