Quarter,Time,Tm,Detail,JAX,CAR
2.0,4:46,Jaguars,Marc Edwards 2 yard rush (Seth Marler kick),7,0
,0:00,Jaguars,Matthew Hatchette 33 yard pass from Mark Brunell (Seth Marler kick),14,0
3.0,8:52,Jaguars,Seth Marler 40 yard field goal,17,0
,6:42,Panthers,Muhsin Muhammad 13 yard pass from Jake Delhomme (John Kasay kick),17,7
4.0,14:55,Panthers,John Kasay 49 yard field goal,17,10
,12:56,Panthers,"Safety,",17,12
,6:10,Panthers,Steve Smith Sr. 24 yard pass from Jake Delhomme (pass failed),17,18
,5:14,Jaguars,Jermaine Lewis 65 yard pass from Mark Brunell (pass failed),23,18
,0:16,Panthers,Ricky Proehl 12 yard pass from Jake Delhomme (pass failed),23,24
