Quarter,Time,Down,ToGo,Location,NYG,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,NYG 28,0,0,Eli Manning pass complete short right to Will Tye for 5 yards (tackle by Christian Kirksey),-0.030,1.140
2,14:26,1,10,NYG 33,0,0,Rashad Jennings right guard for 11 yards (tackle by Ed Reynolds and Christian Kirksey),1.140,1.860
2,14:01,1,10,NYG 44,0,0,Rashad Jennings right guard for 3 yards (tackle by Emmanuel Ogbah and Danny Shelton),1.860,1.720
2,13:32,2,7,NYG 47,0,0,Rashad Jennings right tackle for 6 yards (tackle by Christian Kirksey),1.720,1.820
2,12:59,3,1,CLE 47,0,0,Rashad Jennings right guard for no gain (tackle by Christian Kirksey and Derrick Kindred),1.820,0.130
2,12:18,4,1,CLE 47,0,0,Brad Wing punts 43 yards,0.130,0.380
2,12:12,1,10,CLE 4,0,0,Duke Johnson right guard for 4 yards (tackle by Kelvin Sheppard and Damon Harrison),-0.380,-0.490
2,11:35,2,6,CLE 8,0,0,Duke Johnson right tackle for -2 yards (tackle by Janoris Jenkins),-0.490,-1.190
2,10:56,3,8,CLE 6,0,0,Josh McCown pass incomplete deep left intended for Andrew Hawkins (defended by Andrew Adams),-1.190,-2.490
2,10:49,4,8,CLE 6,0,0,"Britton Colquitt punts 51 yards, returned by Bobby Rainey for 7 yards (tackle by Ricardo Louis)",-2.490,-2.260
2,10:39,1,10,,0,0,"Eli Manning pass complete short left to Paul Perkins for 19 yards (tackle by Jamie Collins). Penalty on Ereck Flowers: Offensive Holding, 10 yards (no play)",2.260,1.600
2,10:13,1,20,NYG 40,0,0,"Penalty on Bobby Hart: False Start, 5 yards (no play)",1.600,1.270
2,9:58,1,25,NYG 35,0,0,Eli Manning pass complete short middle to Paul Perkins for 4 yards (tackle by Carl Nassib),1.270,0.230
2,9:21,2,21,NYG 39,0,0,Eli Manning pass incomplete deep left intended for Victor Cruz,0.230,-0.430
2,9:15,3,21,NYG 39,0,0,Paul Perkins right guard for 3 yards (tackle by Xavier Cooper and Emmanuel Ogbah),-0.430,-0.590
2,8:43,4,18,NYG 42,0,0,"Brad Wing punts 45 yards, returned by Duke Johnson for -1 yards (tackle by B.J. Goodson)",-0.590,0.350
2,8:33,1,10,CLE 12,0,0,Josh McCown pass complete short left to Corey Coleman for 13 yards (tackle by Devon Kennard),-0.350,0.610
2,7:54,1,10,CLE 25,0,0,"Isaiah Crowell left guard for 3 yards (tackle by Damon Harrison). Isaiah Crowell fumbles (forced by Damon Harrison), recovered by Devon Kennard at CLE-31 (tackle by Spencer Drango)",0.610,-3.510
2,7:45,1,10,CLE 31,0,0,Eli Manning pass complete deep right to Roger Lewis for 18 yards (tackle by Briean Boddy-Calhoun),3.510,4.710
2,7:08,1,10,CLE 13,6,0,"Eli Manning pass complete short left to Dwayne Harris for 13 yards, touchdown",4.710,7.000
2,7:03,,,CLE 15,7,0,Robbie Gould kicks extra point good,0.000,0.000
2,7:03,,,NYG 35,7,0,"Robbie Gould kicks off 66 yards, returned by Ricardo Louis for 21 yards (tackle by Paul Perkins)",0.000,-0.280
2,6:57,1,10,CLE 20,7,0,Isaiah Crowell right guard for 6 yards (tackle by Kelvin Sheppard),0.280,0.540
2,6:21,2,4,CLE 26,7,0,"Penalty on John Greco: False Start, 5 yards (no play)",0.540,-0.130
2,5:57,2,9,CLE 21,7,0,Josh McCown pass incomplete short left intended for Isaiah Crowell,-0.130,-0.820
2,5:50,3,9,CLE 21,7,0,Josh McCown pass incomplete short right intended for Terrelle Pryor,-0.820,-1.960
2,5:50,4,9,CLE 21,7,0,"Britton Colquitt punts 41 yards, muffed catch by Bobby Rainey, recovered by Dominique Alexander and returned for no gain",-1.960,3.580
2,5:34,1,10,NYG 30,7,0,Josh McCown pass incomplete deep left intended for Gary Barnidge,3.580,3.030
2,5:28,2,10,NYG 30,7,0,Josh McCown pass complete short left to Isaiah Crowell for 9 yards (tackle by Damon Harrison),3.030,3.530
2,4:46,3,1,NYG 21,7,0,Isaiah Crowell right guard for no gain (tackle by Damon Harrison and Janoris Jenkins),3.530,0.000
2,4:06,,,,7,0,Timeout #1 by Cleveland Browns,0.000,-2.210
2,4:06,4,1,NYG 21,7,0,Isaiah Crowell right guard for 2 yards (tackle by Kelvin Sheppard),2.210,4.310
2,3:29,1,10,NYG 19,7,0,Josh McCown pass complete short right to Isaiah Crowell for 9 yards (tackle by Jonathan Casillas),4.310,5.360
2,2:49,2,1,NYG 10,7,0,Duke Johnson left guard for 4 yards (tackle by Keenan Robinson),5.360,5.830
2,2:04,1,6,NYG 6,7,0,Duke Johnson right end for 2 yards (tackle by Jason Pierre-Paul and Keenan Robinson),5.830,5.340
2,1:59,2,4,NYG 4,7,0,Isaiah Crowell left guard for 2 yards (tackle by Landon Collins),5.340,0.000
2,1:53,,,,7,0,Timeout #1 by New York Giants,0.000,-4.950
2,1:53,3,2,NYG 2,7,0,Josh McCown pass incomplete short right intended for Duke Johnson,4.950,3.250
2,1:46,4,2,NYG 2,7,3,Cody Parkey 20 yard field goal good,3.250,3.000
2,1:43,,,CLE 35,7,3,"Cody Parkey kicks off 60 yards, returned by Bobby Rainey for 26 yards (tackle by Ibraheim Campbell)",0.000,-1.000
2,1:35,1,10,NYG 31,7,3,Eli Manning pass incomplete intended for Victor Cruz (defended by Corey Lemonier),1.000,0.460
2,1:32,2,10,NYG 31,7,3,Eli Manning pass complete deep right to Victor Cruz for 37 yards (tackle by Marcus Burley),0.460,3.450
2,1:25,1,10,CLE 32,7,3,Eli Manning pass incomplete short right intended for Victor Cruz,3.450,2.900
2,1:22,2,10,CLE 32,13,3,"Eli Manning pass complete short middle to Odell Beckham for 32 yards, touchdown",2.900,7.000
2,1:13,,,CLE 15,14,3,Robbie Gould kicks extra point good,0.000,0.000
2,1:13,,,NYG 35,14,3,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.610
2,1:13,1,10,CLE 25,14,3,Josh McCown pass incomplete short left intended for Corey Coleman (defended by Romeo Okwara),0.610,0.060
2,1:08,2,10,CLE 25,14,3,"Josh McCown pass incomplete deep right intended for Terrelle Pryor. Penalty on Eli Apple: Defensive Pass Interference, 35 yards (no play)",0.060,2.920
2,1:02,1,10,NYG 40,14,3,"Josh McCown pass incomplete deep left intended for Corey Coleman (defended by Eli Apple). Penalty on Corey Coleman: Face Mask (15 Yards), 15 yards (no play)",2.920,0.000
2,0:55,,,,14,3,Timeout #2 by New York Giants,0.000,-1.930
2,0:55,1,25,CLE 45,14,3,Josh McCown sacked by Jason Pierre-Paul for -5 yards,1.930,0.000
2,0:45,,,,14,3,Timeout #2 by Cleveland Browns,0.000,0.330
2,0:45,2,30,CLE 40,14,3,Josh McCown pass complete deep middle to Terrelle Pryor for 22 yards (tackle by Eli Apple),-0.330,0.000
2,0:36,,,,14,3,Timeout #3 by Cleveland Browns,0.000,-1.950
2,0:36,3,8,NYG 38,14,3,"Josh McCown pass incomplete short left intended for Andrew Hawkins. Penalty on Trevin Wade: Defensive Holding, 5 yards (no play)",1.950,3.380
2,0:32,1,10,NYG 33,14,3,Josh McCown pass complete short middle to Terrelle Pryor for 14 yards (tackle by Janoris Jenkins),3.380,4.310
2,0:17,1,10,NYG 19,14,3,Josh McCown spiked the ball,4.310,3.750
2,0:16,2,10,NYG 19,14,3,Josh McCown pass complete short left to Duke Johnson for 12 yards (tackle by Keenan Robinson),3.750,5.600
2,0:09,1,7,NYG 7,14,3,Josh McCown pass incomplete short left intended for Terrelle Pryor (defended by Janoris Jenkins),5.600,4.760
2,0:05,2,7,NYG 7,14,6,Cody Parkey 25 yard field goal good,4.760,3.000
Quarter,Time,Down,ToGo,Location,NYG,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,14,6,"Robbie Gould kicks off 66 yards, returned by Ricardo Louis for 24 yards (tackle by B.J. Goodson)",0.000,-0.480
3,14:55,1,10,CLE 23,14,6,Isaiah Crowell left guard for 4 yards (tackle by Damon Harrison),0.480,0.470
3,14:13,2,6,CLE 27,14,6,Josh McCown pass complete short left to Corey Coleman for 4 yards (tackle by Dominique Rodgers-Cromartie),0.470,0.300
3,13:26,3,2,CLE 31,14,6,Duke Johnson left tackle for 6 yards (tackle by Landon Collins),0.300,1.400
3,13:00,1,10,CLE 37,14,6,Isaiah Crowell left guard for 7 yards (tackle by Damon Harrison),1.400,1.800
3,12:12,2,3,CLE 44,14,6,Isaiah Crowell left guard for 4 yards (tackle by Keenan Robinson),1.800,2.130
3,11:40,1,10,CLE 48,14,6,"Penalty on John Greco: False Start, 5 yards (no play)",2.130,1.800
3,11:16,1,15,CLE 43,14,6,Josh McCown pass complete short right to Terrelle Pryor for 9 yards,1.800,2.120
3,10:53,2,6,NYG 48,14,6,Isaiah Crowell left guard for no gain (tackle by Jason Pierre-Paul and Damon Harrison),2.120,1.420
3,10:16,3,6,NYG 48,14,6,Josh McCown pass incomplete short right intended for Gary Barnidge,1.420,0.070
3,10:11,4,6,NYG 48,14,6,"Britton Colquitt punts 39 yards, returned by Odell Beckham for 12 yards (tackle by Ricardo Louis)",0.070,-0.340
3,9:59,1,10,NYG 21,14,6,Rashad Jennings left guard for -2 yards (tackle by Christian Kirksey),0.340,-0.530
3,9:27,2,12,NYG 19,14,6,Eli Manning pass complete short middle to Rashad Jennings for no gain,-0.530,-1.220
3,8:51,3,12,NYG 19,14,6,Rashad Jennings right guard for 8 yards (tackle by Xavier Cooper and Jamie Collins),-1.220,-1.570
3,8:17,4,4,NYG 27,14,6,"Brad Wing punts 58 yards, returned by Duke Johnson for -3 yards (tackle by Dwayne Harris)",-1.570,0.350
3,8:04,1,10,CLE 12,14,6,Isaiah Crowell left guard for 1 yard (tackle by Jonathan Casillas and Damon Harrison),-0.350,-0.700
3,7:30,2,9,CLE 13,14,6,Josh McCown pass complete deep middle to Terrelle Pryor for 18 yards (tackle by Landon Collins),-0.700,1.000
3,6:48,1,10,CLE 31,14,6,Isaiah Crowell left guard for 2 yards (tackle by Olivier Vernon),1.000,0.730
3,6:07,2,8,CLE 33,14,6,Josh McCown sacked by Olivier Vernon for -3 yards,0.730,-0.360
3,5:25,3,11,CLE 30,14,6,Josh McCown pass incomplete short left intended for Terrelle Pryor,-0.360,-1.370
3,5:20,4,11,CLE 30,14,6,"Britton Colquitt punts 50 yards, returned by Odell Beckham for 28 yards (tackle by Derrick Kindred). Penalty on Eli Apple: Illegal Block Above the Waist, 10 yards, Penalty on Paul Perkins: Illegal Block Above the Waist (Declined)",-1.370,0.280
3,5:04,1,10,NYG 14,14,6,Eli Manning pass incomplete deep right intended for Roger Lewis (defended by Briean Boddy-Calhoun),-0.280,-0.750
3,4:58,2,10,NYG 14,14,6,Paul Perkins right guard for 2 yards (tackle by Christian Kirksey and Jamie Collins),-0.750,-1.160
3,4:20,3,8,NYG 16,14,6,Eli Manning pass incomplete short middle intended for Odell Beckham (defended by Emmanuel Ogbah),-1.160,-2.390
3,4:16,4,8,NYG 16,14,6,"Brad Wing punts 56 yards, returned by Duke Johnson for 9 yards (tackle by Bobby Rainey)",-2.390,-1.400
3,4:02,1,10,CLE 37,14,6,Josh McCown pass complete short right to Isaiah Crowell for 6 yards (tackle by Landon Collins),1.400,1.670
3,3:45,2,4,CLE 43,14,6,Isaiah Crowell right guard for 1 yard (tackle by Romeo Okwara),1.670,1.090
3,3:04,3,3,CLE 44,14,6,Josh McCown pass incomplete short left intended for Seth Devalve,1.090,-0.460
3,2:56,4,3,CLE 44,14,6,Britton Colquitt punts 42 yards,-0.460,0.280
3,2:48,1,10,NYG 14,14,6,Rashad Jennings left guard for 6 yards (tackle by Demario Davis and Jamie Meder),-0.280,0.150
3,2:07,2,4,NYG 20,14,6,Rashad Jennings left guard for 7 yards (tackle by Jamie Meder),0.150,0.740
3,1:31,1,10,NYG 27,14,6,Rashad Jennings right guard for 3 yards (tackle by Jamie Collins),0.740,0.600
3,0:55,2,7,NYG 30,14,6,Eli Manning pass incomplete deep right intended for Victor Cruz,0.600,-0.100
3,0:48,3,7,NYG 30,14,6,(tackle by Xavier Cooper),-0.100,-0.980
3,0:22,4,1,NYG 36,14,6,"Brad Wing punts 56 yards, out of bounds",-0.980,0.380
3,0:14,1,10,CLE 8,14,6,Josh McCown pass complete short middle to Duke Johnson for 5 yards (tackle by Devon Kennard),-0.380,-0.410
Quarter,Time,Down,ToGo,Location,NYG,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,CLE 13,14,6,Josh McCown pass incomplete short left intended for Duke Johnson,-0.410,-0.840
4,14:52,3,5,CLE 13,14,6,Josh McCown sacked by Jason Pierre-Paul for -8 yards,-0.840,-2.490
4,14:03,4,13,CLE 5,14,6,"Britton Colquitt punts 54 yards, returned by Odell Beckham for 59 yards. Penalty on Mark Herzlich: Offensive Holding, 10 yards",-2.490,-2.260
4,13:56,1,10,,14,6,Paul Perkins right guard for 2 yards (tackle by Jamie Collins and Christian Kirksey),2.260,1.980
4,13:14,2,8,CLE 48,14,6,Eli Manning pass incomplete deep middle intended for Roger Lewis (defended by Briean Boddy-Calhoun),1.980,1.290
4,13:07,3,8,CLE 48,14,6,Eli Manning pass incomplete deep left intended for Roger Lewis,1.290,0.070
4,13:00,4,8,CLE 48,14,6,Brad Wing punts 43 yards,0.070,0.380
4,12:47,1,10,CLE 5,14,6,Josh McCown pass complete to Terrelle Pryor for 54 yards (tackle by Eli Apple),-0.380,2.850
4,12:09,1,10,NYG 41,14,6,Josh McCown pass complete short left to Dan Vitale for -4 yards (tackle by Olivier Vernon),2.850,1.770
4,12:09,2,14,NYG 45,14,6,"Penalty on Alvin Bailey: False Start, 5 yards (no play)",1.770,1.090
4,11:08,2,19,,20,6,"Josh McCown sacked by Johnathan Hankins for -7 yards. Josh McCown fumbles (forced by Johnathan Hankins), recovered by Jason Pierre-Paul at CLE-43 and returned for 43 yards, touchdown",1.090,-7.000
4,,,,CLE 15,20,6,Robbie Gould kicks extra point good,,
4,10:58,,,NYG 35,20,6,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.610
4,10:58,1,10,CLE 25,20,6,"Josh McCown pass complete short right to Rashard Higgins for 19 yards (tackle by Keenan Robinson). Penalty on Keenan Robinson: Face Mask (15 Yards), 15 yards",0.610,2.850
4,10:30,1,10,NYG 41,20,6,Josh McCown pass complete short right to Isaiah Crowell for 11 yards (tackle by Jonathan Casillas),2.850,3.580
4,9:55,1,10,NYG 30,20,6,Josh McCown pass complete short left to Isaiah Crowell for 13 yards (tackle by Jonathan Casillas),3.580,4.440
4,9:09,1,10,NYG 17,20,6,Josh McCown sacked by Johnathan Hankins and Olivier Vernon for -4 yards,4.440,3.350
4,8:23,2,14,NYG 21,20,12,"Josh McCown pass complete deep left to Corey Coleman for 21 yards, touchdown",3.350,7.000
4,8:17,,,NYG 15,20,13,Cody Parkey kicks extra point good,0.000,0.000
4,8:17,,,CLE 35,20,13,"Cody Parkey kicks off 63 yards, returned by Bobby Rainey for 25 yards (tackle by Tracy Howard)",0.000,-0.740
4,8:09,1,10,NYG 27,20,13,Rashad Jennings left tackle for 4 yards (tackle by Emmanuel Ogbah),0.740,0.740
4,7:29,2,6,NYG 31,20,13,Eli Manning pass complete short right to Odell Beckham for 41 yards (tackle by Ed Reynolds),0.740,3.710
4,6:49,1,10,CLE 28,20,13,Sterling Shepard right end for 22 yards (tackle by Jamie Collins),3.710,5.830
4,6:04,1,6,CLE 6,20,13,Eli Manning pass incomplete short left intended for Odell Beckham,5.830,4.950
4,5:57,2,6,CLE 6,20,13,Rashad Jennings right end for 2 yards (tackle by Briean Boddy-Calhoun),4.950,4.490
4,5:15,3,4,CLE 4,26,13,"Eli Manning pass complete short middle to Odell Beckham for 4 yards, touchdown",4.490,7.000
4,5:10,,,CLE 15,27,13,Robbie Gould kicks extra point good,0.000,0.000
4,5:10,,,NYG 35,27,13,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.610
4,5:10,1,10,CLE 25,27,13,Josh McCown pass complete short left to Seth Devalve for 21 yards (tackle by Andrew Adams),0.610,1.990
4,4:41,1,10,CLE 46,27,13,Josh McCown pass complete short left to Seth Devalve for 8 yards (tackle by Landon Collins),1.990,2.530
4,4:13,2,2,NYG 46,27,13,Josh McCown pass incomplete short left intended for Andrew Hawkins,2.530,1.820
4,4:09,3,2,NYG 46,27,13,Josh McCown pass complete short left to Rashard Higgins for 15 yards (tackle by Janoris Jenkins and Romeo Okwara),1.820,3.510
4,3:27,1,10,NYG 31,27,13,Josh McCown pass incomplete deep left intended for Corey Coleman,3.510,2.970
4,3:22,2,10,NYG 31,27,13,Josh McCown sacked by Janoris Jenkins for -9 yards,2.970,1.090
4,2:47,3,19,NYG 40,27,13,Josh McCown pass incomplete deep right intended for Terrelle Pryor (defended by Dominique Rodgers-Cromartie),1.090,0.590
4,2:39,4,19,NYG 40,27,13,Josh McCown pass incomplete deep left intended for Corey Coleman (defended by Janoris Jenkins),0.590,-1.600
4,2:32,1,10,NYG 40,27,13,"Penalty on Paul Perkins: False Start, 5 yards (no play)",1.600,1.270
4,2:32,1,15,NYG 35,27,13,Paul Perkins left guard for 4 yards (tackle by Jamie Collins and Jamar Taylor),1.270,0.920
4,2:00,2,11,NYG 39,27,13,Paul Perkins left tackle for 3 yards (tackle by Jamie Meder and Demario Davis),0.920,0.000
4,1:51,,,,27,13,Timeout #1 by Cleveland Browns,0.000,-0.630
4,1:51,3,8,NYG 42,27,13,Paul Perkins left end for 6 yards (tackle by Ed Reynolds),0.630,0.000
4,1:43,,,,27,13,Timeout #2 by Cleveland Browns,0.000,0.190
4,1:43,4,2,NYG 48,27,13,"Brad Wing punts 52 yards, touchback",-0.190,-0.280
4,1:35,1,10,CLE 20,27,13,Josh McCown pass complete short middle to Seth Devalve for 10 yards (tackle by Coty Sensabaugh),0.280,0.940
4,0:59,1,10,CLE 30,27,13,"Josh McCown sacked by Jason Pierre-Paul for -5 yards. Josh McCown fumbles (forced by Jason Pierre-Paul), recovered by Kerry Wynn at CLE-29 (tackle by Alvin Bailey)",0.940,-3.640
,,,,,,,"challenged the ruling, and the play was upheld.",,
4,0:52,1,10,CLE 29,27,13,Eli Manning kneels for -1 yards,3.640,2.970
4,0:52,2,11,CLE 30,27,13,Eli Manning kneels for -1 yards,2.970,2.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
