Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Dolphins won the coin toss and deferred, Patriots to receive the opening kickoff.",,
1,15:00,,,MIA 35,0,0,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,NWE 25,0,0,Cam Newton pass incomplete short left intended for Jakob Johnson,0.610,0.060
1,14:57,2,10,NWE 25,0,0,Sony Michel right end for -1 yards (tackle by Christian Wilkins and Elandon Roberts),0.060,-0.760
1,14:12,3,11,NWE 24,0,0,Cam Newton pass complete short right to Damiere Byrd for -2 yards (tackle by Kyle Van Noy),-0.760,-1.900
1,13:36,4,13,NWE 22,0,0,Jake Bailey punts 56 yards downed by Justin Bethel,-1.900,-0.410
1,13:23,1,10,MIA 22,0,0,Salvon Ahmed left tackle for 1 yard (tackle by Kyle Dugger and Tashawn Bower),0.410,0.000
1,12:55,2,9,MIA 23,0,0,Salvon Ahmed left guard for 5 yards (tackle by Terez Hall),0.000,-0.030
1,12:12,3,4,MIA 28,0,0,Tua Tagovailoa pass complete short right to Patrick Laird for 3 yards (tackle by Shilique Calhoun),-0.030,-1.310
1,11:30,4,1,MIA 31,0,0,"Matt Haack punts 45 yards, returned by Gunner Olszewski for 3 yards (tackle by Jamal Perry)",-1.310,-0.740
1,11:23,1,10,NWE 27,0,0,Cam Newton pass complete short middle to Jakobi Meyers for 11 yards (tackle by Xavien Howard),0.740,1.470
1,10:58,1,10,NWE 38,0,0,Sony Michel left guard for 6 yards (tackle by Christian Wilkins),1.470,1.730
1,10:40,2,4,NWE 44,0,0,Sony Michel up the middle for 16 yards (tackle by Elandon Roberts),1.730,2.920
1,10:09,1,10,MIA 40,0,0,Cam Newton pass incomplete short left intended for Devin Asiasi,2.920,2.370
1,10:05,2,10,MIA 40,0,0,Cam Newton left guard for 1 yard (tackle by Elandon Roberts and Zach Sieler),2.370,1.820
1,9:23,3,9,MIA 39,0,0,Cam Newton pass incomplete short left,1.820,0.660
1,9:20,4,9,MIA 39,0,0,Jake Bailey punts 37 yards downed by Justin Bethel,0.660,0.380
1,9:11,1,10,MIA 2,0,0,Salvon Ahmed up the middle for 6 yards (tackle by Byron Cowart),-0.380,-0.340
1,8:38,2,4,MIA 8,0,0,Tua Tagovailoa pass complete short right to Lynn Bowden for 7 yards (tackle by Adrian Phillips),-0.340,-0.220
1,8:10,1,10,MIA 15,0,0,Salvon Ahmed left guard for 5 yards (tackle by Terez Hall and Ja'Whaun Bentley),-0.220,0.080
1,7:30,2,5,MIA 20,0,0,Tua Tagovailoa pass complete short left to Mack Hollins for 8 yards (tackle by Stephon Gilmore),0.080,0.810
1,7:00,1,10,MIA 28,0,0,Tua Tagovailoa pass complete short left to Adam Shaheen for 15 yards (tackle by Ja'Whaun Bentley and Lawrence Guy),0.810,1.800
1,6:21,1,10,MIA 43,0,0,Tua Tagovailoa pass complete short middle to Lynn Bowden for 3 yards (tackle by Shilique Calhoun),1.800,1.660
1,5:42,2,7,MIA 46,0,0,Tua Tagovailoa pass complete short middle to Durham Smythe for 15 yards (tackle by Adrian Phillips),1.660,2.980
1,4:55,1,10,NWE 39,0,0,Matt Breida up the middle for 4 yards (tackle by Ja'Whaun Bentley and Adrian Phillips),2.980,2.980
