Quarter,Time,Tm,Detail,NWE,MIA
2.0,8:50,Patriots,Nick Folk 45 yard field goal,3,0
,4:15,Patriots,Nick Folk 36 yard field goal,6,0
3.0,10:32,Dolphins,Salvon Ahmed 1 yard rush (Jason Sanders kick),6,7
,4:20,Patriots,Nick Folk 45 yard field goal,9,7
4.0,12:55,Dolphins,Tua Tagovailoa 3 yard rush (Salvon Ahmed pass from Tua Tagovailoa),9,15
,9:03,Patriots,Nick Folk 42 yard field goal,12,15
,3:17,Dolphins,Tua Tagovailoa 1 yard rush (Jason Sanders kick),12,22
