Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
1,2:37,1,10,SFO 44,0,7,Mike Davis right end for -2 yards (tackle by Daryl Smith and Lavonte David),1.860,1.050
1,1:53,2,12,SFO 42,0,7,Colin Kaepernick pass incomplete short left intended for Jeremy Kerley (defended by Noah Spence),1.050,0.370
1,1:51,3,12,SFO 42,0,7,Colin Kaepernick sacked by William Gholston for -8 yards,0.370,-1.110
1,1:21,4,20,SFO 34,0,7,"Bradley Pinion punts 43 yards, fair catch by Adam Humphries",-1.110,-0.480
1,1:13,1,10,TAM 23,0,7,Jacquizz Rodgers left tackle for 5 yards (tackle by Ahmad Brooks),0.480,0.610
1,0:29,2,5,TAM 28,0,7,Jameis Winston pass incomplete short right intended for Mike Evans (defended by Nick Bellore),0.610,-0.100
1,0:25,3,5,TAM 28,0,7,Jameis Winston pass incomplete short right intended for Mike Evans is intercepted by Gerald Hodges at TAM-38 and returned for 21 yards,-0.100,-4.440
1,0:16,1,10,TAM 17,0,13,"Colin Kaepernick pass complete deep left to Shaun Draughn for 17 yards, touchdown",4.440,7.000
1,0:16,,,TAM 17,0,14,"Phil Dawson kicks extra point good. Penalty on Gerald McCoy: Leverage, 15 yards",0.000,0.000
1,0:16,,,TAM 17,0,14,"Phil Dawson kicks off 50 yards, returned by Ryan Smith for 6 yards (tackle by Shaun Draughn)",0.000,0.380
1,0:03,1,10,TAM 6,0,14,Jacquizz Rodgers right guard for 5 yards (tackle by Gerald Hodges),-0.380,-0.420
Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,TAM 11,0,14,Jacquizz Rodgers right guard for 7 yards (tackle by Ronald Blair),-0.420,0.040
2,14:17,1,10,TAM 18,0,14,Peyton Barber right guard for 2 yards (tackle by Eli Harold),0.040,-0.130
2,13:45,2,8,TAM 20,0,14,Jameis Winston pass complete short left to Cameron Brate for 9 yards (tackle by Nick Bellore),-0.130,0.870
2,13:15,1,10,TAM 29,0,14,Jameis Winston pass incomplete,0.870,0.870
2,13:09,1,10,TAM 29,0,14,Timeout #1 by Tampa Bay Buccaneers,0.870,0.330
2,13:09,2,10,TAM 29,0,14,Jameis Winston pass complete short right to Mike Evans for 12 yards (tackle by Rashard Robinson),0.330,1.660
2,12:33,1,10,TAM 41,0,14,Adam Humphries left end for 6 yards (tackle by Antoine Bethea),1.660,1.930
2,11:58,2,4,TAM 47,0,14,Jameis Winston pass complete short right to Adam Humphries for 11 yards (tackle by Antoine Bethea),1.930,2.790
2,11:22,1,10,SFO 42,0,14,"Jameis Winston pass complete short right to Antone Smith for 30 yards (tackle by Antoine Bethea). Penalty on Antoine Bethea: Horse Collar Tackle, 6 yards",2.790,5.830
2,10:58,1,6,SFO 6,0,14,Jacquizz Rodgers middle for 2 yards (tackle by Ahmad Brooks),5.830,5.340
2,10:20,2,4,SFO 4,6,14,"Jameis Winston pass complete short left to Mike Evans for 4 yards, touchdown",5.340,7.000
2,10:20,,,SFO 4,7,14,Roberto Aguayo kicks extra point good,0.000,0.000
2,10:20,,,TAM 35,7,14,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-0.610
2,10:14,1,10,SFO 25,7,14,Mike Davis left guard for 3 yards (tackle by Daryl Smith),0.610,0.470
2,9:38,2,7,SFO 28,7,14,Colin Kaepernick pass incomplete short right intended for Vance McDonald,0.470,-0.230
2,9:34,3,7,SFO 28,7,14,Colin Kaepernick left end for 16 yards,-0.230,1.860
2,8:57,1,10,SFO 44,7,14,Colin Kaepernick pass complete short left to Aaron Burbridge for 15 yards (tackle by Jude Adjei-Barimah),1.860,2.850
2,8:29,1,10,TAM 41,7,14,"Colin Kaepernick pass incomplete. Penalty on Trenton Brown: Illegal Formation, 5 yards (no play)",2.850,2.520
2,8:20,1,15,TAM 46,7,14,DuJuan Harris middle for 2 yards (tackle by Gerald McCoy),2.520,1.900
2,7:44,2,13,TAM 44,7,14,Colin Kaepernick pass incomplete deep left intended for Vance McDonald is intercepted by Bradley McDougald at TAM-27,1.900,-0.740
2,7:38,1,10,TAM 27,7,14,Jacquizz Rodgers left guard for 45 yards (tackle by Gerald Hodges),0.740,3.710
2,7:01,1,10,SFO 28,7,14,Peyton Barber middle for 14 yards (tackle by Eric Reid),3.710,4.650
2,6:41,1,10,SFO 14,7,14,Peyton Barber left tackle for 4 yards (tackle by Aaron Lynch and Gerald Hodges),4.650,4.710
2,6:09,2,6,SFO 10,7,14,Peyton Barber left guard for 2 yards (tackle by DeForest Buckner),4.710,4.280
2,5:27,3,4,SFO 8,7,14,"Jameis Winston pass complete short middle to Cameron Brate for 3 yards (tackle by Tramaine Brock). Penalty on Jameis Winston: Unsportsmanlike Conduct, 15 yards",4.280,2.120
2,5:04,4,16,SFO 20,10,14,Roberto Aguayo 38 yard field goal good,2.120,3.000
2,5:04,,,TAM 35,10,14,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-0.610
2,4:59,1,10,SFO 25,10,14,Colin Kaepernick left end for 8 yards (tackle by William Gholston),0.610,1.140
2,4:24,2,2,SFO 33,10,14,Colin Kaepernick left end for 4 yards (tackle by William Gholston),1.140,1.400
2,3:50,1,10,SFO 37,10,14,Mike Davis right guard for 4 yards (tackle by Bradley McDougald),1.400,1.400
2,3:21,2,6,SFO 41,10,14,Colin Kaepernick pass complete short right to Quinton Patton for 3 yards (tackle by Chris Conte),1.400,1.090
2,2:44,3,3,SFO 44,10,14,Colin Kaepernick pass incomplete short right intended for Rod Streater (defended by Keith Tandy),1.090,-0.460
2,2:41,4,3,SFO 44,10,14,"Bradley Pinion punts 33 yards, fair catch by Adam Humphries",-0.460,-0.480
2,2:34,1,10,TAM 23,10,14,Jameis Winston pass incomplete short left intended for Mike Evans,0.480,-0.070
2,2:29,2,10,TAM 23,10,14,Jacquizz Rodgers right guard for 7 yards (tackle by Eric Reid),-0.070,0.170
2,2:00,3,3,TAM 30,10,14,Jameis Winston pass complete short left to Russell Shepard for 5 yards (tackle by Tramaine Brock),0.170,1.270
2,1:38,1,10,TAM 35,10,14,Jameis Winston pass complete short left to Russell Shepard for 13 yards (tackle by Rashard Robinson),1.270,2.130
2,1:08,1,10,TAM 48,10,14,"Jameis Winston pass complete short middle to Cameron Brate for 17 yards (tackle by Eric Reid). Penalty on DeForest Buckner: Unnecessary Roughness, 15 yards",2.130,4.240
2,1:04,1,10,SFO 20,10,14,Jacquizz Rodgers right end for 1 yard (tackle by Jimmie Ward and Nick Bellore),4.240,4.240
2,0:59,1,10,SFO 20,10,14,Timeout #2 by Tampa Bay Buccaneers,4.240,3.820
2,0:59,2,9,SFO 19,10,14,Jameis Winston pass incomplete deep left intended for Russell Shepard,3.820,3.100
2,0:53,3,9,SFO 19,16,14,"Jameis Winston pass complete deep right to Russell Shepard for 19 yards, touchdown",3.100,7.000
2,0:53,,,SFO 19,17,14,Roberto Aguayo kicks extra point good,0.000,0.000
2,0:53,,,TAM 35,17,14,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-0.610
2,0:48,1,10,SFO 25,17,14,Colin Kaepernick pass complete short right to Shaun Draughn for 6 yards (tackle by Lavonte David),0.610,0.610
2,0:42,1,10,SFO 25,17,14,Timeout #1 by San Francisco 49ers,0.610,0.870
2,0:42,2,4,SFO 31,17,14,Colin Kaepernick pass complete short middle to Jeremy Kerley for 7 yards (tackle by Kwon Alexander),0.870,0.870
2,0:36,2,4,SFO 31,17,14,Timeout #2 by San Francisco 49ers,0.870,1.470
2,0:36,1,10,SFO 38,17,14,Colin Kaepernick pass incomplete short right intended for Vance McDonald (defended by Brent Grimes),1.470,0.920
2,0:31,2,10,SFO 38,17,14,Colin Kaepernick pass complete short left to Quinton Patton for 2 yards (tackle by Kwon Alexander and William Gholston),0.920,0.920
2,0:26,2,10,SFO 38,17,14,Timeout #3 by San Francisco 49ers,0.920,0.500
2,0:26,3,8,SFO 40,17,14,Colin Kaepernick pass complete short left to Shaun Draughn for 2 yards,0.500,-0.590
2,0:22,4,6,SFO 42,17,14,"Bradley Pinion punts 57 yards, muffed catch by Adam Humphries, recovered by Adam Humphries and returned for 15 yards (tackle by Gerald Hodges)",-0.590,0.140
2,0:07,1,10,TAM 16,17,14,Jameis Winston kneels for -1 yards,-0.140,-0.780
Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,17,14,"Bradley Pinion kicks off 65 yards, touchback",0.000,0.610
3,15:00,1,10,TAM 25,17,14,Jacquizz Rodgers middle for 5 yards (tackle by Ahmad Brooks),0.610,0.740
3,14:25,2,5,TAM 30,17,14,Jacquizz Rodgers middle for -2 yards (tackle by DeForest Buckner),0.740,-0.230
3,13:48,3,7,TAM 28,17,14,Jameis Winston sacked by Aaron Lynch for -4 yards,-0.230,-1.770
3,13:10,4,11,TAM 24,17,14,"Bryan Anger punts 42 yards, muffed catch by Aaron Burbridge, recovered by Keith Tandy and returned for no gain",-1.770,3.180
3,12:58,1,10,SFO 36,17,14,Jameis Winston pass complete short right to Mike Evans for 11 yards (tackle by Gerald Hodges),3.180,3.910
3,12:23,1,10,SFO 25,17,14,Jacquizz Rodgers middle for 6 yards (tackle by Arik Armstead and Nick Bellore),3.910,4.200
3,11:47,2,4,SFO 19,17,14,Jacquizz Rodgers middle for no gain (tackle by Gerald Hodges),4.200,3.490
3,11:07,3,4,SFO 19,17,14,Jameis Winston pass incomplete short right intended for Adam Humphries,3.490,2.260
3,11:02,4,4,SFO 19,20,14,Roberto Aguayo 37 yard field goal good,2.260,3.000
3,11:02,,,TAM 35,20,14,"Roberto Aguayo kicks off 67 yards, returned by DuJuan Harris for 18 yards (tackle by Josh Robinson)",0.000,0.140
3,10:53,1,10,SFO 16,20,14,Colin Kaepernick right tackle for 8 yards (tackle by Lavonte David),-0.140,0.550
3,10:25,2,2,SFO 24,20,14,Mike Davis middle for 4 yards (tackle by Kwon Alexander),0.550,0.810
3,9:51,1,10,SFO 28,20,14,Colin Kaepernick left tackle for 13 yards (tackle by Vernon Hargreaves),0.810,1.660
3,9:16,1,10,SFO 41,20,14,DuJuan Harris right tackle for -2 yards (tackle by Lavonte David),1.660,0.850
3,8:43,2,12,SFO 39,20,14,Colin Kaepernick pass incomplete deep left intended for Jeremy Kerley,0.850,0.170
3,8:35,3,12,SFO 39,20,14,"Colin Kaepernick sacked by Jude Adjei-Barimah for -11 yards. Colin Kaepernick fumbles (forced by Jude Adjei-Barimah), recovered by Gerald McCoy at SFO-27 (tackle by Joe Staley). Penalty on Shaun Draughn: Illegal Use of Hands (Declined)",0.170,-3.780
3,8:27,1,10,SFO 27,20,14,Peyton Barber left end for 1 yard (tackle by Aaron Lynch),3.780,3.370
3,8:02,2,9,SFO 26,20,14,Jameis Winston pass incomplete deep left intended for Mike Evans,3.370,2.680
3,7:55,3,9,SFO 26,20,14,Jameis Winston pass complete short right to Mike Evans for 14 yards (tackle by Tramaine Brock). Penalty on Rashard Robinson: Defensive Holding (Declined),2.680,4.780
3,7:45,1,10,SFO 12,20,14,Jacquizz Rodgers middle for 9 yards (tackle by Antoine Bethea),4.780,5.790
3,7:09,2,1,SFO 3,20,14,Jacquizz Rodgers right guard for -2 yards (tackle by Antoine Bethea and Ahmad Brooks),5.790,4.610
3,6:30,3,3,SFO 5,26,14,"Jameis Winston pass complete short middle to Mike Evans for 5 yards, touchdown",4.610,7.000
3,6:30,,,SFO 5,27,14,Roberto Aguayo kicks extra point good,0.000,0.000
3,6:30,,,TAM 35,27,14,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-0.610
3,6:24,1,10,SFO 25,27,14,DuJuan Harris left tackle for 4 yards (tackle by John Hughes and Gerald McCoy),0.610,0.600
3,5:59,2,6,SFO 29,27,14,Colin Kaepernick pass incomplete deep left intended for Garrett Celek,0.600,-0.100
3,5:55,3,6,SFO 29,27,14,"Colin Kaepernick pass complete short middle to Quinton Patton for 15 yards (tackle by Kwon Alexander). Penalty on Trenton Brown: Illegal Formation, 5 yards (no play)",-0.100,-0.760
3,5:31,3,11,SFO 24,27,14,Colin Kaepernick pass complete short left to DuJuan Harris for 14 yards (tackle by Kwon Alexander),-0.760,1.470
3,4:57,1,10,SFO 38,27,14,Mike Davis middle for no gain (tackle by Vernon Hargreaves),1.470,0.920
3,4:24,2,10,SFO 38,27,14,Colin Kaepernick pass incomplete,0.920,0.230
3,4:16,3,10,SFO 38,27,14,Colin Kaepernick pass incomplete short right intended for Aaron Burbridge (defended by Brent Grimes),0.230,-0.850
3,4:11,4,10,SFO 38,27,14,"Bradley Pinion punts 45 yards, fair catch by Adam Humphries. Penalty on Peyton Barber: Offensive Holding, 8 yards",-0.850,0.380
3,4:04,1,10,TAM 9,27,14,Jacquizz Rodgers middle for 1 yard (tackle by DeForest Buckner),-0.380,-0.710
3,3:39,2,9,TAM 10,27,14,Jameis Winston pass complete short right to Mike Evans for 12 yards,-0.710,0.410
3,3:15,1,10,TAM 22,27,14,Jacquizz Rodgers middle for 16 yards (tackle by Eli Harold),0.410,1.470
3,2:36,1,10,TAM 38,27,14,Jacquizz Rodgers right tackle for -3 yards (tackle by Antoine Bethea),1.470,0.520
3,2:08,2,13,TAM 35,27,14,Jameis Winston pass complete short left to Adam Humphries for 6 yards (tackle by Nick Bellore),0.520,0.630
3,1:25,3,7,TAM 41,27,14,Jameis Winston pass complete deep left to Russell Shepard for 20 yards (tackle by Antoine Bethea),0.630,2.980
3,0:50,1,10,SFO 39,27,14,Jacquizz Rodgers left tackle for 8 yards (tackle by Michael Wilhoite),2.980,3.520
3,0:24,2,2,SFO 31,27,14,"Jacquizz Rodgers left guard for 1 yard (tackle by DeForest Buckner). Penalty on Kevin Pamphile: Offensive Holding, 10 yards (no play)",3.520,2.170
Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,SFO 41,27,14,Jameis Winston pass incomplete deep right intended for Mike Evans,2.170,1.490
4,14:54,3,12,SFO 41,27,14,Jameis Winston pass complete short right to Jacquizz Rodgers for 9 yards (tackle by Nick Bellore and Eli Harold),1.490,1.290
4,14:17,4,3,SFO 32,27,14,Roberto Aguayo 50 yard field goal no good,1.290,-1.600
4,14:12,1,10,SFO 40,27,14,Colin Kaepernick pass incomplete deep right intended for Vance McDonald,1.600,1.050
4,14:07,2,10,SFO 40,27,14,DuJuan Harris middle for 2 yards (tackle by William Gholston),1.050,0.630
4,13:25,3,8,SFO 42,27,14,"Colin Kaepernick for no gain. Colin Kaepernick fumbles, recovered by Colin Kaepernick at SFO-37. Penalty on Howard Jones: Defensive Offside, 5 yards (no play)",0.630,1.290
4,12:59,3,3,SFO 47,27,14,"Colin Kaepernick pass complete short middle to Garrett Celek for 4 yards (tackle by Lavonte David). Garrett Celek fumbles (forced by Lavonte David), recovered by Zane Beadles at TAM-49",1.290,2.320
4,12:07,1,10,TAM 49,27,14,Colin Kaepernick pass incomplete short left intended for Quinton Patton,2.320,1.780
4,12:03,2,10,TAM 49,27,14,Colin Kaepernick pass complete short middle to Quinton Patton for 8 yards (tackle by Bradley McDougald),1.780,2.150
4,11:31,3,2,TAM 41,27,14,DuJuan Harris left end for -1 yards (tackle by Vernon Hargreaves and Kwon Alexander),2.150,2.150
4,11:04,3,2,TAM 41,27,14,Timeout #1 by Tampa Bay Buccaneers,2.150,0.460
4,11:04,4,3,TAM 42,27,14,Colin Kaepernick right end for 8 yards (tackle by Jude Adjei-Barimah),0.460,3.310
4,10:41,1,10,TAM 34,27,14,DuJuan Harris middle for 7 yards (tackle by Lavonte David),3.310,3.720
4,10:15,2,3,TAM 27,27,14,Colin Kaepernick pass incomplete deep right intended for Garrett Celek (defended by Lavonte David),3.720,3.010
4,10:09,3,3,TAM 27,27,14,Colin Kaepernick left tackle for 17 yards (tackle by Bradley McDougald),3.010,4.910
4,9:33,1,10,TAM 10,27,14,Colin Kaepernick pass complete short left to DuJuan Harris for 4 yards (tackle by John Hughes),4.910,4.950
4,8:59,2,6,TAM 6,27,14,DuJuan Harris right end for -4 yards (tackle by Bradley McDougald),4.950,3.130
4,8:17,3,10,TAM 10,27,14,Colin Kaepernick pass incomplete short left intended for Jeremy Kerley,3.130,2.760
4,8:12,4,10,TAM 10,27,17,Phil Dawson 28 yard field goal good,2.760,3.000
4,8:12,,,SFO 35,27,17,"Phil Dawson kicks off 59 yards, returned by Adam Humphries for 17 yards (tackle by Shayne Skov)",0.000,-0.480
4,8:03,1,10,TAM 23,27,17,Jacquizz Rodgers middle for 4 yards (tackle by Mike Purcell and Eric Reid),0.480,0.470
4,7:21,2,6,TAM 27,27,17,Jacquizz Rodgers left end for no gain (tackle by Jimmie Ward and Eli Harold),0.470,-0.230
4,6:33,3,6,TAM 27,27,17,Jameis Winston pass complete short right to Mike Evans for 7 yards,-0.230,1.200
4,5:56,1,10,TAM 34,27,17,Jacquizz Rodgers left guard for 2 yards (tackle by DeForest Buckner and Antoine Bethea),1.200,0.930
4,5:31,2,8,TAM 36,27,17,Jameis Winston pass complete short left to Russell Shepard for 20 yards (tackle by Tramaine Brock),0.930,2.650
4,4:51,1,10,SFO 44,33,17,"Peyton Barber left guard for 44 yards, touchdown",2.650,7.000
4,4:51,,,SFO 44,34,17,Roberto Aguayo kicks extra point good,0.000,0.000
4,4:51,,,TAM 35,34,17,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-0.610
4,4:42,1,10,SFO 25,34,17,Colin Kaepernick pass complete short right to Jeremy Kerley for 8 yards (tackle by Kwon Alexander),0.610,1.140
4,4:18,2,2,SFO 33,34,17,Colin Kaepernick pass complete short left to Shaun Draughn for 3 yards (tackle by Lavonte David),1.140,1.330
4,3:53,1,10,SFO 36,34,17,Colin Kaepernick pass incomplete short left intended for Shaun Draughn,1.330,0.790
4,3:48,2,10,SFO 36,34,17,"Colin Kaepernick sacked by Gerald McCoy for -7 yards. Colin Kaepernick fumbles (forced by Gerald McCoy), recovered by Joshua Garnett at SFO-32",0.790,-0.430
4,3:06,3,14,SFO 32,34,17,Colin Kaepernick pass incomplete,-0.430,-1.240
4,2:58,4,14,SFO 32,34,17,"Bradley Pinion punts 40 yards, muffed catch by Adam Humphries, recovered by Adam Humphries and returned for no gain",-1.240,-0.940
4,2:48,1,10,TAM 30,34,17,Peyton Barber right guard for 8 yards (tackle by Jaquiski Tartt and Eric Reid),0.940,0.940
4,2:43,1,10,TAM 30,34,17,Timeout #1 by San Francisco 49ers,0.940,1.470
4,2:41,2,2,TAM 38,34,17,Peyton Barber right guard for 4 yards (tackle by Gerald Hodges and Eric Reid),1.470,1.470
4,2:38,2,2,TAM 38,34,17,Timeout #2 by San Francisco 49ers,1.470,1.730
4,2:38,1,10,TAM 42,34,17,Peyton Barber left guard for 4 yards (tackle by Eli Harold),1.730,1.730
4,2:33,1,10,TAM 42,34,17,Timeout #3 by San Francisco 49ers,1.730,1.730
4,2:33,2,6,TAM 46,34,17,Peyton Barber right tackle for 2 yards (tackle by Eli Harold),1.730,1.290
4,2:00,3,4,TAM 48,34,17,Peyton Barber left tackle for -1 yards (tackle by Jaquiski Tartt and Eli Harold),1.290,-0.260
4,1:18,4,5,TAM 47,34,17,"Bryan Anger punts 37 yards, fair catch by Jeremy Kerley",-0.260,0.140
4,1:09,1,10,SFO 16,34,17,Colin Kaepernick pass complete short right to Shaun Draughn for 9 yards (tackle by Brent Grimes and Bradley McDougald),-0.140,0.690
4,0:40,2,1,SFO 25,34,17,Colin Kaepernick pass incomplete short right intended for Shaun Draughn (defended by Gerald McCoy),0.690,-0.200
4,0:36,3,1,SFO 25,34,17,Shaun Draughn left tackle for 16 yards (tackle by Jude Adjei-Barimah and Chris Conte),-0.200,1.660
4,0:09,1,10,SFO 41,34,17,Colin Kaepernick sacked by Noah Spence for -6 yards,1.660,0.310
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
