Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cardinals won the coin toss and deferred, Seahawks to receive the opening kickoff.",,
1,15:00,,,ARI 35,0,0,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,SEA 25,0,0,Russell Wilson pass complete short right to Jimmy Graham for 5 yards (tackle by Tramon Williams),0.610,0.740
1,14:38,2,5,SEA 30,0,0,Thomas Rawls middle for -3 yards (tackle by Karlos Dansby),0.740,-0.360
1,13:58,3,8,SEA 27,0,0,Russell Wilson sacked by Olsen Pierre for -9 yards,-0.360,-2.240
1,13:19,4,17,SEA 18,0,0,"Jon Ryan punts 42 yards, returned by Kerwynn Williams for 12 yards (tackle by Tyler Ott)",-2.240,-2.390
1,13:10,1,10,SEA 48,0,0,"Adrian Peterson middle for -4 yards (tackle by Kam Chancellor). Adrian Peterson fumbles (forced by Kam Chancellor), recovered by Sheldon Richardson at ARI-48 (tackle by Drew Stanton)",2.390,-2.390
1,13:01,1,10,ARI 48,0,0,Thomas Rawls left tackle for 2 yards (tackle by Corey Peters),2.390,2.120
1,12:23,2,8,ARI 46,0,0,Russell Wilson pass incomplete deep middle intended for Tyler Lockett (defended by Tyvon Branch),2.120,1.420
1,12:13,3,8,ARI 46,0,0,"Penalty on Germain Ifedi: False Start, 5 yards (no play)",1.420,0.760
1,12:13,3,13,SEA 49,0,0,Russell Wilson pass incomplete deep middle intended for Jimmy Graham (defended by Budda Baker),0.760,-0.130
1,12:09,4,13,SEA 49,0,0,"Jon Ryan punts 43 yards, fair catch by Kerwynn Williams. Penalty on Justin Bethel: Offensive Holding, 4 yards",-0.130,0.380
1,12:01,1,10,ARI 4,0,0,Adrian Peterson middle for 3 yards (tackle by Bobby Wagner),-0.380,-0.560
1,11:40,2,7,ARI 7,0,0,Drew Stanton pass complete short left to Larry Fitzgerald for no gain,-0.560,-1.070
1,10:59,3,7,ARI 7,0,0,Drew Stanton pass complete short right to John Brown for 9 yards (tackle by Justin Coleman),-1.070,-0.140
1,10:20,1,10,ARI 16,0,0,"Drew Stanton pass incomplete. Penalty on Earl Watford: Offensive Holding, 8 yards (no play)",-0.140,-0.680
1,10:10,1,18,ARI 8,0,0,Drew Stanton pass incomplete short middle intended for Troy Niklas (defended by K.J. Wright),-0.680,-1.360
1,10:04,2,18,ARI 8,0,0,Andre Ellington middle for 3 yards (tackle by K.J. Wright and Bobby Wagner),-1.360,-2.010
1,9:25,3,15,ARI 11,0,0,Drew Stanton pass incomplete deep middle intended for Larry Fitzgerald (defended by Justin Coleman),-2.010,-2.490
1,9:19,4,15,ARI 11,0,0,"Andy Lee punts 55 yards, returned by Tyler Lockett for 15 yards (tackle by Budda Baker)",-2.490,-2.190
1,9:07,1,10,SEA 49,0,0,Thomas Rawls middle for 3 yards (tackle by Deone Bucannon and Chandler Jones),2.190,2.050
1,8:33,2,7,ARI 48,0,0,Russell Wilson pass complete short right to J.D. McKissic for 9 yards (tackle by Deone Bucannon),2.050,2.980
1,8:14,1,10,ARI 39,0,0,Thomas Rawls left end for 2 yards (tackle by Antoine Bethea),2.980,2.710
1,7:39,2,8,ARI 37,0,0,Russell Wilson pass complete short left to Doug Baldwin for 9 yards (tackle by Chandler Jones),2.710,3.710
1,7:19,1,10,ARI 28,0,0,Thomas Rawls middle for 1 yard (tackle by Frostee Rucker),3.710,3.300
1,6:40,2,9,ARI 27,0,0,Russell Wilson pass complete short right to Doug Baldwin for 14 yards (tackle by Deone Bucannon). Penalty on Josh Mauro: Defensive Offside (Declined),3.300,4.710
1,6:30,1,10,ARI 13,0,0,Thomas Rawls left tackle for 1 yard (tackle by Olsen Pierre),4.710,4.220
1,5:53,2,9,ARI 12,0,0,Russell Wilson pass complete short middle to Jimmy Graham for 6 yards (tackle by Tramon Williams),4.220,4.560
1,5:11,3,3,ARI 6,6,0,"Russell Wilson pass complete short middle to Jimmy Graham for 6 yards, touchdown",4.560,7.000
1,5:07,,,ARI 15,7,0,Blair Walsh kicks extra point good,0.000,0.000
1,5:07,,,SEA 35,7,0,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
1,5:07,1,10,ARI 25,7,0,Adrian Peterson middle for 4 yards (tackle by Nazair Jones),0.610,0.600
1,4:30,2,6,ARI 29,7,0,"Penalty on Jermaine Gresham: False Start, 5 yards (no play)",0.600,-0.070
1,4:09,2,11,ARI 24,7,0,"Drew Stanton pass incomplete deep right intended for Jaron Brown. Penalty on Michael Bennett: Face Mask (15 Yards), 15 yards (no play)",-0.070,1.530
1,3:59,1,10,ARI 39,7,0,Adrian Peterson middle for 1 yard (tackle by Michael Bennett),1.530,1.120
1,3:20,2,9,ARI 40,7,0,Drew Stanton pass complete short right to Larry Fitzgerald for 10 yards (tackle by Kam Chancellor),1.120,2.260
1,2:39,1,10,,7,0,Adrian Peterson middle for 3 yards (tackle by Kam Chancellor),2.260,2.120
1,1:54,2,7,SEA 47,7,0,Adrian Peterson right tackle for 1 yard (tackle by Bobby Wagner),2.120,1.550
1,1:13,3,6,SEA 46,7,0,"Drew Stanton pass incomplete short left intended for Larry Fitzgerald. Penalty on Shaquill Griffin: Defensive Pass Interference, 6 yards (no play)",1.550,2.920
1,1:09,1,10,SEA 40,7,0,Adrian Peterson left end for 2 yards (tackle by K.J. Wright),2.920,2.640
1,0:31,2,8,SEA 38,7,0,Drew Stanton pass incomplete deep right intended for Larry Fitzgerald (defended by Richard Sherman),2.640,1.950
1,0:22,3,8,SEA 38,7,0,"Drew Stanton pass incomplete deep left intended for JJ Nelson. Penalty on Justin Coleman: Illegal Use of Hands, 5 yards (no play)",1.950,3.380
1,0:16,1,10,SEA 33,7,0,"Drew Stanton pass incomplete short middle intended for JJ Nelson. Penalty on Sheldon Richardson: Roughing the Passer, 15 yards (no play)",3.380,4.370
1,0:11,1,10,SEA 18,7,0,Adrian Peterson middle for 4 yards (tackle by K.J. Wright and Kam Chancellor),4.370,4.430
