Quarter,Time,Tm,Detail,SEA,ARI
1.0,5:07,Seahawks,Jimmy Graham 6 yard pass from Russell Wilson (Blair Walsh kick),7,0
2.0,14:53,Cardinals,Jermaine Gresham 14 yard pass from Drew Stanton (Phil Dawson kick),7,7
,10:53,Seahawks,"Safety, Adrian Peterson tackled in end zone by Kam Chancellor",9,7
,1:52,Seahawks,Blair Walsh 33 yard field goal,12,7
,0:02,Seahawks,Blair Walsh 43 yard field goal,15,7
3.0,8:32,Cardinals,Phil Dawson 43 yard field goal,15,10
4.0,12:49,Seahawks,Jimmy Graham 2 yard pass from Russell Wilson (Blair Walsh kick),22,10
,0:20,Cardinals,Andre Ellington 1 yard rush (Phil Dawson kick failed),22,16
