Week,Day,Date,Time,Winner/tie,Unnamed: 5,Loser/tie,Unnamed: 7,PtsW,PtsL,YdsW,TOW,YdsL,TOL,url,Home,Away,File
Week1,Thu,2011-09-08,8:40PM,Green Bay Packers,,New Orleans Saints,boxscore,42,34,399,0,477,1,https://www.pro-football-reference.com/boxscores/201109080gnb.htm,GB,NO,2011_Week1_GB_vs_NO
Week1,Sun,2011-09-11,1:00PM,Philadelphia Eagles,@,St. Louis Rams,boxscore,31,13,403,1,335,1,https://www.pro-football-reference.com/boxscores/201109110ram.htm,LAR,PHI,2011_Week1_LAR_vs_PHI
Week1,Sun,2011-09-11,1:05PM,Houston Texans,,Indianapolis Colts,boxscore,34,7,384,3,236,2,https://www.pro-football-reference.com/boxscores/201109110htx.htm,HOU,IND,2011_Week1_HOU_vs_IND
Week1,Sun,2011-09-11,1:05PM,Jacksonville Jaguars,,Tennessee Titans,boxscore,16,14,323,1,292,1,https://www.pro-football-reference.com/boxscores/201109110jax.htm,JAX,TEN,2011_Week1_JAX_vs_TEN
Week1,Sun,2011-09-11,1:05PM,Baltimore Ravens,,Pittsburgh Steelers,boxscore,35,7,385,0,312,7,https://www.pro-football-reference.com/boxscores/201109110rav.htm,BAL,PIT,2011_Week1_BAL_vs_PIT
Week1,Sun,2011-09-11,1:06PM,Chicago Bears,,Atlanta Falcons,boxscore,30,12,377,1,386,3,https://www.pro-football-reference.com/boxscores/201109110chi.htm,CHI,ATL,2011_Week1_CHI_vs_ATL
Week1,Sun,2011-09-11,1:06PM,Buffalo Bills,@,Kansas City Chiefs,boxscore,41,7,364,1,213,3,https://www.pro-football-reference.com/boxscores/201109110kan.htm,KC,BUF,2011_Week1_KC_vs_BUF
Week1,Sun,2011-09-11,1:06PM,Cincinnati Bengals,@,Cleveland Browns,boxscore,27,17,294,0,285,1,https://www.pro-football-reference.com/boxscores/201109110cle.htm,CLE,CIN,2011_Week1_CLE_vs_CIN
Week1,Sun,2011-09-11,1:06PM,Detroit Lions,@,Tampa Bay Buccaneers,boxscore,27,20,431,1,315,2,https://www.pro-football-reference.com/boxscores/201109110tam.htm,TB,DET,2011_Week1_TB_vs_DET
Week1,Sun,2011-09-11,4:15PM,Arizona Cardinals,,Carolina Panthers,boxscore,28,21,394,1,477,1,https://www.pro-football-reference.com/boxscores/201109110crd.htm,ARI,CAR,2011_Week1_ARI_vs_CAR
Week1,Sun,2011-09-11,4:20PM,San Diego Chargers,,Minnesota Vikings,boxscore,24,17,407,2,187,1,https://www.pro-football-reference.com/boxscores/201109110sdg.htm,LAC,MIN,2011_Week1_LAC_vs_MIN
Week1,Sun,2011-09-11,4:22PM,San Francisco 49ers,,Seattle Seahawks,boxscore,33,17,209,0,219,3,https://www.pro-football-reference.com/boxscores/201109110sfo.htm,SF,SEA,2011_Week1_SF_vs_SEA
Week1,Sun,2011-09-11,4:23PM,Washington Redskins,,New York Giants,boxscore,28,14,332,1,315,1,https://www.pro-football-reference.com/boxscores/201109110was.htm,WAS,NYG,2011_Week1_WAS_vs_NYG
Week1,Sun,2011-09-11,8:33PM,New York Jets,,Dallas Cowboys,boxscore,27,24,360,2,390,3,https://www.pro-football-reference.com/boxscores/201109110nyj.htm,NYJ,DAL,2011_Week1_NYJ_vs_DAL
Week1,Mon,2011-09-12,7:13PM,New England Patriots,@,Miami Dolphins,boxscore,38,24,622,1,488,1,https://www.pro-football-reference.com/boxscores/201109120mia.htm,MIA,NE,2011_Week1_MIA_vs_NE
Week1,Mon,2011-09-12,10:26PM,Oakland Raiders,@,Denver Broncos,boxscore,23,20,289,1,310,3,https://www.pro-football-reference.com/boxscores/201109120den.htm,DEN,LVR,2011_Week1_DEN_vs_LVR
Week2,Sun,2011-09-18,1:02PM,Green Bay Packers,@,Carolina Panthers,boxscore,30,23,419,1,475,4,https://www.pro-football-reference.com/boxscores/201109180car.htm,CAR,GB,2011_Week2_CAR_vs_GB
Week2,Sun,2011-09-18,1:02PM,New Orleans Saints,,Chicago Bears,boxscore,30,13,382,1,246,1,https://www.pro-football-reference.com/boxscores/201109180nor.htm,NO,CHI,2011_Week2_NO_vs_CHI
Week2,Sun,2011-09-18,1:02PM,Cleveland Browns,@,Indianapolis Colts,boxscore,27,19,303,1,285,2,https://www.pro-football-reference.com/boxscores/201109180clt.htm,IND,CLE,2011_Week2_IND_vs_CLE
Week2,Sun,2011-09-18,1:02PM,Detroit Lions,,Kansas City Chiefs,boxscore,48,3,411,1,267,6,https://www.pro-football-reference.com/boxscores/201109180det.htm,DET,KC,2011_Week2_DET_vs_KC
Week2,Sun,2011-09-18,1:02PM,New York Jets,,Jacksonville Jaguars,boxscore,32,3,283,2,203,4,https://www.pro-football-reference.com/boxscores/201109180nyj.htm,NYJ,JAX,2011_Week2_NYJ_vs_JAX
Week2,Sun,2011-09-18,1:02PM,Tennessee Titans,,Baltimore Ravens,boxscore,26,13,432,1,229,3,https://www.pro-football-reference.com/boxscores/201109180oti.htm,TEN,BAL,2011_Week2_TEN_vs_BAL
Week2,Sun,2011-09-18,1:02PM,Pittsburgh Steelers,,Seattle Seahawks,boxscore,24,0,421,0,164,0,https://www.pro-football-reference.com/boxscores/201109180pit.htm,PIT,SEA,2011_Week2_PIT_vs_SEA
Week2,Sun,2011-09-18,1:03PM,Buffalo Bills,,Oakland Raiders,boxscore,38,35,481,1,454,2,https://www.pro-football-reference.com/boxscores/201109180buf.htm,BUF,LVR,2011_Week2_BUF_vs_LVR
Week2,Sun,2011-09-18,1:03PM,Washington Redskins,,Arizona Cardinals,boxscore,22,21,455,2,324,2,https://www.pro-football-reference.com/boxscores/201109180was.htm,WAS,ARI,2011_Week2_WAS_vs_ARI
Week2,Sun,2011-09-18,1:05PM,Tampa Bay Buccaneers,@,Minnesota Vikings,boxscore,24,20,335,1,398,1,https://www.pro-football-reference.com/boxscores/201109180min.htm,MIN,TB,2011_Week2_MIN_vs_TB
Week2,Sun,2011-09-18,4:05PM,Dallas Cowboys,@,San Francisco 49ers,boxscore,27,24,472,2,206,1,https://www.pro-football-reference.com/boxscores/201109180sfo.htm,SF,DAL,2011_Week2_SF_vs_DAL
Week2,Sun,2011-09-18,4:15PM,Denver Broncos,,Cincinnati Bengals,boxscore,24,22,318,2,382,0,https://www.pro-football-reference.com/boxscores/201109180den.htm,DEN,CIN,2011_Week2_DEN_vs_CIN
Week2,Sun,2011-09-18,4:15PM,Houston Texans,@,Miami Dolphins,boxscore,23,13,345,0,306,2,https://www.pro-football-reference.com/boxscores/201109180mia.htm,MIA,HOU,2011_Week2_MIA_vs_HOU
Week2,Sun,2011-09-18,4:15PM,New England Patriots,,San Diego Chargers,boxscore,35,21,504,0,470,4,https://www.pro-football-reference.com/boxscores/201109180nwe.htm,NE,LAC,2011_Week2_NE_vs_LAC
Week2,Sun,2011-09-18,8:30PM,Atlanta Falcons,,Philadelphia Eagles,boxscore,35,31,318,2,447,3,https://www.pro-football-reference.com/boxscores/201109180atl.htm,ATL,PHI,2011_Week2_ATL_vs_PHI
Week2,Mon,2011-09-19,8:40PM,New York Giants,,St. Louis Rams,boxscore,28,16,323,1,367,2,https://www.pro-football-reference.com/boxscores/201109190nyg.htm,NYG,LAR,2011_Week2_NYG_vs_LAR
Week3,Sun,2011-09-25,1:02PM,Carolina Panthers,,Jacksonville Jaguars,boxscore,16,10,265,0,257,1,https://www.pro-football-reference.com/boxscores/201109250car.htm,CAR,JAX,2011_Week3_CAR_vs_JAX
Week3,Sun,2011-09-25,1:02PM,San Francisco 49ers,@,Cincinnati Bengals,boxscore,13,8,226,1,228,3,https://www.pro-football-reference.com/boxscores/201109250cin.htm,CIN,SF,2011_Week3_CIN_vs_SF
Week3,Sun,2011-09-25,1:02PM,Cleveland Browns,,Miami Dolphins,boxscore,17,16,280,1,369,2,https://www.pro-football-reference.com/boxscores/201109250cle.htm,CLE,MIA,2011_Week3_CLE_vs_MIA
Week3,Sun,2011-09-25,1:02PM,Tennessee Titans,,Denver Broncos,boxscore,17,14,333,2,231,2,https://www.pro-football-reference.com/boxscores/201109250oti.htm,TEN,DEN,2011_Week3_TEN_vs_DEN
Week3,Sun,2011-09-25,1:02PM,New Orleans Saints,,Houston Texans,boxscore,40,33,454,2,473,1,https://www.pro-football-reference.com/boxscores/201109250nor.htm,NO,HOU,2011_Week3_NO_vs_HOU
Week3,Sun,2011-09-25,1:03PM,Buffalo Bills,,New England Patriots,boxscore,34,31,448,2,495,4,https://www.pro-football-reference.com/boxscores/201109250buf.htm,BUF,NE,2011_Week3_BUF_vs_NE
Week3,Sun,2011-09-25,1:03PM,New York Giants,@,Philadelphia Eagles,boxscore,29,16,334,0,376,3,https://www.pro-football-reference.com/boxscores/201109250phi.htm,PHI,NYG,2011_Week3_PHI_vs_NYG
Week3,Sun,2011-09-25,1:05PM,Detroit Lions,@,Minnesota Vikings,boxscore,26,23,358,0,321,0,https://www.pro-football-reference.com/boxscores/201109250min.htm,MIN,DET,2011_Week3_MIN_vs_DET
Week3,Sun,2011-09-25,4:04PM,Oakland Raiders,,New York Jets,boxscore,34,24,383,0,439,2,https://www.pro-football-reference.com/boxscores/201109250rai.htm,LVR,NYJ,2011_Week3_LVR_vs_NYJ
Week3,Sun,2011-09-25,4:05PM,San Diego Chargers,,Kansas City Chiefs,boxscore,20,17,375,2,252,1,https://www.pro-football-reference.com/boxscores/201109250sdg.htm,LAC,KC,2011_Week3_LAC_vs_KC
Week3,Sun,2011-09-25,4:05PM,Baltimore Ravens,@,St. Louis Rams,boxscore,37,7,553,1,244,2,https://www.pro-football-reference.com/boxscores/201109250ram.htm,LAR,BAL,2011_Week3_LAR_vs_BAL
Week3,Sun,2011-09-25,4:15PM,Green Bay Packers,@,Chicago Bears,boxscore,27,17,392,2,291,2,https://www.pro-football-reference.com/boxscores/201109250chi.htm,CHI,GB,2011_Week3_CHI_vs_GB
Week3,Sun,2011-09-25,4:15PM,Seattle Seahawks,,Arizona Cardinals,boxscore,13,10,261,1,324,2,https://www.pro-football-reference.com/boxscores/201109250sea.htm,SEA,ARI,2011_Week3_SEA_vs_ARI
Week3,Sun,2011-09-25,4:16PM,Tampa Bay Buccaneers,,Atlanta Falcons,boxscore,16,13,295,2,325,3,https://www.pro-football-reference.com/boxscores/201109250tam.htm,TB,ATL,2011_Week3_TB_vs_ATL
Week3,Sun,2011-09-25,8:30PM,Pittsburgh Steelers,@,Indianapolis Colts,boxscore,23,20,408,3,241,1,https://www.pro-football-reference.com/boxscores/201109250clt.htm,IND,PIT,2011_Week3_IND_vs_PIT
Week3,Mon,2011-09-26,8:41PM,Dallas Cowboys,,Washington Redskins,boxscore,18,16,375,2,298,2,https://www.pro-football-reference.com/boxscores/201109260dal.htm,DAL,WAS,2011_Week3_DAL_vs_WAS
Week4,Sun,2011-10-02,1:00PM,Washington Redskins,@,St. Louis Rams,boxscore,17,10,339,2,172,1,https://www.pro-football-reference.com/boxscores/201110020ram.htm,LAR,WAS,2011_Week4_LAR_vs_WAS
Week4,Sun,2011-10-02,1:02PM,Detroit Lions,@,Dallas Cowboys,boxscore,34,30,303,1,434,3,https://www.pro-football-reference.com/boxscores/201110020dal.htm,DAL,DET,2011_Week4_DAL_vs_DET
Week4,Sun,2011-10-02,1:02PM,Kansas City Chiefs,,Minnesota Vikings,boxscore,22,17,350,0,341,1,https://www.pro-football-reference.com/boxscores/201110020kan.htm,KC,MIN,2011_Week4_KC_vs_MIN
Week4,Sun,2011-10-02,1:03PM,Cincinnati Bengals,,Buffalo Bills,boxscore,23,20,458,2,273,0,https://www.pro-football-reference.com/boxscores/201110020cin.htm,CIN,BUF,2011_Week4_CIN_vs_BUF
Week4,Sun,2011-10-02,1:03PM,Tennessee Titans,@,Cleveland Browns,boxscore,31,13,332,1,416,1,https://www.pro-football-reference.com/boxscores/201110020cle.htm,CLE,TEN,2011_Week4_CLE_vs_TEN
Week4,Sun,2011-10-02,1:03PM,Houston Texans,,Pittsburgh Steelers,boxscore,17,10,318,0,296,1,https://www.pro-football-reference.com/boxscores/201110020htx.htm,HOU,PIT,2011_Week4_HOU_vs_PIT
