Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Giants won the coin toss and deferred, Eagles to receive the opening kickoff.",,
1,15:00,,,NYG 35,0,0,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,PHI 20,0,0,Sam Bradford pass incomplete short middle intended for Ryan Mathews,0.280,-0.270
1,14:56,2,10,PHI 20,0,0,Sam Bradford pass complete short left to Ryan Mathews for 7 yards (tackle by Jonathan Casillas and Trevin Wade),-0.270,-0.030
1,14:26,3,3,PHI 27,0,0,Sam Bradford pass complete short left to Darren Sproles for 5 yards (tackle by Jonathan Casillas and Landon Collins),-0.030,1.070
1,13:55,1,10,PHI 32,0,0,Sam Bradford pass complete short right to Brent Celek for 14 yards (tackle by Landon Collins),1.070,1.990
1,13:21,1,10,PHI 46,6,0,"DeMarco Murray right guard for 54 yards, touchdown",1.990,7.000
1,13:21,,,NYG 46,7,0,Caleb Sturgis kicks extra point good,0.000,0.000
1,13:21,,,PHI 35,7,0,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
1,13:10,1,10,NYG 20,7,0,Rashad Jennings left guard for 5 yards (tackle by Beau Allen and Cedric Thornton),0.280,0.410
1,12:43,2,5,NYG 25,7,0,Eli Manning pass complete short right to Odell Beckham for 12 yards,0.410,1.400
1,12:23,1,10,NYG 37,7,0,Rashad Jennings right guard for 4 yards (tackle by Beau Allen),1.400,1.400
1,11:50,2,6,NYG 41,7,0,Rashad Jennings right guard for 4 yards (tackle by Connor Barwin and Beau Allen),1.400,1.220
1,11:16,3,2,NYG 45,7,0,Rashad Jennings right end for 8 yards (tackle by Fletcher Cox),1.220,2.460
1,10:45,1,10,PHI 47,7,0,Eli Manning pass incomplete short right intended for Rashad Jennings,2.460,1.910
1,10:38,2,10,PHI 47,7,0,Eli Manning pass complete short middle to Rashad Jennings for 3 yards (tackle by Kiko Alonso),1.910,1.620
1,10:05,3,7,PHI 44,7,0,"Eli Manning middle for 9 yards (tackle by Walter Thurmond). Penalty on John Jerry: Offensive Holding (Offsetting), Penalty on Denzel Rice: Illegal Use of Hands (Offsetting) (no play)",1.620,1.620
1,9:31,3,7,PHI 44,7,0,Eli Manning pass incomplete short left intended for Rueben Randle (defended by Malcolm Jenkins),1.620,0.330
1,9:22,4,7,PHI 44,7,0,"Tyler Ott for -11 yards. Tyler Ott fumbles, recovered by Brad Wing at NYG-45",0.330,0.380
1,9:13,1,10,PHI 2,7,0,Ryan Mathews right guard for 1 yard (tackle by Cullen Jenkins and Jay Bromley),-0.380,-0.710
1,8:36,2,9,PHI 3,7,0,"Sam Bradford pass complete short right to Ryan Mathews for 19 yards (tackle by Landon Collins). Penalty on Jason Peters: Tripping, 1 yards (no play)",-0.710,-0.780
1,8:21,2,10,PHI 2,7,0,Sam Bradford pass complete short right to Kenjon Barner for 2 yards (tackle by Mark Herzlich),-0.780,-1.190
1,7:51,3,8,PHI 4,7,0,"Penalty on George Selvie: Neutral Zone Infraction, 5 yards (no play)",-1.190,-0.600
1,7:37,3,3,PHI 9,7,0,Sam Bradford pass incomplete deep left intended for Jordan Matthews,-0.600,-2.490
1,7:29,4,3,PHI 9,7,0,Donnie Jones punts 38 yards,-2.490,-2.460
1,7:15,1,10,PHI 47,7,0,Eli Manning pass complete short right to Will Tye for 17 yards (tackle by Malcolm Jenkins),2.460,3.580
1,6:44,1,10,PHI 30,7,0,Andre Williams left guard for 9 yards (tackle by DeMeco Ryans and Malcolm Jenkins),3.580,4.250
1,6:17,2,1,PHI 21,7,0,Andre Williams right guard for 4 yards (tackle by Kiko Alonso and Cedric Thornton),4.250,4.440
1,5:45,1,10,PHI 17,7,0,Eli Manning pass incomplete deep left intended for Myles White,4.440,3.850
1,5:38,2,10,PHI 17,7,0,Eli Manning pass complete short middle to Shane Vereen for 12 yards (tackle by Ed Reynolds),3.850,6.060
1,5:04,1,5,PHI 5,7,0,Shane Vereen right guard for 2 yards (tackle by Mychal Kendricks and Marcus Smith),6.060,5.530
1,4:23,2,3,PHI 3,7,0,Eli Manning pass incomplete short left intended for Myles White (defended by Walter Thurmond),5.530,4.720
1,4:16,3,3,PHI 3,7,0,Eli Manning pass incomplete short middle intended for Will Tye,4.720,3.040
1,4:10,4,3,PHI 3,7,3,Josh Brown 22 yard field goal good,3.040,3.000
1,4:10,,,NYG 35,7,3,"Josh Brown kicks off 65 yards, returned by Josh Huff for 15 yards (tackle by Brad Bars)",0.000,0.220
1,4:01,1,10,PHI 15,7,3,DeMarco Murray left end for -3 yards (tackle by Robert Ayers and Landon Collins),-0.220,-1.000
1,3:28,2,13,PHI 12,7,3,Sam Bradford pass complete short right to Jordan Matthews for 9 yards (tackle by Jason Pierre-Paul and Cullen Jenkins),-1.000,-0.630
1,3:00,3,4,PHI 21,7,3,Darren Sproles left tackle for 13 yards (tackle by Brandon Meriweather and Trevin Wade),-0.630,1.200
1,2:30,1,10,PHI 34,7,3,Sam Bradford pass incomplete short left intended for Josh Huff,1.200,0.660
1,2:25,2,10,PHI 34,7,3,Sam Bradford pass complete deep middle to Zach Ertz for 60 yards (tackle by Trevin Wade),0.660,5.830
1,1:44,1,6,NYG 6,13,3,"Darren Sproles right end for 6 yards, touchdown",5.830,7.000
1,1:44,,,NYG 6,14,3,Caleb Sturgis kicks extra point good,0.000,0.000
1,1:44,,,PHI 35,14,3,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
1,1:36,1,10,NYG 20,14,3,Rashad Jennings right end for 35 yards (tackle by E.J. Biggers and DeMeco Ryans),0.280,2.590
1,1:19,1,10,PHI 45,14,3,Rashad Jennings middle for 5 yards (tackle by Fletcher Cox and Cedric Thornton),2.590,2.720
1,1:02,2,5,PHI 40,14,3,Rashad Jennings left guard for 4 yards (tackle by Malcolm Jenkins and Beau Allen),2.720,2.540
1,0:35,3,1,PHI 36,14,3,Rashad Jennings middle for 3 yards (tackle by DeMeco Ryans and Ed Reynolds),2.540,3.380
1,0:06,1,10,PHI 33,14,3,Eli Manning pass incomplete short right intended for Will Tye,3.380,2.840
1,0:01,2,10,PHI 33,14,3,Rashad Jennings left tackle for 21 yards (tackle by Eric Rowe and Malcolm Jenkins),2.840,4.780
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PHI 12,14,3,Rashad Jennings right guard for 5 yards (tackle by Fletcher Cox and Mychal Kendricks),4.780,5.020
2,14:36,2,5,PHI 7,14,3,Eli Manning pass incomplete short right intended for Rueben Randle,5.020,4.160
2,14:29,3,5,PHI 7,14,3,Eli Manning sacked by Marcus Smith for -5 yards,4.160,2.630
2,13:57,4,10,PHI 12,14,6,Josh Brown 30 yard field goal good,2.630,3.000
2,13:57,,,NYG 35,14,6,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
2,13:48,1,10,PHI 20,14,6,Ryan Mathews left end for no gain (tackle by George Selvie and Montori Hughes),0.280,-0.270
2,13:22,2,10,PHI 20,14,6,Sam Bradford pass complete short middle to Zach Ertz for 11 yards (tackle by Brandon Meriweather),-0.270,1.000
2,12:54,1,10,PHI 31,14,6,Ryan Mathews left guard for 3 yards (tackle by Robert Ayers and Cullen Jenkins),1.000,0.870
2,12:23,2,7,PHI 34,14,6,Sam Bradford pass incomplete short right intended for Josh Huff is intercepted by Jonathan Casillas at PHI-35,0.870,-3.250
2,12:14,1,10,PHI 35,14,6,Eli Manning pass complete deep middle to Rueben Randle for 21 yards (tackle by Malcolm Jenkins),3.250,4.650
2,11:38,1,10,PHI 14,14,6,Rashad Jennings right tackle for 5 yards (tackle by Taylor Hart and Mychal Kendricks),4.650,4.900
2,11:09,2,5,PHI 9,14,12,"Eli Manning pass complete short right to Will Tye for 9 yards, touchdown",4.900,7.000
2,11:09,,,PHI 9,14,13,Josh Brown kicks extra point good,0.000,0.000
2,11:09,,,NYG 35,14,13,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
2,11:01,1,10,PHI 20,14,13,Sam Bradford pass complete short right to Kenjon Barner for 2 yards (tackle by Landon Collins),0.280,0.000
2,10:48,2,8,PHI 22,14,13,Kenjon Barner right guard for no gain (tackle by George Selvie),0.000,-0.690
2,10:19,3,8,PHI 22,14,13,Sam Bradford pass complete deep middle to Jordan Matthews for 25 yards (tackle by Brandon Meriweather),-0.690,2.060
2,9:52,1,10,PHI 47,14,13,Kenjon Barner right guard for 5 yards (tackle by Jonathan Casillas),2.060,2.190
2,9:24,2,5,NYG 48,14,13,Sam Bradford pass complete short right to Kenjon Barner for 3 yards (tackle by Dominique Rodgers-Cromartie),2.190,1.880
2,8:41,3,2,NYG 45,14,13,Sam Bradford pass complete short left to Jordan Matthews for 3 yards (tackle by Trevin Wade),1.880,2.790
2,8:14,1,10,NYG 42,14,13,Sam Bradford pass complete short right to Darren Sproles for 1 yard (tackle by Jonathan Casillas),2.790,2.380
2,8:00,2,9,NYG 41,14,13,Sam Bradford pass complete short right to Jordan Matthews for 4 yards (tackle by Trevin Wade),2.380,2.210
2,7:34,3,5,NYG 37,14,13,Darren Sproles right guard for 5 yards (tackle by Jason Pierre-Paul),2.210,3.450
2,6:58,1,10,NYG 32,14,13,Sam Bradford pass incomplete short right intended for DeMarco Murray (defended by Jason Pierre-Paul),3.450,2.900
2,6:52,2,10,NYG 32,14,13,Sam Bradford pass incomplete short right intended for Nelson Agholor,2.900,2.210
2,6:46,3,10,NYG 32,14,13,Sam Bradford pass complete short left to Zach Ertz for 11 yards (tackle by Prince Amukamara),2.210,4.170
2,6:34,1,10,NYG 21,14,13,DeMarco Murray left tackle for -1 yards (tackle by Montori Hughes),4.170,3.490
2,6:03,2,11,NYG 22,14,13,Sam Bradford pass complete deep left to Zach Ertz for 19 yards (tackle by Prince Amukamara),3.490,6.510
2,5:29,1,3,NYG 3,14,13,DeMarco Murray left guard for -1 yards (tackle by Robert Ayers),6.510,5.340
2,4:47,2,4,NYG 4,20,13,"Sam Bradford pass complete short right to Jordan Matthews for 4 yards, touchdown",5.340,7.000
2,4:47,,,NYG 4,21,13,Caleb Sturgis kicks extra point good,0.000,0.000
2,4:47,,,PHI 35,21,13,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
2,4:38,1,10,NYG 20,21,13,Eli Manning pass complete short left to Rashad Jennings for 3 yards (tackle by Brandon Graham),0.280,0.140
2,4:09,2,7,NYG 23,21,13,"Rashad Jennings left tackle for 4 yards (tackle by Mychal Kendricks). Penalty on Beau Allen: Defensive 12 On-field, 5 yards (no play)",0.140,0.810
2,3:54,2,2,NYG 28,21,13,Rashad Jennings left end for 4 yards (tackle by Fletcher Cox),0.810,1.070
2,3:19,1,10,NYG 32,21,13,Rashad Jennings left tackle for -2 yards (tackle by Kiko Alonso),1.070,0.260
2,2:34,2,12,NYG 30,21,13,Eli Manning pass complete short middle to Will Tye for 10 yards (tackle by Ed Reynolds),0.260,0.890
2,2:00,3,2,NYG 40,21,13,Shane Vereen right tackle for 4 yards (tackle by Kiko Alonso and Brandon Graham),0.890,1.860
2,1:38,1,10,NYG 44,21,13,Eli Manning pass complete short left to Shane Vereen for 13 yards (tackle by E.J. Biggers),1.860,2.720
2,1:32,1,10,PHI 43,21,13,Eli Manning pass complete short middle to Shane Vereen for 13 yards (tackle by E.J. Biggers),2.720,3.580
2,1:25,1,10,PHI 30,21,13,Eli Manning pass complete short middle to Shane Vereen for 15 yards (tackle by Malcolm Jenkins and E.J. Biggers),3.580,4.580
2,0:57,1,10,PHI 15,21,13,Eli Manning pass incomplete short left intended for Odell Beckham,4.580,3.950
2,0:51,2,10,PHI 15,21,13,Rashad Jennings right guard for 10 yards (tackle by Mychal Kendricks and Ed Reynolds),3.950,6.060
2,0:32,1,5,PHI 5,21,13,Rashad Jennings right guard for no gain (tackle by Mychal Kendricks and Fletcher Cox),6.060,6.060
2,0:28,1,5,PHI 5,21,13,Timeout #1 by New York Giants,6.060,5.150
2,0:28,2,5,PHI 5,21,13,Rashad Jennings left tackle for 3 yards (tackle by Kiko Alonso and E.J. Biggers),5.150,5.150
2,0:15,2,5,PHI 5,21,13,Timeout #2 by New York Giants,5.150,4.950
2,0:15,3,2,PHI 2,21,19,"Rashad Jennings right guard for 2 yards, touchdown",4.950,7.000
2,0:15,,,PHI 2,21,20,Josh Brown kicks extra point good,0.000,0.000
2,0:15,,,NYG 35,21,20,"Josh Brown kicks off 41 yards, returned by Zach Ertz for 9 yards",0.000,-1.140
2,0:09,1,10,PHI 33,21,20,Sam Bradford kneels for -1 yards,1.140,0.460
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
