Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Lions won the coin toss, Lions to receive the opening kickoff.",,
1,15:00,,,MIN 35,0,0,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,DET 25,0,0,Jared Goff pass complete short right to Josh Reynolds for 16 yards (tackle by Camryn Bynum),0.610,1.660
1,14:27,1,10,DET 41,0,0,David Montgomery up the middle for 1 yard (tackle by Danielle Hunter),1.660,1.260
1,13:51,2,9,DET 42,0,0,David Montgomery right end for 10 yards (tackle by Mekhi Blackmon and Camryn Bynum),1.260,2.390
1,13:38,1,10,MIN 48,0,0,Jared Goff pass complete short left to Jahmyr Gibbs for 8 yards (tackle by Josh Metellus),2.390,2.930
1,12:44,2,2,MIN 40,0,0,David Montgomery left guard for -3 yards (tackle by Patrick Jones),2.930,1.820
1,12:01,3,5,MIN 43,0,0,Jared Goff pass complete short right to Amon-Ra St. Brown for 14 yards (tackle by Josh Metellus),1.820,3.640
1,11:32,1,10,MIN 29,0,0,"Jared Goff pass complete short left to Sam LaPorta for no gain. Penalty on Kalif Raymond: Offensive Offside, 5 yards (accepted) (no play)",3.640,3.310
1,11:03,1,15,MIN 34,0,0,David Montgomery left tackle for 3 yards (tackle by Harrison Phillips),3.310,2.830
1,10:22,2,12,MIN 31,0,0,Jared Goff pass complete short right to Kalif Raymond for 11 yards (tackle by Mekhi Blackmon),2.830,3.600
1,9:43,3,1,MIN 20,0,0,David Montgomery right tackle for 4 yards (tackle by Jordan Hicks),3.600,4.510
1,9:12,1,10,MIN 16,0,0,Jared Goff pass incomplete deep left,4.510,3.900
1,9:05,2,10,MIN 16,0,0,"Jared Goff pass complete short left to Jameson Williams for 12 yards. Jameson Williams fumbles, ball out of bounds at MIN-4 (forced by Camryn Bynum). Jameson Williams fumbles out of bounds",3.900,6.280
1,8:30,1,4,MIN 4,0,0,David Montgomery right guard for 2 yards (tackle by Danielle Hunter),6.280,5.720
