Player,Pos
Jared Goff,QB
David Montgomery,RB
Jameson Williams,WR
Amon-Ra St. Brown,WR
Josh Reynolds,WR
Donovan Peoples-Jones,WR
Graham Glasgow,OL
Taylor Decker,T
Penei Sewell,T
Jonah Jackson,G
Frank Ragnow,C
Isaiah Buggs,DL
Josh Paschal,DL
Benito Jones,DL
Aidan Hutchinson,DL
Malcolm Rodriguez,LB
Jack Campbell,LB
Alex Anzalone,LB
Khalil Dorsey,CB
Cameron Sutton,CB
Ifeatu Melifonwu,S
Kerby Joseph,S
