Quarter,Time,Down,ToGo,Location,HOU,PIT,Detail,EPB,EPA
1,8:55,,,PIT 35,0,3,"Chris Boswell kicks off 65 yards, returned by DeAndre Carter for 26 yards (tackle by Marcus Allen)",0.000,0.670
1,8:51,1,10,HOU 26,0,3,David Johnson up the middle for 2 yards (tackle by T.J. Watt),0.670,0.400
1,8:21,2,8,HOU 28,0,3,David Johnson up the middle for 5 yards (tackle by Bud Dupree and Stephon Tuitt),0.400,0.370
1,7:46,3,3,HOU 33,0,3,Deshaun Watson pass complete short right to Brandin Cooks for 20 yards (tackle by Steven Nelson),0.370,2.460
1,7:18,1,10,PIT 47,0,3,Deshaun Watson pass complete short middle to Will Fuller for 17 yards (tackle by Devin Bush),2.460,3.580
1,6:43,1,10,PIT 30,0,3,David Johnson up the middle for 2 yards (tackle by Mike Hilton),3.580,3.300
1,6:11,2,8,PIT 28,0,3,Deshaun Watson pass incomplete deep left intended for Brandin Cooks,3.300,2.610
1,6:07,3,8,PIT 28,6,3,"Deshaun Watson pass complete deep left to Randall Cobb for 28 yards, touchdown, touchdown",2.610,7.000
1,6:01,,,PIT 15,7,3,Ka'imi Fairbairn kicks extra point good,0.000,0.000
1,6:01,,,HOU 35,7,3,"Ka'imi Fairbairn kicks off 61 yards, returned by Ray-Ray McCloud for 19 yards (tackle by Keion Crossen and Dylan Cole)",0.000,0.480
1,5:54,1,10,PIT 23,7,3,James Conner up the middle for 4 yards (tackle by Zach Cunningham and Whitney Mercilus),0.480,0.470
1,5:17,2,6,PIT 27,7,3,James Conner up the middle for 1 yard (tackle by Benardrick McKinney),0.470,-0.100
1,4:37,3,5,PIT 28,7,3,Ben Roethlisberger sacked by Charles Omenihu for -10 yards,-0.100,-2.240
1,3:58,4,15,PIT 18,7,3,"Dustin Colquitt punts 48 yards, returned by DeAndre Carter for 8 yards (tackle by Olasunkanmi Adeniyi)",-2.240,-1.730
1,3:48,1,10,HOU 42,7,3,Deshaun Watson sacked by Vince Williams for -8 yards,1.730,0.110
1,3:04,2,18,HOU 34,7,3,Deshaun Watson pass complete short left to Kenny Stills for -1 yards (tackle by Mike Hilton),0.110,-0.690
1,2:21,3,19,HOU 33,7,3,Deshaun Watson pass complete short right to Jordan Akins for 8 yards (tackle by Mike Hilton),-0.690,-0.650
1,1:38,4,11,HOU 41,7,3,"Bryan Anger punts 54 yards, fair catch by Diontae Johnson at PIT-5",-0.650,0.380
1,1:31,1,10,PIT 5,7,3,Benny Snell left tackle for 3 yards (tackle by Brennan Scarlett),-0.380,-0.560
1,0:50,,,,,,Timeout #1 by Pittsburgh Steelers,,
1,0:49,2,7,PIT 8,7,3,Ben Roethlisberger pass incomplete deep right intended for Diontae Johnson,-0.560,-1.070
1,0:44,3,7,PIT 8,7,3,Ben Roethlisberger pass incomplete deep middle intended for Diontae Johnson,-1.070,-2.490
1,0:38,4,7,PIT 8,7,3,"Dustin Colquitt punts 47 yards, returned by Will Fuller for 1 yard (tackle by Chase Claypool and Justin Layne)",-2.490,-1.990
1,0:30,1,10,HOU 46,7,3,David Johnson up the middle for -2 yards (tackle by Vince Williams),1.990,1.180
Quarter,Time,Down,ToGo,Location,HOU,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,12,HOU 44,7,3,Deshaun Watson pass complete deep left to David Johnson for 20 yards (tackle by Minkah Fitzpatrick),1.180,3.180
2,14:46,1,10,PIT 36,7,3,David Johnson left tackle for 2 yards (tackle by T.J. Watt and Stephon Tuitt),3.180,2.910
2,14:12,2,8,PIT 34,7,3,David Johnson right guard for 2 yards (tackle by Joe Haden),2.910,2.480
2,13:36,3,6,PIT 32,7,3,Deshaun Watson pass complete deep left to Kenny Stills for 20 yards (tackle by Minkah Fitzpatrick),2.480,4.780
2,13:00,1,10,PIT 12,7,3,C.J. Prosise up the middle for 1 yard (tackle by Tyson Alualu and Chris Wormley),4.780,4.270
2,12:22,2,9,PIT 11,7,3,Deshaun Watson pass incomplete short left intended for Darren Fells (defended by Devin Bush),4.270,3.290
2,12:18,3,9,PIT 11,7,3,Deshaun Watson pass complete short middle to Will Fuller for 9 yards (tackle by Terrell Edmunds),3.290,6.740
2,11:35,1,2,PIT 2,13,3,"David Johnson right tackle for 2 yards, touchdown",6.740,7.000
2,11:32,,,PIT 15,14,3,Ka'imi Fairbairn kicks extra point good,0.000,0.000
2,11:32,,,HOU 35,14,3,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
2,11:32,1,10,PIT 25,14,3,Ben Roethlisberger pass incomplete short middle intended for Anthony McFarland,0.610,0.060
2,11:29,2,10,PIT 25,14,3,Anthony McFarland left guard for 20 yards (tackle by A.J. Moore),0.060,1.930
2,10:57,1,10,PIT 45,14,3,Ben Roethlisberger pass complete short left to Vance McDonald for 15 yards (tackle by Benardrick McKinney),1.930,2.920
2,10:22,1,10,HOU 40,14,3,James Conner right tackle for 7 yards (tackle by Justin Reid and J.J. Watt),2.920,3.320
2,9:38,2,3,HOU 33,14,3,James Conner left guard for 2 yards (tackle by Carlos Watkins),3.320,2.870
2,8:55,3,1,HOU 31,14,3,Benny Snell up the middle for 1 yard (tackle by J.J. Watt and Whitney Mercilus),2.870,3.580
2,8:01,1,10,HOU 30,14,3,Ben Roethlisberger pass complete short middle to Eric Ebron for 17 yards (tackle by Vernon Hargreaves),3.580,4.710
2,7:15,1,10,HOU 13,14,3,Diontae Johnson left end for 9 yards (tackle by Dylan Cole),4.710,5.730
2,6:27,2,1,HOU 4,14,3,James Conner up the middle for 3 yards (tackle by P.J. Hall and Zach Cunningham),5.730,6.970
2,5:52,1,1,HOU 1,14,3,Benny Snell left guard for no gain (tackle by Whitney Mercilus and Benardrick McKinney),6.970,5.910
2,5:15,2,1,HOU 1,14,3,"Ben Roethlisberger pass incomplete short left. Penalty on Ben Roethlisberger: Intentional Grounding, 9 yards",5.910,3.130
2,5:09,3,10,HOU 10,14,9,"Ben Roethlisberger pass complete short right to Eric Ebron for 10 yards, touchdown",3.130,7.000
2,5:05,,,HOU 15,14,10,Chris Boswell kicks extra point good,0.000,0.000
2,5:05,,,PIT 35,14,10,"Chris Boswell kicks off 53 yards, returned by DeAndre Carter for 4 yards (tackle by Marcus Allen)",0.000,-0.140
2,5:02,1,10,HOU 16,14,10,David Johnson left guard for 2 yards (tackle by Devin Bush),-0.140,-0.350
2,4:23,2,8,HOU 18,14,10,Deshaun Watson sacked by and Devin Bush for -6 yards and Bud Dupree for -6 yards,-0.350,-1.890
2,3:37,3,14,HOU 12,14,10,Deshaun Watson pass complete short right to Cullen Gillaspia for 6 yards (tackle by Mike Hilton),-1.890,-2.240
2,2:48,4,8,HOU 18,14,10,"Bryan Anger punts 58 yards, returned by Ray-Ray McCloud for 13 yards (tackle by A.J. Moore)",-2.240,-1.400
2,2:38,1,10,PIT 37,14,10,James Conner left guard for 5 yards (tackle by Eric Murray),1.400,1.530
2,2:09,2,5,PIT 42,14,10,James Conner left guard for 2 yards (tackle by Zach Cunningham),1.530,1.090
2,2:00,3,3,PIT 44,14,10,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 6 yards (tackle by Eric Murray),1.090,2.260
2,1:37,1,10,PIT 50,14,10,Ben Roethlisberger pass complete short left to James Conner for 12 yards (tackle by Justin Reid),2.260,3.050
2,1:30,1,10,HOU 38,14,10,Ben Roethlisberger pass complete short left to Eric Ebron for 6 yards (tackle by Vernon Hargreaves),3.050,3.320
2,1:26,2,4,HOU 32,14,10,Ben Roethlisberger pass complete short left to James Washington for 6 yards (tackle by Vernon Hargreaves),3.320,3.840
2,1:22,1,10,HOU 26,14,16,"Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 26 yards, touchdown",3.840,7.000
2,1:14,,,HOU 15,14,17,Chris Boswell kicks extra point good,0.000,0.000
2,1:14,,,PIT 35,14,17,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,1:14,1,10,HOU 25,14,17,Deshaun Watson pass complete short right to Brandin Cooks for 8 yards (tackle by Terrell Edmunds),0.610,1.140
2,0:54,2,2,HOU 33,14,17,Deshaun Watson pass complete deep middle to Randall Cobb for 18 yards (tackle by Mike Hilton),1.140,2.320
2,0:47,,,,,,Timeout #1 by Houston Texans,,
2,0:47,1,10,PIT 49,14,17,Deshaun Watson pass complete short right to Jordan Akins for 20 yards (tackle by Terrell Edmunds),2.320,3.640
2,0:35,,,,,,Timeout #2 by Houston Texans,,
2,0:35,1,10,PIT 29,14,17,Deshaun Watson pass complete short middle to Randall Cobb for 15 yards (tackle by Minkah Fitzpatrick),3.640,4.650
2,0:28,,,,,,Timeout #3 by Houston Texans,,
2,0:28,1,10,PIT 14,20,17,"Deshaun Watson pass complete short left to Will Fuller for 14 yards, touchdown",4.650,7.000
2,0:24,,,PIT 15,21,17,Ka'imi Fairbairn kicks extra point good,0.000,0.000
2,0:24,,,HOU 35,21,17,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
2,0:24,1,10,PIT 25,21,17,Ben Roethlisberger kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,HOU,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,21,17,"Ka'imi Fairbairn kicks off 63 yards, returned by Ray-Ray McCloud for 28 yards (tackle by Tyrell Adams)",0.000,0.940
3,14:53,1,10,PIT 30,21,17,Anthony McFarland left tackle for 11 yards (tackle by A.J. Moore),0.940,1.660
3,14:24,1,10,PIT 41,21,17,Anthony McFarland left guard for 2 yards (tackle by Zach Cunningham),1.660,1.390
3,13:45,2,8,PIT 43,21,17,Ben Roethlisberger pass complete short right to Anthony McFarland for 7 yards (tackle by Brandon Dunn),1.390,1.620
3,13:11,3,1,PIT 50,21,17,Anthony McFarland right guard for no gain (tackle by Bradley Roby),1.620,-0.060
3,12:26,4,1,PIT 50,21,17,James Conner right guard for 2 yards (tackle by Benardrick McKinney),-0.060,2.390
3,11:43,1,10,HOU 48,21,17,Ben Roethlisberger pass complete short middle to James Washington for 7 yards (tackle by Vernon Hargreaves),2.390,2.790
3,11:11,2,3,HOU 41,21,17,Ben Roethlisberger pass incomplete deep left intended for James Washington,2.790,2.080
3,11:06,3,3,HOU 41,21,17,Ben Roethlisberger right end for 2 yards (tackle by Whitney Mercilus),2.080,0.660
3,10:57,4,1,HOU 39,21,17,"Ben Roethlisberger pass incomplete deep middle intended for Chase Claypool. Penalty on Bradley Roby: Defensive Pass Interference, 29 yards (no play)",0.660,4.910
3,10:52,1,10,HOU 10,21,17,"Ben Roethlisberger pass incomplete short middle intended for Chase Claypool. Penalty on Alejandro Villanueva: Ineligible Downfield Pass, 5 yards (no play)",4.910,4.370
3,10:48,1,15,HOU 15,21,17,Ben Roethlisberger pass incomplete short middle intended for James Washington,4.370,3.460
3,10:44,2,15,HOU 15,21,17,Ben Roethlisberger pass incomplete short left intended for James Conner,3.460,2.930
3,10:37,3,15,HOU 15,21,17,Ben Roethlisberger pass complete short middle to James Conner for 7 yards (tackle by Benardrick McKinney and Justin Reid),2.930,2.950
3,9:57,4,8,HOU 8,21,20,Chris Boswell 26 yard field goal good,2.950,3.000
3,9:54,,,PIT 35,21,20,"Chris Boswell kicks off 66 yards, returned by DeAndre Carter for 27 yards (tackle by Mike Hilton)",0.000,0.670
3,9:49,1,10,HOU 26,21,20,David Johnson right tackle for 3 yards (tackle by Cameron Heyward),0.670,0.540
3,9:16,2,7,HOU 29,21,20,David Johnson right guard for no gain (tackle by Cameron Heyward and Devin Bush),0.540,-0.160
3,8:38,3,7,HOU 29,21,20,Deshaun Watson pass complete short right to David Johnson for 3 yards (tackle by Terrell Edmunds),-0.160,-1.240
3,7:52,4,4,HOU 32,21,20,"Bryan Anger punts 43 yards, returned by Ray-Ray McCloud for 12 yards (tackle by Jon Weeks)",-1.240,-1.400
3,7:38,1,10,PIT 37,21,20,Ben Roethlisberger sacked by Carlos Watkins for -9 yards,1.400,-0.360
3,6:56,2,19,PIT 28,21,20,James Conner right guard for 3 yards (tackle by Zach Cunningham and J.J. Watt),-0.360,-0.620
3,6:18,3,16,PIT 31,21,20,Ben Roethlisberger pass complete short left to James Washington for 15 yards (tackle by Phillip Gaines),-0.620,-0.320
3,5:33,4,1,PIT 46,21,20,Dustin Colquitt punts 34 yards downed by Robert Spillane,-0.320,-0.280
3,5:24,1,10,HOU 20,21,20,Deshaun Watson right end for 5 yards (tackle by Joe Haden),0.280,0.410
3,4:53,2,5,HOU 25,21,20,David Johnson left guard for 1 yard (tackle by Stephon Tuitt),0.410,-0.160
3,4:16,3,4,HOU 26,21,20,Deshaun Watson sacked by Stephon Tuitt for -8 yards,-0.160,-2.240
3,3:27,4,12,HOU 18,21,20,"Penalty on HOU: Delay of Game, 5 yards (no play)",-2.240,-2.490
3,3:07,4,17,HOU 13,21,20,Bryan Anger punts 44 yards out of bounds,-2.490,-1.800
3,3:00,1,10,PIT 43,21,20,Anthony McFarland left tackle for 2 yards (tackle by Benardrick McKinney),1.800,1.520
3,2:24,2,8,PIT 45,21,20,Ben Roethlisberger pass incomplete deep right intended for Chase Claypool (defended by Eric Murray),1.520,0.830
3,2:16,3,8,PIT 45,21,20,Ben Roethlisberger pass incomplete deep middle intended for Chase Claypool (defended by Bradley Roby),0.830,-0.390
3,2:09,4,8,PIT 45,21,20,"Dustin Colquitt punts 48 yards, returned by DeAndre Carter for 8 yards (tackle by Olasunkanmi Adeniyi)",-0.390,0.220
3,1:59,1,10,HOU 15,21,20,David Johnson right tackle for -1 yards,-0.220,-0.820
3,1:20,2,11,HOU 14,21,20,Deshaun Watson pass complete short middle to Will Fuller for 14 yards (tackle by Minkah Fitzpatrick),-0.820,0.810
3,0:46,1,10,HOU 28,21,20,Deshaun Watson sacked by Bud Dupree for no gain,0.810,0.260
Quarter,Time,Down,ToGo,Location,HOU,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,HOU 28,21,20,Deshaun Watson pass incomplete short middle intended for Will Fuller (defended by Tyson Alualu),0.260,-0.430
4,14:57,3,10,HOU 28,21,20,Deshaun Watson pass complete deep middle to Randall Cobb for 34 yards (tackle by Mike Hilton),-0.430,3.050
4,14:19,1,10,PIT 38,21,20,Deshaun Watson pass complete short middle to Brandin Cooks for -5 yards (tackle by T.J. Watt),3.050,1.830
4,13:41,2,15,PIT 43,21,20,Deshaun Watson pass incomplete short right intended for Darren Fells,1.830,1.160
4,13:38,3,15,PIT 43,21,20,Deshaun Watson pass deep right intended for Kenny Stills is intercepted by Mike Hilton at PIT-13 and returned for 8 yards,1.160,-0.340
4,13:27,1,10,PIT 21,21,20,Ben Roethlisberger pass complete short middle to Eric Ebron for 5 yards (tackle by Zach Cunningham),0.340,0.480
4,12:45,2,5,PIT 26,21,20,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for no gain (tackle by Eric Murray),0.480,-0.230
4,12:00,3,5,PIT 26,21,20,Ben Roethlisberger pass complete short left to Eric Ebron for 14 yards (tackle by Justin Reid),-0.230,1.600
4,11:19,1,10,PIT 40,21,20,James Conner right tackle for 11 yards (tackle by Zach Cunningham),1.600,2.320
4,10:50,1,10,HOU 49,21,20,James Conner left end for 8 yards (tackle by Eric Murray),2.320,2.860
4,10:12,2,2,HOU 41,21,20,Ben Roethlisberger pass complete short right to James Washington for 1 yard (tackle by Vernon Hargreaves),2.860,2.280
4,9:28,3,1,HOU 40,21,20,Benny Snell up the middle for 2 yards (tackle by Zach Cunningham),2.280,3.050
4,8:45,1,10,HOU 38,21,20,Ben Roethlisberger pass incomplete deep right intended for Chase Claypool,3.050,2.510
4,8:40,2,10,HOU 38,21,20,Ben Roethlisberger pass complete short left to James Conner for 8 yards (tackle by Justin Reid),2.510,2.870
4,7:56,3,2,HOU 30,21,20,Ben Roethlisberger pass complete short middle to Vance McDonald for 14 yards (tackle by Zach Cunningham),2.870,4.510
4,7:12,1,10,HOU 16,21,20,James Conner up the middle for 4 yards (tackle by Benardrick McKinney),4.510,4.570
4,6:30,2,6,HOU 12,21,26,"James Conner right tackle for 12 yards, touchdown",4.570,7.000
4,6:24,,,HOU 2,21,28,"Two Point Attempt: Ben Roethlisberger pass complete to JuJu Smith-Schuster, conversion succeeds",1.000,1.000
4,6:24,,,PIT 35,21,28,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
4,6:24,1,10,HOU 25,21,28,Deshaun Watson sacked by T.J. Watt for -11 yards,0.610,-1.540
4,5:42,2,21,HOU 14,21,28,Deshaun Watson pass incomplete short middle intended for Brandin Cooks,-1.540,-2.550
4,5:37,3,21,HOU 14,21,28,"Penalty on Jordan Akins: False Start, 5 yards (no play)",-2.550,-3.290
4,5:37,3,26,HOU 9,21,28,Deshaun Watson pass complete deep middle to Kenny Stills for 16 yards (tackle by Minkah Fitzpatrick),-3.290,-1.700
4,4:52,4,10,HOU 25,21,28,"Bryan Anger punts 44 yards, fair catch by Ray-Ray McCloud at PIT-31",-1.700,-1.000
4,4:47,1,10,PIT 31,21,28,James Conner left tackle for 25 yards (tackle by Vernon Hargreaves),1.000,2.650
4,4:40,1,10,HOU 44,21,28,James Conner right tackle for 4 yards (tackle by Lonnie Johnson),2.650,2.650
4,4:00,2,6,HOU 40,21,28,Benny Snell right guard for 4 yards (tackle by Benardrick McKinney and Phillip Gaines),2.650,2.480
4,3:15,3,2,HOU 36,21,28,James Conner up the middle for 1 yard (tackle by J.J. Watt),2.480,1.000
4,3:11,,,,,,Timeout #1 by Houston Texans,,
4,3:11,4,1,HOU 35,21,28,Ben Roethlisberger pass complete short left to James Washington for 7 yards (tackle by Benardrick McKinney),1.000,3.710
4,2:29,1,10,HOU 28,21,28,Benny Snell up the middle for 2 yards (tackle by P.J. Hall and Benardrick McKinney),3.710,3.440
4,2:24,,,,,,Timeout #2 by Houston Texans,,
4,2:24,2,8,HOU 26,21,28,Benny Snell right tackle for -1 yards (tackle by Whitney Mercilus),3.440,2.610
4,2:19,,,,,,Timeout #3 by Houston Texans,,
4,2:19,3,9,HOU 27,21,28,"Ben Roethlisberger pass complete short left to Chase Claypool for 24 yards (tackle by Eric Murray). Chase Claypool fumbles, ball out of bounds at HOU-3 (forced by Eric Murray)",2.610,6.510
4,2:00,1,3,HOU 3,21,28,Ben Roethlisberger kneels for -2 yards,6.510,5.150
4,1:20,2,5,HOU 5,21,28,Ben Roethlisberger kneels for -1 yards,5.150,4.040
4,0:34,3,6,HOU 6,21,28,Ben Roethlisberger kneels for -1 yards,4.040,2.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
