Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
David Johnson,HOU,13,23,1,1,9,0.7,14,1.1,2,6.5
C.J. Prosise,HOU,1,1,0,,1,1.0,0,0.0,0,
Deshaun Watson,HOU,1,5,0,0,5,5.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Conner,PIT,18,109,1,6,86,4.8,23,1.3,2,9.0
Benny Snell Jr.,PIT,7,11,0,2,6,0.9,5,0.7,1,7.0
Anthony McFarland Jr.,PIT,6,42,0,2,40,6.7,2,0.3,0,
Ben Roethlisberger,PIT,5,-3,0,0,-5,-1.0,2,0.4,0,
Diontae Johnson,PIT,1,9,0,,9,9.0,0,0.0,0,
Jaylen Samuels,PIT,1,1,0,,0,0.0,1,1.0,0,
