Quarter,Time,Down,ToGo,Location,TAM,ARI,Detail,EPB,EPA
1,6:00,1,15,ARI 42,0,3,"Penalty on Bertrand Berry: Neutral Zone Infraction, 5 yards (no play)",2.790,3.120
1,5:33,,,,0,3,Timeout #1 by Tampa Bay Buccaneers,0.000,3.120
1,5:33,1,10,ARI 37,0,3,Chris Simms pass incomplete intended for Michael Clayton,3.120,2.570
1,5:27,2,10,ARI 37,0,3,Michael Pittman left end for 1 yard (tackle by Peppi Zellner),2.570,2.010
1,4:49,3,9,ARI 36,0,3,Chris Simms pass incomplete intended for Michael Clayton (defended by Duane Starks),2.010,0.880
1,4:44,4,9,ARI 36,0,3,"Josh Bidwell punts 21 yards, fair catch by Karl Williams",0.880,0.220
1,4:36,1,10,ARI 15,0,3,(tackle by Brian Kelly),-0.220,-1.150
1,3:53,2,15,ARI 10,0,3,Emmitt Smith left end for no gain (tackle by Dexter Jackson),-1.150,-2.010
1,3:08,3,15,ARI 10,0,3,"Josh McCown pass complete to Anquan Boldin for 19 yards (tackle by Derrick Brooks). Penalty on Anthony Clement: Offensive Holding, 5 yards (no play)",-2.010,-2.590
1,2:37,3,20,ARI 5,0,3,Josh McCown pass incomplete intended for Josh Scobey,-2.590,-2.490
1,2:25,4,20,ARI 5,0,3,"Scott Player punts 47 yards, returned by Joey Galloway for 1 yard (tackle by James Darling)",-2.490,-2.190
1,2:12,1,10,TAM 49,0,3,Chris Simms sacked by Russell Davis for -8 yards,2.190,0.570
1,1:42,2,18,TAM 41,0,3,Michael Pittman right tackle for 3 yards (tackle by James Darling),0.570,0.300
1,1:07,3,15,TAM 44,0,3,Chris Simms pass incomplete intended for Joey Galloway. Penalty on Matt Stinchcomb: Chop Block (Declined),0.300,-0.460
1,1:01,4,15,TAM 44,0,3,"Josh Bidwell punts 49 yards, returned by Karl Williams for 55 yards (tackle by Josh Bidwell). Penalty on LeVar Woods: Offensive Holding, 10 yards",-0.460,-0.810
1,0:46,1,10,ARI 28,0,3,Emmitt Smith left guard for 4 yards (tackle by Dwight Smith),0.810,0.800
1,0:13,2,6,ARI 32,0,3,Josh McCown pass complete to Emmitt Smith for 2 yards (tackle by Ronde Barber),0.800,0.370
Quarter,Time,Down,ToGo,Location,TAM,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,ARI 34,0,3,Josh McCown pass incomplete intended for Bryant Johnson (defended by Brian Kelly),0.370,-1.110
2,14:49,4,4,ARI 34,0,3,Scott Player punts 37 yards,-1.110,-0.870
2,14:37,1,10,TAM 29,0,3,Michael Pittman right end for 1 yard (tackle by Duane Starks),0.870,0.460
2,13:57,2,9,TAM 30,0,3,Chris Simms pass complete to Joey Galloway for 22 yards (tackle by Adrian Wilson),0.460,2.390
2,13:16,1,10,ARI 48,0,3,Michael Pittman right end for 4 yards (tackle by James Darling and Adrian Wilson),2.390,2.390
2,12:36,2,6,ARI 44,0,3,Chris Simms pass complete to Mike Alstott for 12 yards (tackle by James Darling),2.390,3.450
2,11:50,1,10,ARI 32,0,3,Chris Simms pass complete to Bill Baber for 7 yards (tackle by Duane Starks),3.450,3.850
2,11:09,2,3,ARI 25,0,3,Mike Alstott right guard for -1 yards (tackle by Gerald Hayes and Darnell Dockett),3.850,3.010
2,10:32,3,4,ARI 26,0,3,Chris Simms sacked by Bertrand Berry for -10 yards,3.010,0.880
2,10:12,4,14,ARI 36,0,3,"Josh Bidwell punts 36 yards, touchback",0.880,-0.280
2,10:03,1,10,ARI 20,0,3,Obafemi Ayanbadejo right end for 4 yards (tackle by Derrick Brooks),0.280,0.270
2,9:27,2,6,ARI 24,0,3,(tackle by Mario Edwards),0.270,0.940
2,9:03,1,10,ARI 30,0,3,Josh McCown pass complete to Emmitt Smith for 11 yards (tackle by Derrick Brooks),0.940,1.660
2,8:12,1,10,ARI 41,0,3,Josh McCown pass complete to Larry Fitzgerald for 7 yards (tackle by Ronde Barber),1.660,2.070
2,7:34,2,3,ARI 48,0,3,Obafemi Ayanbadejo up the middle for 2 yards (tackle by Dwight Smith),2.070,1.620
2,6:56,3,1,ARI 50,0,3,Obafemi Ayanbadejo up the middle for 1 yard (tackle by Dewayne White and Shelton Quarles),1.620,2.320
2,6:15,1,10,TAM 49,0,3,"Josh McCown pass incomplete intended for Anquan Boldin. Penalty on Reggie Wells: Offensive Holding, 10 yards (no play)",2.320,1.660
2,6:06,1,20,ARI 41,0,3,Emmitt Smith left tackle for 4 yards (tackle by Shelton Quarles),1.660,0.970
2,5:27,2,16,ARI 45,0,3,Josh McCown pass incomplete intended for Freddie Jones,0.970,0.300
2,5:23,3,16,ARI 45,0,3,Josh McCown pass incomplete intended for Anquan Boldin,0.300,-0.390
2,5:19,4,16,ARI 45,0,3,"Scott Player punts 35 yards, fair catch by Joey Galloway",-0.390,-0.280
2,5:10,1,10,TAM 20,0,3,Chris Simms pass incomplete intended for Michael Pittman (defended by Bertrand Berry),0.280,-0.270
2,5:08,2,10,TAM 20,0,3,Chris Simms pass complete to Joey Galloway for 14 yards (tackle by David Macklin),-0.270,1.200
2,4:34,1,10,TAM 34,0,3,Chris Simms pass incomplete,1.200,0.660
2,4:28,2,10,TAM 34,0,3,Chris Simms pass complete to Michael Pittman for no gain,0.660,-0.030
2,3:50,3,10,TAM 34,0,3,Chris Simms left end for 2 yards,-0.030,-0.980
2,3:05,4,8,TAM 36,0,3,"Josh Bidwell punts 51 yards, returned by Karl Williams for 12 yards (tackle by Ryan Nece). Penalty on Robert Tate: Offensive Holding, 10 yards",-0.980,0.220
2,2:53,1,10,ARI 15,0,3,Josh McCown pass incomplete intended for Emmitt Smith,-0.220,-0.710
2,2:48,2,10,ARI 15,0,3,Josh McCown pass complete to Obafemi Ayanbadejo for 6 yards (tackle by Brian Kelly),-0.710,-0.630
2,2:38,,,,0,3,Timeout #2 by Tampa Bay Buccaneers,0.000,-0.630
2,2:38,3,4,ARI 21,0,3,Josh McCown pass incomplete intended for Karl Williams (defended by Shelton Quarles),-0.630,-1.960
2,2:34,4,4,ARI 21,0,3,"Scott Player punts 49 yards, returned by Joey Galloway for 22 yards (tackle by Michael Stone). Penalty on Dwight Smith: Defensive 12 On-field, 5 yards (no play)",-1.960,0.670
2,2:21,1,10,ARI 26,0,3,Emmitt Smith left end for 2 yards (tackle by Shelton Quarles and Mario Edwards),0.670,0.400
2,2:00,2,8,ARI 28,0,3,Josh McCown pass incomplete intended for Obafemi Ayanbadejo (defended by Simeon Rice),0.400,-0.300
2,1:56,3,8,ARI 28,0,3,"Josh McCown pass incomplete intended for Larry Fitzgerald is intercepted by Dwight Smith at ARI-49 and returned for 13 yards (tackle by Obafemi Ayanbadejo). Penalty on Dexter Jackson: Taunting, 15 yards",-0.300,-2.190
2,1:46,1,10,TAM 49,0,3,Chris Simms pass complete to Joe Jurevicius for 8 yards (tackle by Gerald Hayes),2.190,2.730
2,1:37,2,2,ARI 43,0,3,Chris Simms pass complete to Joey Galloway for 12 yards (tackle by Quentin Harris),2.730,3.510
2,1:05,1,10,ARI 31,0,3,Chris Simms pass complete to Joe Jurevicius for 7 yards (tackle by Duane Starks),3.510,3.910
2,1:00,2,3,ARI 24,0,3,"Chris Simms pass incomplete is intercepted by Darnell Dockett at ARI-26 and returned for 20 yards. Darnell Dockett fumbles (forced by Joe Jurevicius), recovered by Michael Pittman at TAM-17 (tackle by Adrian Wilson). Penalty on Kenyatta Walker: Face Mask (15 Yards), 15 yards",3.910,-2.980
2,0:43,1,10,TAM 39,0,3,Josh McCown pass incomplete intended for Freddie Jones,2.980,2.440
2,0:39,2,10,TAM 39,0,3,Josh McCown pass complete to Larry Fitzgerald for 13 yards (tackle by Dexter Jackson),2.440,3.840
2,0:33,1,10,TAM 26,0,3,Josh McCown pass complete to Obafemi Ayanbadejo for -1 yards (tackle by Brian Kelly),3.840,3.160
2,0:33,,,,0,3,Timeout #1 by Arizona Cardinals,0.000,3.160
2,0:21,2,11,TAM 27,0,3,Josh McCown pass incomplete intended for Bryant Johnson (defended by Dwight Smith),3.160,2.480
2,0:15,3,11,TAM 27,0,3,Josh McCown pass incomplete intended for Bryant Johnson (defended by Dwight Smith),2.480,1.670
2,0:08,4,11,TAM 27,0,6,Neil Rackers 45 yard field goal good,1.670,3.000
2,,,,ARI 30,0,6,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
2,0:03,1,10,TAM 20,0,6,Chris Simms kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,TAM,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,0,6,"Jay Taylor kicks off 64 yards, returned by Josh Scobey for 23 yards (tackle by Torrie Cox)",0.000,0.870
3,14:54,1,10,ARI 29,0,6,Emmitt Smith right guard for 7 yards (tackle by Shelton Quarles and Dwight Smith),0.870,1.270
3,14:26,2,3,ARI 36,0,6,Emmitt Smith up the middle for no gain (tackle by Ian Gold),1.270,0.560
3,13:42,3,3,ARI 36,0,6,Josh McCown pass incomplete intended for Larry Fitzgerald,0.560,-0.980
3,13:36,4,3,ARI 36,0,6,"Penalty on James Darling: False Start, 5 yards (no play)",-0.980,-1.310
3,13:36,4,8,ARI 31,0,6,"Scott Player punts 49 yards, returned by Joey Galloway for -3 yards (tackle by James Darling)",-1.310,0.060
3,13:22,1,10,TAM 17,0,6,Michael Pittman left end for 2 yards (tackle by Kyle Vanden Bosch),-0.060,-0.250
3,12:44,2,8,TAM 19,0,6,Michael Pittman left guard for 17 yards (tackle by Quentin Harris),-0.250,1.330
3,12:08,1,10,TAM 36,0,6,Michael Pittman left end for 7 yards (tackle by Quentin Harris),1.330,1.740
3,11:41,2,3,TAM 43,0,6,Earnest Graham up the middle for 12 yards (tackle by Quentin Harris),1.740,2.590
3,11:04,1,10,ARI 45,0,6,Michael Pittman left end for no gain (tackle by Karlos Dansby and Darnell Dockett),2.590,2.040
3,10:26,2,10,ARI 45,0,6,Chris Simms pass complete to Michael Clayton for 11 yards (tackle by Duane Starks),2.040,3.310
3,9:45,1,10,ARI 34,0,6,Michael Pittman right guard for -1 yards (tackle by Adrian Wilson),3.310,2.640
3,9:03,2,11,ARI 35,0,6,Chris Simms pass incomplete intended for Michael Clayton (defended by Duane Starks),2.640,1.950
3,8:55,3,11,ARI 35,0,6,Chris Simms pass incomplete intended for Michael Pittman,1.950,0.970
3,8:48,4,11,ARI 35,0,6,Josh Bidwell punts 25 yards,0.970,0.380
3,8:36,1,10,ARI 10,0,6,Emmitt Smith right guard for 5 yards (tackle by Will Allen),-0.380,-0.350
3,8:01,2,5,ARI 15,0,6,Josh McCown pass complete to Bryant Johnson for 7 yards (tackle by Brian Kelly),-0.350,0.410
3,8:01,1,10,ARI 22,0,6,"Penalty on Jeremy Bridges: False Start, 5 yards (no play)",0.410,-0.120
3,6:59,1,15,ARI 17,0,6,Emmitt Smith up the middle for 6 yards (tackle by Derrick Brooks),-0.120,0.000
3,6:23,2,9,ARI 23,0,6,Josh McCown pass complete to Freddie Jones for 14 yards (tackle by Simeon Rice),0.000,1.400
3,5:37,1,10,ARI 37,0,6,Josh McCown pass incomplete intended for Karl Williams (defended by Ronde Barber),1.400,0.860
3,5:33,2,10,ARI 37,0,6,Josh McCown pass incomplete intended for Bryant Johnson (defended by Brian Kelly),0.860,0.170
3,5:29,3,10,ARI 37,0,6,Josh McCown pass complete to Freddie Jones for 4 yards (tackle by Ian Gold),0.170,-0.650
3,4:58,4,6,ARI 41,0,6,"Scott Player punts 49 yards, returned by Joey Galloway for 6 yards (tackle by Quentin Harris)",-0.650,0.140
3,4:47,1,10,TAM 16,0,6,"Penalty on Matt Stinchcomb: False Start, 5 yards (no play)",-0.140,-0.540
3,4:47,1,15,TAM 11,0,6,Michael Pittman left end for 4 yards (tackle by Russell Davis),-0.540,-0.780
3,4:09,2,11,TAM 15,0,6,"Chris Simms for no gain. Chris Simms fumbles, recovered by Darnell Dockett at TAM-15 (tackle by Michael Clayton)",-0.780,-4.310
3,4:01,1,10,TAM 19,0,6,Emmitt Smith right tackle for 1 yard (tackle by Dwight Smith),4.310,3.880
3,3:26,2,9,TAM 18,0,6,"Emmitt Smith right end for 1 yard (tackle by Brian Kelly and Jeff Gooch). Penalty on Anthony Clement: Offensive Holding, 10 yards",3.880,2.680
3,2:58,2,18,TAM 27,0,6,Josh McCown pass complete to Bryant Johnson for 2 yards (tackle by Ronde Barber),2.680,2.280
3,2:27,3,16,TAM 25,0,6,Josh Scobey left guard for 8 yards (tackle by Derrick Brooks),2.280,2.310
3,1:43,4,8,TAM 17,0,6,Neil Rackers 35 yard field goal no good,2.310,-0.610
3,1:39,1,10,TAM 25,6,6,"Chris Simms pass complete to Michael Clayton for 75 yards, touchdown",0.610,7.000
3,,,,ARI 2,7,6,Jay Taylor kicks extra point good,0.000,0.000
3,,,,TAM 30,7,6,"Jay Taylor kicks off 65 yards, returned by Josh Scobey for 18 yards (tackle by Corey Ivy)",0.000,0.480
3,1:18,1,10,ARI 23,7,6,Josh McCown pass incomplete intended for Freddie Jones,0.480,-0.070
3,1:15,2,10,ARI 23,7,6,Emmitt Smith left guard for 6 yards (tackle by Chartric Darby),-0.070,0.040
3,0:32,3,4,ARI 29,7,6,Josh McCown pass complete to Karl Williams for 8 yards (tackle by Dwight Smith),0.040,1.400
Quarter,Time,Down,ToGo,Location,TAM,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ARI 37,7,6,Emmitt Smith left guard for 5 yards (tackle by Ronde Barber),1.400,1.530
4,14:19,2,5,ARI 42,7,6,Josh McCown pass complete to Anquan Boldin for 12 yards (tackle by Mario Edwards),1.530,2.520
4,13:35,1,10,TAM 46,7,6,Josh McCown pass complete to Larry Fitzgerald for 16 yards (tackle by Ronde Barber),2.520,3.580
4,13:09,1,10,TAM 30,7,6,Emmitt Smith right guard for 6 yards (tackle by Derrick Brooks and Chidi Ahanotu),3.580,3.840
4,12:30,2,4,TAM 24,7,6,Emmitt Smith right tackle for 2 yards (tackle by Dexter Jackson),3.840,3.400
4,11:57,3,2,TAM 22,7,6,Obafemi Ayanbadejo up the middle for 1 yard (tackle by Simeon Rice and Chidi Ahanotu),3.400,2.210
4,11:12,4,1,TAM 21,7,9,Neil Rackers 39 yard field goal good,2.210,3.000
4,,,,ARI 30,7,9,"Neil Rackers kicks off 72 yards, returned by Torrie Cox for 44 yards (tackle by David Macklin)",0.000,1.730
4,10:58,1,10,TAM 42,7,9,Chris Simms pass incomplete intended for Michael Clayton,1.730,1.190
4,10:54,2,10,TAM 42,7,9,Michael Pittman up the middle for no gain (tackle by Kyle Vanden Bosch),1.190,0.500
4,10:17,3,10,TAM 42,7,9,Chris Simms sacked by Bertrand Berry for -12 yards,0.500,-1.370
4,10:07,4,22,TAM 30,7,9,Josh Bidwell punts 32 yards,-1.370,-1.470
4,10:02,1,10,ARI 38,7,9,Emmitt Smith left guard for 1 yard (tackle by Chartric Darby and Dewayne White),1.470,1.060
4,9:26,2,9,ARI 39,7,9,Emmitt Smith right guard for 7 yards (tackle by Shelton Quarles),1.060,1.290
4,8:45,3,2,ARI 46,7,9,Obafemi Ayanbadejo right tackle for no gain (tackle by Chartric Darby and Ian Gold),1.290,-0.320
4,8:14,4,2,ARI 46,7,9,"Scott Player punts 36 yards, returned by Joey Galloway for 20 yards (tackle by Gerald Hayes). Penalty on Will Allen: Illegal Block Above the Waist, 8 yards",-0.320,0.380
4,8:02,1,10,TAM 9,7,9,"Michael Pittman right guard for 3 yards (tackle by Russell Davis). Michael Pittman fumbles (forced by Russell Davis), recovered by Duane Starks at TAM-14 (tackle by Michael Pittman)",-0.380,-4.650
4,7:55,1,10,TAM 14,7,9,Josh McCown pass incomplete intended for Anquan Boldin (defended by Brian Kelly),4.650,4.000
4,7:49,2,10,TAM 14,7,9,Emmitt Smith left tackle for 6 yards (tackle by Derrick Brooks),4.000,4.280
4,7:01,3,4,TAM 8,7,9,Josh McCown pass complete to Josh McCown for -5 yards (tackle by Greg Spires),4.280,2.570
4,6:16,4,9,TAM 13,7,12,Neil Rackers 31 yard field goal good,2.570,3.000
4,,,,ARI 30,7,12,"Neil Rackers kicks off 70 yards, returned by Torrie Cox for 36 yards (tackle by Obafemi Ayanbadejo)",0.000,1.330
4,6:04,1,10,TAM 36,7,12,Chris Simms pass complete to Mike Alstott for 3 yards (tackle by Duane Starks),1.330,1.200
4,5:19,2,7,TAM 39,7,12,Chris Simms pass incomplete intended for Earnest Graham,1.200,0.500
4,5:14,3,7,TAM 39,7,12,Chris Simms sacked by Darnell Dockett for -7 yards,0.500,-1.240
4,5:09,4,14,TAM 32,7,12,"Josh Bidwell punts 28 yards, fair catch by Anquan Boldin",-1.240,-1.600
4,5:02,1,10,ARI 40,7,12,Emmitt Smith up the middle for 1 yard (tackle by Dexter Jackson and Shelton Quarles),1.600,1.190
4,4:20,2,9,ARI 41,7,12,Emmitt Smith right tackle for 3 yards (tackle by Shelton Quarles and Chartric Darby),1.190,0.890
4,3:36,3,6,ARI 44,7,12,Josh McCown pass incomplete intended for Anquan Boldin,0.890,-0.460
4,3:32,4,6,ARI 44,7,12,"Scott Player punts 48 yards, returned by Joey Galloway for 6 yards (tackle by Nathan Hodel)",-0.460,0.280
4,3:20,1,10,TAM 14,7,12,Chris Simms pass complete to Ken Dilger for 3 yards (tackle by Adrian Wilson),-0.280,-0.370
4,2:51,2,7,TAM 17,7,12,Chris Simms pass complete to Joe Jurevicius for 5 yards (tackle by Robert Tate),-0.370,-0.440
4,2:10,3,2,TAM 22,7,12,Chris Simms pass incomplete intended for Mike Alstott,-0.440,-1.900
4,2:05,,,,7,12,Timeout #1 by Tampa Bay Buccaneers,0.000,-1.900
4,2:05,4,2,TAM 22,7,12,Chris Simms pass incomplete intended for Michael Clayton,-1.900,-4.170
4,2:00,1,10,TAM 21,7,12,Emmitt Smith up the middle for -1 yards (tackle by Dexter Jackson),4.170,3.490
4,1:56,,,,7,12,Timeout #2 by Tampa Bay Buccaneers,0.000,3.490
4,1:56,2,11,TAM 22,7,12,"Emmitt Smith right end for -2 yards (tackle by Dexter Jackson). Emmitt Smith fumbles (forced by Dexter Jackson), ball out of bounds at TAM-24",3.490,2.540
4,1:32,3,13,TAM 24,7,12,"Penalty on Eric Edwards: False Start, 5 yards (no play)",2.540,1.880
4,1:17,3,18,TAM 29,7,12,Josh McCown pass incomplete intended for Larry Fitzgerald,1.880,1.500
4,1:10,4,18,TAM 29,7,12,Neil Rackers 47 yard field goal no good,1.500,-1.470
4,1:06,1,10,TAM 38,7,12,Chris Simms pass incomplete intended for Michael Clayton is intercepted by Adrian Wilson at ARI-36 and returned for 24 yards,1.470,-2.920
4,0:56,1,10,TAM 40,7,12,Josh McCown kneels for -1 yards,2.920,2.240
4,0:56,2,11,TAM 41,7,12,"Penalty on Josh McCown: Delay of Game, 5 yards (no play)",2.240,1.560
4,0:12,2,16,TAM 46,7,12,Josh McCown kneels for -1 yards,1.560,0.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
