Quarter,Time,Down,ToGo,Location,TAM,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,PHI 16,0,0,"Penalty on Kenyatta Walker: Illegal Use of Hands, 10 yards (no play)",4.090,2.750
2,14:26,2,18,PHI 26,0,0,Brad Johnson pass complete to Keenan McCardell for 16 yards (tackle by Troy Vincent),2.750,4.510
2,13:51,3,2,PHI 10,0,0,Brad Johnson pass complete to Darian Barnes for 6 yards (tackle by Carlos Emmons),4.510,6.280
2,13:19,1,4,PHI 4,0,0,Mike Alstott left end for -1 yards (tackle by Brian Dawkins),6.280,5.150
2,12:36,2,5,PHI 5,0,0,Brad Johnson pass incomplete intended for Aaron Stecker,5.150,4.260
2,12:36,,,,0,0,Timeout #1 by Tampa Bay Buccaneers,0.000,4.260
2,12:32,3,5,PHI 5,0,0,Brad Johnson pass complete to Michael Pittman for no gain,4.260,3.010
2,12:32,4,5,PHI 5,3,0,Martin Gramatica 23 yard field goal good,3.010,3.000
2,,,,TAM 30,3,0,"Martin Gramatica kicks off 69 yards, returned by Sean Morey for 24 yards (tackle by Jermaine Phillips)",0.000,0.610
2,11:45,1,10,PHI 25,3,0,Duce Staley left guard for no gain (tackle by Nate Webster),0.610,0.060
2,11:07,2,10,PHI 25,3,0,Donovan McNabb pass complete to Chad Lewis for 6 yards (tackle by Nate Webster),0.060,0.170
2,10:28,3,4,PHI 31,3,0,Donovan McNabb pass complete to Chad Lewis for 2 yards (tackle by Dwight Smith),0.170,-1.180
2,10:03,4,2,PHI 33,3,0,"Dirk Johnson punts 47 yards, returned by Karl Williams for 7 yards (tackle by Justin Ena)",-1.180,-0.740
2,9:51,1,10,TAM 27,3,0,Brad Johnson pass complete to Mike Alstott for 14 yards (tackle by Carlos Emmons),0.740,1.660
2,9:16,1,10,TAM 41,3,0,Brad Johnson pass complete to Thomas Jones for no gain,1.660,1.120
2,8:31,2,10,TAM 41,3,0,Thomas Jones left end for -1 yards (tackle by Carlos Emmons),1.120,0.300
2,7:48,3,11,TAM 40,3,0,Brad Johnson pass complete to Keyshawn Johnson for 12 yards (tackle by Troy Vincent),0.300,2.390
2,7:04,1,10,PHI 48,3,0,Mike Alstott left tackle for 4 yards (tackle by Mark Simoneau),2.390,2.390
2,6:31,2,6,PHI 44,3,0,"Brad Johnson up the middle for no gain (tackle by Mark Simoneau and Hollis Thomas). Penalty on Roman Oben: Offensive Holding, 10 yards (no play)",2.390,1.040
2,6:04,2,16,TAM 46,3,0,Brad Johnson pass complete to Michael Pittman for -1 yards (tackle by Carlos Emmons). Penalty on Joe Jurevicius: Offensive Pass Interference (Declined),1.040,0.230
2,5:46,3,17,TAM 45,3,0,Michael Pittman up the middle for 6 yards (tackle by Lito Sheppard),0.230,0.000
2,5:08,4,11,PHI 49,3,0,"Tom Tupa punts 38 yards, fair catch by Lito Sheppard",0.000,0.370
2,4:59,1,10,PHI 11,3,0,Donovan McNabb pass complete to Todd Pinkston for 7 yards (tackle by Tim Wansley),-0.370,0.000
2,4:26,2,3,PHI 18,3,0,Duce Staley right guard for 2 yards (tackle by Derrick Brooks),0.000,-0.370
2,3:48,3,1,PHI 20,3,0,"Donovan McNabb pass incomplete intended for Freddie Mitchell (defended by Ronde Barber). Penalty on Ronde Barber: Defensive Pass Interference, 4 yards (no play)",-0.370,0.540
2,3:44,1,10,PHI 24,3,0,Donovan McNabb pass complete to Duce Staley for 9 yards (tackle by John Lynch),0.540,1.210
2,3:04,2,1,PHI 33,3,0,Donovan McNabb pass incomplete intended for Duce Staley (defended by Ronde Barber),1.210,0.500
2,2:59,3,1,PHI 33,3,0,Donovan McNabb sacked by Simeon Rice and Greg Spires for -10 yards,0.500,-1.830
2,2:43,4,11,PHI 23,3,0,"Dirk Johnson punts 37 yards, fair catch by Karl Williams",-1.830,-1.600
2,2:36,1,10,TAM 40,3,0,Brad Johnson pass complete to Keyshawn Johnson for 20 yards (tackle by Brian Dawkins),1.600,2.920
2,2:00,1,10,PHI 40,3,0,Michael Pittman right guard for 9 yards (tackle by Nate Wayne),2.920,3.590
2,1:25,2,1,PHI 31,3,0,Brad Johnson pass complete to Joe Jurevicius for 7 yards (tackle by Sheldon Brown),3.590,3.970
2,1:15,,,,3,0,Timeout #2 by Tampa Bay Buccaneers,0.000,3.970
2,1:15,1,10,PHI 24,3,0,Brad Johnson pass incomplete intended for Michael Pittman,3.970,3.430
2,1:12,2,10,PHI 24,3,0,Brad Johnson pass complete to Mike Alstott for 7 yards (tackle by Brian Dawkins),3.430,3.750
2,0:56,,,,3,0,Timeout #3 by Tampa Bay Buccaneers,0.000,3.750
2,0:56,3,3,PHI 17,3,0,Brad Johnson pass incomplete intended for Michael Pittman is intercepted by Troy Vincent at PHI-13 and returned for 28 yards (tackle by Michael Pittman). Penalty on Roman Oben: Offensive Holding (Declined),3.750,-1.660
2,0:45,1,10,PHI 41,3,0,Donovan McNabb pass complete to Duce Staley for 3 yards (tackle by Derrick Brooks),1.660,1.530
2,0:36,,,,3,0,Timeout #2 by Philadelphia Eagles,0.000,1.530
2,0:36,2,7,PHI 44,3,0,Donovan McNabb pass complete to Duce Staley for 8 yards (tackle by Tim Wansley),1.530,2.390
2,0:26,,,,3,0,Timeout #3 by Philadelphia Eagles,0.000,2.390
2,0:26,1,10,TAM 48,3,0,Donovan McNabb pass complete to Duce Staley for 3 yards (tackle by Tim Wansley),2.390,2.250
2,0:09,2,7,TAM 45,3,0,Donovan McNabb spiked the ball,2.250,1.550
2,0:09,3,7,TAM 45,3,0,Donovan McNabb pass incomplete intended for James Thrash (defended by John Lynch),1.550,0.270
2,0:04,4,7,TAM 45,3,0,Donovan McNabb pass incomplete intended for Todd Pinkston,0.270,1.930
Quarter,Time,Down,ToGo,Location,TAM,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,3,0,"David Akers kicks off 66 yards, returned by Aaron Stecker for 18 yards (tackle by Keith Adams)",0.000,0.410
3,14:55,1,10,TAM 22,3,0,Thomas Jones right tackle for 3 yards (tackle by Troy Vincent),0.410,0.270
3,14:20,2,7,TAM 25,3,0,"Brad Johnson pass complete to Aaron Stecker for no gain. Penalty on Michael Pittman: Offensive Pass Interference, 10 yards (no play)",0.270,-1.210
3,13:59,2,17,TAM 15,3,0,Brad Johnson pass incomplete intended for Michael Pittman,-1.210,-2.050
3,13:55,3,17,TAM 15,3,0,Michael Pittman left end for no gain (tackle by Ike Reese),-2.050,-2.440
3,13:18,4,17,TAM 15,3,0,"Tom Tupa punts 47 yards, returned by Lito Sheppard for 5 yards (tackle by Aaron Stecker)",-2.440,-1.800
3,13:07,1,10,PHI 43,3,0,"Penalty on James Thrash: False Start, 5 yards (no play)",1.800,1.470
3,13:07,1,15,PHI 38,3,0,Donovan McNabb pass complete to James Thrash for 8 yards (tackle by Ryan Nece),1.470,1.660
3,12:39,2,7,PHI 46,3,0,Donovan McNabb for 16 yards,1.660,3.050
3,12:03,1,10,TAM 38,3,0,"Donovan McNabb pass complete to Duce Staley for no gain. Penalty on John Welbourn: Personal Foul, 15 yards (no play)",3.050,2.060
3,11:36,1,25,PHI 47,3,0,Donovan McNabb pass incomplete intended for James Thrash (defended by Brian Kelly),2.060,0.480
3,11:33,2,25,PHI 47,3,0,Donovan McNabb left end for 10 yards (tackle by Nate Webster),0.480,1.160
3,10:58,3,15,TAM 43,3,0,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Brian Kelly),1.160,0.400
3,10:54,4,15,TAM 43,3,0,"Dirk Johnson punts 43 yards, touchback",0.400,-0.280
3,10:42,1,10,TAM 20,3,0,Brad Johnson pass complete to Keyshawn Johnson for 11 yards (tackle by Troy Vincent),0.280,1.000
3,10:07,1,10,TAM 31,3,0,Brad Johnson pass complete to Joe Jurevicius for 12 yards (tackle by Troy Vincent),1.000,1.800
3,9:23,1,10,TAM 43,3,0,Thomas Jones right tackle for 4 yards (tackle by Mark Simoneau and N.D. Kalu),1.800,1.790
3,8:44,2,6,TAM 47,3,0,Brad Johnson pass complete to Mike Alstott for 5 yards (tackle by Carlos Emmons),1.790,1.750
3,8:00,3,1,PHI 48,3,0,Mike Alstott up the middle for 2 yards (tackle by Hollis Thomas),1.750,2.520
3,7:25,1,10,PHI 46,3,0,Brad Johnson pass complete to Keyshawn Johnson for 8 yards (tackle by Lito Sheppard),2.520,3.060
3,6:52,2,2,PHI 38,3,0,Thomas Jones right end for 1 yard (tackle by Brian Dawkins and Nate Wayne),3.060,2.480
3,6:10,3,1,PHI 37,3,0,Mike Alstott left tackle for 4 yards (tackle by Hollis Thomas and Nate Wayne),2.480,3.380
3,5:31,1,10,PHI 33,3,0,Brad Johnson pass complete to Mike Alstott for 3 yards (tackle by Carlos Emmons),3.380,3.240
3,4:55,2,7,PHI 30,3,0,Brad Johnson pass complete to Keyshawn Johnson for 16 yards (tackle by Lito Sheppard),3.240,4.650
3,4:14,1,10,PHI 14,3,0,Mike Alstott left guard for 1 yard (tackle by Mark Simoneau and Nate Wayne),4.650,4.160
3,3:28,,,,3,0,Timeout #1 by Tampa Bay Buccaneers,0.000,4.160
3,3:28,2,9,PHI 13,9,0,"Brad Johnson pass complete to Joe Jurevicius for 13 yards, touchdown",4.160,7.000
,,,,,,,"PHI challenged the ruling, and the play was upheld.",,
3,,,,PHI 2,10,0,Martin Gramatica kicks extra point good,0.000,0.000
3,,,,TAM 30,10,0,"Martin Gramatica kicks off 61 yards, returned by Sean Morey for 2 yards (tackle by Corey Ivy)",0.000,-0.370
3,3:16,1,10,PHI 11,10,0,Donovan McNabb pass complete to Jon Ritchie for 12 yards (tackle by Derrick Brooks),-0.370,0.480
3,2:38,1,10,PHI 23,10,0,Duce Staley right tackle for 2 yards (tackle by Cleveland Pinkney and Ron Warner),0.480,0.200
3,2:02,2,8,PHI 25,10,0,Donovan McNabb pass complete to Todd Pinkston for no gain,0.200,-0.490
3,1:24,3,8,PHI 25,10,0,Donovan McNabb pass incomplete intended for Duce Staley (defended by Anthony McFarland),-0.490,-1.700
3,1:15,4,8,PHI 25,10,0,"Dirk Johnson punts 38 yards, returned by Karl Williams for 1 yard (tackle by Roderick Hood). Penalty on Ron Warner: Offensive Holding, 10 yards",-1.700,-0.740
3,1:08,1,10,TAM 27,10,0,Michael Pittman right guard for 4 yards (tackle by Carlos Emmons),0.740,0.740
3,0:32,2,6,TAM 31,10,0,Brad Johnson pass complete to Michael Pittman for no gain,0.740,0.040
Quarter,Time,Down,ToGo,Location,TAM,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,TAM 31,10,0,Brad Johnson pass complete to Michael Pittman for 7 yards (tackle by N.D. Kalu),0.040,1.470
4,14:08,1,10,TAM 38,10,0,Michael Pittman right tackle for 2 yards (tackle by Carlos Emmons),1.470,1.190
4,13:27,2,8,TAM 40,10,0,Brad Johnson pass complete to Mike Alstott for 7 yards (tackle by Nate Wayne),1.190,1.420
4,12:48,3,1,TAM 47,10,0,Mike Alstott right tackle for 3 yards (tackle by Marco Coleman),1.420,2.260
4,12:10,1,10,PHI 50,10,0,Michael Pittman right guard for 9 yards (tackle by Brian Dawkins),2.260,2.930
4,11:29,2,1,PHI 41,10,0,Mike Alstott right end for -2 yards (tackle by Nate Wayne),2.930,1.950
4,10:50,3,3,PHI 43,10,0,Brad Johnson pass complete to Keyshawn Johnson for 16 yards (tackle by Michael Lewis),1.950,3.780
4,10:07,1,10,PHI 27,10,0,Thomas Jones right guard for 2 yards (tackle by Corey Simon),3.780,3.500
4,9:50,2,8,PHI 25,10,0,Brad Johnson pass complete to Warren Sapp for 14 yards (tackle by Troy Vincent),3.500,4.840
4,9:03,1,10,PHI 11,10,0,Thomas Jones up the middle for 2 yards (tackle by Brian Dawkins),4.840,4.510
4,8:23,2,8,PHI 9,10,0,Aaron Stecker left end for 2 yards (tackle by Mark Simoneau and Brian Dawkins),4.510,3.980
4,7:36,,,,10,0,Timeout #2 by Tampa Bay Buccaneers,0.000,3.980
4,7:36,3,6,PHI 7,16,0,"Brad Johnson pass complete to Joe Jurevicius for 7 yards, touchdown",3.980,7.000
4,,,,PHI 2,17,0,Martin Gramatica kicks extra point good,0.000,0.000
4,,,,TAM 30,17,0,"Martin Gramatica kicks off 51 yards, returned by Brian Westbrook for 22 yards (tackle by Aaron Stecker)",0.000,1.660
4,7:26,1,10,PHI 41,17,0,Donovan McNabb pass complete to Freddie Mitchell for 15 yards (tackle by Ronde Barber),1.660,2.650
4,7:01,1,10,TAM 44,17,0,Donovan McNabb pass complete to James Thrash for 5 yards (tackle by Brian Kelly),2.650,2.780
4,6:41,2,5,TAM 39,17,0,Donovan McNabb for 16 yards,2.780,4.040
4,6:18,1,10,TAM 23,17,0,Donovan McNabb pass incomplete intended for James Thrash is intercepted by Anthony McFarland at TAM-24,4.040,-0.540
4,6:14,1,10,TAM 24,17,0,Mike Alstott right guard for 1 yard (tackle by Mark Simoneau),0.540,0.130
4,6:06,,,,17,0,Timeout #2 by Philadelphia Eagles,0.000,0.130
4,6:06,2,9,TAM 25,17,0,Mike Alstott left tackle for 3 yards (tackle by Paul Grasmanis),0.130,-0.160
4,5:59,,,,17,0,Timeout #3 by Philadelphia Eagles,0.000,-0.160
4,5:59,3,6,TAM 28,17,0,Thomas Jones right end for 15 yards (tackle by Michael Lewis),-0.160,1.800
4,5:25,1,10,TAM 43,17,0,Thomas Jones up the middle for -1 yards (tackle by Carlos Emmons),1.800,1.120
4,4:40,2,11,TAM 42,17,0,Mike Alstott left guard for 1 yard (tackle by Paul Grasmanis and Corey Simon),1.120,0.560
4,3:56,3,10,TAM 43,17,0,Mike Alstott left end for 4 yards (tackle by Paul Grasmanis),0.560,-0.260
4,3:15,4,6,TAM 47,17,0,"Tom Tupa punts 48 yards, returned by Lito Sheppard for 3 yards (tackle by Dwayne Rudd)",-0.260,0.380
4,3:04,1,10,PHI 8,17,0,Donovan McNabb pass incomplete intended for Chad Lewis,-0.380,-0.780
4,2:58,2,10,PHI 8,17,0,Donovan McNabb right tackle for 7 yards (tackle by Nate Webster),-0.780,-0.600
4,2:28,3,3,PHI 15,17,0,Donovan McNabb left guard for 6 yards,-0.600,0.340
4,2:00,1,10,PHI 21,17,0,Donovan McNabb pass incomplete intended for Freddie Mitchell (defended by Simeon Rice),0.340,-0.200
4,1:52,2,10,PHI 21,17,0,Donovan McNabb pass complete to Duce Staley for 11 yards (tackle by Derrick Brooks),-0.200,1.070
4,1:41,,,,17,0,Timeout #3 by Tampa Bay Buccaneers,0.000,1.070
4,1:41,1,10,PHI 32,17,0,Donovan McNabb pass complete to James Thrash for 8 yards (tackle by Brian Kelly),1.070,1.610
4,1:17,2,2,PHI 40,17,0,Donovan McNabb pass complete to Chad Lewis for 14 yards (tackle by Nate Webster),1.610,2.520
4,0:53,1,10,TAM 46,17,0,Duce Staley left tackle for 3 yards (tackle by Nate Webster and John Lynch),2.520,2.380
4,0:31,2,7,TAM 43,17,0,Donovan McNabb pass complete to James Thrash for 14 yards (tackle by Brian Kelly),2.380,3.640
4,0:03,1,10,TAM 29,17,0,"Donovan McNabb pass complete to Duce Staley for 11 yards (tackle by Chartric Darby). Duce Staley fumbles (forced by Chartric Darby), recovered by Nate Webster at TAM-17 (tackle by Duce Staley)",3.640,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
