Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss and deferred, Raiders to receive the opening kickoff.",,
1,15:00,,,DEN 30,0,0,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
1,15:00,1,10,OAK 20,0,0,Darren McFadden middle for 1 yard,0.280,-0.130
1,14:26,2,9,OAK 21,0,0,"JaMarcus Russell pass complete short left to Darren McFadden for -4 yards. Darren McFadden fumbles, recovered by Chris Morris at OAK-17",-0.130,-1.510
1,14:26,3,13,OAK 17,0,0,JaMarcus Russell pass complete short left to Michael Bush for 8 yards (tackle by Darrell Reid),-1.510,-1.700
1,14:26,4,5,OAK 25,0,0,"Shane Lechler punts 48 yards, returned by Eddie Royal for 4 yards (tackle by Tony Stewart)",-1.700,-1.000
1,12:54,1,10,DEN 31,0,0,Correll Buckhalter right end for 4 yards (tackle by Ricky Brown),1.000,1.000
1,12:22,2,6,DEN 35,0,0,Kyle Orton pass complete short middle to Brandon Marshall for 14 yards (tackle by Thomas Howard and Kirk Morrison),1.000,2.190
1,11:34,1,10,DEN 49,0,0,Kyle Orton pass complete short right to Tony Scheffler for 14 yards (tackle by Tyvon Branch),2.190,3.120
1,11:01,1,10,OAK 37,0,0,Knowshon Moreno middle for 9 yards (tackle by Kirk Morrison and Ricky Brown),3.120,3.790
1,10:32,2,1,OAK 28,0,0,Knowshon Moreno left tackle for 1 yard (tackle by Tommy Kelly),3.790,3.780
1,9:35,1,10,OAK 27,0,0,Kyle Orton pass complete short middle to Brandon Marshall for 11 yards (tackle by Kirk Morrison),3.780,4.510
1,9:06,1,10,OAK 16,0,0,Correll Buckhalter right end for 8 yards (tackle by Desmond Bryant),4.510,5.350
1,8:36,2,2,OAK 8,0,0,Correll Buckhalter middle for 7 yards (tackle by Thomas Howard and Ricky Brown),5.350,6.970
1,7:56,1,1,OAK 1,0,0,"Penalty on Peyton Hillis: False Start, 5 yards (no play)",6.970,5.830
1,7:40,1,6,OAK 6,0,0,Knowshon Moreno left end for 2 yards (tackle by Tyvon Branch and Ricky Brown),5.830,5.340
1,7:01,2,4,OAK 4,0,0,"Penalty on Tommy Kelly: Defensive Offside, 2 yards (no play)",5.340,5.720
1,6:42,2,2,OAK 2,0,0,Peyton Hillis left guard for 1 yard,5.720,5.170
1,6:02,3,1,OAK 1,0,0,Peyton Hillis middle for no gain,5.170,3.550
1,5:16,4,1,OAK 1,0,0,LaMont Jordan middle for no gain,3.550,0.380
1,5:11,1,10,OAK 1,0,0,JaMarcus Russell pass incomplete short right intended for Luke Lawton,-0.380,-0.780
1,5:07,2,10,OAK 1,0,0,JaMarcus Russell pass incomplete deep left intended for Darrius Heyward-Bey is intercepted by Renaldo Hill at OAK-41 and returned for 18 yards,-0.780,-4.040
1,4:53,1,10,OAK 23,0,0,Brandon Marshall left end for 5 yards (tackle by Trevor Scott),4.040,4.210
1,4:13,2,5,OAK 18,0,0,Knowshon Moreno middle for 4 yards (tackle by Thomas Howard),4.210,4.280
1,3:34,3,1,OAK 14,0,0,Knowshon Moreno right guard for 9 yards,4.280,6.060
1,2:55,1,5,OAK 5,0,0,Correll Buckhalter middle for 3 yards (tackle by Tommy Kelly and Tyvon Branch),6.060,5.720
1,2:17,2,2,OAK 2,0,0,Kyle Orton pass incomplete short left intended for Jabar Gaffney,5.720,4.950
1,2:11,3,2,OAK 2,6,0,"Kyle Orton pass complete short middle to Brandon Marshall for 2 yards, touchdown",4.950,7.000
1,,,,OAK 2,7,0,Matt Prater kicks extra point good,0.000,0.000
1,,,,DEN 30,7,0,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
1,2:07,1,10,OAK 20,7,0,Darren McFadden left tackle for 2 yards (tackle by Ronald Fields),0.280,0.000
1,1:37,2,8,OAK 22,7,0,Darren McFadden right tackle for 15 yards (tackle by Renaldo Hill),0.000,1.400
1,1:02,1,10,OAK 37,7,0,JaMarcus Russell pass incomplete deep left intended for Darrius Heyward-Bey is intercepted by Andre' Goodman at DEN-36 and returned for 30 yards,1.400,-3.310
1,0:48,1,10,OAK 34,7,0,Kyle Orton pass incomplete short middle intended for Brandon Marshall (defended by Gerard Warren),3.310,2.770
1,0:44,2,10,OAK 34,7,0,Kyle Orton pass incomplete short right intended for Daniel Graham,2.770,2.080
1,0:39,3,10,OAK 34,7,0,Kyle Orton pass complete short left to Eddie Royal for 4 yards (tackle by Thomas Howard),2.080,1.430
1,0:02,,,,7,0,Timeout #1 by Denver Broncos,0.000,1.430
1,0:02,4,6,OAK 30,10,0,Matt Prater 48 yard field goal good,1.430,3.000
Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,,,,DEN 30,10,0,"Matt Prater kicks off 74 yards, returned by Jonathan Holland for 18 yards (tackle by Mario Haggan)",0.000,-0.280
2,14:55,1,10,OAK 14,10,0,Michael Bush middle for 4 yards,-0.280,-0.210
2,14:17,2,6,OAK 18,10,0,JaMarcus Russell pass complete short right to Darren McFadden for 7 yards (tackle by Champ Bailey),-0.210,0.610
