Quarter,Time,Tm,Detail,IND,JAX
1.0,2:21,Jaguars,Christian Kirk 10 yard pass from Trevor Lawrence (Riley Patterson kick),0,7
2.0,7:52,Jaguars,James Robinson 37 yard rush (Riley Patterson kick),0,14
,1:43,Jaguars,Riley Patterson 52 yard field goal,0,17
3.0,0:17,Jaguars,Christian Kirk 5 yard pass from Trevor Lawrence (Riley Patterson kick),0,24
