Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Terry McLaurin,WAS,12,6,141,1,5,119,19.8,22,3.7,19.8,0,,0,0.0,1,85.8
Antonio Gibson,WAS,5,5,20,0,1,1,0.2,19,3.8,0.2,0,,0,0.0,0,83.3
Curtis Samuel,WAS,9,5,41,2,2,31,6.2,10,2.0,5.3,0,,0,0.0,0,106.9
Jahan Dotson,WAS,1,1,12,0,1,12,12.0,0,0.0,12.0,0,,0,0.0,0,116.7
Byron Pringle,WAS,1,1,5,0,,5,5.0,0,0.0,5.0,0,,0,0.0,0,87.5
Logan Thomas,WAS,3,1,7,0,,4,4.0,3,3.0,1.7,0,,0,0.0,0,42.4
John Bates,WAS,1,0,0,0,,0,,0,,20.0,0,,0,0.0,0,39.6
Dyami Brown,WAS,1,0,0,0,,0,,0,,24.0,0,,0,0.0,0,39.6
Jonathan Williams,WAS,1,0,0,0,,0,,0,,-1.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Cooper Kupp,LAR,8,8,111,1,4,55,6.9,56,7.0,6.9,0,,0,0.0,0,158.3
Puka Nacua,LAR,8,5,50,0,2,20,4.0,30,6.0,2.9,0,,1,12.5,0,80.2
Kyren Williams,LAR,7,5,3,0,0,-20,-4.0,23,4.6,1.6,0,,0,0.0,0,74.1
Tyler Higbee,LAR,5,4,36,0,1,24,6.0,12,3.0,7.0,0,,0,0.0,0,96.7
Demarcus Robinson,LAR,3,2,44,1,2,42,21.0,2,1.0,17.0,0,,0,0.0,0,149.3
Davis Allen,LAR,1,1,14,0,1,-4,-4.0,18,18.0,-4.0,0,,0,0.0,0,118.7
