Quarter,Time,Down,ToGo,Location,WAS,LAR,Detail,EPB,EPA
1,4:37,1,10,WAS 47,0,3,"Sam Howell pass complete short right to Terry McLaurin for no gain (tackle by Christian Rozeboom). Penalty on Charles Leno: Offensive Holding, 10 yards (accepted) (no play)",2.060,1.400
1,4:10,1,20,WAS 37,0,3,Sam Howell pass complete short left to Byron Pringle for 5 yards (tackle by Derion Kendrick),1.400,0.840
1,3:27,2,15,WAS 42,0,3,Sam Howell pass incomplete deep left intended for Terry McLaurin,0.840,0.170
1,3:20,3,15,WAS 42,0,3,Sam Howell scrambles right end for 13 yards (tackle by Byron Young and Quentin Lake),0.170,0.270
1,2:54,4,2,LAR 45,0,3,Sam Howell pass complete deep right to Terry McLaurin for 24 yards (tackle by Derion Kendrick),0.270,4.170
1,2:11,1,10,LAR 21,0,3,Antonio Gibson up the middle for 8 yards (tackle by Jordan Fuller),4.170,4.950
1,1:30,2,2,LAR 13,0,3,Sam Howell pass incomplete short right intended for Curtis Samuel,4.950,4.240
1,1:25,3,2,LAR 13,0,3,Antonio Gibson right end for 1 yard (tackle by Christian Rozeboom and Jordan Fuller),4.240,2.780
1,0:41,4,1,LAR 12,0,3,Sam Howell pass incomplete short left intended for Logan Thomas (defended by Nick Hampton),2.780,0.350
1,0:36,1,10,LAR 12,0,3,Kyren Williams right end for -3 yards (tackle by K.J. Henry),-0.350,-1.000
1,0:11,2,13,LAR 9,0,3,Matthew Stafford pass complete short right to Tyler Higbee for 7 yards (tackle by Khaleke Hudson),-1.000,-0.950
Quarter,Time,Down,ToGo,Location,WAS,LAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,LAR 16,0,3,Matthew Stafford pass complete short left to Cooper Kupp for 16 yards (tackle by Kendall Fuller),-0.950,1.070
2,14:25,1,10,LAR 32,0,3,Kyren Williams up the middle for 5 yards (tackle by Quan Martin and Daron Payne),1.070,1.130
2,13:40,2,6,LAR 37,0,3,Matthew Stafford sacked by Quan Martin for no gain,1.130,0.430
2,13:12,3,6,LAR 37,0,3,Matthew Stafford pass complete short right to Tyler Higbee for 14 yards,0.430,2.320
2,12:37,1,10,WAS 49,0,3,Kyren Williams right tackle for 2 yards (tackle by Cody Barton and John Ridgeway),2.320,2.050
2,11:51,2,8,WAS 47,0,3,Matthew Stafford pass complete short left to Kyren Williams for 7 yards (tackle by Kendall Fuller),2.050,2.280
2,11:15,3,1,WAS 40,0,3,Kyren Williams up the middle for 7 yards (tackle by Cody Barton and Kendall Fuller),2.280,3.380
2,10:36,1,10,WAS 33,0,3,Matthew Stafford pass complete short right to Cooper Kupp for 8 yards (tackle by Khaleke Hudson),3.380,3.920
2,9:58,2,2,WAS 25,0,3,Kyren Williams up the middle for 4 yards (tackle by John Ridgeway),3.920,4.170
2,9:18,1,10,WAS 21,0,3,"Kyren Williams left tackle for 11 yards. Kyren Williams fumbles (forced by Percy Butler), recovered by Kendall Fuller at WAS-9 and returned for -1 yards (tackle by Cody Barton) (tackle by Percy Butler) (tackle by Percy Butler)",4.170,0.380
2,9:07,1,10,WAS 8,0,3,Antonio Gibson right tackle for 2 yards (tackle by Quentin Lake),-0.380,-0.630
2,8:28,2,8,WAS 10,0,3,Antonio Gibson left tackle for 4 yards (tackle by Jordan Fuller and John Johnson),-0.630,-0.720
2,7:42,3,4,WAS 14,0,3,Sam Howell pass incomplete short right intended for Jonathan Williams,-0.720,-2.470
2,7:37,4,4,WAS 14,0,3,"Tress Way punts 39 yards, fair catch by Austin Trammell at LA-47",-2.470,-2.060
2,7:30,1,10,LAR 47,0,3,Royce Freeman left end for 3 yards (tackle by Quan Martin),2.060,1.920
2,6:51,2,7,LAR 50,0,3,Royce Freeman right end for 2 yards (tackle by Khaleke Hudson),1.920,1.490
2,6:11,3,5,WAS 48,0,3,Matthew Stafford pass complete short left to Cooper Kupp for 8 yards (tackle by Kendall Fuller),1.490,2.920
2,5:33,1,10,WAS 40,0,3,Demarcus Robinson right end for 23 yards (tackle by Percy Butler and Cody Barton),2.920,4.440
2,4:46,1,10,WAS 17,0,3,Royce Freeman up the middle for 4 yards (tackle by Cody Barton and Phidarian Mathis),4.440,4.500
2,4:04,2,6,WAS 13,0,3,Puka Nacua left tackle for 2 yards (tackle by Quan Martin),4.500,4.100
2,3:30,3,4,WAS 11,0,3,Matthew Stafford pass complete short middle to Cooper Kupp for 9 yards (tackle by Khaleke Hudson and Kamren Curl),4.100,6.740
2,3:06,1,2,WAS 2,0,3,Royce Freeman up the middle for 1 yard (tackle by Kendall Fuller and Khaleke Hudson),6.740,5.910
2,2:29,2,1,WAS 1,0,3,Matthew Stafford pass incomplete short right,5.910,5.170
2,2:23,3,1,WAS 1,0,9,"Kyren Williams up the middle for 1 yard, touchdown",5.170,7.000
2,2:19,,,WAS 15,0,10,Lucas Havrisik kicks extra point good,0.000,0.000
2,2:19,,,LAR 35,0,10,"Ethan Evans kicks off 67 yards, returned by Byron Pringle for 28 yards (tackle by Troy Reeder)",0.000,0.670
2,2:15,1,10,WAS 26,0,10,Sam Howell pass incomplete deep middle intended for John Bates,0.670,0.130
2,2:01,2,10,WAS 26,0,10,"Sam Howell pass incomplete short right intended for Antonio Gibson WAS challenged the pass completion ruling, and the original play was overturned. Sam Howell pass complete short right to Antonio Gibson for 6 yards (tackle by Russ Yeast)",0.130,0.230
2,2:00,3,4,WAS 32,0,10,Sam Howell pass incomplete short middle intended for Terry McLaurin (defended by Michael Hoecht),0.230,-1.240
2,1:56,4,4,WAS 32,0,10,"Tress Way punts 40 yards, fair catch by Austin Trammell at LA-28",-1.240,-0.810
2,1:49,1,10,LAR 28,0,10,Matthew Stafford pass complete short left to Tyler Higbee for 9 yards (tackle by Kendall Fuller and Quan Martin),0.810,1.480
2,1:42,2,1,LAR 37,0,10,Kyren Williams up the middle for 12 yards (tackle by Khaleke Hudson and Percy Butler),1.480,2.190
2,1:22,1,10,LAR 49,0,10,Matthew Stafford pass complete short right to Tyler Higbee for 6 yards (tackle by Khaleke Hudson),2.190,2.460
2,1:18,2,4,WAS 45,0,10,"Matthew Stafford pass complete short right to Kyren Williams for 4 yards. Kyren Williams fumbles (forced by Benjamin St-Juste), recovered by Kamren Curl at WAS-39 (tackle by Benjamin St-Juste)",2.460,-1.530
2,1:08,1,10,WAS 39,0,10,Sam Howell pass complete short left to Antonio Gibson for no gain (tackle by John Johnson),1.530,0.990
2,0:54,2,10,WAS 39,0,10,Sam Howell pass incomplete short right intended for Curtis Samuel,0.990,0.300
2,0:45,3,10,WAS 39,0,10,Sam Howell sacked by Ernest Jones for -8 yards,0.300,-1.310
2,0:39,,,,,,Timeout #1 by Los Angeles Rams,,
2,0:39,4,18,WAS 31,0,10,"Camaron Cheeseman aborted snap, recovered by Tress Way at WAS-17",-1.310,-4.580
2,0:34,1,10,WAS 15,0,10,Matthew Stafford pass incomplete short left intended for Puka Nacua (defended by Andre Jones),4.580,3.950
2,0:31,2,10,WAS 15,0,10,Matthew Stafford pass incomplete short right intended for Kyren Williams,3.950,3.100
2,0:27,,,,,,Timeout #1 by Washington Commanders,,
2,0:27,3,10,WAS 15,0,10,"Matthew Stafford pass incomplete short middle intended for Kyren Williams. Penalty on Daron Payne: Roughing the Passer, 8 yards (accepted) (no play)",3.100,5.600
2,0:23,1,7,WAS 7,0,10,Matthew Stafford scrambles up the middle for 2 yards (tackle by Casey Toohill),5.600,5.150
2,0:17,,,,,,Timeout #2 by Los Angeles Rams,,
2,0:17,2,5,WAS 5,0,10,Matthew Stafford pass complete short middle to Kyren Williams for -4 yards (tackle by Jonathan Allen),5.150,3.360
2,0:11,,,,,,Timeout #3 by Los Angeles Rams,,
2,0:11,3,9,WAS 9,0,10,Matthew Stafford pass incomplete short left intended for Demarcus Robinson,3.360,2.830
2,0:06,4,9,WAS 9,0,13,Lucas Havrisik 27 yard field goal good,2.830,3.000
2,0:03,,,LAR 35,0,13,"Ethan Evans kicks off 36 yards, returned by John Bates for 10 yards (tackle by Ben Skowronek)",0.000,1.270
Quarter,Time,Down,ToGo,Location,WAS,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,0,13,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LAR 25,0,13,Kyren Williams left end for 13 yards (tackle by Percy Butler and John Ridgeway),0.610,1.470
3,14:16,1,10,LAR 38,0,19,"Matthew Stafford pass complete deep left to Cooper Kupp for 62 yards, touchdown",1.470,7.000
3,14:07,,,WAS 15,0,20,Lucas Havrisik kicks extra point good,0.000,0.000
3,14:07,,,LAR 35,0,20,"Ethan Evans kicks off 65 yards, returned by Byron Pringle for 25 yards (tackle by Ben Skowronek)",0.000,0.610
3,14:02,1,10,WAS 25,0,20,Chris Rodriguez right end for 11 yards (tackle by Aaron Donald and Ernest Jones),0.610,1.330
3,13:23,1,10,WAS 36,0,20,Chris Rodriguez right tackle for 8 yards (tackle by Aaron Donald),1.330,1.870
3,12:44,2,2,WAS 44,0,20,Sam Howell pass incomplete short right intended for Terry McLaurin,1.870,1.160
3,12:40,3,2,WAS 44,0,20,Chris Rodriguez up the middle for 7 yards (tackle by Michael Hoecht),1.160,2.320
3,12:06,1,10,LAR 49,0,20,Jonathan Williams left guard for -2 yards (tackle by Bobby Brown),2.320,1.510
3,11:24,2,12,WAS 49,0,20,Sam Howell pass complete short middle to Logan Thomas for 7 yards (tackle by John Johnson),1.510,1.750
3,10:39,3,5,LAR 44,0,20,Sam Howell pass incomplete deep right intended for Terry McLaurin (defended by Ahkello Witherspoon),1.750,0.330
3,10:34,4,5,LAR 44,0,20,"Tress Way punts 36 yards, returned by Austin Trammell for 4 yards (tackle by Christian Holmes and Dyami Brown)",0.330,0.350
3,10:24,1,10,LAR 12,0,20,Kyren Williams up the middle for 3 yards (tackle by K.J. Henry and Khaleke Hudson),-0.350,-0.500
3,10:00,2,7,LAR 15,0,20,Matthew Stafford pass complete short left to Kyren Williams for -6 yards (tackle by Khaleke Hudson),-0.500,-1.770
3,9:32,3,13,LAR 9,0,20,Matthew Stafford pass incomplete short right intended for Tyler Higbee,-1.770,-2.490
3,9:26,4,13,LAR 9,0,20,"Ethan Evans punts 54 yards, returned by Jamison Crowder for 15 yards (tackle by Ben Skowronek)",-2.490,-2.390
3,9:13,1,10,LAR 48,0,20,Sam Howell pass complete short right to Terry McLaurin for 7 yards,2.390,2.790
3,8:47,2,3,LAR 41,0,20,Chris Rodriguez right tackle for no gain (tackle by Bobby Brown),2.790,2.080
3,8:06,3,3,LAR 41,0,20,Sam Howell pass incomplete short middle intended for Logan Thomas (defended by Ernest Jones),2.080,0.530
3,8:01,4,3,LAR 41,0,20,Sam Howell pass complete short right to Terry McLaurin for 17 yards (tackle by Christian Rozeboom),0.530,3.970
3,7:20,1,10,LAR 24,0,20,Sam Howell pass incomplete deep left intended for Dyami Brown,3.970,3.430
3,7:13,2,10,LAR 24,0,20,Chris Rodriguez up the middle for 5 yards (tackle by Larrell Murchison and Jordan Fuller),3.430,3.410
3,6:30,3,5,LAR 19,6,20,"Sam Howell pass complete deep left to Curtis Samuel for 19 yards, touchdown",3.410,7.000
3,6:25,,,LAR 15,7,20,Joey Slye kicks extra point good,0.000,0.000
3,6:25,,,WAS 35,7,20,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,6:25,1,10,LAR 25,7,20,Matthew Stafford pass complete short right to Kyren Williams for 2 yards (tackle by Khaleke Hudson),0.610,0.330
3,5:43,2,8,LAR 27,7,20,Matthew Stafford pass complete short left to Cooper Kupp for 7 yards (tackle by Percy Butler and Cody Barton),0.330,0.560
3,5:00,3,1,LAR 34,7,20,Kyren Williams up the middle for 3 yards (tackle by Khaleke Hudson and Cody Barton),0.560,1.400
3,4:21,1,10,LAR 37,7,20,Matthew Stafford pass complete short left to Davis Allen for 14 yards (tackle by Quan Martin),1.400,2.320
3,3:38,1,10,WAS 49,7,20,Kyren Williams right end for 4 yards (tackle by Cody Barton and Percy Butler),2.320,2.320
3,2:51,2,6,WAS 45,7,20,Kyren Williams right tackle for 3 yards (tackle by Casey Toohill),2.320,2.020
3,2:11,3,3,WAS 42,7,20,Matthew Stafford pass incomplete short right intended for Puka Nacua (defended by Benjamin St-Juste),2.020,0.460
3,2:07,4,3,WAS 42,7,20,"Penalty on LAR: Delay of Game, 5 yards (accepted) (no play)",0.460,0.130
3,2:07,4,8,WAS 47,7,20,Ethan Evans punts 38 yards downed by Ben Skowronek,0.130,0.380
3,1:58,1,10,WAS 9,7,20,Sam Howell scrambles left end for 3 yards (tackle by Bobby Brown and Byron Young),-0.380,-0.560
3,1:18,2,7,WAS 12,7,20,Chris Rodriguez left tackle for 1 yard (tackle by Kobie Turner and Ernest Jones),-0.560,-0.950
3,0:32,3,6,WAS 13,7,20,Sam Howell pass incomplete deep left intended for Terry McLaurin (defended by Ahkello Witherspoon),-0.950,-2.490
3,0:25,4,6,WAS 13,7,20,Tress Way punts 38 yards downed by Dyami Brown,-2.490,-2.190
3,0:16,1,10,LAR 49,7,20,Matthew Stafford pass complete short right to Puka Nacua for 9 yards (tackle by Kendall Fuller),2.190,2.860
Quarter,Time,Down,ToGo,Location,WAS,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,WAS 42,7,20,Matthew Stafford pass complete short middle to Puka Nacua for 18 yards (tackle by Cody Barton and Kamren Curl),2.860,3.970
4,14:20,1,10,WAS 24,7,20,Puka Nacua left end for 1 yard (tackle by Percy Butler),3.970,3.570
4,13:36,,,,,,Timeout #1 by Los Angeles Rams,,
4,13:36,2,9,WAS 23,7,20,Matthew Stafford pass incomplete deep left intended for Kyren Williams,3.570,2.870
4,13:31,3,9,WAS 23,7,26,"Matthew Stafford pass complete deep right to Demarcus Robinson for 23 yards, touchdown",2.870,7.000
4,13:25,,,WAS 2,7,28,"Two Point Attempt: Kyren Williams rushes, conversion succeeds.",1.000,1.000
4,13:25,,,LAR 35,7,28,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
4,13:25,1,10,WAS 25,7,28,Sam Howell pass short middle (defended by Christian Rozeboom) intended for Terry McLaurin is intercepted by John Johnson at WAS-40 and returned for 2 yards (tackle by Terry McLaurin),0.610,-3.050
4,13:12,1,10,WAS 38,7,28,Kyren Williams up the middle for 7 yards (tackle by Kendall Fuller and Percy Butler),3.050,3.450
4,12:31,2,3,WAS 31,7,28,Kyren Williams up the middle for 4 yards (tackle by Jonathan Allen and Jalen Harris),3.450,3.780
4,12:22,1,10,WAS 27,7,28,"Penalty on Alaric Jackson: Unnecessary Roughness / Offense, 15 yards (accepted) (no play)",3.780,2.790
4,12:03,1,10,WAS 42,7,28,Kyren Williams left tackle for 1 yard (tackle by Quan Martin),2.790,2.380
4,11:19,2,9,WAS 41,7,28,Kyren Williams up the middle for 12 yards (tackle by Khaleke Hudson and Percy Butler),2.380,3.640
4,10:42,1,10,WAS 29,7,28,Kyren Williams up the middle for no gain (tackle by Casey Toohill),3.640,3.100
4,9:57,2,10,WAS 29,7,28,Matthew Stafford pass complete short left to Cooper Kupp for 4 yards (tackle by Quan Martin),3.100,2.940
4,9:16,3,6,WAS 25,7,28,Matthew Stafford pass incomplete short right intended for Puka Nacua,2.940,1.830
4,9:10,4,6,WAS 25,7,28,Lucas Havrisik 43 yard field goal no good,1.830,-1.140
4,9:05,1,10,WAS 33,7,28,"Jacoby Brissett scrambles right tackle for 9 yards (tackle by Christian Rozeboom). Penalty on Keir Thomas: Illegal Use of Hands / Defense, 5 yards (accepted)",1.140,2.060
4,8:40,1,10,WAS 47,7,28,Jacoby Brissett pass complete short left to Antonio Gibson for 3 yards (tackle by Quentin Lake),2.060,1.920
4,8:16,2,7,LAR 50,7,28,Jacoby Brissett pass complete short left to Jahan Dotson for 12 yards (tackle by Derion Kendrick),1.920,3.050
4,7:43,1,10,LAR 38,7,28,Jacoby Brissett pass complete short right to Curtis Samuel for 9 yards (tackle by Quentin Lake),3.050,3.720
4,7:24,2,1,LAR 29,13,28,"Jacoby Brissett pass complete deep right to Terry McLaurin for 29 yards, touchdown",3.720,7.000
4,7:17,,,LAR 15,14,28,Joey Slye kicks extra point good,0.000,0.000
4,7:17,,,WAS 35,14,28,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,7:17,1,10,LAR 25,14,28,Royce Freeman left tackle for 3 yards (tackle by K.J. Henry),0.610,0.470
4,6:38,2,7,LAR 28,14,28,Royce Freeman left guard for 3 yards (tackle by K.J. Henry),0.470,0.170
4,5:57,3,4,LAR 31,14,28,Matthew Stafford sacked by Daron Payne for -8 yards,0.170,-1.830
4,5:11,4,12,LAR 23,14,28,"Ethan Evans punts 42 yards, fair catch by Jamison Crowder at WAS-35",-1.830,-1.270
4,5:03,1,10,WAS 35,14,28,Jacoby Brissett pass complete deep right to Terry McLaurin for 16 yards,1.270,2.320
4,4:47,1,10,LAR 49,14,28,"Jacoby Brissett pass complete deep right to Terry McLaurin for 48 yards (tackle by Derion Kendrick). Penalty on Derion Kendrick: Defensive Holding, 5 yards (declined)",2.320,6.970
4,4:47,,,,,,Timeout #2 by Los Angeles Rams,,
4,4:47,1,1,LAR 1,14,28,Chris Rodriguez up the middle for no gain (tackle by Ernest Jones and Christian Rozeboom),6.970,5.910
4,4:06,2,1,LAR 1,14,28,Jacoby Brissett up the middle for no gain (tackle by Jonah Williams and Aaron Donald),5.910,5.170
4,3:18,3,1,LAR 1,14,28,"Jacoby Brissett pass complete short middle to Logan Thomas for no gain, touchdown. Penalty on Logan Thomas: Offensive Pass Interference, 10 yards (accepted) (no play)",5.170,3.120
4,3:14,3,11,LAR 11,14,28,Jacoby Brissett pass complete short middle to Curtis Samuel for 4 yards (tackle by Christian Rozeboom),3.120,2.970
4,2:31,4,7,LAR 7,14,28,"Jacoby Brissett pass incomplete short left intended for Terry McLaurin. Penalty on Derion Kendrick: Defensive Pass Interference, 6 yards (accepted) (no play)",2.970,6.970
4,2:27,1,1,LAR 1,14,28,Chris Rodriguez up the middle for -2 yards (tackle by Ernest Jones),6.970,5.530
4,2:00,2,3,LAR 3,14,28,Jacoby Brissett pass incomplete short middle intended for Curtis Samuel (defended by Quentin Lake),5.530,4.720
4,1:56,3,3,LAR 3,14,28,Jacoby Brissett pass incomplete short right,4.720,3.040
4,1:50,4,3,LAR 3,20,28,"Jacoby Brissett pass complete short middle to Curtis Samuel for 3 yards, touchdown",3.040,7.000
4,1:46,,,LAR 15,20,28,Joey Slye kicks extra point blocked blocked by Cobie Durant,0.000,-1.000
4,1:46,,,WAS 35,20,28,"Joey Slye kicks onside 12 yards, out of bounds",0.000,2.460
4,1:46,1,10,WAS 47,20,28,Kyren Williams left tackle for 8 yards (tackle by Benjamin St-Juste and K.J. Henry),2.460,2.990
4,1:39,,,,,,Timeout #1 by Washington Commanders,,
4,1:39,2,2,WAS 39,20,28,Kyren Williams up the middle for 4 yards (tackle by Phidarian Mathis and Jonathan Allen),2.990,3.250
4,1:34,,,,,,Timeout #2 by Washington Commanders,,
4,1:34,1,10,WAS 35,20,28,Kyren Williams up the middle for 6 yards (tackle by Cody Barton and Quan Martin),3.250,3.510
4,1:29,,,,,,Timeout #3 by Washington Commanders,,
4,1:29,2,4,WAS 29,20,28,Kyren Williams left guard for 2 yards (tackle by Jonathan Allen and Andre Jones),3.510,3.070
4,0:44,,,,,,Timeout #3 by Los Angeles Rams,,
4,0:44,3,2,WAS 27,20,28,Kyren Williams right tackle for 1 yard (tackle by Kendall Fuller and Casey Toohill),3.070,1.890
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
