Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
2,14:52,1,10,GNB 48,0,0,Tiki Barber up the middle for 8 yards (tackle by Cletidus Hunt),2.390,2.930
2,14:20,2,2,GNB 40,0,0,Kurt Warner pass complete to Tiki Barber for 6 yards (tackle by Na'il Diggs),2.930,3.310
2,13:39,1,10,GNB 34,0,0,Tiki Barber left guard for 1 yard (tackle by Aaron Kampman and Kabeer Gbaja-Biamila),3.310,2.910
2,13:03,2,9,GNB 33,0,0,Kurt Warner pass complete to Jim Finn for 6 yards (tackle by Nick Barnett),2.910,3.010
2,12:24,3,3,GNB 27,0,0,Tiki Barber left end for -4 yards (tackle by Na'il Diggs),3.010,1.320
2,11:45,4,7,GNB 31,0,0,Steve Christie 49 yard field goal no good,1.320,-1.530
2,11:40,1,10,GNB 39,0,0,Ahman Green left tackle for 1 yard (tackle by Carlos Emmons and Barrett Green),1.530,1.120
2,11:04,2,9,GNB 40,0,0,Brett Favre pass complete to William Henderson for 4 yards (tackle by Will Allen),1.120,0.960
2,10:22,3,5,GNB 44,0,0,Brett Favre pass complete to Javon Walker for 3 yards (tackle by Brent Alexander),0.960,-0.260
2,9:47,4,2,GNB 47,0,0,"Bryan Barker punts 30 yards, fair catch by Mark Jones",-0.260,-0.480
2,9:40,1,10,NYG 23,0,0,Tiki Barber right end for 4 yards (tackle by Nick Barnett),0.480,0.470
2,8:59,2,6,NYG 27,0,0,Kurt Warner pass complete to Tim Carter for 17 yards (tackle by Michael Hawthorne),0.470,1.860
2,8:36,1,10,NYG 44,0,0,Kurt Warner pass complete to Tim Carter for 6 yards (tackle by Darren Sharper),1.860,2.130
2,8:10,2,4,GNB 50,0,0,Tiki Barber up the middle for 5 yards (tackle by Na'il Diggs and Nick Barnett),2.130,2.590
2,7:30,1,10,GNB 45,0,0,Kurt Warner pass complete to Tiki Barber for 3 yards (tackle by Kenny Peterson),2.590,2.450
2,6:49,2,7,GNB 42,0,0,Tiki Barber right end for 1 yard (tackle by Michael Hawthorne),2.450,1.880
2,6:03,3,6,GNB 41,0,0,Kurt Warner sacked by Kabeer Gbaja-Biamila for 0 yards,1.880,0.530
2,5:52,4,6,GNB 41,0,0,"Jeff Feagles punts 41 yards, touchback",0.530,-0.280
2,5:44,1,10,GNB 20,0,0,Brett Favre pass complete to Javon Walker for 6 yards (tackle by Will Allen),0.280,0.540
2,5:17,2,4,GNB 26,0,0,Ahman Green right tackle for 1 yard (tackle by Gibril Wilson),0.540,-0.030
2,4:35,3,3,GNB 27,0,0,Brett Favre pass incomplete intended for Robert Ferguson (defended by Frank Walker),-0.030,-1.570
2,4:30,4,3,GNB 27,0,0,"Bryan Barker punts 42 yards, returned by Mark Jones for 6 yards (tackle by Michael Hawthorne)",-1.570,-1.400
2,4:20,1,10,NYG 37,0,0,Tiki Barber right tackle for 3 yards (tackle by Darren Sharper),1.400,1.260
2,3:40,2,7,NYG 40,0,0,Kurt Warner sacked by Aaron Kampman for -7 yards,1.260,-0.360
2,3:28,,,,0,0,Timeout #1 by Green Bay Packers,0.000,-0.360
2,3:28,3,14,NYG 33,0,0,Tiki Barber right end for 11 yards (tackle by Mark Roman and Kabeer Gbaja-Biamila),-0.360,-0.460
2,2:44,4,3,NYG 44,0,0,Jeff Feagles punts 53 yards,-0.460,0.380
2,2:33,1,10,GNB 3,0,0,Ahman Green right tackle for 5 yards (tackle by Kevin Lewis and Michael Strahan),-0.380,-0.420
2,2:00,2,5,GNB 8,0,0,Ahman Green right guard for 7 yards (tackle by Kevin Lewis and Brent Alexander),-0.420,-0.220
2,1:23,1,10,GNB 15,0,0,Brett Favre pass incomplete intended for Bubba Franks,-0.220,-0.710
2,1:20,2,10,GNB 15,0,0,Ahman Green right end for 3 yards (tackle by Brent Alexander and Michael Strahan),-0.710,-1.000
2,1:13,,,,0,0,Timeout #2 by New York Giants,0.000,-1.000
2,1:13,3,7,GNB 18,0,0,"Brett Favre pass incomplete intended for Donald Driver. Penalty on Frank Walker: Defensive Holding, 5 yards (no play)",-1.000,0.480
2,1:08,1,10,GNB 23,0,0,Brett Favre pass complete to Antonio Chatman for 9 yards (tackle by Gibril Wilson),0.480,1.150
2,1:04,2,1,GNB 32,0,0,Brett Favre pass complete to Bubba Franks for 14 yards (tackle by Gibril Wilson),1.150,1.990
2,0:46,,,,0,0,Timeout #2 by Green Bay Packers,0.000,1.990
2,0:46,1,10,GNB 46,0,0,Brett Favre pass complete to Tony Fisher for 4 yards (tackle by Gibril Wilson),1.990,1.990
2,0:26,2,6,NYG 50,0,0,Brett Favre pass incomplete intended for Javon Walker is intercepted by Will Allen at NYG-32,1.990,-1.070
2,0:21,1,10,NYG 32,0,0,--,1.070,-1.090
Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,0,0,"Steve Christie kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,GNB 20,0,0,Brett Favre pass complete to Donald Driver for 11 yards (tackle by Will Allen),0.280,1.000
3,14:24,1,10,GNB 31,0,0,Ahman Green left end for 3 yards (tackle by Michael Strahan and Will Allen),1.000,0.870
3,13:41,2,7,GNB 34,0,0,"Brett Favre pass incomplete intended for Donald Driver. Penalty on Will Allen: Defensive Pass Interference, 20 yards (no play)",0.870,2.520
3,13:36,1,10,NYG 46,0,0,Brett Favre pass incomplete intended for William Henderson,2.520,1.980
3,13:33,2,10,NYG 46,0,0,Antonio Chatman up the middle for 4 yards (tackle by Keith Washington),1.980,1.820
3,12:53,3,6,NYG 42,0,0,Brett Favre pass complete to Donald Driver for 9 yards (tackle by Brent Alexander),1.820,3.380
3,12:14,1,10,NYG 33,0,0,Brett Favre pass complete to Donald Driver for 4 yards (tackle by Will Allen),3.380,3.380
3,11:39,2,6,NYG 29,0,0,"Brett Favre pass incomplete. Penalty on Brett Favre: Intentional Grounding (Offsetting), Penalty on William Joseph: Face Mask (5 Yards) (Offsetting) (no play)",3.380,3.380
3,11:31,2,6,NYG 29,0,0,Ahman Green right end for no gain (tackle by Gibril Wilson and Kevin Lewis),3.380,2.680
3,10:57,3,6,NYG 29,0,0,Doug Pederson pass complete to Bubba Franks for 1 yard (tackle by Gibril Wilson),2.680,1.630
3,10:10,4,5,NYG 28,0,6,"Brett Favre pass complete to Javon Walker for 28 yards, touchdown",1.630,7.000
3,,,,NYG 2,0,7,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,GNB 30,0,7,"Ryan Longwell kicks off 47 yards, returned by Jim Finn for 16 yards (tackle by Nick Rogers)",0.000,1.530
3,9:57,1,10,NYG 39,0,7,Kurt Warner pass complete to Amani Toomer for 9 yards (tackle by Michael Hawthorne),1.530,2.200
3,9:22,2,1,NYG 48,6,7,"Tiki Barber right tackle for 52 yards, touchdown",2.200,7.000
3,,,,GNB 2,7,7,Steve Christie kicks extra point good,0.000,0.000
3,,,,NYG 30,7,7,"Steve Christie kicks off 63 yards, returned by Antonio Chatman for 27 yards (tackle by Nick Greisen)",0.000,1.200
3,9:08,1,10,GNB 34,7,7,"Ahman Green left end for 1 yard (tackle by Keith Washington). Penalty on Marco Rivera: Offensive Holding, 10 yards (no play)",1.200,0.540
3,8:43,1,20,GNB 24,7,7,Doug Pederson right end for 6 yards (tackle by Keith Washington),0.540,0.120
3,8:17,2,14,GNB 30,7,7,Doug Pederson pass complete to William Henderson for 24 yards (tackle by Kevin Lewis),0.120,2.520
3,7:34,1,10,NYG 46,7,7,Ahman Green left guard for 5 yards (tackle by Gibril Wilson and Brent Alexander),2.520,2.650
3,6:59,2,5,NYG 41,7,7,Doug Pederson pass incomplete intended for Bubba Franks (defended by William Joseph),2.650,1.950
3,6:57,3,5,NYG 41,7,7,"Doug Pederson pass incomplete intended for Robert Ferguson is intercepted by Frank Walker at NYG-31 and returned for 69 yards. Penalty on Frank Walker: Defensive Pass Interference, 11 yards (no play)",1.950,3.580
3,6:45,1,10,NYG 30,7,7,"Doug Pederson pass incomplete intended for Robert Ferguson. Penalty on Robert Ferguson: Offensive Pass Interference, 10 yards (no play)",3.580,2.920
3,6:39,1,20,NYG 40,7,7,Ahman Green left tackle for -1 yards (tackle by William Joseph),2.920,1.550
3,6:03,2,21,NYG 41,7,7,Doug Pederson pass incomplete intended for Javon Walker (defended by Will Allen),1.550,0.890
3,5:58,3,21,NYG 41,7,7,Doug Pederson pass complete to Tony Fisher for 9 yards (tackle by Gibril Wilson),0.890,1.240
3,5:18,4,12,NYG 32,7,7,"Bryan Barker punts 19 yards, fair catch by Mark Jones",1.240,0.320
3,5:11,1,10,NYG 13,7,7,Tiki Barber right tackle for no gain (tackle by Na'il Diggs and Aaron Kampman),-0.320,-0.770
3,4:33,2,10,NYG 13,7,7,Kurt Warner pass incomplete intended for Jeremy Shockey,-0.770,-1.420
3,4:28,3,10,NYG 13,7,7,"Penalty on Chris Snee: False Start, 5 yards (no play)",-1.420,-2.010
3,4:28,3,15,NYG 8,7,7,Kurt Warner pass incomplete intended for Amani Toomer (defended by Al Harris),-2.010,-2.490
3,4:23,4,15,NYG 8,7,7,"Jeff Feagles punts 54 yards, returned by Antonio Chatman for 14 yards (tackle by Kevin Lewis). Penalty on James Whitley: Personal Foul, 15 yards, Penalty on Jason Horton: Illegal Block Above the Waist (Declined)",-2.490,-0.540
3,4:13,1,10,GNB 24,7,7,"Doug Pederson pass complete to David Martin for 9 yards (tackle by Carlos Emmons). Penalty on Grey Ruegamer: Personal Foul, 15 yards",0.540,-0.910
3,3:57,2,16,GNB 18,7,7,Ahman Green right end for 2 yards (tackle by Michael Strahan and Carlos Emmons),-0.910,-1.220
3,3:14,3,14,GNB 20,7,7,Doug Pederson pass complete to Ahman Green for 17 yards (tackle by Osi Umenyiora),-1.220,1.400
3,2:27,1,10,GNB 37,7,7,Nick Luchey right guard for 4 yards (tackle by Barrett Green and Michael Strahan),1.400,1.400
3,1:45,2,6,GNB 41,7,7,Doug Pederson pass incomplete intended for David Martin (defended by Barrett Green),1.400,0.700
3,1:42,3,6,GNB 41,7,7,Doug Pederson pass incomplete intended for Antonio Chatman,0.700,-0.650
3,1:38,4,6,GNB 41,7,7,"Bryan Barker punts 33 yards, returned by Mark Jones for 1 yard (tackle by Michael Hawthorne)",-0.650,-0.740
3,1:28,1,10,NYG 27,7,7,Kurt Warner pass complete to Amani Toomer for 17 yards (tackle by Al Harris),0.740,1.860
3,1:07,1,10,NYG 44,7,7,"Tiki Barber right tackle for 5 yards (tackle by Darren Sharper and Mark Roman). Penalty on Jason Whittle: Offensive Holding, 10 yards (no play)",1.860,1.200
3,0:44,1,20,NYG 34,7,7,"Kurt Warner pass complete to Jeremy Shockey for 26 yards (tackle by Mark Roman). Penalty on Jeremy Shockey: Taunting, 15 yards",1.200,1.930
3,0:09,1,10,NYG 45,7,7,Kurt Warner pass complete to Tiki Barber for 6 yards (tackle by Nick Barnett),1.930,2.190
Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,GNB 49,7,7,Tiki Barber right guard for 38 yards (tackle by Darren Sharper),2.190,4.840
4,14:35,1,10,GNB 11,7,7,Kurt Warner pass complete to Ike Hilliard for 1 yard (tackle by Michael Hawthorne),4.840,4.320
4,14:02,2,9,GNB 10,7,7,Kurt Warner left end for 9 yards (tackle by Al Harris),4.320,6.970
4,13:24,1,1,GNB 1,7,7,"Penalty on Luke Petitgout: False Start, 5 yards (no play)",6.970,5.830
4,12:58,1,6,GNB 6,7,7,Tiki Barber up the middle for 2 yards (tackle by Na'il Diggs),5.830,5.340
4,12:15,2,4,GNB 4,7,7,Kurt Warner pass incomplete intended for Amani Toomer,5.340,4.490
4,12:11,,,,7,7,Timeout #1 by New York Giants,0.000,4.490
4,12:11,3,4,GNB 4,13,7,"Kurt Warner pass complete to Jeremy Shockey for 4 yards, touchdown",4.490,7.000
4,,,,GNB 2,14,7,Steve Christie kicks extra point good,0.000,0.000
4,,,,NYG 30,14,7,"Steve Christie kicks off 48 yards, returned by Antonio Chatman for 14 yards (tackle by Jim Finn)",0.000,1.330
4,12:03,1,10,GNB 36,14,7,Ahman Green left end for 9 yards (tackle by Carlos Emmons),1.330,2.010
4,11:26,2,1,GNB 45,14,7,"Ahman Green right tackle for 3 yards (tackle by Keith Washington and Carlos Emmons). Penalty on Grey Ruegamer: Offensive Holding, 10 yards (no play)",2.010,0.660
4,11:14,2,11,GNB 35,14,7,Doug Pederson pass incomplete intended for Robert Ferguson (defended by Will Allen),0.660,-0.030
4,11:10,3,11,GNB 35,14,7,Doug Pederson pass incomplete intended for David Martin,-0.030,-1.040
4,11:04,4,11,GNB 35,14,7,"Bryan Barker punts 52 yards, returned by Mark Jones for 9 yards (tackle by Michael Hawthorne)",-1.040,-0.410
4,10:52,1,10,NYG 22,14,7,Kurt Warner pass complete to Jeremy Shockey for 11 yards (tackle by Na'il Diggs),0.410,1.140
4,10:08,1,10,NYG 33,14,7,Tiki Barber up the middle for 4 yards (tackle by Aaron Kampman and Jason Horton),1.140,1.130
4,9:27,2,6,NYG 37,14,7,Tiki Barber right guard for 7 yards (tackle by Aaron Kampman and Na'il Diggs),1.130,1.860
4,8:46,1,10,NYG 44,14,7,Kurt Warner pass complete to Ike Hilliard for 5 yards (tackle by Aaron Kampman),1.860,1.990
4,8:00,2,5,NYG 49,14,7,Ron Dayne right end for 3 yards (tackle by Na'il Diggs),1.990,1.690
4,7:17,3,2,GNB 48,14,7,Kurt Warner pass complete to Ike Hilliard for 14 yards (tackle by Kabeer Gbaja-Biamila),1.690,3.310
4,6:32,1,10,GNB 34,14,7,--,3.310,3.450
4,5:59,2,5,GNB 29,14,7,Kurt Warner pass complete to Amani Toomer for 8 yards (tackle by Mark Roman),3.450,4.170
4,5:18,1,10,GNB 21,14,7,Ron Dayne right tackle for 3 yards (tackle by Kenny Peterson),4.170,4.040
4,4:33,2,7,GNB 18,14,7,Tiki Barber left tackle for 3 yards (tackle by Aaron Kampman),4.040,3.810
4,4:28,,,,14,7,Timeout #1 by Green Bay Packers,0.000,3.810
4,4:28,3,4,GNB 15,14,7,Tiki Barber left tackle for 3 yards (tackle by Cletidus Hunt),3.810,2.780
4,3:50,4,1,GNB 12,14,7,Steve Christie 30 yard field goal no good,2.780,-0.280
4,3:47,1,10,GNB 20,14,7,Doug Pederson pass complete to Bubba Franks for 6 yards (tackle by Carlos Emmons),0.280,0.540
4,3:12,2,4,GNB 26,14,7,Doug Pederson pass incomplete intended for Robert Ferguson,0.540,-0.160
4,3:07,3,4,GNB 26,14,7,Doug Pederson left end for 9 yards (tackle by Terry Cousin),-0.160,1.270
4,2:33,1,10,GNB 35,14,7,Doug Pederson pass incomplete intended for Robert Ferguson,1.270,0.720
4,2:30,2,10,GNB 35,14,7,Doug Pederson pass incomplete intended for Donald Driver is intercepted by Terry Cousin at GNB-47 and returned for 6 yards (tackle by Robert Ferguson),0.720,-2.850
4,2:25,1,10,GNB 41,14,7,Tiki Barber up the middle for -1 yards (tackle by Aaron Kampman and Na'il Diggs),2.850,2.170
4,2:20,,,,14,7,Timeout #2 by Green Bay Packers,0.000,2.170
4,2:20,2,11,GNB 42,14,7,Tiki Barber left tackle for 3 yards (tackle by Aaron Kampman and Cletidus Hunt),2.170,1.880
4,2:11,,,,14,7,Timeout #3 by Green Bay Packers,0.000,1.880
4,2:11,3,8,GNB 39,14,7,Tiki Barber left end for 17 yards (tackle by Nick Barnett),1.880,4.110
4,2:04,,,,14,7,Timeout #2 by New York Giants,0.000,4.110
4,2:04,1,10,GNB 22,14,7,Ron Dayne up the middle for 2 yards (tackle by Na'il Diggs),4.110,3.830
4,2:00,2,8,GNB 20,14,7,Ron Dayne right tackle for 3 yards (tackle by Na'il Diggs and Aaron Kampman),3.830,3.560
4,1:15,3,5,GNB 17,14,7,Ron Dayne left guard for 2 yards (tackle by Nick Barnett),3.560,2.540
4,0:30,,,,14,7,Timeout #3 by New York Giants,0.000,2.540
4,0:26,4,3,GNB 15,14,7,Steve Christie 33 yard field goal no good,2.540,-0.540
4,0:25,1,10,GNB 24,14,7,Doug Pederson pass complete to Ahman Green for 20 yards (tackle by Gibril Wilson),0.540,1.860
4,0:19,1,10,GNB 44,14,7,Doug Pederson pass incomplete intended for Robert Ferguson,1.860,1.320
4,0:15,2,10,GNB 44,14,7,Craig Nall pass complete to Robert Ferguson for 24 yards (tackle by Gibril Wilson),1.320,3.450
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
