Quarter,Time,Down,ToGo,Location,LAR,HOU,Detail,EPB,EPA
1,0:27,4,1,HOU 3,7,0,Matthew Stafford pass incomplete short right intended for Darrell Henderson,,
1,0:23,1,10,HOU 4,7,0,David Johnson up the middle for no gain (tackle by A'Shawn Robinson and Troy Reeder),,
Quarter,Time,Down,ToGo,Location,LAR,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,HOU 4,7,0,Davis Mills pass complete short left to Danny Amendola for no gain. Danny Amendola fumbles (forced by Jalen Ramsey). Danny Amendola fumbles out of bounds,,
2,14:19,3,10,HOU 4,7,0,Davis Mills pass complete short middle to Brevin Jordan for 9 yards (tackle by Ernest Jones),,
2,13:30,4,1,HOU 13,7,0,"Cameron Johnston punts 52 yards, fair catch by Cooper Kupp at LA-35",,
2,13:23,1,10,LAR 35,7,0,Matthew Stafford pass complete short right to Sony Michel for 3 yards (tackle by Kamu Grugier-Hill and Terrance Mitchell),,
2,12:54,2,7,LAR 38,7,0,Matthew Stafford pass complete short left to Sony Michel for 11 yards (tackle by Vernon Hargreaves),,
2,12:07,1,10,LAR 49,7,0,Matthew Stafford pass incomplete short right intended for Robert Woods,,
2,12:02,2,10,LAR 49,7,0,Matthew Stafford pass complete short middle to Robert Woods for 28 yards (tackle by Justin Reid),,
2,11:33,1,10,HOU 23,7,0,"Penalty on DeMarcus Walker: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
2,11:11,1,5,HOU 18,7,0,Sony Michel up the middle for 2 yards (tackle by Jordan Jenkins),,
2,10:30,2,3,HOU 16,7,0,Sony Michel left tackle for 3 yards (tackle by Charles Omenihu),,
2,9:47,1,10,HOU 13,7,0,Sony Michel left guard for 4 yards (tackle by Jordan Jenkins and Tavierre Thomas),,
2,9:03,2,6,HOU 9,7,0,Matthew Stafford pass incomplete short middle intended for Robert Woods (defended by Tavierre Thomas),,
2,8:58,3,6,HOU 9,7,0,Matthew Stafford pass incomplete short middle intended for Cooper Kupp,,
2,8:54,4,6,HOU 9,10,0,Matt Gay 27 yard field goal good,,
2,8:51,,,LAR 35,10,0,"Matt Gay kicks off 65 yards, touchback.",,
2,8:51,1,10,HOU 25,10,0,Scottie Phillips left guard for no gain (tackle by Aaron Donald and Greg Gaines),,
2,8:18,2,10,HOU 25,10,0,Davis Mills pass incomplete short left intended for Scottie Phillips,,
2,8:14,3,10,HOU 25,10,0,Davis Mills pass short left intended for Danny Amendola is intercepted by Ernest Jones at HOU-31 and returned for 19 yards (tackle by Geron Christian),,
2,8:04,1,10,HOU 12,10,0,Darrell Henderson up the middle for 6 yards (tackle by Lonnie Johnson),,
2,7:36,2,4,HOU 6,10,0,Darrell Henderson right guard for 3 yards (tackle by Tavierre Thomas and Roy Lopez),,
2,6:58,3,1,HOU 3,10,0,Darrell Henderson left guard for -2 yards (tackle by Maliek Collins),,
2,6:20,4,3,HOU 5,10,0,"Matthew Stafford pass incomplete short middle intended for Van Jefferson (defended by Vernon Hargreaves). Penalty on Vernon Hargreaves: Defensive Holding, 3 yards (accepted) (no play)",,
2,6:13,1,2,HOU 2,16,0,"Matthew Stafford pass complete short middle to Robert Woods for 2 yards, touchdown",,
2,6:09,,,HOU 15,17,0,Matt Gay kicks extra point good,,
2,6:09,,,LAR 35,17,0,"Matt Gay kicks off 65 yards, touchback.",,
2,6:09,1,10,HOU 25,17,0,Davis Mills pass complete deep right to Nico Collins for 26 yards (tackle by Donte Deayon),,
2,5:29,1,10,LAR 49,17,0,Rex Burkhead pass incomplete short right,,
2,5:23,2,10,LAR 49,17,0,Davis Mills pass complete short left to Jordan Akins for -1 yards (tackle by Jalen Ramsey),,
2,4:42,3,11,LAR 50,17,0,Davis Mills sacked by and Aaron Donald for -7 yards and Greg Gaines for -7 yards,,
2,4:11,4,18,HOU 43,17,0,"Cameron Johnston punts, fair catch by Tutu Atwell at LA-7. Penalty on Neville Hewitt: Offensive Holding, 10 yards (accepted) (no play)",,
2,4:02,4,28,HOU 33,17,0,"Cameron Johnston punts 48 yards, returned by Tutu Atwell for 2 yards (tackle by Tremon Smith)",,
2,3:49,1,10,LAR 21,17,0,Matthew Stafford pass complete short right to Tyler Higbee for 11 yards (tackle by DeMarcus Walker),,
2,3:02,1,10,LAR 32,17,0,Darrell Henderson left end for 4 yards (tackle by Kamu Grugier-Hill),,
2,2:25,2,6,LAR 36,17,0,Matthew Stafford pass complete short left to Cooper Kupp for 52 yards (tackle by Vernon Hargreaves),,
2,2:00,1,10,HOU 12,17,0,Darrell Henderson right end for 6 yards (tackle by Eric Murray and Roy Lopez),,
2,1:17,2,4,HOU 6,17,0,Matthew Stafford pass complete short left to Robert Woods for 5 yards (tackle by Vernon Hargreaves and Justin Reid),,
2,0:39,1,1,HOU 1,17,0,Matthew Stafford pass incomplete short right intended for Van Jefferson,,
2,0:32,2,1,HOU 1,23,0,"Darrell Henderson left guard for 1 yard, touchdown",,
2,0:30,,,HOU 15,24,0,Matt Gay kicks extra point good,,
2,0:30,,,LAR 35,24,0,"Matt Gay kicks off 71 yards, returned by Tremon Smith for 44 yards (tackle by Matt Gay)",,
2,0:23,1,10,HOU 38,24,0,Davis Mills pass incomplete short right,,
2,0:17,2,10,HOU 38,24,0,Davis Mills pass complete to Jordan Akins for 15 yards (tackle by Taylor Rapp and Jordan Fuller),,
2,0:11,,,,,,Timeout #1 by Houston Texans,,
2,0:11,1,10,LAR 47,24,0,"Davis Mills pass short right is intercepted by Donte Deayon at LA-34 and returned for no gain Penalty on Ernest Jones: Illegal Use of Hands / Defense, 5 yards (accepted) . Penalty on Ernest Jones: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",,
2,0:05,,,,,,Timeout #2 by Houston Texans,,
2,0:05,,,,,,Timeout #1 by Los Angeles Rams,,
2,0:05,1,10,LAR 42,24,0,Davis Mills pass complete short right to Nico Collins for 15 yards (tackle by Jordan Fuller),,
2,0:02,,,,,,Timeout #3 by Houston Texans,,
2,0:02,1,10,LAR 27,24,0,Ka'imi Fairbairn 45 yard field goal no good,,
Quarter,Time,Down,ToGo,Location,LAR,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,24,0,"Matt Gay kicks off 65 yards, touchback.",,
3,15:00,1,10,HOU 25,24,0,Davis Mills pass incomplete short right intended for Danny Amendola (defended by Jalen Ramsey),,
3,14:57,2,10,HOU 25,24,0,Scottie Phillips up the middle for 2 yards (tackle by Terrell Lewis),,
3,14:17,3,8,HOU 27,24,0,Davis Mills sacked by and Leonard Floyd for -5 yards and Ernest Jones for -5 yards,,
3,13:39,4,13,HOU 22,24,0,"Cameron Johnston punts 63 yards, returned by Tutu Atwell for no gain (tackle by Tremon Smith)",,
3,13:29,1,10,LAR 15,24,0,Darrell Henderson right tackle for 10 yards (tackle by Justin Reid and Lonnie Johnson),,
3,12:47,1,10,LAR 25,24,0,Robert Woods right end for 4 yards (tackle by Tavierre Thomas),,
3,11:58,2,6,LAR 29,24,0,Matthew Stafford pass incomplete short right intended for Van Jefferson (defended by Terrance Mitchell),,
3,11:53,3,6,LAR 29,24,0,Matthew Stafford pass incomplete short right intended for Robert Woods,,
3,11:49,4,6,LAR 29,24,0,"Johnny Hekker punts 46 yards, fair catch by Danny Amendola at HOU-25",,
3,11:42,1,10,HOU 25,24,0,Davis Mills sacked by and Ogbonnia Okoronkwo for -3 yards and Leonard Floyd for -3 yards,,
3,11:03,2,13,HOU 22,24,0,Davis Mills pass complete short left to Danny Amendola for 3 yards (tackle by Donte Deayon),,
3,10:24,3,10,HOU 25,24,0,Davis Mills sacked by Leonard Floyd for -9 yards,,
3,9:47,4,19,HOU 16,24,0,"Cameron Johnston punts 58 yards, returned by Tutu Atwell for 8 yards (tackle by Kevin Pierre-Louis). Penalty on A.J. Moore: Player Out of Bounds on a Punt, 5 yards (offset) . Penalty on Antoine Brooks: Illegal Block Above the Waist, 10 yards (offset) (no play)",,
3,9:38,4,19,HOU 16,24,0,"Cameron Johnston punts 53 yards, returned by Tutu Atwell for no gain (tackle by Kevin Pierre-Louis). Penalty on Nick Scott: Illegal Block Above the Waist, 10 yards (accepted)",,
3,9:26,1,10,LAR 21,24,0,Matthew Stafford pass complete deep middle to Van Jefferson for 68 yards (tackle by Lonnie Johnson),,
3,8:41,1,10,HOU 11,24,0,Darrell Henderson right tackle for no gain (tackle by Christian Kirksey and Roy Lopez),,
3,7:59,2,10,HOU 11,30,0,"Matthew Stafford pass complete to Cooper Kupp for 11 yards, touchdown",,
3,7:55,,,HOU 15,31,0,Matt Gay kicks extra point good,,
3,7:55,,,LAR 35,31,0,"Matt Gay kicks off 65 yards, touchback.",,
3,7:55,1,10,HOU 25,31,0,Davis Mills sacked by Aaron Donald for -7 yards,,
3,7:15,,,,,,Timeout #1 by Houston Texans,,
3,7:15,2,17,HOU 18,31,0,Phillip Lindsay left tackle for 1 yard (tackle by Greg Gaines and Ogbonnia Okoronkwo),,
3,6:38,3,16,HOU 19,31,0,"Davis Mills aborted snap, recovered by Davis Mills at HOU-14 Davis Mills pass complete short right to David Johnson for -1 yards (tackle by Ernest Jones)",,
3,6:05,4,17,HOU 18,31,0,"Cameron Johnston punts 59 yards, fair catch by Cooper Kupp at LA-23",,
3,5:54,1,10,LAR 23,31,0,Sony Michel up the middle for 5 yards (tackle by Christian Kirksey),,
3,5:14,2,5,LAR 28,31,0,Sony Michel right tackle for 6 yards (tackle by Justin Reid and Zach Cunningham),,
3,4:29,1,10,LAR 34,31,0,Matthew Stafford pass complete deep left to Ben Skowronek for 20 yards (tackle by Justin Reid),,
3,3:52,1,10,HOU 46,31,0,Sony Michel left tackle for 2 yards (tackle by Christian Kirksey and Jordan Jenkins),,
3,3:04,2,8,HOU 44,31,0,Matthew Stafford pass complete short right to Cooper Kupp for 6 yards (tackle by Terrance Mitchell),,
3,2:18,3,2,HOU 38,31,0,Matthew Stafford pass complete short left to Ben Skowronek for 5 yards (tackle by Justin Reid),,
3,1:34,1,10,HOU 33,31,0,Sony Michel left end for 14 yards (tackle by Vernon Hargreaves),,
3,0:49,1,10,HOU 19,31,0,Sony Michel right tackle for 3 yards (tackle by Kamu Grugier-Hill and DeMarcus Walker),,
3,0:10,2,7,HOU 16,37,0,"Robert Woods left end for 16 yards, touchdown",,
3,0:02,,,HOU 15,38,0,Matt Gay kicks extra point good,,
3,0:02,,,LAR 35,38,0,"Matt Gay kicks off 65 yards, touchback.",,
3,0:02,1,10,HOU 25,38,0,Scottie Phillips left tackle for 4 yards (tackle by Donte Deayon),,
Quarter,Time,Down,ToGo,Location,LAR,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,HOU 29,38,0,Davis Mills pass complete short right to Scottie Phillips for 1 yard (tackle by Ernest Jones),,
4,14:21,3,5,HOU 30,38,0,Davis Mills pass incomplete short left intended for Danny Amendola,,
4,14:18,4,5,HOU 30,38,0,"Cameron Johnston punts 59 yards, fair catch by Cooper Kupp at LA-11",,
4,14:11,1,10,LAR 11,38,0,Sony Michel right guard for 3 yards (tackle by Tavierre Thomas and Zach Cunningham),,
4,13:17,2,7,LAR 14,38,0,John Wolford sacked by Jonathan Greenard for -8 yards,,
4,12:42,3,15,LAR 6,38,0,"John Wolford pass complete short right to Ben Skowronek for 5 yards (tackle by Tavierre Thomas and Justin Reid). Penalty on Jacob Harris: Offensive Pass Interference, 10 yards (declined)",,
4,12:15,4,10,LAR 11,38,0,"Johnny Hekker punts 49 yards, fair catch by Tremon Smith at HOU-40",,
4,12:03,1,10,HOU 40,38,0,Davis Mills pass complete short left to Brandin Cooks for 6 yards (tackle by Taylor Rapp),,
4,11:41,2,4,HOU 46,38,0,Davis Mills pass complete short right to Nico Collins for 7 yards (tackle by David Long),,
4,11:07,1,10,LAR 47,38,0,Davis Mills pass incomplete short right intended for Rex Burkhead (defended by Terrell Lewis),,
4,11:03,2,10,LAR 47,38,0,Rex Burkhead left guard for 2 yards (tackle by Troy Reeder and Greg Gaines),,
4,10:33,3,8,LAR 45,38,0,Rex Burkhead left guard for 14 yards (tackle by Ernest Jones),,
4,10:01,1,10,LAR 31,38,0,Davis Mills pass complete short middle to Brandin Cooks for 8 yards (tackle by Ernest Jones),,
4,9:41,2,2,LAR 23,38,0,Rex Burkhead up the middle for 4 yards (tackle by Troy Reeder and Aaron Donald),,
4,9:02,1,10,LAR 19,38,0,Davis Mills pass complete short left to Chris Moore for 8 yards,,
4,8:35,2,2,LAR 11,38,0,Davis Mills pass complete short left to Rex Burkhead for 10 yards (tackle by Troy Reeder),,
4,8:12,1,1,LAR 1,38,6,"Rex Burkhead up the middle for 1 yard, touchdown",,
4,8:08,,,LAR 15,38,7,Ka'imi Fairbairn kicks extra point good,,
4,8:08,,,HOU 35,38,7,"Ka'imi Fairbairn kicks off 62 yards, returned by Cooper Kupp for 8 yards (tackle by Hardy Nickerson)",,
4,8:04,1,10,LAR 11,38,7,Buddy Howell right tackle for 1 yard (tackle by Neville Hewitt and DeMarcus Walker),,
4,7:22,2,9,LAR 12,38,7,John Wolford pass incomplete short right intended for Van Jefferson (defended by Terrance Mitchell),,
4,7:18,3,9,LAR 12,38,7,Buddy Howell up the middle for 3 yards (tackle by Zach Cunningham and Eric Murray),,
4,6:33,4,6,LAR 15,38,7,"Johnny Hekker punts 48 yards, returned by Tremon Smith for 1 yard (tackle by Nick Scott)",,
4,6:23,1,10,HOU 38,38,7,Davis Mills pass complete short left to Nico Collins for 7 yards (tackle by Donte Deayon),,
4,6:02,2,3,HOU 45,38,7,Scottie Phillips left tackle for 4 yards (tackle by Troy Reeder and Ernest Jones),,
4,5:34,1,10,HOU 49,38,7,Davis Mills pass complete short left to Brandin Cooks for 6 yards (tackle by Donte Deayon),,
4,5:08,2,4,LAR 45,38,13,"Davis Mills pass complete deep left to Brandin Cooks for 45 yards, touchdown",,
4,5:00,,,LAR 15,38,14,Ka'imi Fairbairn kicks extra point good,,
4,5:00,,,HOU 35,38,14,"Ka'imi Fairbairn kicks onside 16 yards, recovered by Chris Moore",,
4,4:57,1,10,LAR 50,38,14,Davis Mills pass complete deep left to Chris Conley for 24 yards (tackle by David Long),,
4,4:21,1,10,LAR 26,38,14,Davis Mills pass complete short left to Scottie Phillips for 8 yards (tackle by Troy Reeder),,
4,3:56,2,2,LAR 18,38,14,Scottie Phillips up the middle for 1 yard (tackle by Ogbonnia Okoronkwo),,
4,3:21,3,1,LAR 17,38,14,Davis Mills pass complete short left to Brandin Cooks for 8 yards (tackle by Donte Deayon and Nick Scott),,
4,2:46,1,9,LAR 9,38,14,Davis Mills pass incomplete short left,,
4,2:39,2,9,LAR 9,38,20,"Davis Mills pass complete short left to Brevin Jordan for 9 yards, touchdown",,
4,2:35,,,LAR 2,38,22,"Two Point Attempt: Davis Mills rushes, conversion succeeds.",,
4,2:35,,,HOU 35,38,22,"Ka'imi Fairbairn kicks onside 9 yards, returned by Tyler Higbee for no gain. Penalty on Justin Reid: Offside on Free Kick, 5 yards (accepted)",,
4,2:34,1,10,HOU 39,38,22,Buddy Howell left tackle for 3 yards (tackle by Neville Hewitt),,
4,2:27,,,,,,Timeout #2 by Houston Texans,,
4,2:27,2,7,HOU 36,38,22,"Penalty on David Edwards: False Start, 5 yards (accepted) (no play)",,
4,2:27,2,12,HOU 41,38,22,Buddy Howell left tackle for 4 yards (tackle by Jonathan Greenard),,
4,2:22,,,,,,Timeout #3 by Houston Texans,,
4,2:22,3,8,HOU 37,38,22,Buddy Howell right tackle for no gain (tackle by Zach Cunningham),,
4,2:00,4,8,HOU 37,38,22,Johnny Hekker punts 35 yards downed by Ben Skowronek,,
4,1:52,1,10,HOU 2,38,22,Davis Mills pass complete short left to Rex Burkhead for 9 yards (tackle by Ernest Jones),,
4,1:29,2,1,HOU 11,38,22,Davis Mills pass complete deep left to Brevin Jordan for 23 yards (tackle by Juju Hughes),,
4,1:09,1,10,HOU 34,38,22,Davis Mills pass incomplete short left intended for Brevin Jordan,,
4,1:04,2,10,HOU 34,38,22,Davis Mills pass complete short right to Jordan Akins for 2 yards (tackle by Juju Hughes),,
4,0:44,3,8,HOU 36,38,22,Davis Mills pass complete short right to Rex Burkhead for 8 yards (tackle by Juju Hughes),,
4,0:25,1,10,HOU 44,38,22,Davis Mills pass complete deep middle to Jordan Akins for 31 yards (tackle by Terrell Burgess),,
4,0:04,1,10,LAR 25,38,22,Davis Mills pass incomplete deep right intended for Chris Conley (defended by Donte Deayon),,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
