Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Buccaneers won the coin toss and deferred, Saints to receive the opening kickoff.",,
1,15:00,,,TAM 35,0,0,"Michael Koenen kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,NOR 20,0,0,Pierre Thomas right tackle for 5 yards (tackle by Lavonte David),0.280,0.410
1,14:26,2,5,NOR 25,0,0,Drew Brees pass complete short middle to Lance Moore for 8 yards (tackle by Leonard Johnson),0.410,1.140
1,13:52,1,10,NOR 33,0,0,Drew Brees pass complete short right to Ben Watson for 7 yards (tackle by Leonard Johnson),1.140,1.540
1,13:20,2,3,NOR 40,0,0,Darren Sproles right end for 5 yards (tackle by Adrian Clayborn),1.540,1.930
1,12:44,1,10,NOR 45,0,0,Mark Ingram left guard for 1 yard (tackle by Adrian Clayborn and William Gholston),1.930,1.520
1,12:12,2,9,NOR 46,0,0,Drew Brees pass complete short right to Jimmy Graham for 8 yards (tackle by Leonard Johnson),1.520,1.880
1,11:39,3,1,TAM 46,0,0,Pierre Thomas right guard for no gain (tackle by Lavonte David),1.880,1.880
1,10:59,3,1,TAM 46,0,0,Timeout #1 by New Orleans Saints,1.880,0.200
1,10:59,4,1,TAM 46,0,0,Jed Collins left guard for 2 yards (tackle by Keith Tandy),0.200,2.650
1,10:23,1,10,TAM 44,0,6,"Drew Brees pass complete deep middle to Lance Moore for 44 yards, touchdown. Penalty on Kenny Stills: Unsportsmanlike Conduct, 15 yards",2.650,7.000
1,10:23,,,TAM 2,0,7,Shayne Graham kicks extra point good,0.000,0.000
1,10:23,,,NOR 20,0,7,"Thomas Morstead kicks off 68 yards, returned by Eric Page for 26 yards (tackle by Eric Frampton)",0.000,-1.470
1,10:08,1,10,TAM 38,0,7,Mike Glennon pass incomplete short right intended for Bobby Rainey,1.470,0.920
1,10:03,2,10,TAM 38,0,7,Mike Glennon pass complete short right to Chris Owusu for 5 yards (tackle by Keenan Lewis),0.920,0.890
1,9:27,3,5,TAM 43,0,7,Mike Glennon pass complete short left to Vincent Jackson for 9 yards (tackle by Roman Harper),0.890,2.390
1,8:48,1,10,NOR 48,6,7,"Mike Glennon pass complete deep middle to Tiquan Underwood for 48 yards, touchdown",2.390,7.000
1,8:48,,,NOR 2,7,7,Rian Lindell kicks extra point good,0.000,0.000
1,8:48,,,TAM 35,7,7,"Michael Koenen kicks off 65 yards, touchback",0.000,-0.280
1,8:40,1,10,NOR 20,7,7,"Penalty on Gerald McCoy: Encroachment, 5 yards (no play)",0.280,1.010
1,8:40,1,5,NOR 25,7,7,Darren Sproles right end for -4 yards (tackle by Adrian Clayborn),1.010,-0.130
1,8:02,2,9,NOR 21,7,7,Drew Brees pass complete short left to Marques Colston for 6 yards (tackle by Darrelle Revis),-0.130,-0.030
1,7:23,3,3,NOR 27,7,7,"Penalty on Jimmy Graham: False Start, 5 yards (no play)",-0.030,-0.690
1,6:55,3,8,NOR 22,7,7,Drew Brees pass complete short left to Lance Moore for 9 yards (tackle by Johnthan Banks),-0.690,1.000
1,6:36,1,10,NOR 31,7,7,Drew Brees pass complete deep right to Jimmy Graham for 33 yards (tackle by Keith Tandy),1.000,3.180
1,5:54,1,10,TAM 36,7,7,"Drew Brees pass complete short right to Mark Ingram for 3 yards (tackle by Mason Foster). Penalty on Ben Grubbs: Illegal Block Above the Waist, 10 yards",3.180,2.720
1,5:18,1,17,TAM 43,7,7,Pierre Thomas right tackle for 5 yards (tackle by William Gholston),2.720,2.370
1,4:43,2,12,TAM 38,7,7,Drew Brees pass complete short right to Darren Sproles for 24 yards (tackle by Leonard Johnson),2.370,4.650
1,3:58,1,10,TAM 14,7,7,Mark Ingram right end for 4 yards,4.650,4.710
1,3:13,2,6,TAM 10,7,13,"Drew Brees pass complete short middle to Jimmy Graham for 10 yards, touchdown",4.710,7.000
1,3:13,,,TAM 2,7,14,Shayne Graham kicks extra point good,0.000,0.000
1,3:13,,,NOR 35,7,14,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
1,3:08,1,10,TAM 20,7,14,"Penalty on Brian Leonard: False Start, 5 yards (no play)",0.280,-0.310
1,3:08,1,15,TAM 15,7,14,Mike Glennon pass complete short middle to Tim Wright for 10 yards (tackle by David Hawthorne),-0.310,0.410
1,2:29,2,5,TAM 25,7,14,Brian Leonard left end for 4 yards (tackle by Roman Harper),0.410,0.230
1,1:47,3,1,TAM 29,7,14,Brian Leonard left end for 2 yards (tackle by Parys Haralson),0.230,1.000
