Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Daniel Bellinger,NYG,5,4,43,0,2,28,7.0,15,3.8,6.2,0,,1,20.0,0,102.5
Saquon Barkley,NYG,6,3,4,0,0,-3,-1.0,7,2.3,6.0,0,,0,0.0,1,16.7
Wan'Dale Robinson,NYG,7,3,16,0,,-8,-2.7,24,8.0,9.6,1,3.0,1,14.3,0,50.3
Darius Slayton,NYG,3,3,90,1,3,53,17.7,37,12.3,17.7,1,3.0,0,0.0,0,158.3
Darren Waller,NYG,5,2,32,0,2,27,13.5,5,2.5,10.6,0,,0,0.0,0,62.1
Matt Breida,NYG,1,1,3,0,,-5,-5.0,8,8.0,-5.0,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Dallas Goedert,PHI,9,7,71,0,4,35,5.0,36,5.1,4.9,0,,1,11.1,1,60.0
A.J. Brown,PHI,11,6,80,0,4,67,11.2,13,2.2,9.5,2,3.0,1,9.1,0,77.8
DeVonta Smith,PHI,5,4,79,1,3,28,7.0,51,12.8,6.8,2,2.0,0,0.0,0,158.3
Kenneth Gainwell,PHI,3,3,38,0,3,-7,-2.3,45,15.0,-2.3,0,,0,0.0,0,118.7
Grant Calcaterra,PHI,2,2,21,0,2,2,1.0,19,9.5,1.0,1,2.0,0,0.0,0,110.4
Britain Covey,PHI,1,1,7,0,,-3,-3.0,10,10.0,-3.0,0,,0,0.0,0,95.8
Julio Jones,PHI,4,1,5,0,,0,0.0,5,5.0,7.0,0,,0,0.0,0,39.6
Olamide Zaccheaus,PHI,1,0,0,0,,0,,0,,-5.0,0,,0,0.0,0,39.6
