Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
1,0:12,2,1,GNB 1,7,7,Matt Forte left tackle for no gain (tackle by Sam Shields),5.910,5.170
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,GNB 1,7,7,Jay Cutler pass incomplete short left intended for Martellus Bennett. Penalty on Ha Ha Clinton-Dix: Defensive Pass Interference (no play),5.170,6.970
2,14:57,1,1,GNB 1,7,7,"Penalty on Kyle Long: False Start, 4 yards (no play)",6.970,6.060
2,14:57,1,5,GNB 5,7,7,Jay Cutler pass incomplete short right intended for Alshon Jeffery (defended by Sam Shields),6.060,5.150
2,14:53,2,5,GNB 5,7,7,Matt Forte left guard for no gain (tackle by Julius Peppers),5.150,4.260
2,14:07,3,5,GNB 5,7,7,Jay Cutler pass incomplete short middle intended for Alshon Jeffery,4.260,3.010
2,14:02,4,5,GNB 5,7,10,Robbie Gould 23 yard field goal good,3.010,3.000
2,14:02,,,CHI 35,7,10,"Robbie Gould kicks off 63 yards, returned by DuJuan Harris for 20 yards (tackle by Khaseem Greene)",0.000,-0.410
2,13:52,1,10,GNB 22,7,10,Aaron Rodgers pass complete deep right to Jordy Nelson for 23 yards (tackle by Chris Conte),0.410,1.930
2,13:29,1,10,GNB 45,7,10,Aaron Rodgers pass incomplete short left intended for Randall Cobb,1.930,1.380
2,13:25,2,10,GNB 45,7,10,Eddie Lacy left tackle for 2 yards (tackle by D.J. Williams),1.380,0.960
2,12:44,3,8,GNB 47,7,10,Aaron Rodgers pass complete short middle to Jordy Nelson for 15 yards (tackle by Ryan Mundy),0.960,3.050
2,12:15,1,10,CHI 38,7,10,Eddie Lacy left tackle for 5 yards (tackle by Lance Briggs),3.050,3.180
2,11:51,2,5,CHI 33,7,10,Aaron Rodgers pass complete short right to Randall Cobb for 3 yards (tackle by D.J. Williams),3.180,2.870
2,11:26,3,2,CHI 30,7,10,"Eddie Lacy right end for no gain (tackle by Lance Briggs). Penalty on D.J. Williams: Unnecessary Roughness, 15 yards",2.870,4.580
2,10:56,1,10,CHI 15,7,10,Aaron Rodgers pass complete short left to Randall Cobb for 12 yards (tackle by Kyle Fuller),4.580,6.510
2,10:18,1,3,CHI 3,7,10,Aaron Rodgers pass incomplete short left intended for Jordy Nelson,6.510,5.530
2,10:15,2,3,CHI 3,13,10,"Aaron Rodgers pass complete short left to Jordy Nelson for 3 yards, touchdown",5.530,7.000
2,10:15,,,CHI 2,14,10,Mason Crosby kicks extra point good,0.000,0.000
2,10:15,,,GNB 35,14,10,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
2,10:11,1,10,CHI 20,14,10,"Jay Cutler pass complete short left to Alshon Jeffery for 13 yards (tackle by Tramon Williams). Jay Cutler fumbles, recovered by Jay Cutler at CHI-15",0.280,1.140
2,9:24,1,10,CHI 33,14,10,Jay Cutler pass complete short middle to Brandon Marshall for 13 yards (tackle by Sam Shields),1.140,1.990
2,8:54,1,10,CHI 46,14,10,Jay Cutler pass complete short middle to Matt Forte for 1 yard (tackle by A.J. Hawk),1.990,1.590
2,8:13,2,9,CHI 47,14,10,Matt Forte right guard for 2 yards (tackle by Jamari Lattimore),1.590,1.160
2,7:34,3,7,CHI 49,14,10,Jay Cutler pass complete short right to Martellus Bennett for 23 yards (tackle by Morgan Burnett),1.160,3.710
2,6:44,1,10,GNB 28,14,10,Ka'Deem Carey right tackle for 4 yards (tackle by Casey Hayward),3.710,3.710
2,6:44,2,6,GNB 24,14,10,"Penalty on GNB: Illegal Substitution, 5 yards (no play)",3.710,4.420
2,5:56,2,1,GNB 19,14,10,Matt Forte right tackle for no gain (tackle by Jamari Lattimore and A.J. Hawk),4.420,3.720
2,5:12,3,1,GNB 19,14,10,Matt Forte left tackle for 4 yards (tackle by A.J. Hawk),3.720,4.580
2,4:31,1,10,GNB 15,14,10,Jay Cutler pass complete short middle to Martellus Bennett for 7 yards (tackle by Casey Hayward),4.580,5.220
2,3:57,2,3,GNB 8,14,16,"Jay Cutler pass complete short left to Alshon Jeffery for 8 yards, touchdown",5.220,7.000
2,3:57,,,GNB 2,14,17,Robbie Gould kicks extra point good,0.000,0.000
2,3:57,,,CHI 35,14,17,"Robbie Gould kicks onside 26 yards, recovered by Sean Richardson",0.000,-1.530
2,3:46,1,10,GNB 39,14,17,Aaron Rodgers pass complete short right to Davante Adams for 15 yards (tackle by Isaiah Frey),1.530,2.520
2,3:10,1,10,CHI 46,14,17,Eddie Lacy left guard for 9 yards (tackle by Jonathan Bostic),2.520,3.190
2,2:45,2,1,CHI 37,14,17,Aaron Rodgers pass complete short left to Jordy Nelson for 1 yard (tackle by Kyle Fuller and Isaiah Frey),3.190,3.180
2,2:01,1,10,CHI 36,14,17,Aaron Rodgers pass complete short left to Eddie Lacy for 11 yards (tackle by Ryan Mundy),3.180,3.910
2,1:54,1,10,CHI 25,14,17,Aaron Rodgers pass incomplete short right intended for Eddie Lacy,3.910,3.360
2,1:50,2,10,CHI 25,14,17,Eddie Lacy left tackle for 3 yards (tackle by Willie Young),3.360,3.070
2,1:10,3,7,CHI 22,20,17,"Aaron Rodgers pass complete deep right to Randall Cobb for 22 yards, touchdown",3.070,7.000
2,1:10,,,CHI 2,20,17,"Mason Crosby kicks extra point good. Penalty on Datone Jones: Offensive Holding, 10 yards (no play)",0.000,-1.000
2,1:10,,,CHI 2,21,17,Mason Crosby kicks extra point good,0.000,0.000
2,1:10,,,GNB 35,21,17,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
2,1:03,1,10,CHI 20,21,17,Matt Forte right guard for 13 yards (tackle by Ha Ha Clinton-Dix),0.280,0.280
2,0:56,1,10,CHI 20,21,17,Timeout #1 by Chicago Bears,0.280,1.140
2,0:56,1,10,CHI 33,21,17,Matt Forte right guard for 5 yards (tackle by Datone Jones),1.140,1.270
2,0:36,2,5,CHI 38,21,17,Jay Cutler pass complete deep left to Martellus Bennett for 26 yards (tackle by Morgan Burnett),1.270,1.270
2,0:26,2,5,CHI 38,21,17,Timeout #2 by Chicago Bears,1.270,3.180
2,0:26,1,10,GNB 36,21,17,Jay Cutler pass incomplete deep left intended for Alshon Jeffery (defended by Sam Shields),3.180,2.640
2,0:21,2,10,GNB 36,21,17,Jay Cutler pass complete deep left to Martellus Bennett for 27 yards (tackle by Micah Hyde),2.640,2.640
2,0:14,2,10,GNB 36,21,17,Timeout #3 by Chicago Bears,2.640,5.140
2,0:14,1,9,GNB 9,21,17,Jay Cutler pass incomplete short left intended for Brandon Marshall,5.140,4.380
2,0:09,2,9,GNB 9,21,17,"Jay Cutler pass complete short middle to Martellus Bennett for 8 yards (tackle by Ha Ha Clinton-Dix). Penalty on Kyle Long: Unnecessary Roughness, 15 yards",4.380,5.170
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 20,21,17,"Robbie Gould kicks off 75 yards, returned by Micah Hyde for 25 yards (tackle by Demontre Hurst)",0.000,-0.940
3,14:53,1,10,GNB 30,21,17,Eddie Lacy left guard for 3 yards (tackle by Ego Ferguson),0.940,0.800
3,14:22,2,7,GNB 33,21,17,Aaron Rodgers left end for 8 yards (tackle by Ryan Mundy),0.800,1.660
3,13:49,1,10,GNB 41,21,17,Aaron Rodgers pass incomplete short middle intended for Davante Adams,1.660,1.120
3,13:45,2,10,GNB 41,21,17,Aaron Rodgers pass complete deep right to Randall Cobb for 22 yards (tackle by Chris Conte),1.120,3.120
3,13:18,1,10,CHI 37,21,17,Eddie Lacy right end for 3 yards (tackle by Willie Young and Will Sutton),3.120,2.980
3,12:56,2,7,CHI 34,21,17,"Aaron Rodgers pass incomplete deep right intended for Andrew Quarless. Penalty on CHI: Defensive 12 On-field, 5 yards (no play)",2.980,3.650
3,12:55,2,2,CHI 29,21,17,"Eddie Lacy left guard for 7 yards (tackle by Kyle Fuller). Penalty on Corey Linsley: Offensive Holding, 10 yards (no play)",3.650,2.300
3,12:36,2,12,CHI 39,21,17,Aaron Rodgers pass complete short left to Randall Cobb for 5 yards (tackle by Kyle Fuller),2.300,2.280
3,11:49,3,7,CHI 34,21,17,"Aaron Rodgers pass complete deep left to Davante Adams for 34 yards. Penalty on Corey Linsley: Offensive Holding, 10 yards (no play)",2.280,0.960
3,11:40,3,17,CHI 44,21,17,Aaron Rodgers pass complete short right to Jordy Nelson for 9 yards (tackle by Jonathan Bostic),0.960,0.970
3,11:02,4,8,CHI 35,24,17,Mason Crosby 53 yard field goal good,0.970,3.000
3,11:02,,,GNB 35,24,17,"Mason Crosby kicks off 72 yards, returned by Rashad Ross for 22 yards (tackle by Brandon Bostick)",0.000,0.220
3,10:51,1,10,CHI 15,24,17,Jay Cutler pass complete short right to Matt Forte for 25 yards (tackle by A.J. Hawk),-0.220,1.600
3,10:06,1,10,CHI 40,24,17,Ka'Deem Carey left guard for 6 yards (tackle by A.J. Hawk),1.600,1.860
3,9:30,2,4,CHI 46,24,17,Matt Forte left guard for 19 yards (tackle by Micah Hyde),1.860,3.250
3,8:46,1,10,GNB 35,24,17,Jay Cutler pass incomplete deep left intended for Brandon Marshall,3.250,2.700
3,8:39,2,10,GNB 35,24,17,Matt Forte right tackle for 9 yards (tackle by A.J. Hawk),2.700,3.200
3,8:19,3,1,GNB 26,24,17,Jay Cutler right guard for 2 yards (tackle by Morgan Burnett),3.200,3.970
3,7:39,1,10,GNB 24,24,17,Jay Cutler pass incomplete short right intended for Josh Morgan is intercepted by Clay Matthews at GNB-25 and returned for 40 yards,3.970,-3.250
3,7:29,1,10,CHI 35,24,17,Eddie Lacy left tackle for 6 yards (tackle by Ryan Mundy),3.250,3.510
3,6:51,2,4,CHI 29,24,17,Eddie Lacy left tackle for 2 yards (tackle by Jonathan Bostic),3.510,3.070
3,6:09,3,2,CHI 27,24,17,Aaron Rodgers pass complete short right to Jordy Nelson for 15 yards (tackle by Tim Jennings),3.070,4.780
3,5:25,1,10,CHI 12,24,17,Eddie Lacy left guard for 1 yard (tackle by Will Sutton),4.780,4.270
3,4:39,2,9,CHI 11,24,17,Aaron Rodgers pass incomplete short left intended for Randall Cobb,4.270,3.290
3,4:35,3,9,CHI 11,30,17,"Aaron Rodgers pass complete short right to Jordy Nelson for 11 yards, touchdown",3.290,7.000
3,4:35,,,CHI 2,31,17,Mason Crosby kicks extra point good,0.000,0.000
3,4:35,,,GNB 35,31,17,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
3,4:28,1,10,CHI 20,31,17,"Alshon Jeffery left end for 12 yards (tackle by Davon House). Alshon Jeffery fumbles (forced by Davon House), ball out of bounds at CHI-32",0.280,1.070
3,3:53,1,10,CHI 32,31,17,Jay Cutler pass complete short right to Alshon Jeffery for 9 yards (tackle by Tramon Williams),1.070,1.740
3,3:27,2,1,CHI 41,31,17,Matt Forte right guard for 2 yards (tackle by Mike Neal),1.740,1.800
3,2:49,1,10,CHI 43,31,17,Matt Forte right guard for 3 yards (tackle by Jayrone Elliott),1.800,1.660
3,2:13,2,7,CHI 46,31,17,Jay Cutler pass complete short middle to Martellus Bennett for 9 yards (tackle by Morgan Burnett),1.660,2.590
3,1:48,1,10,GNB 45,31,17,Jay Cutler pass incomplete deep right intended for Brandon Marshall is intercepted by Sam Shields at GNB-27 and returned for 62 yards,2.590,-4.840
3,1:33,1,10,CHI 11,31,17,Eddie Lacy right guard for 3 yards (tackle by Ryan Mundy),4.840,4.700
3,0:53,2,7,CHI 8,31,17,Aaron Rodgers sacked by Ego Ferguson for 0 yards,4.700,4.700
3,0:10,2,7,CHI 8,31,17,Timeout #1 by Green Bay Packers,4.700,3.760
3,0:10,3,7,CHI 8,31,17,Aaron Rodgers pass complete short right to Davante Adams for 3 yards (tackle by Tim Jennings),3.760,3.010
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,4,CHI 5,31,17,"Mason Crosby 23 yard field goal good. Penalty on Jonathan Bostic: Defensive Holding, 2 yards (no play)",3.010,6.510
4,14:56,1,3,CHI 3,37,17,"Aaron Rodgers pass complete short left to Randall Cobb for 3 yards, touchdown",6.510,7.000
4,14:56,,,CHI 2,38,17,Mason Crosby kicks extra point good,0.000,0.000
4,14:56,,,GNB 35,38,17,"Mason Crosby kicks off 72 yards, returned by Rashad Ross for 21 yards (tackle by Jarrett Bush)",0.000,0.280
4,14:47,1,10,CHI 14,38,17,Matt Forte left tackle for 5 yards (tackle by Morgan Burnett),-0.280,-0.040
4,14:07,2,5,CHI 19,38,17,Jay Cutler pass complete short left to Josh Morgan for 6 yards (tackle by Sam Shields),-0.040,0.610
4,13:36,1,10,CHI 25,38,17,Jay Cutler pass incomplete short right intended for Matt Forte,0.610,0.060
4,13:31,2,10,CHI 25,38,17,Matt Forte left guard for 4 yards (tackle by Nick Perry),0.060,0.060
4,12:58,2,10,CHI 25,38,17,Timeout #2 by Green Bay Packers,0.060,-0.100
4,12:58,3,6,CHI 29,38,17,Jay Cutler pass complete short middle to Martellus Bennett for 10 yards (tackle by Ha Ha Clinton-Dix),-0.100,1.530
4,12:32,1,10,CHI 39,38,17,Jay Cutler pass complete short middle to Matt Forte for 15 yards (tackle by Jamari Lattimore),1.530,2.520
4,12:06,1,10,GNB 46,38,17,Jay Cutler pass incomplete deep right intended for Dante Rosario,2.520,2.520
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
4,12:06,1,10,GNB 46,38,17,Timeout #1 by Chicago Bears,2.520,1.980
4,12:02,2,10,GNB 46,38,17,Jay Cutler pass complete short middle to Martellus Bennett for 9 yards (tackle by Jamari Lattimore and Casey Hayward),1.980,2.480
4,11:32,3,1,GNB 37,38,17,Jay Cutler sacked by Datone Jones for -4 yards,2.480,0.530
4,10:49,4,5,GNB 41,38,17,Jay Cutler pass incomplete short right intended for Martellus Bennett,0.530,-1.660
4,10:44,1,10,GNB 41,38,17,Eddie Lacy left tackle for 1 yard (tackle by Willie Young),1.660,1.260
4,10:01,2,9,GNB 42,38,17,Eddie Lacy right tackle for 10 yards (tackle by Will Sutton),1.260,2.390
4,9:15,1,10,CHI 48,38,17,Eddie Lacy left tackle for no gain (tackle by Lance Briggs),2.390,1.850
4,8:34,2,10,CHI 48,38,17,Aaron Rodgers pass complete deep middle to Randall Cobb for 46 yards (tackle by Tim Jennings),1.850,6.740
4,7:44,1,2,CHI 2,38,17,Eddie Lacy right guard for 1 yard (tackle by Ryan Mundy),6.740,5.910
4,6:58,2,1,CHI 1,38,17,"Eddie Lacy left end for 1 yard. Penalty on Andrew Quarless: Offensive Holding, 10 yards (no play)",5.910,4.020
4,6:53,2,11,CHI 11,38,17,Eddie Lacy left end for -3 yards (tackle by Willie Young),4.020,3.000
4,6:05,3,14,CHI 14,38,17,"Aaron Rodgers pass complete short left to Eddie Lacy for 7 yards (tackle by Chris Conte). Penalty on David Bakhtiari: Offensive Holding, 10 yards (no play)",3.000,1.820
4,5:37,3,24,CHI 24,38,17,Aaron Rodgers pass complete short right to Jordy Nelson for 4 yards (tackle by Tim Jennings),1.820,2.120
4,4:52,4,20,CHI 20,38,17,"Mason Crosby 38 yard field goal no good, blocked by Willie Young",2.120,-0.810
4,4:47,1,10,CHI 28,38,17,Ka'Deem Carey right tackle for 13 yards (tackle by Morgan Burnett),0.810,1.660
4,4:13,1,10,CHI 41,38,17,Jimmy Clausen pass complete short right to Josh Morgan for 9 yards (tackle by Morgan Burnett),1.660,2.340
4,3:39,2,1,,38,17,Ka'Deem Carey right tackle for 5 yards (tackle by Morgan Burnett and Mike Pennel),2.340,2.590
4,3:04,1,10,GNB 45,38,17,Ka'Deem Carey right end for 2 yards (tackle by Tramon Williams),2.590,2.310
4,2:30,2,8,GNB 43,38,17,Ka'Deem Carey left guard for 8 yards (tackle by A.J. Hawk),2.310,3.250
4,2:07,1,10,GNB 35,38,17,Ka'Deem Carey right guard for 1 yard (tackle by Morgan Burnett),3.250,2.840
4,2:00,2,9,GNB 34,38,17,Ka'Deem Carey right tackle for 2 yards (tackle by Morgan Burnett),2.840,2.410
4,1:27,3,7,GNB 32,38,17,Ka'Deem Carey left guard for 4 yards (tackle by Mike Pennel),2.410,1.680
4,0:50,4,3,GNB 28,38,17,Ka'Deem Carey left end for 6 yards (tackle by Jarrett Bush),1.680,4.110
4,0:24,1,10,GNB 22,38,17,Ka'Deem Carey left tackle for 2 yards (tackle by Sean Richardson),4.110,3.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
