Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alvin Kamara,NOR,22,80,1,5,52,2.4,28,1.3,0,
Kendre Miller,NOR,12,37,0,0,8,0.7,29,2.4,1,12.0
Taysom Hill,NOR,3,19,0,1,8,2.7,11,3.7,1,3.0
Jameis Winston,NOR,3,-4,0,,-4,-1.3,0,0.0,0,
Derek Carr,NOR,2,4,0,0,4,2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ezekiel Elliott,NWE,8,21,0,1,9,1.1,12,1.5,0,
Rhamondre Stevenson,NWE,8,24,0,,10,1.3,14,1.8,0,
Mac Jones,NWE,1,0,0,0,0,0.0,0,0.0,0,
Ty Montgomery,NWE,1,0,0,,0,0.0,0,0.0,0,
