#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,TEN 20,6,2:57,25,Punt
2,1,9:12,TEN 19,11,6:04,81,Touchdown
3,1,1:04,TEN 42,3,1:47,-3,Punt
4,2,12:33,TEN 49,8,3:51,51,Touchdown
5,2,7:37,TEN 20,4,2:07,11,Punt
6,2,1:55,TEN 24,4,0:26,76,Touchdown
7,2,0:39,TEN 28,4,0:36,50,Missed FG
8,3,12:32,TEN 11,5,3:32,13,Punt
9,3,7:28,TEN 29,3,1:01,-7,Fumble
10,3,4:30,TEN 48,6,3:00,21,Interception
11,3,0:46,TEN 34,12,3:53,66,Touchdown
12,4,9:15,TEN 20,8,3:22,62,Downs
13,4,3:39,TEN 20,9,2:18,80,Touchdown
14,4,0:17,TEN 12,1,0:09,-12,Safety
