Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Eddie Berlin,TEN,0,0,,0,0,3,20,6.7,0,0
Derrick Mason,TEN,0,0,,0,0,1,-1,-1.0,0,0
Jason McAddley,TEN,5,152,30.4,0,0,0,0,,0,0
Michael Waddell,TEN,,,,,,0,18,,0,
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Phillip Buchanon,OAK,0,0,,0,0,1,-2,-2.0,0,0
Doug Gabriel,OAK,3,36,12.0,0,0,0,0,,0,0
J.R. Redmond,OAK,2,34,17.0,0,0,0,0,,0,0
