Quarter,Time,Tm,Detail,WAS,DAL
1.0,7:52,Redskins,Chris Cooley 19 yard pass from Jason Campbell (Shaun Suisham kick),7,0
2.0,1:16,Cowboys,Terrell Owens 4 yard pass from Tony Romo (Nick Folk kick),7,7
,0:00,Redskins,Shaun Suisham 45 yard field goal,10,7
3.0,2:09,Cowboys,Terrell Owens 31 yard pass from Tony Romo (Nick Folk kick),10,14
,0:00,Redskins,Shaun Suisham 39 yard field goal,13,14
4.0,11:32,Cowboys,Terrell Owens 46 yard pass from Tony Romo (Nick Folk kick),13,21
,9:58,Redskins,Shaun Suisham 44 yard field goal,16,21
,7:50,Cowboys,Terrell Owens 52 yard pass from Tony Romo (Nick Folk kick),16,28
,3:45,Redskins,Santana Moss 5 yard pass from Jason Campbell (Shaun Suisham kick),23,28
