Quarter,Time,Down,ToGo,Location,CHI,STL,Detail,EPB,EPA
2,6:20,,,CHI 30,6,7,"Paul Edinger kicks off 57 yards, returned by Terrence Wilkins for 30 yards (tackle by Michael Green). Penalty on Don Davis: Offensive Holding, 10 yards",0.000,-1.410
2,6:20,4,7,STL 30,6,7,--,1.410,-0.040
2,6:09,1,10,STL 18,6,7,Marc Bulger pass complete to Lamar Gordon for 6 yards (tackle by Bobbie Howard),0.040,0.410
2,5:27,2,4,STL 24,6,7,Lamar Gordon right end for 7 yards (tackle by R.W. McQuarters),0.410,1.000
2,4:45,1,10,STL 31,6,7,Marc Bulger pass incomplete intended for Ernie Conwell,1.000,0.460
,,,,,,,"CHI challenged the ruling, and the original play was overturned.",,
2,4:22,2,10,STL 31,6,7,Marc Bulger pass incomplete intended for Torry Holt,0.460,-0.230
2,4:17,3,10,STL 31,6,7,"Penalty on Adam Timmerman: False Start, 5 yards (no play)",-0.230,-0.890
2,4:17,3,10,STL 31,,,Timeout #1 by Los Angeles Rams,-0.230,-0.890
2,4:17,3,15,STL 26,6,7,Marc Bulger pass incomplete intended for Isaac Bruce is intercepted by Mike Brown at CHI-27,-0.890,-0.740
2,4:08,1,10,CHI 27,6,7,Anthony Thomas right end for 4 yards (tackle by Adam Archuleta and Damione Lewis),0.740,0.740
2,3:29,2,6,CHI 31,6,7,Anthony Thomas right tackle for 4 yards (tackle by Leonard Little),0.740,0.560
2,2:48,3,2,CHI 35,6,7,Anthony Thomas right tackle for 3 yards (tackle by Jamie Duncan),0.560,1.470
2,2:07,1,10,CHI 38,6,7,Marty Booker pass incomplete intended for Marcus Robinson,1.470,0.920
2,2:00,2,10,CHI 38,6,7,Chris Chandler pass complete to John Davis for 9 yards (tackle by Dexter McCleon),0.920,1.420
2,1:50,2,10,CHI 38,,,Timeout #1 by Chicago Bears,0.920,1.420
2,1:50,3,1,CHI 47,6,7,Leon Johnson left guard for no gain (tackle by Ryan Pickett),1.420,-0.260
2,1:39,3,1,CHI 47,,,Timeout #2 by Los Angeles Rams,1.420,-0.260
2,1:39,4,1,CHI 47,6,7,"Brad Maynard punts 34 yards, fair catch by Terrence Wilkins",-0.260,-0.150
2,1:28,1,10,STL 19,6,7,Marc Bulger pass complete to Troy Edwards for 9 yards (tackle by R.W. McQuarters),0.150,0.880
2,1:11,2,1,STL 28,6,7,Marc Bulger pass complete to Isaac Bruce for 33 yards (tackle by Todd McMillon),0.880,2.980
2,1:02,1,10,CHI 39,6,7,"Penalty on Rosevelt Colvin: Defensive Offside, 5 yards (no play)",2.980,3.710
2,1:02,1,5,CHI 34,6,7,"Marc Bulger pass incomplete intended for Torry Holt. Penalty on Torry Holt: Offensive Pass Interference, 10 yards (no play)",3.710,2.650
2,0:55,1,15,CHI 44,6,7,Marc Bulger pass complete to Torry Holt for 22 yards (tackle by Todd McMillon),2.650,4.110
2,0:49,1,10,CHI 22,6,13,"Marc Bulger pass complete to Lamar Gordon for 22 yards, touchdown. Penalty on Alfonso Boone: Defensive Offside (Declined)",4.110,7.000
2,0:49,,,CHI 22,6,14,Jeff Wilkins kicks extra point good,0.000,0.000
2,0:49,,,STL 30,6,14,"Jeff Wilkins kicks off 73 yards, returned by Ahmad Merritt for 35 yards (tackle by Chad Cota)",0.000,1.070
2,0:37,1,10,CHI 32,6,14,Chris Chandler pass complete to Marty Booker for 5 yards (tackle by James Whitley),1.070,1.200
2,0:31,1,10,CHI 32,,,Timeout #2 by Chicago Bears,1.070,1.200
2,0:31,2,5,CHI 37,6,14,Chris Chandler sacked by James Whitley for -7 yards,1.200,1.200
2,0:31,2,5,CHI 37,6,14,--,1.200,-0.430
2,0:17,3,12,CHI 30,6,14,"Leon Johnson left end for -4 yards (tackle by Grant Wistrom). Penalty on Leonard Little: Unsportsmanlike Conduct, 15 yards",-0.430,1.660
2,0:09,1,10,CHI 41,6,14,Marty Booker pass incomplete intended for Dez White,1.660,1.120
2,0:01,2,10,CHI 41,6,14,Leon Johnson middle for 11 yards (tackle by Tommy Polley),1.120,2.390
Quarter,Time,Down,ToGo,Location,CHI,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,6,14,"Jeff Wilkins kicks off 71 yards, returned by Ahmad Merritt for 37 yards (tackle by Nick Sorensen)",0.000,1.330
3,14:52,1,10,CHI 36,6,14,Chris Chandler pass complete to Marty Booker for 5 yards (tackle by Dre' Bly),1.330,1.470
3,14:15,2,5,CHI 41,6,14,Anthony Thomas middle for 5 yards (tackle by Jeff Zgonina),1.470,1.990
3,13:34,1,10,CHI 46,6,14,Chris Chandler pass complete to Dez White for 8 yards (tackle by Dre' Bly),1.990,2.530
3,12:55,2,2,STL 46,6,14,Anthony Thomas right tackle for 4 yards (tackle by Ryan Pickett),2.530,2.790
3,12:14,1,10,STL 42,6,14,Chris Chandler pass incomplete intended for Marcus Robinson,2.790,2.240
3,12:10,2,10,STL 42,6,14,Chris Chandler pass complete to Marty Booker for 13 yards (tackle by Dre' Bly),2.240,3.640
3,11:40,1,10,STL 29,6,14,Chris Chandler pass incomplete intended for Anthony Thomas,3.640,3.100
3,11:35,2,10,STL 29,6,14,Chris Chandler pass complete to Marcus Robinson for 5 yards (tackle by Travis Fisher),3.100,3.070
3,10:51,3,5,STL 24,6,14,Chris Chandler pass complete to Stanley Pritchett for 10 yards (tackle by Robert Thomas),3.070,4.650
3,10:11,1,10,STL 14,6,14,Chris Chandler pass complete to Stanley Pritchett for 1 yard (tackle by Tommy Polley),4.650,4.160
3,9:29,2,9,STL 13,12,14,"Anthony Thomas middle for 13 yards, touchdown",4.160,7.000
3,9:29,,,STL 13,13,14,Paul Edinger kicks extra point good,0.000,0.000
3,9:29,,,CHI 30,13,14,"Paul Edinger kicks off 70 yards, returned by Terrence Wilkins for 23 yards (tackle by Ahmad Merritt)",0.000,0.480
3,9:19,1,10,STL 23,13,14,Marc Bulger pass complete to Torry Holt for 11 yards (tackle by R.W. McQuarters),0.480,1.200
3,8:37,1,10,STL 34,13,14,Marc Bulger pass complete to Torry Holt for 11 yards (tackle by Michael Green),1.200,1.930
3,8:01,1,10,STL 45,13,14,Marc Bulger pass incomplete intended for Ricky Proehl (defended by Rosevelt Colvin),1.930,1.380
3,7:57,2,10,STL 45,13,14,Marc Bulger pass complete to Ernie Conwell for 17 yards (tackle by Mike Brown),1.380,3.050
3,7:21,1,10,CHI 38,13,14,"Penalty on John St. Clair: False Start, 5 yards (no play)",3.050,2.720
3,7:02,1,15,CHI 43,13,14,Marc Bulger pass incomplete intended for Torry Holt,2.720,1.830
3,7:00,2,15,CHI 43,13,14,,1.830,1.160
3,7:00,2,20,CHI 48,13,14,Marc Bulger pass complete to Troy Edwards for 8 yards (tackle by Roosevelt Williams),1.160,1.550
3,6:14,3,12,CHI 40,13,14,Marc Bulger sacked by Mike Caldwell for -13 yards,1.550,-0.260
3,5:42,4,25,STL 47,13,14,"Mitch Berger punts 53 yards, touchback",-0.260,-0.280
3,5:33,1,10,CHI 20,13,14,Anthony Thomas right end for -1 yards (tackle by Jamie Duncan),0.280,-0.460
3,4:53,2,11,CHI 19,13,14,Chris Chandler pass complete to John Davis for 6 yards (tackle by James Whitley),-0.460,-0.300
3,4:10,3,5,CHI 25,13,14,Chris Chandler sacked by Adam Archuleta for -8 yards,-0.300,-2.320
3,3:40,4,13,CHI 17,13,14,"Brad Maynard punts 47 yards. Penalty on Todd McMillon: Interference with Opportunity to Catch, 15 yards",-2.320,-2.320
3,3:29,1,10,CHI 49,13,14,Lamar Gordon left end for 29 yards (tackle by Mike Brown),2.320,4.240
3,2:53,1,10,CHI 20,13,14,Lamar Gordon right end for -2 yards (tackle by Brian Urlacher),4.240,3.420
3,2:10,2,12,CHI 22,13,14,Marc Bulger pass incomplete intended for Isaac Bruce,3.420,2.740
3,2:04,3,12,CHI 22,13,14,Marc Bulger sacked by Brian Urlacher for -9 yards,2.740,1.320
3,1:21,4,21,CHI 31,13,14,"Penalty on Mitch Berger: Delay of Game, 5 yards (no play)",1.320,0.880
3,1:21,4,26,CHI 36,13,14,"Penalty on Don Davis: False Start, 5 yards (no play)",0.880,0.530
3,1:11,4,31,CHI 41,13,14,"Mitch Berger punts 22 yards, fair catch by Leon Johnson",0.530,-0.150
3,1:04,1,10,CHI 19,13,14,Chris Chandler pass complete to Stanley Pritchett for 1 yard (tackle by Adam Archuleta),0.150,-0.200
3,0:24,2,9,CHI 20,13,14,Anthony Thomas left guard for 3 yards (tackle by Adam Archuleta),-0.200,-0.550
Quarter,Time,Down,ToGo,Location,CHI,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,CHI 23,13,14,Chris Chandler pass complete to Marcus Robinson for 4 yards (tackle by James Whitley),-0.550,-1.570
4,14:26,4,2,CHI 27,13,14,"Brad Maynard punts 45 yards, returned by Terrence Wilkins for 9 yards (tackle by Rabih Abdullah). Penalty on Jerametrius Butler: Illegal Use of Hands, 10 yards",-1.570,-0.040
4,14:15,1,10,STL 18,13,14,Lamar Gordon left end for 2 yards (tackle by Alex Brown),0.040,-0.130
4,13:35,2,8,STL 20,13,14,Marc Bulger pass complete to Marc Bulger for 3 yards (tackle by Jerry Azumah),-0.130,-0.530
4,12:51,2,8,STL 20,,,Timeout #1 by Los Angeles Rams,-0.130,-0.530
4,12:51,3,5,STL 23,13,14,Marc Bulger pass complete to Ricky Proehl for 7 yards (tackle by R.W. McQuarters),-0.530,0.940
4,12:08,1,10,STL 30,13,14,Marc Bulger pass complete to Isaac Bruce for 32 yards (tackle by Mike Brown),0.940,3.050
4,11:19,1,10,CHI 38,13,14,Lamar Gordon middle for 1 yard (tackle by Phillip Daniels),3.050,2.640
4,10:37,2,9,CHI 37,13,14,Marc Bulger pass incomplete intended for Ernie Conwell,2.640,1.950
4,10:32,3,9,CHI 37,13,14,Marc Bulger pass complete to Troy Edwards for 9 yards (tackle by R.W. McQuarters),1.950,3.710
4,10:01,1,10,CHI 28,13,14,Marc Bulger pass incomplete intended for James Hodgins,3.710,3.170
4,9:55,2,10,CHI 28,13,14,Marc Bulger pass complete to Isaac Bruce for 20 yards (tackle by Mike Brown),3.170,5.370
4,9:08,1,8,CHI 8,13,20,"Marc Bulger pass complete to Ricky Proehl for 8 yards, touchdown",5.370,7.000
4,9:08,,,CHI 8,13,21,Jeff Wilkins kicks extra point good,0.000,0.000
4,9:08,,,STL 30,13,21,"Jeff Wilkins kicks off 60 yards, returned by Ahmad Merritt for 15 yards (tackle by Jerametrius Butler)",0.000,0.610
4,8:54,1,10,CHI 25,13,21,Anthony Thomas left tackle for no gain (tackle by Tommy Polley and Leonard Little),0.610,0.060
4,8:14,2,10,CHI 25,13,21,Chris Chandler pass incomplete intended for John Davis (defended by Ryan Pickett),0.060,-0.620
4,8:09,3,10,CHI 25,13,21,Chris Chandler pass incomplete intended for Stanley Pritchett,-0.620,-1.700
4,8:04,4,10,CHI 25,13,21,"Brad Maynard punts 44 yards, fair catch by Terrence Wilkins",-1.700,-1.000
4,7:56,1,10,STL 31,13,21,Lamar Gordon right guard for -1 yards (tackle by Keith Traylor),1.000,0.320
4,7:19,2,11,STL 30,13,21,Marc Bulger pass incomplete intended for Isaac Bruce (defended by Jerry Azumah),0.320,-0.360
4,7:12,3,11,STL 30,13,21,Marc Bulger pass incomplete intended for Torry Holt,-0.360,-1.370
4,7:07,4,11,STL 30,13,21,"Mitch Berger punts 45 yards, returned by Leon Johnson for 11 yards (tackle by Nick Sorensen)",-1.370,-1.330
4,6:52,1,10,CHI 36,13,21,Chris Chandler pass complete to Marty Booker for 8 yards (tackle by Dre' Bly),1.330,1.870
4,6:23,2,2,CHI 44,13,21,Chris Chandler pass complete to Stanley Pritchett for 21 yards (tackle by Tommy Polley),1.870,3.250
,,,,,,,"STL challenged the ruling, and the original play was overturned.",,
4,5:57,2,2,CHI 44,,,Timeout #1 by Chicago Bears,1.870,3.250
4,5:57,1,10,STL 35,13,21,"Anthony Thomas middle for 1 yard (tackle by Adam Archuleta). Penalty on Chris Villarrial: Offensive Holding, 10 yards (no play)",3.250,2.590
4,5:31,1,20,STL 45,13,21,Chris Chandler pass incomplete intended for Marty Booker (defended by Dre' Bly),2.590,1.350
4,5:25,2,20,STL 45,13,21,Anthony Thomas right guard for 3 yards (tackle by Tommy Polley),1.350,1.090
4,4:39,3,17,STL 42,13,21,Chris Chandler pass complete to Dez White for 10 yards (tackle by Adam Archuleta),1.090,1.240
4,3:53,4,7,STL 32,16,21,Paul Edinger 50 yard field goal good,1.240,3.000
4,3:53,,,CHI 30,16,21,"Paul Edinger kicks off 60 yards, returned by Dre' Bly for 5 yards (tackle by Leon Johnson)",0.000,-0.220
4,3:41,1,10,STL 15,16,21,Lamar Gordon left end for 1 yard (tackle by Rosevelt Colvin),-0.220,-0.580
4,2:54,1,10,STL 15,,,Timeout #2 by Los Angeles Rams,-0.220,-0.580
4,2:54,2,9,STL 16,16,21,Marc Bulger pass incomplete intended for Ernie Conwell,-0.580,-1.250
4,2:48,3,9,STL 16,16,21,Marc Bulger pass complete to Torry Holt for 10 yards (tackle by R.W. McQuarters),-1.250,0.670
4,2:30,3,9,STL 16,,,Timeout #2 by Chicago Bears,-1.250,0.670
4,2:30,1,10,STL 26,16,21,Lamar Gordon right end for 3 yards (tackle by Brian Urlacher),0.670,0.540
4,2:23,1,10,STL 26,,,Timeout #3 by Chicago Bears,0.670,0.540
4,2:23,2,7,STL 29,16,21,Lamar Gordon left end for 6 yards (tackle by Michael Green),0.540,0.630
4,2:00,3,1,STL 35,16,21,Lamar Gordon right end for -1 yards (tackle by Bobbie Howard),0.630,-1.110
4,1:18,4,2,STL 34,16,21,"Mitch Berger punts 54 yards, returned by Leon Johnson for 13 yards (tackle by Trung Canidate)",-1.110,-0.610
4,1:07,1,10,CHI 25,16,21,Chris Chandler pass incomplete intended for Marty Booker (defended by Dexter McCleon),0.610,0.060
4,1:02,2,10,CHI 25,16,21,Chris Chandler sacked by Damione Lewis for -5 yards,0.060,-1.290
4,0:39,3,15,CHI 20,16,21,Chris Chandler pass incomplete intended for Dez White (defended by Dre' Bly),-1.290,-2.030
4,0:35,4,15,CHI 20,16,21,Chris Chandler pass incomplete intended for Ahmad Merritt (defended by Tommy Polley),-2.030,-4.240
4,0:28,1,10,CHI 20,16,21,Marc Bulger kneels for -1 yards (tackle by Keith Traylor),4.240,3.560
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
