Quarter,Time,Down,ToGo,Location,CHI,STL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Rams won the coin toss, Rams to receive the opening kickoff.",,
1,15:00,,,CHI 30,0,0,"Paul Edinger kicks off 62 yards, returned by Terrence Wilkins for 27 yards (tackle by Michael Green)",0.000,1.270
1,15:00,1,10,STL 35,0,0,Lamar Gordon left end for no gain (tackle by Rosevelt Colvin and Alex Brown),1.270,0.720
1,14:12,2,10,STL 35,0,0,Marc Bulger pass incomplete intended for Ricky Proehl,0.720,0.040
1,14:01,3,10,STL 35,0,0,Marc Bulger pass complete to Lamar Gordon for 17 yards (tackle by Brian Urlacher),0.040,2.390
1,13:32,1,10,CHI 48,0,0,Lamar Gordon middle for 1 yard (tackle by Mike Brown and Phillip Daniels),2.390,1.980
1,12:54,2,9,CHI 47,0,0,Marc Bulger pass incomplete intended for Torry Holt,1.980,1.290
1,12:48,3,9,CHI 47,0,0,Marc Bulger pass complete to Isaac Bruce for 21 yards (tackle by Mike Brown),1.290,3.840
1,12:04,1,10,CHI 26,0,0,Marc Bulger pass complete to Isaac Bruce for 22 yards (tackle by Jerry Azumah),3.840,6.280
1,11:36,1,4,CHI 4,0,0,Lamar Gordon right tackle for 1 yard (tackle by Mike Caldwell),6.280,5.530
1,10:58,2,3,CHI 3,0,0,Lamar Gordon right guard for 2 yards (tackle by Keith Traylor and Bryan Robinson),5.530,5.170
1,10:10,3,1,CHI 1,0,6,"Ernie Conwell left guard for 1 yard, touchdown",5.170,7.000
1,10:10,,,CHI 1,0,7,Jeff Wilkins kicks extra point good,0.000,0.000
1,10:10,,,STL 30,0,7,"Jeff Wilkins kicks off 69 yards, returned by Ahmad Merritt for 24 yards (tackle by Chad Cota)",0.000,0.610
1,9:58,1,10,CHI 25,0,7,Chris Chandler pass complete to Marty Booker for 24 yards (tackle by Dre' Bly),0.610,2.190
1,9:19,1,10,CHI 49,0,7,Anthony Thomas right tackle for 4 yards (tackle by Leonard Little),2.190,2.190
1,8:41,2,6,STL 47,0,7,Chris Chandler pass incomplete intended for Marcus Robinson,2.190,1.490
1,8:41,3,6,STL 47,0,7,"Penalty on Chris Chandler: Illegal Substitution, 5 yards (no play)",1.490,0.830
1,8:37,3,11,CHI 48,0,7,Chris Chandler pass incomplete intended for Ahmad Merritt (defended by Tyoka Jackson),0.830,-0.190
1,8:31,4,11,CHI 48,0,7,"Brad Maynard punts 44 yards, fair catch by Terrence Wilkins",-0.190,0.380
1,8:24,1,10,STL 8,0,7,"Marc Bulger pass complete to Ernie Conwell for 52 yards (tackle by Jerry Azumah). Penalty on R.W. McQuarters: Personal Foul, 15 yards",-0.380,3.910
1,7:42,1,10,CHI 25,0,7,Lamar Gordon left tackle for no gain (tackle by Brian Urlacher and Phillip Daniels),3.910,3.360
1,7:13,2,10,CHI 25,0,7,Torry Holt right end for 14 yards (tackle by Phillip Daniels),3.360,4.840
1,6:20,1,10,CHI 11,0,7,Marc Bulger pass incomplete intended for Brandon Manumaleuna,4.840,4.140
1,6:14,2,10,CHI 11,0,7,"Marc Bulger sacked by Rosevelt Colvin for -7 yards. Marc Bulger fumbles (forced by Rosevelt Colvin), recovered by Alex Brown at CHI-15 (tackle by Adam Timmerman)",4.140,0.220
1,6:09,1,10,CHI 15,0,7,Leon Johnson right guard for 1 yard (tackle by Leonard Little),-0.220,-0.580
1,5:26,2,9,CHI 16,0,7,Chris Chandler pass complete to Marty Booker for 2 yards (tackle by Travis Fisher),-0.580,-1.000
1,4:44,3,7,CHI 18,0,7,"Chris Chandler pass complete to Marty Booker for 8 yards (tackle by Dre' Bly). Penalty on Dre' Bly: Face Mask (15 Yards), 15 yards",-1.000,1.660
1,4:18,1,10,CHI 41,0,7,Chris Chandler pass incomplete intended for Marcus Robinson,1.660,1.120
1,4:12,2,10,CHI 41,0,7,Chris Chandler right end for 6 yards (tackle by Brian Young),1.120,1.220
1,3:26,3,4,CHI 47,0,7,Chris Chandler sacked by Grant Wistrom and Brian Young for -2 yards,1.220,-0.390
1,2:53,4,6,CHI 45,0,7,Brad Maynard left end for 20 yards (tackle by Dexter McCleon),-0.390,3.250
1,2:16,1,10,STL 35,0,7,Anthony Thomas left end for 17 yards (tackle by Kim Herring),3.250,4.370
1,1:44,1,10,STL 18,0,7,Chris Chandler sacked by James Whitley for -5 yards,4.370,3.150
1,1:14,2,15,STL 23,0,7,"Chris Chandler pass incomplete intended for Anthony Thomas. Penalty on Leonard Little: Roughing the Passer, 12 yards (no play)",3.150,4.840
1,1:08,1,10,STL 11,0,7,Anthony Thomas right end for no gain (tackle by Leonard Little and Travis Fisher),4.840,4.140
1,0:26,2,10,STL 11,0,7,Chris Chandler sacked by Grant Wistrom for -10 yards. Penalty on Mike Gandy: Chop Block (Declined),4.140,2.280
Quarter,Time,Down,ToGo,Location,CHI,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,20,STL 21,0,7,Chris Chandler pass complete to Marcus Robinson for 2 yards (tackle by Leonard Little),2.280,2.180
2,14:14,4,18,STL 19,3,7,Paul Edinger 37 yard field goal good,2.180,3.000
2,14:14,,,CHI 30,3,7,"Paul Edinger kicks off 60 yards, returned by Terrence Wilkins for 18 yards (tackle by Larry Whigham)",0.000,0.810
2,14:05,1,10,STL 28,3,7,Marc Bulger pass complete to Lamar Gordon for 7 yards (tackle by R.W. McQuarters),0.810,1.210
2,13:38,2,3,STL 35,3,7,James Hodgins middle for 2 yards (tackle by Alex Brown),1.210,0.760
2,12:59,3,1,STL 37,3,7,Lamar Gordon right tackle for -4 yards (tackle by Brian Urlacher),0.760,-1.180
2,12:21,4,5,STL 33,3,7,"Mitch Berger punts 52 yards, returned by Leon Johnson for 9 yards (tackle by Tommy Polley)",-1.180,-0.540
2,12:09,1,10,CHI 24,3,7,Leon Johnson left tackle for no gain (tackle by Travis Fisher),0.540,0.000
2,11:30,2,10,CHI 24,3,7,Chris Chandler pass complete to John Davis for 11 yards (tackle by Adam Archuleta),0.000,1.270
2,10:50,1,10,CHI 35,3,7,Chris Chandler pass incomplete intended for Marty Booker (defended by Dre' Bly),1.270,0.720
2,10:44,2,10,CHI 35,3,7,Leon Johnson middle for 8 yards (tackle by Adam Archuleta),0.720,1.090
2,10:02,3,2,CHI 43,3,7,Chris Chandler pass incomplete intended for Stanley Pritchett,1.090,-0.520
2,9:55,4,2,CHI 43,3,7,"Brad Maynard punts 42 yards, fair catch by Terrence Wilkins",-0.520,0.220
2,9:47,1,10,STL 15,3,7,Kurt Warner for no gain,-0.220,-0.220
2,9:47,1,10,STL 15,3,7,Kurt Warner sacked by Keith Traylor for -7 yards,-0.220,-1.290
2,9:16,2,17,STL 8,3,7,Kurt Warner pass incomplete intended for Torry Holt,-1.290,-2.240
2,9:12,3,17,STL 8,3,7,Kurt Warner pass complete to Isaac Bruce for 13 yards (tackle by Mike Caldwell),-2.240,-1.960
2,8:35,4,4,STL 21,3,7,"Mitch Berger punts 41 yards, returned by Leon Johnson for 29 yards (tackle by Adam Archuleta)",-1.960,-3.380
2,8:23,1,10,STL 33,3,7,Chris Chandler pass complete to John Davis for 4 yards (tackle by Adam Archuleta),3.380,3.380
2,7:41,2,6,STL 29,3,7,Anthony Thomas left end for 2 yards (tackle by Ryan Pickett),3.380,2.940
2,6:57,3,4,STL 27,3,7,Chris Chandler sacked by Damione Lewis for -3 yards,2.940,1.410
2,6:20,4,7,STL 30,6,7,Paul Edinger 48 yard field goal good,1.410,3.000
