Quarter,Time,Down,ToGo,Location,NYJ,OAK,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss, Jets to receive the opening kickoff.",,
1,14:54,1,10,OAK 16,0,0,"Marshawn Lynch left tackle for -1 yards (tackle by Muhammad Wilkerson). Penalty on Lee Smith: Unnecessary Roughness, 7 yards",-0.140,-1.360
1,14:20,2,18,OAK 8,0,0,Derek Carr pass complete short middle to Clive Walford for 7 yards (tackle by Jordan Jenkins and Demario Davis),-1.360,-1.470
1,13:38,3,11,OAK 15,0,0,Cordarrelle Patterson middle for 6 yards (tackle by Josh Martin),-1.470,-1.960
1,13:00,4,5,OAK 21,0,0,"Marquette King punts 55 yards, returned by Kalif Raymond for 11 yards (tackle by Tyrell Adams). Penalty on Johnny Holton: Player Out of Bounds on Punt, 5 yards",-1.960,-1.600
1,12:48,1,10,NYJ 40,0,0,Bilal Powell middle for -2 yards (tackle by Mario Edwards and Karl Joseph),1.600,0.780
1,12:09,2,12,NYJ 38,0,0,Matt Forte middle for 3 yards (tackle by Reggie Nelson),0.780,0.500
1,11:28,3,9,NYJ 41,0,0,Josh McCown left end for 1 yard (tackle by T.J. Carrie),0.500,-0.590
1,11:00,4,8,NYJ 42,0,0,"Lac Edwards punts 39 yards, out of bounds",-0.590,-0.150
1,10:53,1,10,OAK 19,0,0,Marshawn Lynch right tackle for 4 yards (tackle by Jordan Jenkins and Darron Lee),0.150,0.210
1,10:13,2,6,OAK 23,0,0,Derek Carr pass complete deep left to Michael Crabtree for 26 yards (tackle by Morris Claiborne),0.210,2.190
1,9:48,1,10,OAK 49,0,0,Cordarrelle Patterson right end for 8 yards (tackle by Juston Burris),2.190,2.730
1,9:04,2,2,NYJ 43,0,0,Derek Carr pass complete short left to Amari Cooper for 4 yards (tackle by Morris Claiborne),2.730,2.980
1,8:26,1,10,NYJ 39,0,0,Derek Carr pass incomplete short left intended for Marshawn Lynch,2.980,2.440
1,8:23,2,10,NYJ 39,0,0,Marshawn Lynch left guard for 4 yards (tackle by Jordan Jenkins),2.440,2.280
1,7:50,3,6,NYJ 35,0,0,"Penalty on Muhammad Wilkerson: Neutral Zone Infraction, 5 yards (no play)",2.280,2.940
1,7:27,3,1,NYJ 30,0,0,Marshawn Lynch left guard for 13 yards (tackle by Marcus Maye),2.940,4.440
1,6:41,1,10,NYJ 17,0,0,Derek Carr pass incomplete deep right intended for Seth Roberts,4.440,3.850
1,6:36,2,10,NYJ 17,0,0,Derek Carr pass complete short right to Jared Cook for 6 yards (tackle by Marcus Maye),3.850,4.100
1,5:54,3,4,NYJ 11,0,0,Derek Carr pass complete short right to DeAndre Washington for 9 yards (tackle by Darron Lee),4.100,6.740
1,4:58,1,2,NYJ 2,0,6,"Derek Carr pass complete short left to Michael Crabtree for 2 yards, touchdown",6.740,7.000
1,4:54,,,NYJ 15,0,7,Giorgio Tavecchio kicks extra point good,0.000,0.000
1,4:54,,,OAK 35,0,7,"Giorgio Tavecchio kicks off 67 yards, returned by Kalif Raymond for 40 yards (tackle by Antonio Hamilton)",0.000,-1.470
1,4:46,1,10,NYJ 38,0,7,Josh McCown pass complete short middle to Robby Anderson for 19 yards (tackle by Reggie Nelson and Marquel Lee),1.470,2.720
1,4:07,1,10,OAK 43,0,7,Josh McCown pass incomplete deep left intended for Jermaine Kearse (defended by Gareon Conley),2.720,2.180
1,4:00,2,10,OAK 43,0,7,Matt Forte middle for 1 yard (tackle by Reggie Nelson and Eddie Vanderdoes),2.180,1.620
1,3:19,3,9,OAK 42,0,7,Josh McCown sacked by Mario Edwards for -1 yards,1.620,0.400
1,2:42,4,10,OAK 43,0,7,"Lac Edwards punts 28 yards, fair catch by T.J. Carrie",0.400,0.220
1,2:33,1,10,OAK 15,0,7,"Jalen Richard right tackle for 6 yards (tackle by Lawrence Thomas). Penalty on Donald Penn: Clipping, 7 yards (no play)",-0.220,-0.650
1,2:05,1,17,OAK 8,0,7,Derek Carr pass complete short left to Jared Cook for 10 yards (tackle by Demario Davis),-0.650,-0.280
1,1:39,2,7,OAK 18,0,7,Jalen Richard left end for no gain (tackle by Darron Lee),-0.280,-1.000
1,0:58,3,7,OAK 18,0,7,Derek Carr pass complete short right to Amari Cooper for 14 yards (tackle by Juston Burris),-1.000,0.000
1,0:34,,,,,,Timeout #1 by New York Jets,0.000,-1.070
1,0:34,1,10,OAK 32,0,7,Derek Carr pass complete short right to Amari Cooper for -1 yards (tackle by Morris Claiborne),1.070,0.390
Quarter,Time,Down,ToGo,Location,NYJ,OAK,Detail,EPB,EPA
