Quarter,Time,Down,ToGo,Location,CIN,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss and deferred, Bengals to receive the opening kickoff.",,
1,15:00,,,CLE 35,0,0,"Dustin Hopkins kicks off 57 yards, returned by Chris Evans for 27 yards (tackle by Dustin Hopkins)",0.000,1.270
1,14:55,1,10,CIN 35,0,0,Joe Burrow pass incomplete short left intended for Tee Higgins (defended by Za'Darius Smith),1.270,0.720
1,14:51,2,10,CIN 35,0,0,Joe Burrow pass complete short right to Joe Mixon for 1 yard (tackle by Rodney McLeod),0.720,0.170
1,14:11,3,9,CIN 36,0,0,Joe Burrow pass complete short left to Ja'Marr Chase for 12 yards (tackle by Greg Newsome),0.170,2.130
1,13:35,1,10,CIN 48,0,0,Joe Burrow pass incomplete deep left intended for Ja'Marr Chase,2.130,1.580
1,13:30,2,10,CIN 48,0,0,Chris Evans right guard for 5 yards (tackle by Grant Delpit),1.580,1.550
1,12:54,3,5,CLE 47,0,0,Joe Burrow sacked by Ogbonnia Okoronkwo for -2 yards,1.550,0.000
1,12:14,4,7,CLE 49,0,0,"Brad Robbins punts 35 yards, fair catch by Donovan Peoples-Jones at CLE-14",0.000,0.280
1,12:05,1,10,CLE 14,0,0,Nick Chubb left guard for 3 yards (tackle by Sam Hubbard),-0.280,-0.370
1,11:32,2,7,CLE 17,0,0,Deshaun Watson pass incomplete deep middle intended for Amari Cooper,-0.370,-1.040
1,11:26,3,7,CLE 17,0,0,Deshaun Watson scrambles right tackle for 12 yards (tackle by Mike Hilton),-1.040,0.870
1,10:45,1,10,CLE 29,0,0,Deshaun Watson sacked by Germaine Pratt for -7 yards,0.870,-0.620
1,10:02,2,17,CLE 22,0,0,Deshaun Watson pass complete short left to Nick Chubb for 6 yards (tackle by Mike Hilton and Logan Wilson),-0.620,-0.490
1,9:20,3,11,CLE 28,0,0,Deshaun Watson sacked by B.J. Hill for no gain,-0.490,-1.500
1,8:41,4,11,CLE 28,0,0,"Corey Bojorquez punts 66 yards, returned by Charlie Jones for 8 yards (tackle by Mike Ford)",-1.500,0.280
1,8:30,1,10,CIN 14,0,0,Joe Mixon left guard for 3 yards (tackle by Ogbonnia Okoronkwo),-0.280,-0.370
1,7:57,2,7,CIN 17,0,0,Joe Burrow pass complete short right to Joe Mixon for 6 yards (tackle by Sione Takitaki),-0.370,-0.320
1,7:14,3,1,CIN 23,0,0,Joe Burrow pass incomplete short right intended for Irv Smith,-0.320,-1.830
1,7:10,4,1,CIN 23,0,0,"Penalty on Akeem Davis-Gaither: False Start, 5 yards (accepted) (no play)",-1.830,-2.240
1,7:10,4,6,CIN 18,0,0,"Brad Robbins punts 45 yards, returned by Donovan Peoples-Jones for 4 yards (tackle by Markus Bailey and Jordan Battle)",-2.240,-1.660
1,6:59,1,10,CLE 41,0,0,Nick Chubb left tackle for no gain (tackle by Zachary Carter),1.660,1.120
1,6:25,2,10,CLE 41,0,0,Deshaun Watson pass complete short right to Nick Chubb for 10 yards (tackle by Germaine Pratt),1.120,2.320
1,5:50,1,10,CIN 49,0,0,Nick Chubb left tackle for 6 yards (tackle by Sam Hubbard and Nick Scott),2.320,2.590
1,5:15,2,4,CIN 43,0,0,Deshaun Watson pass incomplete deep right intended for Marquise Goodwin,2.590,1.880
1,5:06,3,4,CIN 43,0,0,Nick Chubb left tackle for 17 yards (tackle by Chidobe Awuzie),1.880,3.840
1,4:29,1,10,CIN 26,0,0,Deshaun Watson scrambles right end for 5 yards (tackle by Sam Hubbard),3.840,3.970
1,3:45,2,5,CIN 21,0,0,"Deshaun Watson aborted snap, recovered by Deshaun Watson at CIN-21 Jerome Ford left guard for 5 yards. Jerome Ford fumbles (forced by Germaine Pratt), recovered by Chidobe Awuzie at CIN-13 (tackle by Elijah Moore)",3.970,0.320
1,3:35,1,10,CIN 13,0,0,Joe Mixon right tackle for 3 yards (tackle by Sione Takitaki and Denzel Ward),-0.320,-0.440
1,3:01,2,7,CIN 16,0,0,Joe Burrow pass incomplete short right intended for Irv Smith,-0.440,-1.060
1,2:58,3,7,CIN 16,0,0,Joe Burrow pass complete short middle to Tyler Boyd for 6 yards (tackle by Grant Delpit),-1.060,-1.900
1,2:17,4,1,CIN 22,0,0,"Brad Robbins punts 41 yards, returned by Donovan Peoples-Jones for 6 yards (tackle by Mitchell Wilcox)",-1.900,-1.800
1,2:09,1,10,CLE 43,0,0,Deshaun Watson pass complete short left to Nick Chubb for 7 yards (tackle by Cameron Sample),1.800,2.200
1,1:30,2,3,CLE 50,0,0,Nick Chubb right guard for 6 yards (tackle by Logan Wilson and Nick Scott),2.200,2.650
1,0:59,1,10,CIN 44,0,0,Deshaun Watson pass complete deep right to Amari Cooper for 20 yards (tackle by Logan Wilson),2.650,3.970
1,0:23,1,10,CIN 24,0,0,Deshaun Watson scrambles left end for 2 yards (tackle by Germaine Pratt),3.970,3.700
Quarter,Time,Down,ToGo,Location,CIN,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,CIN 22,0,0,Deshaun Watson pass complete short right to Nick Chubb for -2 yards (tackle by Logan Wilson and Sam Hubbard),3.700,2.740
2,14:24,3,10,CIN 24,0,0,Deshaun Watson pass incomplete short left intended for Elijah Moore,2.740,1.870
2,14:19,4,10,CIN 24,0,3,Dustin Hopkins 42 yard field goal good,1.870,3.000
2,14:15,,,CLE 35,0,3,"Dustin Hopkins kicks off 66 yards, returned by Chris Evans for 18 yards (tackle by Matthew Adams and Pierre Strong)",0.000,-0.060
2,14:12,1,10,CIN 17,0,3,Joe Burrow pass incomplete short left intended for Joe Mixon,-0.060,-0.580
2,14:07,2,10,CIN 17,0,3,Joe Burrow pass incomplete short middle intended for Tyler Boyd (defended by Greg Newsome),-0.580,-1.250
2,14:04,3,10,CIN 17,0,3,"Penalty on CIN: Delay of Game, 5 yards (accepted) (no play)",-1.250,-2.010
2,14:04,3,15,CIN 12,0,3,Chris Evans left guard for 7 yards (tackle by Za'Darius Smith and Grant Delpit),-2.010,-2.140
2,13:23,4,8,CIN 19,0,3,Brad Robbins punts 37 yards out of bounds,-2.140,-1.860
2,13:17,1,10,CLE 44,0,3,"Jerome Ford left guard for 3 yards (tackle by Daxton Hill). Penalty on Joel Bitonio: Offensive Holding, 10 yards (accepted)",1.860,1.400
2,12:57,1,17,CLE 37,0,3,Deshaun Watson pass complete short right to Amari Cooper for 6 yards (tackle by Cam Taylor-Britt),1.400,1.180
2,12:17,2,11,CLE 43,0,3,Deshaun Watson pass incomplete short left intended for Amari Cooper (defended by Trey Hendrickson),1.180,0.500
2,12:13,3,11,CLE 43,0,3,Deshaun Watson pass incomplete deep right intended for Marquise Goodwin (defended by Cam Taylor-Britt),0.500,-0.520
2,12:06,4,11,CLE 43,0,3,Corey Bojorquez punts 36 yards out of bounds,-0.520,-0.340
2,11:59,1,10,CIN 21,0,3,Joe Mixon left guard for 12 yards (tackle by Greg Newsome and Rodney McLeod),0.340,1.140
2,11:19,1,10,CIN 33,0,3,Joe Mixon right guard for 22 yards (tackle by Grant Delpit),1.140,2.590
2,10:40,1,10,CLE 45,0,3,Trayveon Williams left guard for 2 yards (tackle by Martin Emerson),2.590,2.310
2,9:56,2,8,CLE 43,0,3,Trayveon Williams right guard for 5 yards (tackle by Grant Delpit),2.310,2.280
2,8:53,3,3,CLE 38,0,3,Joe Burrow pass incomplete deep right intended for Tee Higgins,2.280,0.720
2,8:47,4,3,CLE 38,0,3,"Brad Robbins punts 38 yards, touchback.",0.720,-0.280
2,8:39,1,10,CLE 20,0,3,Deshaun Watson pass complete short left to David Njoku for 9 yards (tackle by Nick Scott),0.280,0.950
2,8:03,2,1,CLE 29,0,3,Nick Chubb left tackle for 2 yards (tackle by Cameron Sample and Sam Hubbard),0.950,1.000
2,7:19,1,10,CLE 31,0,3,Nick Chubb left guard for 7 yards (tackle by DJ Turner),1.000,1.410
