#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,IND 20,13,5:54,80,Touchdown
2,1,7:28,IND 44,7,2:24,56,Touchdown
3,1,1:45,IND 41,3,0:48,6,Punt
4,2,13:01,IND 29,11,5:03,71,Touchdown
5,2,2:23,IND 19,3,0:42,1,Punt
6,2,0:40,IND 46,2,0:11,4,Interception
7,3,13:40,IND 19,3,0:58,2,Punt
8,3,9:11,IND 11,4,1:52,18,Interception
9,3,4:33,IND 14,3,0:59,2,Punt
10,3,1:02,IND 32,1,0:10,0,Interception
11,4,14:50,IND 20,3,0:22,0,Punt
12,4,9:44,IND 20,14,7:19,80,Touchdown
13,4,1:51,DEN 26,3,1:51,-3,End of Game
