Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
1,4:46,1,10,DEN 34,0,14,Correll Buckhalter right end for 6 yards (tackle by Clint Session and Philip Wheeler),1.200,1.470
1,4:11,2,4,DEN 40,0,14,Correll Buckhalter right tackle for 10 yards (tackle by Melvin Bullitt),1.470,2.260
1,3:37,1,10,,0,14,Correll Buckhalter middle for 4 yards (tackle by Melvin Bullitt and Gary Brackett),2.260,2.250
1,3:03,2,6,IND 46,0,14,Knowshon Moreno middle for 2 yards (tackle by Daniel Muir),2.250,1.820
1,2:22,3,4,IND 44,0,14,Kyle Orton pass complete short left to Eddie Royal for 3 yards (tackle by Jacob Lacey),1.820,0.530
1,1:50,4,1,IND 41,0,14,Knowshon Moreno right tackle for no gain (tackle by Gary Brackett),0.530,-1.660
1,1:45,1,10,IND 41,0,14,Peyton Manning pass incomplete deep middle intended for Pierre Garcon (defended by Andre' Goodman),1.660,1.120
1,1:38,2,10,IND 41,0,14,Joseph Addai for 6 yards,1.120,1.220
1,1:10,3,4,IND 47,0,14,Peyton Manning pass incomplete short middle intended for Joseph Addai,1.220,-0.260
1,1:06,4,4,IND 47,0,14,"Pat McAfee punts 40 yards, fair catch by Eddie Royal",-0.260,0.320
1,0:57,1,10,DEN 13,0,14,Knowshon Moreno right end for -2 yards (tackle by Clint Session),-0.320,-0.930
1,0:17,2,12,DEN 11,0,14,Kyle Orton pass complete short middle to Brandon Marshall for 19 yards (tackle by Gary Brackett and Kelvin Hayden),-0.930,0.940
Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DEN 30,0,14,Kyle Orton sacked by Raheem Brock for 0 yards,0.940,0.390
2,14:34,2,10,DEN 30,0,14,Knowshon Moreno right end for 4 yards (tackle by Gary Brackett and Keyunta Dawson),0.390,0.230
2,13:52,3,6,DEN 34,0,14,Knowshon Moreno left tackle for 2 yards (tackle by Antoine Bethea and Eric Foster),0.230,-0.980
2,13:13,4,4,DEN 36,0,14,"Mitch Berger punts 47 yards, returned by T.J. Rushing for 7 yards (tackle by Kenny McKinley). Penalty on Richard Quinn: Illegal Formation, 5 yards",-0.980,-0.870
2,13:01,1,10,IND 29,0,14,Peyton Manning pass complete short left to Reggie Wayne for 10 yards (tackle by Champ Bailey),0.870,1.530
2,12:25,1,10,IND 39,0,14,Joseph Addai middle for 6 yards (tackle by Brian Dawkins),1.530,1.800
2,11:46,2,4,IND 45,0,14,"Peyton Manning pass incomplete short right intended for Pierre Garcon (defended by Andre' Goodman). Penalty on D.J. Williams: Unnecessary Roughness, 15 yards",1.800,2.920
2,11:42,1,10,DEN 40,0,14,Peyton Manning pass incomplete short left intended for Joseph Addai,2.920,2.370
2,11:37,2,10,DEN 40,0,14,Joseph Addai left guard for 6 yards (tackle by Brian Dawkins),2.370,2.480
2,10:54,3,4,DEN 34,0,14,Peyton Manning pass incomplete short middle intended for Dallas Clark (defended by Mario Haggan),2.480,1.080
2,10:50,4,4,DEN 34,0,14,Peyton Manning pass complete deep right to Dallas Clark for 22 yards (tackle by Brian Dawkins),1.080,4.780
2,10:04,1,10,DEN 12,0,14,Joseph Addai middle for 5 yards (tackle by D.J. Williams),4.780,5.020
2,9:29,2,5,DEN 7,0,14,Joseph Addai middle for 4 yards (tackle by Renaldo Hill and Mario Haggan),5.020,5.060
2,8:47,3,1,DEN 3,0,14,Joseph Addai right guard for 2 yards (tackle by D.J. Williams and Brian Dawkins),5.060,6.970
2,8:02,,,,0,14,Timeout #1 by Denver Broncos,0.000,6.970
2,8:02,1,1,DEN 1,0,20,"Peyton Manning pass complete short right to Dallas Clark for 1 yard, touchdown",6.970,7.000
2,,,,DEN 2,0,21,Matt Stover kicks extra point good,0.000,0.000
2,,,,IND 30,0,21,"Pat McAfee kicks off 78 yards, touchback",0.000,0.280
2,7:58,1,10,DEN 20,0,21,Kyle Orton pass incomplete deep left intended for Tony Scheffler,0.280,-0.270
2,7:52,2,10,DEN 20,0,21,Kyle Orton pass complete short left to Brandon Marshall for 5 yards (tackle by Jacob Lacey),-0.270,-0.300
2,7:24,3,5,DEN 25,0,21,Kyle Orton pass complete short middle to Brandon Marshall for 23 yards (tackle by Antoine Bethea and Kelvin Hayden),-0.300,2.130
2,6:41,1,10,DEN 48,0,21,Kyle Orton pass complete short right to Jabar Gaffney for 16 yards (tackle by Kelvin Hayden),2.130,3.180
2,6:09,1,10,IND 36,0,21,Knowshon Moreno right tackle for 6 yards (tackle by Daniel Muir),3.180,3.450
2,5:31,2,4,IND 30,0,21,Kyle Orton pass complete short right to Daniel Graham for 6 yards (tackle by Clint Session),3.450,3.970
2,5:03,1,10,IND 24,0,21,Knowshon Moreno left tackle for 4 yards (tackle by Raheem Brock),3.970,3.970
2,4:25,2,6,IND 20,0,21,Kyle Orton pass complete short right to Knowshon Moreno for 1 yard (tackle by Gary Brackett),3.970,3.410
2,4:01,3,5,IND 19,0,21,Kyle Orton pass complete short right to Brandon Marshall for 8 yards (tackle by Jacob Lacey),3.410,4.840
2,3:37,1,10,IND 11,0,21,Knowshon Moreno middle for 3 yards (tackle by Melvin Bullitt),4.840,4.700
2,3:05,2,7,IND 8,0,21,Kyle Orton pass complete short left to Brandon Marshall for 3 yards (tackle by Jacob Lacey and Gary Brackett),4.700,4.440
2,2:27,,,,0,21,Timeout #1 by Indianapolis Colts,0.000,4.440
2,2:27,3,4,IND 5,6,21,"Kyle Orton pass complete short left to Brandon Marshall for 5 yards, touchdown",4.440,7.000
2,,,,IND 2,7,21,Matt Prater kicks extra point good,0.000,0.000
2,,,,DEN 30,7,21,"Matt Prater kicks off 68 yards, returned by Chad Simpson for 17 yards (tackle by Josh Barrett)",0.000,0.150
2,2:19,1,10,IND 19,7,21,Peyton Manning pass complete short right to Joseph Addai for 6 yards (tackle by D.J. Williams),0.150,0.480
2,2:00,2,4,IND 25,7,21,Peyton Manning pass incomplete short right intended for Pierre Garcon (defended by Andre' Goodman),0.480,-0.290
2,1:55,3,4,IND 25,7,21,"Penalty on Ryan Diem: False Start, 5 yards (no play)",-0.290,-0.940
2,1:55,3,9,IND 20,7,21,Peyton Manning pass incomplete short right intended for Pierre Garcon,-0.940,-2.030
2,1:51,4,9,IND 20,7,21,"Pat McAfee punts 34 yards, returned by Renaldo Hill for no gain",-2.030,-1.990
2,1:41,1,10,DEN 46,7,21,Knowshon Moreno middle for 1 yard (tackle by Robert Mathis),1.990,1.590
2,1:22,2,9,DEN 47,7,21,Kyle Orton pass complete short right to Knowshon Moreno for 8 yards (tackle by Raheem Brock),1.590,1.950
2,1:03,3,1,IND 45,7,21,Knowshon Moreno right tackle for no gain (tackle by Gary Brackett and Dwight Freeney),1.950,0.270
2,0:43,4,1,IND 45,7,21,Knowshon Moreno middle for no gain (tackle by Jerraud Powers),0.270,-1.990
2,0:40,1,10,IND 46,7,21,Peyton Manning pass complete short middle to Joseph Addai for 4 yards (tackle by D.J. Williams and Wesley Woodyard),1.990,1.990
2,0:34,,,,7,21,Timeout #2 by Indianapolis Colts,0.000,1.990
2,0:34,2,6,,7,21,"Peyton Manning pass incomplete short left intended for Reggie Wayne is intercepted by Brian Dawkins at IND-48. Penalty on Darrell Reid: Unsportsmanlike Conduct, 15 yards",1.990,-1.400
2,0:29,1,10,DEN 37,7,21,Kyle Orton pass complete short right to Brandon Marshall for 16 yards (tackle by Gary Brackett),1.400,2.460
2,0:22,,,,7,21,Timeout #2 by Denver Broncos,0.000,2.460
2,0:22,1,10,IND 47,7,21,Kyle Orton pass incomplete short right intended for Brandon Marshall,2.460,1.910
2,0:18,2,10,IND 47,7,21,"Kyle Orton pass incomplete short right intended for Eddie Royal. Penalty on Chris Kuper: Offensive Holding, 10 yards (no play)",1.910,0.560
2,0:14,2,20,DEN 43,7,21,Kyle Orton pass complete short left to Brandon Marshall for 12 yards (tackle by Jerraud Powers and Tim Jennings),0.560,1.490
2,0:06,,,,7,21,Timeout #3 by Denver Broncos,0.000,1.490
2,0:06,3,8,IND 45,7,21,Kyle Orton pass complete short left to Brandon Marshall for 4 yards (tackle by Gary Brackett),1.490,0.530
Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,7,21,"Pat McAfee kicks off 72 yards, returned by Eddie Royal for 21 yards (tackle by Mike Hart)",0.000,0.150
3,14:54,1,10,DEN 19,7,21,Knowshon Moreno left tackle for 5 yards (tackle by Antoine Bethea and Raheem Brock),0.150,0.340
3,14:26,2,5,DEN 24,7,21,Kyle Orton pass complete short right to Brandon Marshall for 3 yards (tackle by Kelvin Hayden),0.340,-0.030
3,13:51,3,2,DEN 27,7,21,Kyle Orton pass incomplete short right intended for Eddie Royal,-0.030,-1.570
3,13:48,4,2,DEN 27,7,21,"Mitch Berger punts 54 yards, fair catch by T.J. Rushing",-1.570,-0.150
3,13:40,1,10,IND 19,7,21,Peyton Manning pass incomplete short left intended for Dallas Clark,0.150,-0.390
3,13:35,2,10,IND 19,7,21,Joseph Addai middle for 2 yards (tackle by Ronald Fields and Vonnie Holliday),-0.390,-0.810
3,13:02,3,8,IND 21,7,21,Peyton Manning pass incomplete short right intended for Dallas Clark (defended by Darcel McBath),-0.810,-1.960
3,12:55,4,8,IND 21,7,21,"Pat McAfee punts 50 yards, returned by Eddie Royal for 5 yards (tackle by Philip Wheeler)",-1.960,-1.200
3,12:42,1,10,DEN 34,7,21,Knowshon Moreno right end for 11 yards (tackle by Kelvin Hayden),1.200,1.930
3,12:03,1,10,DEN 45,7,21,Kyle Orton pass complete short left to Brandon Marshall for 13 yards (tackle by Jerraud Powers),1.930,2.790
3,11:29,1,10,IND 42,7,21,Knowshon Moreno middle for no gain (tackle by Melvin Bullitt and Keyunta Dawson),2.790,2.240
3,10:47,2,10,IND 42,7,21,Kyle Orton for 9 yards,2.240,2.740
3,10:10,3,1,IND 33,7,21,"Penalty on Kyle Orton: Delay of Game, 5 yards (no play)",2.740,2.080
3,9:44,3,6,IND 38,7,21,Kyle Orton sacked by Gary Brackett for -7 yards,2.080,0.270
3,9:19,4,13,IND 45,7,21,"Mitch Berger punts 34 yards, fair catch by T.J. Rushing",0.270,0.370
3,9:11,1,10,IND 11,7,21,Joseph Addai left tackle for 3 yards (tackle by Elvis Dumervil),-0.370,-0.530
3,8:35,2,7,IND 14,7,21,Peyton Manning pass complete short left to Joseph Addai for 11 yards (tackle by Brian Dawkins),-0.530,0.610
3,8:02,1,10,IND 25,7,21,Mike Hart middle for 4 yards (tackle by Vonnie Holliday and Ryan McBean),0.610,0.600
3,7:26,2,6,IND 29,7,21,Peyton Manning pass incomplete short left intended for Reggie Wayne is intercepted by Brian Dawkins at IND-37,0.600,-3.120
3,7:19,1,10,IND 37,7,21,Kyle Orton pass incomplete short right intended for Knowshon Moreno,3.120,2.570
3,7:15,2,10,IND 37,7,21,Knowshon Moreno middle for 7 yards (tackle by Melvin Bullitt),2.570,2.810
3,6:38,3,3,IND 30,7,21,Kyle Orton pass complete short left to Brandon Marshall for 6 yards (tackle by Antoine Bethea),2.810,3.970
3,6:03,1,10,IND 24,7,21,Knowshon Moreno middle for no gain (tackle by Daniel Muir),3.970,3.430
3,5:30,2,10,IND 24,7,21,Kyle Orton pass complete short left to Brandon Marshall for 9 yards (tackle by Jamie Silva),3.430,4.170
3,5:03,3,1,IND 15,7,21,"Penalty on Russ Hochstein: False Start, 5 yards (no play)",4.170,3.270
3,4:43,3,6,IND 20,7,21,Kyle Orton pass incomplete deep left intended for Brandon Marshall is intercepted by Tim Jennings at IND-1 and returned for 13 yards,3.270,0.280
3,4:33,1,10,IND 14,7,21,Peyton Manning pass incomplete short left intended for Reggie Wayne,-0.280,-0.750
3,4:28,2,10,IND 14,7,21,Mike Hart right end for 2 yards (tackle by Ryan McBean and Ronald Fields),-0.750,-1.160
3,3:46,3,8,IND 16,7,21,Peyton Manning pass incomplete deep middle intended for Austin Collie,-1.160,-2.390
3,3:42,4,8,IND 16,7,21,"Pat McAfee punts 41 yards, fair catch by Eddie Royal",-2.390,-1.800
3,3:34,1,10,DEN 43,7,21,"Penalty on Antonio Johnson: Encroachment, 5 yards (no play)",1.800,2.530
3,3:34,1,5,DEN 48,7,21,Knowshon Moreno middle for no gain (tackle by Kelvin Hayden and Daniel Muir),2.530,1.930
3,2:57,2,5,DEN 48,7,21,Kyle Orton pass complete short right to Brandon Marshall for 15 yards (tackle by Jacob Lacey),1.930,3.120
3,2:26,1,10,IND 37,7,21,Knowshon Moreno left end for 11 yards (tackle by Jacob Lacey),3.120,3.840
3,1:52,1,10,IND 26,7,21,Peyton Hillis right tackle for 2 yards (tackle by Gary Brackett and Daniel Muir),3.840,3.570
3,1:14,2,8,IND 24,7,21,Kyle Orton pass incomplete short right intended for Brandon Marshall (defended by Kelvin Hayden),3.570,2.870
3,1:10,3,8,IND 24,7,21,Kyle Orton pass incomplete short right intended for Jabar Gaffney,2.870,1.870
3,1:07,4,8,IND 24,7,21,Matt Prater 42 yard field goal no good,1.870,-1.070
3,1:02,1,10,IND 32,7,21,Peyton Manning pass incomplete deep middle intended for Austin Collie is intercepted by Darcel McBath at IND-49 and returned for 25 yards,1.070,-3.970
3,0:52,1,10,IND 24,7,21,Kyle Orton pass complete short right to Jabar Gaffney for 12 yards (tackle by Melvin Bullitt),3.970,4.780
3,0:35,1,10,IND 12,7,21,Knowshon Moreno left tackle for 2 yards (tackle by Eric Foster and Antonio Johnson),4.780,4.450
3,0:02,2,8,IND 10,7,21,Kyle Orton pass incomplete short left intended for Brandon Marshall (defended by Tim Jennings),4.450,3.480
Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,IND 10,7,21,Kyle Orton pass incomplete short right intended for Brandon Stokley,3.480,2.760
4,14:55,4,8,IND 10,10,21,Matt Prater 28 yard field goal good,2.760,3.000
4,,,,DEN 30,10,21,"Matt Prater kicks off 78 yards, touchback",0.000,0.280
4,14:50,1,10,IND 20,10,21,Peyton Manning pass incomplete short left intended for Austin Collie,0.280,-0.270
4,14:48,2,10,IND 20,10,21,Peyton Manning pass incomplete deep right intended for Pierre Garcon (defended by Andre' Goodman),-0.270,-0.960
4,14:42,3,10,IND 20,10,21,Peyton Manning pass incomplete deep right intended for Pierre Garcon,-0.960,-2.030
4,14:37,4,10,IND 20,10,21,"Pat McAfee punts 46 yards, returned by Eddie Royal for -2 yards (tackle by Cody Glenn)",-2.030,-1.070
4,14:28,1,10,DEN 32,10,21,"Penalty on Antonio Johnson: Encroachment, 5 yards (no play)",1.070,1.800
4,14:28,1,5,DEN 37,10,21,Kyle Orton pass complete short left to Brandon Marshall for 8 yards (tackle by Jacob Lacey),1.800,1.930
4,14:01,1,10,DEN 45,10,21,Knowshon Moreno left tackle for 6 yards (tackle by Kelvin Hayden and Clint Session),1.930,2.190
4,13:24,2,4,IND 49,10,21,Kyle Orton pass complete short left to Jabar Gaffney for 20 yards (tackle by Antoine Bethea),2.190,3.640
4,12:51,1,10,IND 29,10,21,Kyle Orton pass incomplete short left intended for Brandon Marshall,3.640,3.100
4,12:48,2,10,IND 29,10,21,Kyle Orton pass complete short left to Brandon Marshall for 9 yards (tackle by Jacob Lacey),3.100,3.600
4,12:28,3,1,IND 20,10,21,Kyle Orton middle for 2 yards (tackle by Daniel Muir),3.600,4.370
4,12:00,1,10,IND 18,10,21,Knowshon Moreno middle for no gain (tackle by Clint Session),4.370,3.800
4,11:27,2,10,IND 18,10,21,Kyle Orton pass complete short left to Brandon Marshall for 12 yards (tackle by Tim Jennings),3.800,5.830
4,10:50,1,6,IND 6,10,21,Knowshon Moreno left end for -3 yards (tackle by Daniel Muir),5.830,4.380
4,10:17,2,9,IND 9,10,21,Kyle Orton pass complete short left to Brandon Marshall for 4 yards (tackle by Jacob Lacey),4.380,4.260
4,9:49,3,5,IND 5,16,21,"Kyle Orton pass complete short left to Brandon Marshall for 5 yards, touchdown",4.260,7.000
4,,,,,16,21,"Two Point Attempt: Knowshon Moreno left guard, conversion fails",1.000,-1.000
4,,,,DEN 30,16,21,"Matt Prater kicks off 79 yards, touchback",0.000,0.280
4,9:44,1,10,IND 20,16,21,Joseph Addai right end for no gain (tackle by Marcus Thomas),0.280,-0.270
4,9:03,2,10,IND 20,16,21,Peyton Manning pass incomplete short right intended for Dallas Clark,-0.270,-0.960
4,8:57,3,10,IND 20,16,21,Peyton Manning pass complete short left to Austin Collie for 23 yards (tackle by Brian Dawkins),-0.960,1.800
4,8:12,1,10,IND 43,16,21,Joseph Addai left end for -1 yards (tackle by Vonnie Holliday),1.800,1.120
4,7:40,2,11,IND 42,16,21,Peyton Manning pass complete short right to Reggie Wayne for 20 yards (tackle by Brian Dawkins),1.120,3.050
4,6:56,1,10,DEN 38,16,21,Joseph Addai middle for 11 yards (tackle by Alphonso Smith),3.050,3.780
4,6:10,1,10,DEN 27,16,21,Joseph Addai right tackle for 2 yards (tackle by Mario Haggan),3.780,3.500
4,5:25,2,8,DEN 25,16,21,Peyton Manning pass complete short left to Austin Collie for 11 yards (tackle by Darcel McBath),3.500,4.650
4,4:41,1,10,DEN 14,16,21,Mike Hart right tackle for 5 yards (tackle by D.J. Williams),4.650,4.900
4,3:56,2,5,DEN 9,16,21,"Penalty on Peyton Manning: False Start, 5 yards (no play)",4.900,4.000
4,3:53,2,10,DEN 14,16,21,Mike Hart left tackle for 9 yards (tackle by Champ Bailey),4.000,4.960
4,3:12,3,1,DEN 5,16,21,Mike Hart left end for 2 yards (tackle by Josh Barrett and Brian Dawkins),4.960,6.510
4,2:43,,,,16,21,Timeout #1 by Denver Broncos,0.000,6.510
4,2:43,1,3,DEN 3,16,21,Mike Hart right tackle for 2 yards (tackle by Wesley Woodyard),6.510,5.910
4,2:35,,,,16,21,Timeout #2 by Denver Broncos,0.000,5.910
4,2:35,2,1,DEN 1,16,21,Mike Hart middle for no gain (tackle by Darrell Reid),5.910,5.170
4,2:29,,,,16,21,Timeout #3 by Denver Broncos,0.000,5.170
4,2:29,3,1,DEN 1,16,27,"Peyton Manning pass complete short right to Dallas Clark for 1 yard, touchdown",5.170,7.000
4,,,,DEN 2,16,28,Matt Stover kicks extra point good,0.000,0.000
4,,,,IND 30,16,28,"Pat McAfee kicks off 75 yards, touchback",0.000,0.280
4,2:25,1,10,DEN 20,16,28,Kyle Orton pass incomplete short middle intended for Brandon Marshall,0.280,-0.270
4,2:21,2,10,DEN 20,16,28,Kyle Orton pass incomplete short left intended for Brandon Marshall,-0.270,-0.960
4,2:18,3,10,DEN 20,16,28,Kyle Orton sacked by Dwight Freeney for -8 yards,-0.960,-2.490
4,2:00,4,18,DEN 12,16,28,"Kyle Orton pass complete short middle to Brandon Marshall for 7 yards, lateral to Chris Kuper for 7 yards (tackle by T.J. Rushing)",-2.490,-3.840
4,1:51,1,10,DEN 26,16,28,Peyton Manning kneels for -1 yards,3.840,3.160
4,1:12,2,11,DEN 27,16,28,Peyton Manning kneels for -1 yards,3.160,2.350
4,0:35,3,12,DEN 28,16,28,Peyton Manning kneels for -1 yards,2.350,1.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
