Quarter,Time,Down,ToGo,Location,CHI,PIT,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Steelers won the coin toss and deferred, Bears to receive the opening kickoff.",,
1,15:00,,,PIT 35,0,0,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,CHI 20,0,0,Jay Cutler pass complete short right to Brandon Marshall for 9 yards (tackle by Ike Taylor),0.280,0.950
1,14:28,2,1,CHI 29,0,0,Matt Forte up the middle for 4 yards (tackle by Brett Keisel),0.950,1.140
1,13:50,1,10,CHI 33,0,0,Jay Cutler pass incomplete deep right intended for Alshon Jeffery,1.140,0.590
1,13:44,2,10,CHI 33,0,0,Jay Cutler pass complete short right to Alshon Jeffery for 7 yards (tackle by Kion Wilson),0.590,0.830
1,13:03,3,3,CHI 40,0,0,Jay Cutler pass complete short left to Alshon Jeffery for 8 yards (tackle by Ike Taylor),0.830,2.130
1,12:22,1,10,CHI 48,0,0,Jay Cutler pass complete short middle to Alshon Jeffery for 9 yards (tackle by Troy Polamalu),2.130,2.800
1,11:44,2,1,PIT 43,0,0,Matt Forte right guard for 2 yards (tackle by Lawrence Timmons and LaMarr Woodley),2.800,2.850
1,11:04,1,10,PIT 41,0,0,Jay Cutler pass complete short left to Matt Forte for 4 yards (tackle by Jarvis Jones),2.850,2.850
1,10:20,2,6,PIT 37,0,0,Jay Cutler pass complete short right to Alshon Jeffery for 7 yards (tackle by Ike Taylor),2.850,2.850
1,9:36,2,6,PIT 37,0,0,Timeout #1 by Chicago Bears,2.850,3.580
1,9:36,1,10,PIT 30,0,0,Jay Cutler pass complete short left to Brandon Marshall for -4 yards (tackle by Troy Polamalu),3.580,2.490
1,8:55,2,14,PIT 34,0,0,Jay Cutler pass complete short left to Earl Bennett for 5 yards (tackle by William Gay),2.490,2.480
1,8:12,3,9,PIT 29,0,0,Jay Cutler pass incomplete short left intended for Earl Bennett,2.480,1.500
1,8:07,4,9,PIT 29,3,0,Robbie Gould 47 yard field goal good,1.500,3.000
1,8:07,,,CHI 35,3,0,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
1,8:02,1,10,PIT 20,3,0,Felix Jones up the middle for 11 yards (tackle by Chris Conte),0.280,1.000
1,7:26,1,10,PIT 31,3,0,Ben Roethlisberger pass complete short middle to Heath Miller for 6 yards (tackle by James Anderson),1.000,1.270
1,6:50,2,4,PIT 37,3,0,"Ben Roethlisberger sacked by D.J. Williams for -9 yards. Ben Roethlisberger fumbles (forced by D.J. Williams), recovered by James Anderson at PIT-17 (tackle by Ramon Foster)",1.270,-4.440
1,6:42,1,10,PIT 17,3,0,Jay Cutler pass incomplete short middle intended for Martellus Bennett,4.440,3.850
1,6:37,2,10,PIT 17,3,0,Matt Forte up the middle for 1 yard (tackle by Steve McLendon),3.850,3.190
1,5:53,3,9,PIT 16,3,0,Jay Cutler pass complete short middle to Matt Forte for 11 yards (tackle by Shamarko Thomas and Ryan Clark),3.190,6.060
1,5:10,1,5,PIT 5,9,0,"Matt Forte right guard for 5 yards, touchdown",6.060,7.000
1,5:10,,,PIT 2,10,0,Robbie Gould kicks extra point good,0.000,0.000
1,5:10,,,CHI 35,10,0,"Robbie Gould kicks off 67 yards, returned by Felix Jones for 23 yards (tackle by Jonathan Bostic)",0.000,-0.340
1,5:00,1,10,PIT 21,10,0,Ben Roethlisberger pass incomplete deep right intended for Heath Miller,0.340,-0.200
1,4:54,2,10,PIT 21,10,0,Felix Jones up the middle for 1 yard (tackle by Lance Briggs and D.J. Williams),-0.200,-0.760
1,4:12,3,9,PIT 22,10,0,Ben Roethlisberger pass incomplete deep left intended for Emmanuel Sanders,-0.760,-1.900
1,4:05,4,9,PIT 22,10,0,"Zoltan Mesko punts 38 yards, fair catch by Devin Hester",-1.900,-1.600
1,3:57,1,10,CHI 40,10,0,Matt Forte right guard for 55 yards (tackle by Troy Polamalu),1.600,1.600
1,3:16,1,10,CHI 40,10,0,Timeout #2 by Chicago Bears,1.600,6.060
1,3:16,1,5,PIT 5,10,0,"Jay Cutler pass incomplete short right intended for Brandon Marshall. Penalty on Ike Taylor: Defensive Pass Interference, 4 yards (no play)",6.060,6.970
1,3:14,1,1,PIT 1,10,0,Michael Bush up the middle for no gain (tackle by Jason Worilds),6.970,5.910
1,2:49,2,1,PIT 1,10,0,Jay Cutler pass incomplete short middle intended for Martellus Bennett (defended by Lawrence Timmons),5.910,5.170
1,2:43,3,1,PIT 1,10,0,Michael Bush up the middle for no gain (tackle by Cameron Heyward and Vince Williams),5.170,3.550
,,,,,,,"CHI challenged the runner was down by contact ruling, and the play was upheld.",,
1,2:06,4,1,PIT 1,16,0,"Michael Bush up the middle for 1 yard, touchdown",3.550,7.000
1,2:06,,,PIT 2,17,0,Robbie Gould kicks extra point good,0.000,0.000
1,2:06,,,CHI 35,17,0,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
1,2:01,1,10,PIT 20,17,0,Felix Jones right tackle for 6 yards (tackle by Major Wright),0.280,0.540
1,1:19,2,4,PIT 26,17,0,Ben Roethlisberger pass complete short left to Antonio Brown for 18 yards (tackle by Charles Tillman),0.540,1.860
1,0:48,1,10,PIT 44,17,0,Ben Roethlisberger pass complete short right to Will Johnson for 5 yards (tackle by Lance Briggs and Shea McClellin),1.860,1.990
1,0:07,2,5,PIT 49,17,0,Ben Roethlisberger sacked by D.J. Williams for -9 yards,1.990,0.100
Quarter,Time,Down,ToGo,Location,CHI,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,14,PIT 40,17,0,Ben Roethlisberger pass complete deep right to Antonio Brown for 45 yards (tackle by Chris Conte),0.100,4.580
2,14:42,1,10,CHI 15,17,0,Felix Jones right guard for 8 yards (tackle by Henry Melton),4.580,5.410
2,14:20,2,2,CHI 7,17,0,Ben Roethlisberger pass complete short left to Emmanuel Sanders for -2 yards (tackle by Charles Tillman),5.410,4.220
2,13:43,3,4,CHI 9,17,0,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown,4.220,2.900
2,13:39,4,4,CHI 9,17,3,Shaun Suisham 27 yard field goal good,2.900,3.000
2,13:39,,,PIT 35,17,3,"Shaun Suisham kicks off 63 yards, returned by Devin Hester for 5 yards (tackle by Curtis Brown)",0.000,0.380
2,13:30,1,10,CHI 7,17,3,Matt Forte right tackle for 3 yards (tackle by Vince Williams and Lawrence Timmons),-0.380,-0.560
2,12:50,2,7,CHI 10,17,3,Jay Cutler pass complete short right to Matt Forte for 9 yards (tackle by Lawrence Timmons),-0.560,0.150
2,12:09,1,10,CHI 19,17,3,Jay Cutler sacked by Brett Keisel for -2 yards,0.150,-0.720
2,11:29,2,12,CHI 17,17,3,Jay Cutler pass complete short right to Brandon Marshall for 6 yards (tackle by Brett Keisel),-0.720,-0.550
2,10:45,3,6,CHI 23,17,3,Jay Cutler pass incomplete deep left intended for Brandon Marshall,-0.550,-1.830
2,10:40,4,6,CHI 23,17,3,"Adam Podlesh punts 39 yards, returned by Antonio Brown for 4 yards (tackle by Dante Rosario). Penalty on Chris Carter: Offensive Holding, 10 yards",-1.830,-0.610
2,10:30,1,10,PIT 25,17,3,Felix Jones left tackle for -2 yards (tackle by James Anderson and Charles Tillman),0.610,-0.210
2,9:49,2,12,PIT 23,17,3,Ben Roethlisberger pass complete short right to Felix Jones for 6 yards (tackle by Isaiah Frey),-0.210,-0.100
2,9:08,3,6,PIT 29,23,3,"Ben Roethlisberger pass incomplete short middle intended for Jerricho Cotchery is intercepted by Major Wright at PIT-38 and returned for 38 yards, touchdown",-0.100,-7.000
2,8:57,,,PIT 2,24,3,Robbie Gould kicks extra point good,0.000,0.000
2,8:57,,,CHI 35,24,3,"Robbie Gould kicks off 65 yards, touchback. Penalty on Zackary Bowman: Offside on Free Kick, 5 yards",0.000,-0.610
2,8:57,1,10,PIT 25,24,3,Ben Roethlisberger pass complete short left to Antonio Brown for 9 yards (tackle by Charles Tillman),0.610,1.280
2,8:27,2,1,PIT 34,24,3,Jonathan Dwyer right guard for -4 yards (tackle by Lance Briggs),1.280,1.280
2,7:42,2,1,PIT 34,24,3,Timeout #1 by Pittsburgh Steelers,1.280,0.040
2,7:42,3,5,PIT 30,24,3,Ben Roethlisberger pass incomplete short right intended for Jonathan Dwyer,0.040,-1.370
2,7:35,4,5,PIT 30,24,3,"Zoltan Mesko punts 31 yards, out of bounds. Penalty on Anthony Walters: Roughing the Kicker, 15 yards (no play)",-1.370,1.930
2,7:27,1,10,PIT 45,24,3,Ben Roethlisberger pass complete short middle to Emmanuel Sanders for 22 yards (tackle by Major Wright),1.930,3.380
2,6:39,1,10,CHI 33,24,3,Ben Roethlisberger pass incomplete short right intended for Emmanuel Sanders,3.380,2.840
2,6:35,2,10,CHI 33,24,9,"Ben Roethlisberger pass complete deep right to Antonio Brown for 33 yards, touchdown",2.840,7.000
