Quarter,Time,Down,ToGo,Location,CHI,PIT,Detail,EPB,EPA
2,6:35,,,CHI 2,24,10,Shaun Suisham kicks extra point good,0.000,0.000
2,6:35,,,PIT 35,24,10,"Shaun Suisham kicks off 55 yards, returned by Joe Anderson for 18 yards (tackle by Chris Carter)",0.000,-0.810
2,6:21,1,10,CHI 28,24,10,Michael Bush right guard for 1 yard (tackle by Jarvis Jones),0.810,0.400
2,5:40,2,9,CHI 29,24,10,"Jay Cutler pass complete short right to Alshon Jeffery for 4 yards (tackle by William Gay). Alshon Jeffery fumbles (forced by William Gay), recovered by Alshon Jeffery at CHI-33",0.400,0.400
2,5:00,2,9,CHI 29,24,10,Timeout #2 by Pittsburgh Steelers,0.400,0.230
2,5:00,3,5,CHI 33,24,10,Jay Cutler pass incomplete short left intended for Brandon Marshall,0.230,-1.180
2,4:52,4,5,CHI 33,24,10,Adam Podlesh punts 54 yards,-1.180,0.320
2,4:39,1,10,PIT 13,24,10,Felix Jones left tackle for 9 yards (tackle by James Anderson),-0.320,0.490
2,4:02,2,1,PIT 22,24,10,Jonathan Dwyer right tackle for 25 yards (tackle by Chris Conte),0.490,2.060
2,3:18,1,10,PIT 47,24,10,Jonathan Dwyer up the middle for -2 yards (tackle by Julius Peppers and Lance Briggs),2.060,1.250
2,2:43,2,12,PIT 45,24,10,Jonathan Dwyer right guard for 3 yards (tackle by Henry Melton and Tim Jennings),1.250,0.960
2,2:00,3,9,PIT 48,24,10,Ben Roethlisberger pass incomplete short middle intended for Markus Wheaton,0.960,-0.190
2,1:57,4,9,PIT 48,24,10,Zoltan Mesko punts 21 yards,-0.190,-1.000
2,1:48,1,10,CHI 31,24,10,Matt Forte left tackle for 1 yard (tackle by Lawrence Timmons and Ryan Clark),1.000,0.600
2,1:02,2,9,CHI 32,24,10,Matt Forte up the middle for 3 yards (tackle by Lawrence Timmons and Steve McLendon),0.600,0.300
2,0:15,3,6,CHI 35,24,10,Matt Forte right guard for no gain (tackle by Vince Williams),0.300,0.300
2,0:10,3,6,CHI 35,24,10,Timeout #3 by Pittsburgh Steelers,0.300,-1.040
2,0:06,4,6,CHI 35,24,10,Adam Podlesh punts 59 yards,-1.040,1.270
Quarter,Time,Down,ToGo,Location,CHI,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,24,10,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,PIT 20,24,10,Ben Roethlisberger pass complete short middle to Felix Jones for 7 yards (tackle by Lance Briggs),0.280,0.680
3,14:22,2,3,PIT 27,24,10,"Felix Jones right tackle for 1 yard (tackle by Major Wright). Felix Jones fumbles (forced by Major Wright), recovered by Henry Melton at PIT-28 (tackle by Fernando Velasco)",0.680,-3.640
3,14:17,1,10,PIT 29,24,10,Matt Forte up the middle for 2 yards (tackle by Brett Keisel),3.640,3.370
3,13:31,2,8,PIT 27,24,10,Jay Cutler pass complete short left to Alshon Jeffery for 8 yards (tackle by Ike Taylor),3.370,4.310
3,13:07,1,10,PIT 19,24,10,Jay Cutler pass complete short left to Martellus Bennett for 7 yards (tackle by Lawrence Timmons),4.310,4.920
3,12:23,2,3,PIT 12,24,10,Matt Forte left guard for 2 yards (tackle by William Gay),4.920,4.690
3,11:44,3,1,PIT 10,24,10,Michael Bush right guard for no gain (tackle by Jarvis Jones),4.690,2.910
3,11:44,4,1,PIT 10,24,10,"Penalty on Jay Cutler: Delay of Game, 5 yards (no play)",2.910,2.470
3,10:58,4,6,PIT 15,27,10,Robbie Gould 32 yard field goal good,2.470,3.000
3,10:58,,,CHI 35,27,10,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
3,10:54,1,10,PIT 20,27,10,Jonathan Dwyer up the middle for no gain (tackle by Isaiah Frey),0.280,-0.270
3,10:14,2,10,PIT 20,27,10,Ben Roethlisberger pass complete deep left to David Johnson for 32 yards (tackle by Chris Conte),-0.270,2.390
3,9:31,1,10,CHI 48,27,10,Ben Roethlisberger pass incomplete short middle intended for Jonathan Dwyer (defended by Corey Wootton),2.390,1.850
3,9:26,2,10,CHI 48,27,10,Ben Roethlisberger pass complete short right to Emmanuel Sanders for 9 yards (tackle by Major Wright),1.850,2.340
3,8:56,3,1,CHI 39,27,10,Ben Roethlisberger up the middle for 2 yards (tackle by Nate Collins),2.340,3.120
3,8:18,1,10,CHI 37,27,10,Jonathan Dwyer for 11 yards,3.120,3.840
3,7:43,1,10,CHI 26,27,10,Jonathan Dwyer up the middle for 2 yards (tackle by Corey Wootton and Stephen Paea),3.840,3.570
3,7:06,2,8,CHI 24,27,10,Jonathan Dwyer up the middle for -1 yards (tackle by D.J. Williams),3.570,2.740
3,6:25,3,9,CHI 25,27,10,Ben Roethlisberger pass complete short left to Heath Miller for 7 yards (tackle by Isaiah Frey),2.740,2.370
3,5:43,4,2,CHI 18,27,13,Shaun Suisham 36 yard field goal good,2.370,3.000
3,5:43,,,PIT 35,27,13,"Shaun Suisham kicks off 69 yards, returned by Devin Hester for 21 yards (tackle by Robert Golden)",0.000,0.060
3,5:34,1,10,CHI 17,27,13,Jay Cutler pass incomplete short right intended for Martellus Bennett,-0.060,-0.580
3,5:30,2,10,CHI 17,27,13,Jay Cutler pass complete short right to Alshon Jeffery for 8 yards (tackle by William Gay),-0.580,-0.240
3,4:51,3,2,CHI 25,27,13,"Jay Cutler pass incomplete short right intended for Martellus Bennett. Penalty on William Gay: Illegal Contact, 5 yards (no play)",-0.240,0.940
3,4:47,1,10,CHI 30,27,13,Jay Cutler pass complete short right to Brandon Marshall for no gain,0.940,0.390
3,4:02,2,10,CHI 30,27,13,Jay Cutler sacked by LaMarr Woodley for -6 yards. Penalty on Alshon Jeffery: Illegal Shift (Declined),0.390,-1.090
3,3:34,3,16,CHI 24,27,13,Jay Cutler pass incomplete short right intended for Michael Bush (defended by Jason Worilds),-1.090,-1.770
3,3:29,4,16,CHI 24,27,13,"Adam Podlesh punts 34 yards, returned by Antonio Brown for 4 yards (tackle by Sherrick McManis). Penalty on Antonio Brown: Face Mask (15 Yards), 15 yards",-1.770,-1.000
3,3:20,1,10,PIT 31,27,13,Ben Roethlisberger pass complete deep right to Heath Miller for 22 yards (tackle by Tim Jennings),1.000,2.460
3,2:34,1,10,CHI 47,27,13,Ben Roethlisberger pass complete short left to Jerricho Cotchery for 26 yards (tackle by Major Wright),2.460,4.170
3,1:57,1,10,CHI 21,27,19,"Ben Roethlisberger pass complete deep left to Antonio Brown for 21 yards, touchdown",4.170,7.000
3,1:57,,,CHI 2,27,20,Shaun Suisham kicks extra point good,0.000,0.000
3,1:57,,,PIT 35,27,20,"Shaun Suisham kicks off 59 yards, returned by Eric Weems for 15 yards (tackle by Kion Wilson)",0.000,-0.340
3,1:46,1,10,CHI 21,27,20,Jay Cutler pass complete short middle to Matt Forte for no gain,0.340,-0.200
3,1:06,2,10,CHI 21,27,20,Matt Forte up the middle for 9 yards (tackle by William Gay),-0.200,-0.200
3,0:23,2,10,CHI 21,27,20,Timeout #1 by Chicago Bears,-0.200,0.300
3,0:23,3,1,CHI 30,27,20,Jay Cutler pass incomplete deep right intended for Brandon Marshall (defended by Ike Taylor),0.300,-1.370
3,0:16,4,1,CHI 30,27,20,"Adam Podlesh punts 48 yards, fair catch by Antonio Brown",-1.370,-0.410
3,0:09,1,10,PIT 22,27,20,Ben Roethlisberger pass incomplete short left intended for David Johnson,0.410,-0.130
3,0:05,2,10,PIT 22,27,20,Ben Roethlisberger pass complete short right to David Johnson for 19 yards (tackle by Chris Conte),-0.130,1.660
Quarter,Time,Down,ToGo,Location,CHI,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 41,27,20,Jonathan Dwyer up the middle for 1 yard (tackle by Nate Collins and James Anderson),1.660,1.260
4,14:20,2,9,PIT 42,27,20,Ben Roethlisberger pass complete deep middle to Antonio Brown for 21 yards (tackle by Chris Conte),1.260,3.120
4,13:39,1,10,CHI 37,27,20,Jonathan Dwyer right guard for 2 yards (tackle by James Anderson),3.120,2.840
4,12:58,2,8,CHI 35,27,20,"Ben Roethlisberger right guard for 5 yards. Ben Roethlisberger fumbles, recovered by Ben Roethlisberger at CHI-30",2.840,2.810
4,12:23,3,3,CHI 30,27,20,Ben Roethlisberger pass complete short left to Jerricho Cotchery for 4 yards (tackle by Zackary Bowman and Chris Conte),2.810,3.840
4,11:35,1,10,CHI 26,27,20,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,3.840,3.300
4,11:30,2,10,CHI 26,27,20,Jonathan Dwyer left guard for no gain (tackle by Isaiah Frey),3.300,2.610
4,10:46,3,10,CHI 26,27,20,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown,2.610,1.740
4,10:43,4,10,CHI 26,27,23,Shaun Suisham 44 yard field goal good,1.740,3.000
4,10:43,,,PIT 35,27,23,"Shaun Suisham kicks off 53 yards, returned by Joe Anderson for 14 yards (tackle by Terence Garvin)",0.000,-0.670
4,10:33,1,10,CHI 26,27,23,Matt Forte up the middle for no gain (tackle by Lawrence Timmons),0.670,0.130
4,9:58,2,10,CHI 26,27,23,Matt Forte up the middle for no gain (tackle by Evander Hood and Steve McLendon),0.130,-0.560
4,9:15,3,10,CHI 26,27,23,Jay Cutler left tackle for 13 yards (tackle by Robert Golden),-0.560,1.530
4,8:32,1,10,CHI 39,27,23,Matt Forte left guard for -2 yards (tackle by William Gay),1.530,0.720
4,7:48,2,12,CHI 37,27,23,Jay Cutler pass incomplete short middle intended for Steve Maneri (defended by Lawrence Timmons),0.720,0.040
4,7:42,3,12,CHI 37,27,23,Jay Cutler pass complete deep left to Brandon Marshall for 41 yards (tackle by Ike Taylor),0.040,4.110
4,7:07,1,10,PIT 22,27,23,Jay Cutler pass complete short right to Martellus Bennett for 3 yards (tackle by Vince Williams),4.110,3.970
4,6:33,2,7,PIT 19,27,23,Matt Forte up the middle for 2 yards (tackle by Jarvis Jones),3.970,3.560
4,5:55,3,5,PIT 17,33,23,"Jay Cutler pass complete deep left to Earl Bennett for 17 yards, touchdown",3.560,7.000
,,,,,,,"CHI challenged the incomplete pass ruling, and the original play was overturned.",,
4,5:55,,,PIT 2,34,23,Robbie Gould kicks extra point good,0.000,0.000
4,5:55,,,CHI 35,34,23,"Robbie Gould kicks off 65 yards, returned by Felix Jones for 25 yards (tackle by Dante Rosario)",0.000,-0.610
4,5:44,1,10,PIT 25,34,23,Ben Roethlisberger pass complete short right to Jonathan Dwyer for 9 yards (tackle by Stephen Paea),0.610,1.280
4,5:18,2,1,PIT 34,34,23,Jonathan Dwyer up the middle for 2 yards (tackle by Nate Collins),1.280,1.330
4,4:46,1,10,PIT 36,34,23,Ben Roethlisberger pass complete short middle to Antonio Brown for 16 yards (tackle by Lance Briggs),1.330,2.390
4,4:09,1,10,CHI 48,40,23,"Ben Roethlisberger sacked by Lance Briggs for -9 yards. Ben Roethlisberger fumbles (forced by Lance Briggs), recovered by Julius Peppers at PIT-42 and returned for 42 yards, touchdown",2.390,-7.000
4,3:57,,,PIT 2,40,23,Robbie Gould kicks extra point no good,0.000,-1.000
4,3:57,,,CHI 35,40,23,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
4,3:57,1,10,PIT 20,40,23,Ben Roethlisberger pass complete deep right to Jerricho Cotchery for 22 yards (tackle by Major Wright),0.280,1.730
4,3:33,1,10,PIT 42,40,23,Ben Roethlisberger pass complete short left to David Paulson for 6 yards (tackle by Isaiah Frey),1.730,2.000
4,3:11,2,4,PIT 48,40,23,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 10 yards,2.000,2.790
4,3:03,1,10,CHI 42,40,23,"Ben Roethlisberger pass complete short left to Jonathan Dwyer for 6 yards (tackle by Zackary Bowman). Penalty on Ramon Foster: Offensive Holding, 10 yards (no play)",2.790,2.130
4,2:57,1,20,PIT 48,40,23,Ben Roethlisberger pass complete deep middle to Antonio Brown for 27 yards (tackle by Major Wright and Chris Conte),2.130,2.130
4,2:45,1,20,PIT 48,40,23,Timeout #1 by Pittsburgh Steelers,2.130,3.910
4,2:45,1,10,CHI 25,40,23,Ben Roethlisberger pass incomplete short right intended for Emmanuel Sanders (defended by Tim Jennings),3.910,3.360
4,2:41,2,10,CHI 25,40,23,Ben Roethlisberger pass incomplete short left intended for Antonio Brown (defended by Chris Conte),3.360,2.680
4,2:35,3,10,CHI 25,40,23,Ben Roethlisberger pass incomplete short middle intended for David Paulson (defended by Lance Briggs),2.680,1.800
4,2:27,4,10,CHI 25,40,23,Ben Roethlisberger pass complete short left to Antonio Brown for 6 yards (tackle by Isaiah Frey),1.800,-0.150
4,2:20,1,10,CHI 19,40,23,Michael Bush up the middle for 2 yards (tackle by Steve McLendon and Ryan Clark),0.150,-0.060
4,2:00,2,8,CHI 21,40,23,Michael Bush right guard for 3 yards (tackle by Evander Hood),-0.060,-0.060
4,1:55,2,8,CHI 21,40,23,Timeout #2 by Pittsburgh Steelers,-0.060,-0.420
4,1:55,3,5,CHI 24,40,23,Michael Bush up the middle for 2 yards (tackle by Steve McLendon),-0.420,-0.420
4,1:51,3,5,CHI 24,40,23,Timeout #3 by Pittsburgh Steelers,-0.420,-1.630
4,1:51,4,3,CHI 26,40,23,Adam Podlesh punts 48 yards,-1.630,-0.670
4,1:39,1,10,PIT 26,40,23,"Ben Roethlisberger pass incomplete deep middle intended for Emmanuel Sanders is intercepted by Chris Conte at CHI-46 and returned for 13 yards (tackle by Antonio Brown). Penalty on Antonio Brown: Unnecessary Roughness, 15 yards",0.670,-3.840
4,1:30,1,10,PIT 26,40,23,Jay Cutler kneels for no gain,3.840,3.300
4,0:45,2,10,PIT 26,40,23,Jay Cutler kneels for -1 yards,3.300,2.480
4,0:30,3,11,PIT 27,40,23,Jay Cutler kneels for -1 yards,2.480,1.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
