Quarter,Time,Down,ToGo,Location,SFO,TAM,Detail,EPB,EPA
1,8:46,2,10,SFO 46,3,0,Ronald Jones up the middle for 3 yards (tackle by Kwon Alexander),1.980,1.680
1,8:09,3,7,SFO 43,3,0,"Penalty on Jameis Winston: False Start, 5 yards (no play)",1.680,1.030
1,7:45,3,12,SFO 48,3,0,Jameis Winston pass incomplete short left intended for Bobo Wilson,1.030,0.070
1,7:40,4,12,SFO 48,3,0,"Bradley Pinion punts 39 yards, fair catch by Richie James at SF-9",0.070,0.380
1,7:32,1,10,SFO 9,3,0,Tevin Coleman right tackle for 12 yards (tackle by Darian Stewart),-0.380,0.340
1,6:53,1,10,SFO 21,3,0,Jimmy Garoppolo pass complete short middle to Marquise Goodwin for 7 yards (tackle by Carlton Davis),0.340,0.750
1,6:21,2,3,SFO 28,3,0,Jimmy Garoppolo pass complete short middle to Tevin Coleman for 2 yards (tackle by Vita Vea),0.750,0.300
1,5:44,3,1,SFO 30,3,0,Tevin Coleman right tackle for -1 yards (tackle by Ndamukong Suh),0.300,-1.440
1,5:10,4,2,SFO 29,3,0,"Mitch Wishnowsky punts 54 yards, returned by Bobo Wilson for no gain (tackle by Emmanuel Moseley)",-1.440,0.060
1,5:01,1,10,TAM 17,3,0,Ronald Jones right guard for 6 yards (tackle by Fred Warner),-0.060,0.350
1,4:27,2,4,TAM 23,3,0,Ronald Jones up the middle for -1 yards (tackle by Ronald Blair and Jaquiski Tartt),0.350,-0.620
1,3:46,3,5,TAM 22,3,0,Jameis Winston pass complete short left to Breshad Perriman for 5 yards,-0.620,0.740
1,3:12,1,10,TAM 27,3,0,Jameis Winston pass complete deep middle to Mike Evans for 16 yards (tackle by Ahkello Witherspoon),0.740,1.800
1,2:27,1,10,TAM 43,3,0,Peyton Barber up the middle for 3 yards (tackle by Tarvarius Moore),1.800,1.660
1,1:46,2,7,TAM 46,3,0,Jameis Winston pass complete short right to Peyton Barber for 4 yards (tackle by Fred Warner),1.660,1.490
1,1:02,3,3,TAM 50,3,0,"Jameis Winston up the middle for 5 yards (tackle by Kwon Alexander). Penalty on Kwon Alexander: Disqualification, 15 yards",1.490,3.580
1,0:39,1,10,SFO 30,3,0,"Jameis Winston sacked by Dee Ford for -6 yards. Jameis Winston fumbles (forced by Dee Ford), recovered by Ryan Jensen at SF-34 (tackle by Sheldon Day)",3.580,2.490
Quarter,Time,Down,ToGo,Location,SFO,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,14,SFO 34,3,0,Jameis Winston pass complete short left to Chris Godwin for 15 yards (tackle by Jaquiski Tartt),2.490,4.310
2,14:28,1,10,SFO 19,3,0,Peyton Barber right guard for 2 yards (tackle by Arik Armstead and Fred Warner),4.310,4.030
2,13:45,2,8,SFO 17,3,0,"Jameis Winston pass complete short right to Cameron Brate for 1 yard. Penalty on Demar Dotson: Offensive Holding, 10 yards",4.030,2.820
2,13:37,2,17,SFO 26,3,0,Jameis Winston pass incomplete short right intended for Peyton Barber,2.820,2.150
2,13:32,3,17,SFO 26,3,0,Jameis Winston pass complete short left to Ronald Jones for 18 yards (tackle by Ahkello Witherspoon),2.150,5.370
2,12:57,1,8,SFO 8,3,0,Ronald Jones up the middle for -1 yards (tackle by Arik Armstead and Nick Bosa),5.370,4.380
2,12:17,2,9,SFO 9,3,0,Jameis Winston pass incomplete short middle,4.380,3.360
2,12:10,3,9,SFO 9,3,0,"Jameis Winston pass complete short right to Cameron Brate for 9 yards. Penalty on Demar Dotson: Offensive Holding, 10 yards (no play)",3.360,2.490
2,12:01,3,19,SFO 19,3,0,"Jameis Winston pass complete short left to O.J. Howard for 10 yards (tackle by Fred Warner). O.J. Howard fumbles (forced by Fred Warner), recovered by Ronald Blair at SF-8 (tackle by O.J. Howard)",2.490,0.380
2,11:51,1,10,SFO 8,3,0,Matt Breida left end for no gain (tackle by Lavonte David and Vita Vea),-0.380,-0.780
2,11:14,2,10,SFO 8,3,0,Matt Breida right end for -2 yards (tackle by Lavonte David),-0.780,-1.650
2,10:29,3,12,SFO 6,3,0,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 14 yards (tackle by M.J. Stewart),-1.650,0.280
2,9:48,1,10,SFO 20,3,0,Matt Breida up the middle for 1 yard (tackle by Lavonte David),0.280,-0.130
2,9:12,2,9,SFO 21,3,0,"Jimmy Garoppolo pass complete short middle to Deebo Samuel for 1 yard (tackle by M.J. Stewart). Penalty on Weston Richburg: Illegal Block Above the Waist, 10 yards",-0.130,-1.360
2,8:47,2,18,SFO 12,3,6,"Jimmy Garoppolo pass short left intended for Tevin Coleman is intercepted by Vernon Hargreaves at SF-15 and returned for 15 yards, touchdown",-1.360,-7.000
2,8:41,,,SFO 15,3,7,Matt Gay kicks extra point good,0.000,0.000
2,8:41,,,TAM 35,3,7,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,8:41,1,10,SFO 25,3,7,Jimmy Garoppolo pass complete short middle to Tevin Coleman for 31 yards (tackle by Darian Stewart). Penalty on Carlton Davis: Illegal Use of Hands (Declined),0.610,2.650
2,8:21,1,10,TAM 44,3,7,Matt Breida up the middle for 3 yards (tackle by William Gholston),2.650,2.520
2,7:45,2,7,TAM 41,3,7,Matt Breida left tackle for 4 yards (tackle by Lavonte David),2.520,2.350
2,7:02,3,3,TAM 37,3,7,Tevin Coleman right tackle for 1 yard (tackle by Carlton Davis and Darian Stewart),2.350,0.890
2,6:21,4,2,TAM 36,3,7,"Jimmy Garoppolo sacked by Jordan Whitehead for no gain. Penalty on Carlton Davis: Defensive Holding, 5 yards (no play)",0.890,3.510
2,5:51,1,10,TAM 31,3,7,Jimmy Garoppolo pass complete short right to Dante Pettis for 7 yards (tackle by Carlton Davis),3.510,3.910
2,5:26,2,3,TAM 24,3,7,Raheem Mostert right guard for no gain (tackle by William Gholston),3.910,3.200
2,4:38,3,3,TAM 24,3,7,"Jimmy Garoppolo pass incomplete short left intended for Marquise Goodwin. Penalty on Vernon Hargreaves: Defensive Pass Interference, 9 yards (no play)",3.200,4.580
2,4:34,1,10,TAM 15,3,7,"Raheem Mostert right end for 3 yards. Penalty on Richie James: Offensive Holding, 10 yards",4.580,4.110
2,4:28,1,17,TAM 22,3,7,Jimmy Garoppolo pass complete short right to Raheem Mostert for no gain (tackle by Devin White and Ndamukong Suh),4.110,3.080
2,3:46,2,17,TAM 22,3,7,"Jimmy Garoppolo pass complete short middle to George Kittle for 22 yards. Penalty on Mike McGlinchey: Illegal Formation, 5 yards (no play)",3.080,2.400
2,3:39,2,22,TAM 27,3,7,Jimmy Garoppolo pass complete short right to Kendrick Bourne for 9 yards (tackle by Devin White),2.400,2.890
2,3:04,3,13,TAM 18,3,7,Jimmy Garoppolo pass incomplete deep right intended for Kendrick Bourne,2.890,2.250
2,2:59,4,13,TAM 18,6,7,Robbie Gould 36 yard field goal good,2.250,3.000
2,2:55,,,SFO 35,6,7,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
2,2:55,1,10,TAM 25,6,7,Jameis Winston pass short middle intended for O.J. Howard is intercepted by Mark Nzeocha at TB-30 and returned for 1 yard,0.610,-3.640
2,2:49,1,10,TAM 29,6,7,Tevin Coleman right end for 5 yards (tackle by Jordan Whitehead),3.640,3.780
2,2:19,2,5,TAM 24,6,7,Raheem Mostert left end for 4 yards (tackle by Jordan Whitehead),3.780,3.600
2,2:00,3,1,TAM 20,6,7,Jimmy Garoppolo pass complete short middle to George Kittle for 1 yard (tackle by Shaquil Barrett),3.600,4.310
2,1:25,1,10,TAM 19,6,7,Jimmy Garoppolo sacked by Shaquil Barrett for -8 yards,4.310,2.680
2,0:46,2,18,TAM 27,6,7,Jimmy Garoppolo pass complete short right to George Kittle for no gain (tackle by Lavonte David),2.680,2.020
2,0:17,,,,,,Timeout #1 by San Francisco 49ers,,
2,0:17,3,18,TAM 27,6,7,"Jimmy Garoppolo pass complete short right to Deebo Samuel for 2 yards. Deebo Samuel fumbles, recovered by Carlton Davis at TB-23 and returned for 6 yards (tackle by George Kittle)",2.020,-0.870
2,0:10,1,10,TAM 29,6,7,Jameis Winston kneels for -1 yards,0.870,0.190
Quarter,Time,Down,ToGo,Location,SFO,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,6,7,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SFO 25,6,7,Matt Breida left guard for 2 yards (tackle by William Gholston and Shaquil Barrett),0.610,0.330
3,14:29,2,8,SFO 27,6,7,Jimmy Garoppolo pass incomplete short left intended for Marquise Goodwin,0.330,-0.360
3,14:23,3,8,SFO 27,6,7,Jimmy Garoppolo pass complete short middle to George Kittle for 10 yards (tackle by Jordan Whitehead and M.J. Stewart),-0.360,1.400
3,13:46,1,10,SFO 37,6,7,Raheem Mostert up the middle for no gain (tackle by William Gholston),1.400,0.860
3,13:26,2,10,SFO 37,6,7,Jimmy Garoppolo pass incomplete short right intended for George Kittle,0.860,0.170
3,13:23,3,10,SFO 37,6,7,"Jimmy Garoppolo pass incomplete deep middle intended for Kendrick Bourne. Penalty on Carlton Davis: Defensive Pass Interference, 23 yards (no play)",0.170,2.920
3,13:17,1,10,TAM 40,6,7,Matt Breida right tackle for 1 yard (tackle by Vita Vea),2.920,2.510
3,12:38,2,9,TAM 39,12,7,"Jimmy Garoppolo pass complete deep left to Richie James for 39 yards, touchdown",2.510,7.000
3,12:31,,,TAM 15,13,7,Robbie Gould kicks extra point good,0.000,0.000
3,12:31,,,SFO 35,13,7,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
3,12:31,1,10,TAM 25,13,7,"Jameis Winston aborted snap, recovered by Jameis Winston at TB-22 and returned for -3 yards",0.610,-0.340
3,11:53,2,13,TAM 22,19,7,"Jameis Winston pass short right intended for Peyton Barber is intercepted by Richard Sherman at TB-31 and returned for 31 yards, touchdown",-0.340,-7.000
3,11:44,,,TAM 15,20,7,Robbie Gould kicks extra point good,0.000,0.000
3,11:44,,,SFO 35,20,7,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
3,11:44,1,10,TAM 25,20,7,Jameis Winston pass incomplete deep left intended for Mike Evans (defended by Ahkello Witherspoon),0.610,0.060
3,11:38,2,10,TAM 25,20,7,Jameis Winston pass complete short left to Peyton Barber for 8 yards (tackle by Emmanuel Moseley),0.060,0.430
3,10:55,3,2,TAM 33,20,7,Jameis Winston pass complete short right to Breshad Perriman for 5 yards (tackle by Richard Sherman),0.430,1.470
3,10:19,1,10,TAM 38,20,7,Jameis Winston left end for 5 yards (tackle by Dre Greenlaw),1.470,1.600
3,9:42,2,5,TAM 43,20,7,Peyton Barber right guard for 5 yards (tackle by Dre Greenlaw),1.600,2.130
3,8:54,1,10,TAM 48,20,7,Jameis Winston sacked by Nick Bosa for -9 yards,2.130,0.370
3,8:07,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
3,8:07,2,19,TAM 39,20,7,Jameis Winston pass complete short left to Cameron Brate for 7 yards (tackle by Jaquiski Tartt),0.370,0.630
3,7:24,3,12,TAM 46,20,7,Jameis Winston pass complete deep middle to Chris Godwin for 28 yards (tackle by Richard Sherman). Penalty on Nick Bosa: Defensive Offside (Declined),0.630,3.840
3,7:02,1,10,SFO 26,20,7,Peyton Barber up the middle for 5 yards (tackle by Tarvarius Moore),3.840,3.970
3,6:28,2,5,SFO 21,20,7,Ronald Jones up the middle for 11 yards (tackle by Richard Sherman and Tarvarius Moore),3.970,4.910
3,5:50,1,10,SFO 10,20,13,"Jameis Winston pass complete short right to Chris Godwin for 10 yards, touchdown. Penalty on Richard Sherman: Defensive Holding (Declined)",4.910,7.000
3,5:43,,,SFO 15,20,14,Matt Gay kicks extra point good,0.000,0.000
3,5:43,,,TAM 35,20,14,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,5:43,1,10,SFO 25,20,14,Matt Breida up the middle for 10 yards (tackle by Devin White),0.610,1.270
3,5:11,1,10,SFO 35,20,14,Matt Breida right tackle for 13 yards (tackle by Jordan Whitehead),1.270,2.130
3,4:34,1,10,SFO 48,20,14,Raheem Mostert left end for 8 yards (tackle by Devin White),2.130,2.660
3,4:05,2,2,TAM 44,20,14,Raheem Mostert up the middle for 5 yards (tackle by Jordan Whitehead),2.660,2.980
3,3:29,1,10,TAM 39,20,14,Jimmy Garoppolo pass incomplete short right intended for Marquise Goodwin,2.980,2.440
3,3:23,2,10,TAM 39,20,14,Matt Breida left end for no gain (tackle by Shaquil Barrett and Devin White),2.440,1.750
3,2:46,3,10,TAM 39,20,14,Jimmy Garoppolo pass incomplete short right intended for Richie James,1.750,0.660
3,2:42,4,10,TAM 39,20,14,Robbie Gould 57 yard field goal no good,0.660,-2.060
3,2:38,1,10,TAM 47,20,14,Ronald Jones up the middle for 11 yards (tackle by Jaquiski Tartt),2.060,2.790
3,2:01,1,10,SFO 42,20,14,Ronald Jones up the middle for 9 yards (tackle by Jaquiski Tartt and Fred Warner),2.790,3.460
3,1:21,2,1,SFO 33,20,14,Ronald Jones up the middle for 2 yards (tackle by Mark Nzeocha),3.460,3.510
3,0:45,1,10,SFO 31,20,14,Ronald Jones left tackle for 7 yards (tackle by Nick Bosa and Tarvarius Moore),3.510,3.910
3,0:04,2,3,SFO 24,20,14,Jameis Winston pass complete short right to O.J. Howard for 15 yards (tackle by Tarvarius Moore),3.910,5.140
Quarter,Time,Down,ToGo,Location,SFO,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,9,SFO 9,20,14,"Jameis Winston pass incomplete short middle. Penalty on Ali Marpet: Offensive Holding (Declined) . Penalty on Jameis Winston: Intentional Grounding, 10 yards",5.140,3.070
4,14:54,2,19,SFO 19,20,14,Jameis Winston up the middle for 4 yards (tackle by D.J. Jones),3.070,2.930
4,14:12,3,15,SFO 15,20,14,Jameis Winston pass complete short middle to Dare Ogunbowale for 11 yards (tackle by Dre Greenlaw),2.930,3.030
4,13:27,4,4,SFO 4,20,14,"Penalty on D.J. Jones: Neutral Zone Infraction, 2 yards (no play)",3.030,3.250
4,13:07,,,,,,Timeout #1 by San Francisco 49ers,,
4,13:07,4,2,SFO 2,20,14,Jameis Winston pass incomplete short middle intended for Chris Godwin (defended by Tarvarius Moore),3.250,0.380
4,13:04,1,10,SFO 2,20,14,Matt Breida up the middle for 3 yards (tackle by Darian Stewart and Ndamukong Suh),-0.380,-0.560
4,12:27,2,7,SFO 5,20,14,Jimmy Garoppolo pass complete short right to George Kittle for 6 yards (tackle by Vernon Hargreaves),-0.560,-0.370
4,11:44,3,1,SFO 11,20,14,Matt Breida left guard for 1 yard (tackle by Lavonte David),-0.370,-0.350
4,11:05,1,10,SFO 12,20,14,"Penalty on Deebo Samuel: False Start, 5 yards (no play)",-0.350,-0.570
4,10:51,1,15,SFO 7,20,14,Matt Breida up the middle for no gain (tackle by Jordan Whitehead),-0.570,-1.150
4,10:10,2,15,SFO 7,20,14,Matt Breida up the middle for 1 yard (tackle by Jordan Whitehead),-1.150,-1.890
4,9:29,3,14,SFO 8,20,14,"Jimmy Garoppolo up the middle for 20 yards (tackle by M.J. Stewart). Penalty on Mike McGlinchey: Offensive Holding, 4 yards (no play)",-1.890,-2.360
4,9:06,3,18,SFO 4,20,14,Raheem Mostert up the middle for no gain (tackle by M.J. Stewart),-2.360,-2.490
4,8:31,4,18,SFO 4,20,14,Mitch Wishnowsky punts 37 yards downed by Dre Greenlaw,-2.490,-2.850
4,8:21,1,10,SFO 41,20,14,Ronald Jones up the middle for 9 yards (tackle by Mark Nzeocha),2.850,3.520
4,7:51,2,1,SFO 32,20,14,"Ronald Jones up the middle for no gain (tackle by Jullian Taylor). Penalty on Solomon Thomas: Defensive Offside, 5 yards (no play)",3.520,3.780
4,7:30,1,10,SFO 27,20,14,Ronald Jones up the middle for 16 yards (tackle by Richard Sherman and Tarvarius Moore),3.780,4.840
4,6:53,1,10,SFO 11,20,14,Ronald Jones left tackle for 5 yards (tackle by Tarvarius Moore),4.840,5.080
4,6:13,2,5,SFO 6,20,14,Ronald Jones up the middle for -2 yards (tackle by DeForest Buckner),5.080,3.760
4,5:30,3,7,SFO 8,20,14,Jameis Winston sacked by Arik Armstead for -5 yards,3.760,2.570
4,4:51,4,12,SFO 13,20,17,Matt Gay 31 yard field goal good,2.570,3.000
4,4:47,,,TAM 35,20,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,4:47,1,10,SFO 25,20,17,Jimmy Garoppolo pass incomplete short middle intended for Kendrick Bourne,0.610,0.060
4,4:42,2,10,SFO 25,20,17,Jimmy Garoppolo pass complete short middle to George Kittle for 6 yards (tackle by Devin White),0.060,0.170
4,4:00,3,4,SFO 31,20,17,Jimmy Garoppolo pass complete short middle to George Kittle for 5 yards (tackle by Jordan Whitehead),0.170,1.330
4,3:22,1,10,SFO 36,20,17,"Raheem Mostert left end for 18 yards (tackle by Darian Stewart and Vernon Hargreaves). Penalty on Darian Stewart: Lowering the Head to Initiate Contact, 15 yards",1.330,3.510
4,3:12,1,10,TAM 31,20,17,Matt Breida up the middle for no gain (tackle by Carl Nassib),3.510,2.970
4,2:30,2,10,TAM 31,20,17,Raheem Mostert left end for 2 yards (tackle by M.J. Stewart),2.970,2.540
4,2:24,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,2:24,3,8,TAM 29,20,17,Jimmy Garoppolo pass incomplete short middle intended for Matt Breida (defended by Mike Edwards),2.540,1.500
4,2:21,4,8,TAM 29,23,17,Robbie Gould 47 yard field goal good,1.500,3.000
4,2:17,,,SFO 35,23,17,"Mitch Wishnowsky kicks off 65 yards, returned by T.J. Logan for 21 yards (tackle by Azeez Al-Shaair)",0.000,0.340
4,2:10,1,10,TAM 21,29,17,"Jameis Winston pass short left intended for Dare Ogunbowale is intercepted by Ahkello Witherspoon at TB-25 and returned for 25 yards, touchdown",0.340,-7.000
4,2:01,,,,,,Timeout #2 by San Francisco 49ers,,
4,2:01,,,TAM 2,31,17,"Two Point Attempt: Jimmy Garoppolo pass complete to Deebo Samuel, conversion succeeds",1.000,1.000
4,2:01,,,SFO 35,31,17,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
4,2:01,1,10,TAM 25,31,17,Jameis Winston pass complete short middle to Dare Ogunbowale for 9 yards (tackle by Fred Warner),0.610,1.280
4,1:53,2,1,TAM 34,31,17,Jameis Winston pass complete short right to Mike Evans for 12 yards (tackle by Richard Sherman),1.280,1.990
4,1:47,1,10,TAM 46,31,17,Jameis Winston pass complete short middle to Dare Ogunbowale for 9 yards (tackle by Fred Warner),1.990,2.670
4,1:30,2,1,SFO 45,31,17,Jameis Winston pass complete short left to O.J. Howard for 4 yards (tackle by Fred Warner),2.670,2.850
4,1:24,1,10,SFO 41,31,17,Jameis Winston pass incomplete deep left intended for Breshad Perriman,2.850,2.310
4,1:18,2,10,SFO 41,31,17,Jameis Winston pass complete short middle to Dare Ogunbowale for 4 yards (tackle by Fred Warner),2.310,2.150
4,1:05,3,6,SFO 37,31,17,Jameis Winston pass incomplete short left intended for Breshad Perriman (defended by Ahkello Witherspoon),2.150,0.790
4,1:01,4,6,SFO 37,31,17,Jameis Winston pass incomplete deep right intended for Mike Evans (defended by Richard Sherman),0.790,-1.400
4,0:51,1,10,SFO 37,31,17,Jimmy Garoppolo kneels for -1 yards,1.400,0.720
4,0:26,2,11,SFO 36,31,17,Jimmy Garoppolo kneels for -1 yards,0.720,-0.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
