Quarter,Time,Down,ToGo,Location,CLE,JAX,Detail,EPB,EPA
1,8:23,4,11,CLE 23,0,0,"Spencer Lanning punts 49 yards, returned by Ace Sanders for 11 yards (tackle by Christian Kirksey)",-1.830,-1.530
1,8:09,1,10,JAX 39,0,0,Blake Bortles pass incomplete short left intended for Marqise Lee is intercepted by Tashaun Gipson at JAX-48 and returned for 31 yards,1.530,-4.440
1,7:52,1,10,JAX 17,0,0,Brian Hoyer pass incomplete short left intended for Miles Austin,4.440,4.440
1,7:49,1,10,JAX 17,0,0,Timeout #1 by Cleveland Browns,4.440,3.850
1,7:49,2,10,JAX 17,0,0,Brian Hoyer pass complete short right to Terrance West for no gain,3.850,3.070
1,6:59,3,10,JAX 17,0,0,"Penalty on Brian Hoyer: Delay of Game, 5 yards (no play)",3.070,2.540
1,6:39,3,15,JAX 22,0,0,Brian Hoyer pass incomplete short middle intended for Miles Austin,2.540,1.990
1,6:34,4,15,JAX 22,3,0,Billy Cundiff 40 yard field goal good,1.990,3.000
1,6:34,,,CLE 35,3,0,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
1,6:30,1,10,JAX 20,3,0,Denard Robinson left end for 6 yards (tackle by Jabaal Sheard),0.280,0.540
1,5:57,2,4,JAX 26,3,0,Denard Robinson up the middle for 11 yards (tackle by Barkevious Mingo),0.540,1.400
1,5:28,1,10,JAX 37,3,0,Denard Robinson left end for 7 yards (tackle by Donte Whitner),1.400,1.800
1,4:55,2,3,JAX 44,3,0,Storm Johnson right end for 1 yard (tackle by Craig Robertson),1.800,1.220
1,4:20,3,2,JAX 45,3,0,Storm Johnson up the middle for no gain (tackle by Ishmaa'ily Kitchen),1.220,-0.390
1,3:40,4,2,JAX 45,3,0,"Bryan Anger punts 55 yards, touchback",-0.390,-0.280
1,3:32,1,10,CLE 20,3,0,Brian Hoyer pass complete short left to Taylor Gabriel for 16 yards (tackle by Dwayne Gratz),0.280,1.330
1,2:55,1,10,CLE 36,3,0,Ben Tate right end for 1 yard (tackle by Dwayne Gratz),1.330,0.930
1,2:19,2,9,CLE 37,3,0,Brian Hoyer pass complete short right to Andrew Hawkins for 10 yards (tackle by Demetrius McCray),0.930,2.060
1,1:44,1,10,CLE 47,3,0,Ben Tate left guard for 3 yards (tackle by J.T. Thomas),2.060,1.920
1,1:00,2,7,,3,0,Brian Hoyer pass incomplete short left intended for Jordan Cameron,1.920,1.220
1,0:55,3,7,,3,0,Brian Hoyer pass incomplete short left intended for Travis Benjamin,1.220,-0.060
1,0:50,4,7,,3,0,"Spencer Lanning punts 50 yards, touchback",-0.060,-0.280
1,0:38,1,10,JAX 20,3,0,Denard Robinson up the middle for 20 yards (tackle by Tashaun Gipson),0.280,1.600
1,0:10,1,10,JAX 40,3,0,Blake Bortles right end for 8 yards (tackle by Paul Kruger),1.600,2.130
Quarter,Time,Down,ToGo,Location,CLE,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,JAX 48,3,0,Blake Bortles pass complete short left to Cecil Shorts for 5 yards (tackle by Joe Haden),2.130,2.460
2,14:38,1,10,CLE 47,3,0,Blake Bortles pass incomplete deep middle intended for Cecil Shorts,2.460,1.910
2,14:34,2,10,CLE 47,3,0,Denard Robinson right end for 2 yards (tackle by John Hughes),1.910,1.490
2,13:58,3,8,CLE 45,3,0,Blake Bortles pass incomplete deep right intended for Marqise Lee,1.490,0.270
2,13:52,4,8,CLE 45,3,0,"Bryan Anger punts 36 yards, fair catch by Jim Leonhard",0.270,0.380
2,13:45,1,10,CLE 9,3,0,Isaiah Crowell up the middle for 5 yards (tackle by Paul Posluszny and Geno Hayes),-0.380,-0.390
2,13:21,2,5,CLE 14,3,0,Isaiah Crowell left end for 1 yard (tackle by Paul Posluszny),-0.390,-0.720
2,12:39,3,4,CLE 15,3,0,Brian Hoyer pass incomplete short middle intended for Jordan Cameron (defended by Sen'Derrick Marks),-0.720,-2.440
2,12:35,4,4,CLE 15,3,0,"Spencer Lanning punts 50 yards, fair catch by Ace Sanders",-2.440,-1.270
2,12:28,1,10,JAX 35,3,0,Blake Bortles pass complete short left to Clay Harbor for -1 yards (tackle by Karlos Dansby),1.270,0.590
2,11:47,2,11,JAX 34,3,0,Blake Bortles pass complete short right to Clay Harbor for 3 yards (tackle by Barkevious Mingo),0.590,0.300
2,11:12,3,8,JAX 37,3,0,Blake Bortles pass complete deep left to Marqise Lee for 20 yards,0.300,2.720
,,,,,,,"CLE challenged the pass completion ruling, and the play was upheld.",,
2,11:05,1,10,CLE 43,3,0,Denard Robinson up the middle for no gain (tackle by Desmond Bryant and Christian Kirksey),2.720,2.180
2,10:30,2,10,CLE 43,3,0,Blake Bortles pass complete short left to Clay Harbor for 2 yards (tackle by Justin Gilbert),2.180,1.750
2,9:50,3,8,CLE 41,3,0,Blake Bortles pass incomplete short middle intended for Cecil Shorts,1.750,0.530
2,9:44,4,8,CLE 41,3,0,"Bryan Anger punts 41 yards, touchback",0.530,-0.280
2,9:37,1,10,CLE 20,3,0,Brian Hoyer pass incomplete deep left intended for Travis Benjamin,0.280,-0.270
2,9:31,2,10,CLE 20,3,0,Ben Tate right end for 18 yards (tackle by Josh Evans and Telvin Smith),-0.270,1.470
2,8:55,1,10,CLE 38,3,0,Ben Tate right end for 1 yard (tackle by Abry Jones),1.470,1.060
2,8:36,2,9,CLE 39,3,0,"Brian Hoyer pass complete short middle to Ben Tate for no gain. Penalty on J.T. Thomas: Defensive 12 On-field, 5 yards (no play)",1.060,1.730
2,8:36,2,4,CLE 44,3,0,"Penalty on Joel Bitonio: False Start, 5 yards (no play)",1.730,1.060
2,8:30,2,9,CLE 39,3,0,Terrance West left end for no gain (tackle by Abry Jones),1.060,0.370
2,7:50,3,9,CLE 39,3,0,Brian Hoyer pass complete short middle to Andrew Hawkins for 16 yards (tackle by Will Blackmon),0.370,2.590
2,7:26,1,10,JAX 45,3,0,Terrance West up the middle for 4 yards (tackle by Will Blackmon),2.590,2.580
2,7:02,2,6,JAX 41,3,0,Brian Hoyer pass complete short left to Miles Austin for 22 yards (tackle by Josh Evans),2.580,4.310
2,6:45,1,10,JAX 19,3,0,Terrance West up the middle for 3 yards (tackle by Paul Posluszny),4.310,4.180
2,6:06,2,7,JAX 16,3,0,Ben Tate left end for 3 yards (tackle by J.T. Thomas),4.180,3.960
2,5:36,3,4,JAX 13,3,0,Brian Hoyer pass complete short middle to Andrew Hawkins for 9 yards (tackle by Josh Evans),3.960,6.280
2,5:08,1,4,JAX 4,3,0,Ben Tate right guard for no gain (tackle by Chris Clemons),6.280,5.340
2,4:29,2,4,JAX 4,3,0,Brian Hoyer pass incomplete short right intended for Gary Barnidge,5.340,4.490
2,4:22,3,4,JAX 4,3,0,Brian Hoyer pass incomplete short middle intended for Jordan Cameron,4.490,3.030
2,4:19,4,4,JAX 4,6,0,Billy Cundiff 22 yard field goal good,3.030,3.000
2,4:19,,,CLE 35,6,0,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
2,4:15,1,10,JAX 20,6,0,Blake Bortles pass complete short right to Clay Harbor for 3 yards (tackle by Buster Skrine),0.280,0.140
2,3:46,2,7,JAX 23,6,0,Denard Robinson up the middle for 3 yards (tackle by Christian Kirksey),0.140,-0.160
2,3:07,3,4,JAX 26,6,0,Blake Bortles pass incomplete short left intended for Denard Robinson is intercepted by Tashaun Gipson at JAX-34 and returned for 1 yard,-0.160,-3.380
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned.",,
2,3:04,1,10,JAX 33,6,0,Andrew Hawkins right end for 8 yards (tackle by Jonathan Cyprien),3.380,3.920
2,2:36,2,2,JAX 25,6,0,Terrance West up the middle for 1 yard (tackle by Andre Branch),3.920,3.340
2,2:00,3,1,JAX 24,6,0,Terrance West up the middle for no gain (tackle by Paul Posluszny and J.T. Thomas),3.340,3.340
2,1:50,3,1,JAX 24,6,0,Timeout #2 by Jacksonville Jaguars,3.340,2.020
2,1:50,4,1,JAX 24,6,0,Brian Hoyer pass incomplete short right intended for Jordan Cameron,2.020,-0.540
2,1:33,1,10,JAX 24,6,0,Blake Bortles pass complete deep left to Allen Robinson for 16 yards (tackle by Joe Haden),0.540,1.600
2,1:12,1,10,JAX 40,6,0,Blake Bortles pass complete short right to Clay Harbor for 24 yards,1.600,3.180
2,0:41,1,10,CLE 36,6,0,"Blake Bortles pass incomplete short right intended for Cecil Shorts. Penalty on Paul Kruger: Defensive Offside, 5 yards (no play)",3.180,3.910
2,0:36,1,5,CLE 31,6,6,"Blake Bortles pass complete short right to Allen Robinson for 31 yards, touchdown",3.910,7.000
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the play was upheld.",,
2,0:36,,,CLE 2,6,7,Josh Scobee kicks extra point good,0.000,0.000
2,0:36,,,JAX 35,6,7,"Josh Scobee kicks off 74 yards, returned by Marlon Moore for 32 yards (tackle by Will Blackmon)",0.000,-0.480
2,0:20,1,10,CLE 23,6,7,Brian Hoyer pass incomplete short middle intended for Andrew Hawkins (defended by Ryan Davis),0.480,-0.070
2,0:18,2,10,CLE 23,6,7,"Ben Tate up the middle for 7 yards (tackle by Jonathan Cyprien). Penalty on Andrew Hawkins: Offensive Holding, 10 yards",-0.070,-0.470
2,0:09,2,13,CLE 20,6,7,Brian Hoyer kneels for -1 yards,-0.470,-1.360
Quarter,Time,Down,ToGo,Location,CLE,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,6,7,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,JAX 20,6,7,Denard Robinson up the middle for 3 yards (tackle by Christian Kirksey),0.280,0.140
3,14:34,2,7,JAX 23,6,7,Denard Robinson right end for no gain (tackle by John Hughes),0.140,0.140
3,13:55,2,7,JAX 23,6,7,Timeout #1 by Jacksonville Jaguars,0.140,-0.560
3,13:55,3,7,JAX 23,6,7,Blake Bortles sacked by Karlos Dansby for -6 yards,-0.560,-2.320
3,13:21,4,13,JAX 17,6,7,"Bryan Anger punts 53 yards, returned by Jordan Poyer for 6 yards (tackle by Dekoda Watson)",-2.320,-1.330
3,13:10,1,10,CLE 36,6,7,Brian Hoyer pass incomplete deep right intended for Taylor Gabriel,1.330,0.790
3,13:03,2,10,CLE 36,6,7,Ben Tate left end for 1 yard (tackle by Roy Miller),0.790,0.230
3,12:20,3,9,CLE 37,6,7,"Brian Hoyer sacked by Telvin Smith for -9 yards. Brian Hoyer fumbles (forced by Telvin Smith), recovered by Paul Posluszny at CLE-35 and returned for 10 yards (tackle by Andrew Hawkins)",0.230,-3.910
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,12:08,1,10,CLE 25,6,7,Blake Bortles pass incomplete short right intended for Cecil Shorts (defended by Buster Skrine),3.910,3.360
3,12:02,2,10,CLE 25,6,7,Denard Robinson up the middle for 3 yards (tackle by Desmond Bryant and Karlos Dansby),3.360,3.070
3,11:17,3,7,CLE 22,6,7,Blake Bortles pass complete short left to Allen Hurns for 7 yards (tackle by Buster Skrine),3.070,4.580
3,10:40,1,10,CLE 15,6,7,Blake Bortles pass complete short right to Clay Harbor for 3 yards (tackle by Craig Robertson),4.580,4.450
3,10:14,2,7,CLE 12,6,7,Blake Bortles pass incomplete short right intended for Cecil Shorts,4.450,3.580
3,10:08,3,7,CLE 12,6,7,Blake Bortles pass incomplete short right intended for Will Ta'ufo'ou,3.580,2.630
3,10:03,4,7,CLE 12,6,10,Josh Scobee 30 yard field goal good,2.630,3.000
3,10:03,,,JAX 35,6,10,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
3,9:59,1,10,CLE 20,6,10,Brian Hoyer pass incomplete short right intended for Miles Austin,0.280,-0.270
3,9:56,2,10,CLE 20,6,10,Isaiah Crowell right end for 11 yards (tackle by Andre Branch),-0.270,1.000
3,9:28,1,10,CLE 31,6,10,Brian Hoyer pass incomplete short left intended for Miles Austin (defended by Andre Branch),1.000,1.000
3,9:26,1,10,CLE 31,6,10,Timeout #2 by Jacksonville Jaguars,1.000,0.460
3,9:26,2,10,CLE 31,6,10,Isaiah Crowell left end for -1 yards (tackle by Abry Jones),0.460,-0.360
3,8:43,3,11,CLE 30,6,10,Brian Hoyer pass incomplete short left intended for Jordan Cameron (defended by Telvin Smith),-0.360,-1.370
3,8:39,4,11,CLE 30,6,10,"Spencer Lanning punts 59 yards, returned by Ace Sanders for 19 yards (tackle by Christian Kirksey)",-1.370,-0.940
3,8:26,1,10,JAX 30,6,10,Marqise Lee right end for no gain (tackle by Christian Kirksey),0.940,0.390
3,7:47,2,10,JAX 30,6,10,Blake Bortles pass complete short middle to Ace Sanders for no gain,0.390,-0.300
3,7:04,3,10,JAX 30,6,10,Blake Bortles sacked by Christian Kirksey for -2 yards,-0.300,-1.500
3,6:29,4,12,JAX 28,6,10,"Bryan Anger punts 39 yards, fair catch by Jordan Poyer",-1.500,-1.140
3,6:22,1,10,CLE 33,6,10,Brian Hoyer pass incomplete short left intended for Andrew Hawkins,1.140,0.590
3,6:15,2,10,CLE 33,6,10,Ben Tate up the middle for 5 yards (tackle by Chris Clemons),0.590,0.560
3,5:37,3,5,CLE 38,6,10,Brian Hoyer pass incomplete short left intended for Andrew Hawkins,0.560,-0.850
3,5:33,4,5,CLE 38,6,10,"Spencer Lanning punts 51 yards, returned by Ace Sanders for 5 yards (tackle by Marlon Moore)",-0.850,0.140
3,5:22,1,10,JAX 16,6,10,"Penalty on Barkevious Mingo: Neutral Zone Infraction, 5 yards (no play)",-0.140,0.740
3,5:22,1,5,JAX 21,6,10,Blake Bortles for 6 yards,0.740,0.740
3,5:05,1,10,JAX 27,6,10,Denard Robinson up the middle for 4 yards (tackle by John Hughes and Karlos Dansby),0.740,0.740
3,4:32,2,6,JAX 31,6,10,"Blake Bortles pass incomplete deep middle intended for Cecil Shorts. Penalty on Cecil Shorts: Offensive Pass Interference, 10 yards (no play)",0.740,-0.610
3,4:25,2,16,JAX 21,6,10,Blake Bortles pass complete short left to Jordan Todman for 26 yards (tackle by Donte Whitner),-0.610,2.060
3,3:50,1,10,JAX 47,6,10,Denard Robinson left end for 13 yards (tackle by Tashaun Gipson),2.060,2.920
3,3:33,1,10,CLE 40,6,10,Blake Bortles pass complete short right to Cecil Shorts for 3 yards (tackle by Buster Skrine),2.920,2.780
3,3:06,2,7,CLE 37,6,10,Blake Bortles pass incomplete short middle intended for Allen Robinson (defended by Jacobbi McDaniel),2.780,2.080
3,3:02,3,7,CLE 37,6,10,Blake Bortles for 18 yards,2.080,4.310
3,2:28,1,10,CLE 19,6,10,Blake Bortles pass incomplete deep middle intended for Cecil Shorts,4.310,3.750
3,2:22,2,10,CLE 19,6,10,Denard Robinson up the middle for 5 yards (tackle by Ishmaa'ily Kitchen),3.750,3.760
3,1:44,3,5,CLE 14,6,10,Blake Bortles pass incomplete short middle intended for Cecil Shorts is intercepted by Buster Skrine at CLE-6 and returned for 6 yards,3.760,0.350
3,1:37,1,10,CLE 12,6,10,Brian Hoyer pass complete short middle to Isaiah Crowell for 5 yards (tackle by Paul Posluszny),-0.350,-0.230
3,1:07,2,5,CLE 17,6,10,Isaiah Crowell up the middle for 1 yard (tackle by J.T. Thomas),-0.230,-0.720
3,0:28,3,4,CLE 18,6,10,Brian Hoyer pass complete short middle to Miles Austin for 19 yards (tackle by Jonathan Cyprien),-0.720,1.400
3,0:04,1,10,CLE 37,6,10,Brian Hoyer pass complete short left to Taylor Gabriel for 15 yards,1.400,2.390
Quarter,Time,Down,ToGo,Location,CLE,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 48,6,10,Brian Hoyer pass incomplete deep left intended for Taylor Gabriel,2.390,1.850
4,14:51,2,10,JAX 48,6,10,Isaiah Crowell left end for 5 yards (tackle by Chris Clemons and Paul Posluszny),1.850,1.820
4,14:29,3,5,JAX 43,6,10,Brian Hoyer pass incomplete short left intended for Andrew Hawkins,1.820,0.400
4,14:25,4,5,JAX 43,6,10,Ben Tate right end for -2 yards (tackle by Paul Posluszny and Demetrius McCray),0.400,-1.930
4,14:19,1,10,JAX 45,6,10,Denard Robinson right end for 1 yard (tackle by Ishmaa'ily Kitchen),1.930,1.520
4,13:45,2,9,JAX 46,6,10,Storm Johnson right end for 5 yards (tackle by Barkevious Mingo),1.520,1.490
4,13:11,3,4,CLE 49,6,10,Blake Bortles pass complete short middle to Allen Robinson for 6 yards (tackle by Joe Haden),1.490,2.720
4,12:32,1,10,CLE 43,6,10,Blake Bortles right end for 6 yards (tackle by Donte Whitner),2.720,2.990
4,11:54,2,4,CLE 37,6,10,"Denard Robinson left end for 4 yards (tackle by Karlos Dansby). Penalty on Nic Jacobs: Offensive Holding, 10 yards (no play)",2.990,1.640
4,11:29,2,14,CLE 47,6,10,Blake Bortles pass incomplete deep right intended for Allen Robinson (defended by Justin Gilbert),1.640,0.960
4,11:22,3,14,CLE 47,6,10,Blake Bortles pass complete short right to Allen Robinson for 7 yards (tackle by Justin Gilbert),0.960,0.590
4,10:49,4,7,CLE 40,6,10,Bryan Anger punts 34 yards,0.590,0.380
4,10:42,1,10,CLE 6,6,10,Ben Tate right end for no gain (tackle by Paul Posluszny and Andre Branch),-0.380,-0.780
4,9:59,2,10,CLE 6,6,10,Brian Hoyer pass complete short middle to Andrew Hawkins for 65 yards (tackle by Jonathan Cyprien),-0.780,3.640
4,9:24,1,10,JAX 29,6,10,Isaiah Crowell right end for -4 yards (tackle by Sen'Derrick Marks),3.640,2.560
4,8:43,2,14,JAX 33,6,10,Brian Hoyer sacked by Paul Posluszny for -8 yards,2.560,0.830
4,8:00,3,22,JAX 41,6,10,Brian Hoyer pass incomplete short right intended for Isaiah Crowell,0.830,0.530
4,7:54,4,22,JAX 41,6,10,"Spencer Lanning punts 41 yards, touchback. Penalty on Christian Yount: Offensive Holding, 10 yards",0.530,-0.940
4,7:47,1,10,JAX 30,6,10,"Blake Bortles pass incomplete short right intended for Cecil Shorts. Penalty on Paul Kruger: Defensive Holding, 5 yards (no play)",0.940,1.270
4,7:41,1,10,JAX 35,6,10,Denard Robinson up the middle for 4 yards (tackle by John Hughes and Karlos Dansby),1.270,1.260
4,7:03,2,6,JAX 39,6,10,Denard Robinson up the middle for 3 yards (tackle by Ishmaa'ily Kitchen),1.260,0.960
4,6:20,3,3,JAX 42,6,10,Blake Bortles pass incomplete deep right intended for Allen Hurns,0.960,-0.590
4,6:12,4,3,JAX 42,6,10,"Bryan Anger punts 56 yards, muffed catch by Jordan Poyer, recovered by LaRoy Reynolds and returned for no gain. Penalty on Tank Carder: Defensive Offside (Declined)",-0.590,5.370
4,6:01,1,8,CLE 8,6,16,"Denard Robinson left end for 8 yards, touchdown",5.370,7.000
4,6:01,,,CLE 2,6,17,Josh Scobee kicks extra point good,0.000,0.000
4,6:01,,,JAX 35,6,17,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
4,5:58,1,10,CLE 20,6,17,Ben Tate left end for no gain (tackle by Telvin Smith),0.280,-0.270
4,5:21,2,10,CLE 20,6,17,Brian Hoyer pass incomplete short middle intended for Ben Tate is intercepted by Telvin Smith at CLE-22 and returned for 15 yards,-0.270,-5.600
4,5:12,1,7,CLE 7,6,17,Blake Bortles pass complete short right to Cecil Shorts for 4 yards,5.600,5.530
4,4:40,2,3,CLE 3,6,23,"Storm Johnson left end for 3 yards, touchdown",5.530,7.000
4,4:40,,,CLE 2,6,24,Josh Scobee kicks extra point good,0.000,0.000
4,4:40,,,JAX 35,6,24,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
4,4:35,1,10,CLE 20,6,24,Brian Hoyer pass complete short middle to Andrew Hawkins for 12 yards (tackle by J.T. Thomas),0.280,1.070
4,4:11,1,10,CLE 32,6,24,Brian Hoyer pass complete short left to Ben Tate for -2 yards (tackle by Telvin Smith),1.070,0.260
4,3:46,2,12,CLE 30,6,24,Brian Hoyer pass complete short middle to Jordan Cameron for 5 yards (tackle by Josh Evans),0.260,0.230
4,3:21,3,7,CLE 35,6,24,Brian Hoyer pass complete short middle to Taylor Gabriel for 8 yards (tackle by J.T. Thomas),0.230,1.800
4,2:59,1,10,CLE 43,6,24,Ben Tate up the middle for -1 yards (tackle by Ryan Davis),1.800,1.120
4,2:29,2,11,CLE 42,6,24,Brian Hoyer pass incomplete short left intended for Taylor Gabriel,1.120,0.430
4,2:27,3,11,CLE 42,6,24,Brian Hoyer pass incomplete short left intended for Travis Benjamin,0.430,-0.590
4,2:20,4,11,CLE 42,6,24,Brian Hoyer sacked by Chris Clemons for -8 yards,-0.590,-3.310
4,2:12,1,10,CLE 34,6,24,Denard Robinson right end for 11 yards (tackle by Craig Robertson),3.310,4.040
4,2:00,1,10,CLE 23,6,24,Denard Robinson left end for 5 yards (tackle by Jabaal Sheard),4.040,4.040
4,1:53,1,10,CLE 23,6,24,Timeout #1 by Cleveland Browns,4.040,4.210
4,1:53,2,5,CLE 18,6,24,Storm Johnson up the middle for 4 yards (tackle by Donte Whitner),4.210,4.280
4,1:09,3,1,CLE 14,6,24,Storm Johnson up the middle for 3 yards (tackle by Ishmaa'ily Kitchen),4.280,4.840
4,0:24,1,10,CLE 11,6,24,Blake Bortles kneels for -1 yards,4.840,3.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
