Quarter,Time,Tm,Detail,BUF,MIA
1.0,8:30,Dolphins,Randy McMichael 4 yard pass from Ray Lucas (Olindo Mare kick),0,7
,1:39,Bills,Mike Hollis 46 yard field goal,3,7
2.0,12:40,Bills,Eric Moulds 70 yard pass from Drew Bledsoe (Mike Hollis kick),10,7
,4:57,Dolphins,Olindo Mare 42 yard field goal,10,10
,2:23,Bills,Nate Clements 29 yard interception return (Mike Hollis kick),17,10
3.0,4:16,Bills,Mike Hollis 26 yard field goal,20,10
4.0,1:12,Bills,Mike Hollis 44 yard field goal,23,10
