Quarter,Time,Down,ToGo,Location,BAL,PHI,Detail,EPB,EPA
1,0:10,2,10,BAL 37,3,3,Donovan McNabb pass complete to Terrell Owens for 14 yards (tackle by Deion Sanders),2.570,4.040
Quarter,Time,Down,ToGo,Location,BAL,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BAL 23,3,3,Donovan McNabb pass complete to Chad Lewis for 18 yards (tackle by Musa Smith),4.040,6.060
2,14:18,1,5,BAL 5,3,3,"Donovan McNabb right tackle for 4 yards (tackle by Ed Hartwell). Donovan McNabb fumbles (forced by Ed Hartwell), recovered by Will Demps at BAL-1 (tackle by Donovan McNabb)",6.060,0.380
2,14:08,1,10,BAL 1,3,3,Alan Ricard up the middle for 1 yard (tackle by Brian Dawkins),-0.380,-0.710
2,13:29,2,9,BAL 2,3,3,Kyle Boller pass incomplete intended for Travis Taylor,-0.710,-1.300
2,13:24,3,9,BAL 2,3,3,Kyle Boller pass complete to Clarence Moore for 16 yards (tackle by Roderick Hood),-1.300,0.040
2,12:59,1,10,BAL 18,3,3,Chester Taylor right end for -1 yards (tackle by Michael Lewis),0.040,-0.650
2,12:19,2,11,BAL 17,3,3,"Kyle Boller sacked by Jevon Kearse for -1 yards. Penalty on Jevon Kearse: Face Mask (15 Yards), 15 yards",-0.650,1.000
2,11:56,1,10,BAL 31,3,3,Musa Smith right end for 3 yards (tackle by Hollis Thomas),1.000,0.870
2,11:16,2,7,BAL 34,3,3,Kyle Boller pass complete to Chester Taylor for 3 yards (tackle by Hugh Douglas),0.870,0.560
2,10:30,3,4,BAL 37,3,3,Kyle Boller pass complete to B.J. Sams for 2 yards (tackle by Roderick Hood),0.560,-0.780
2,9:43,4,2,BAL 39,3,3,"Dave Zastudil punts 61 yards, touchback",-0.780,-0.280
2,9:33,1,10,PHI 20,3,3,Donovan McNabb pass complete to Reno Mahe for 8 yards (tackle by Chris McAlister),0.280,0.810
2,8:58,2,2,PHI 28,3,3,Dorsey Levens up the middle for 5 yards (tackle by Ed Hartwell),0.810,1.140
2,8:20,1,10,PHI 33,3,3,"Penalty on Terrell Owens: False Start, 5 yards (no play)",1.140,0.810
2,8:08,1,15,PHI 28,3,3,Donovan McNabb for 16 yards,0.810,1.860
2,7:37,1,10,PHI 44,3,3,Dorsey Levens right guard for 7 yards (tackle by Ray Lewis),1.860,2.260
2,7:02,2,3,BAL 49,3,3,Reno Mahe right end for 5 yards (tackle by Anthony Weaver),2.260,2.650
2,6:20,1,10,BAL 44,3,3,Donovan McNabb pass complete to Todd Pinkston for 16 yards (tackle by Ed Reed),2.650,3.710
2,5:48,1,10,BAL 28,3,3,Donovan McNabb pass incomplete intended for Dorsey Levens,3.710,3.170
2,5:39,2,10,BAL 28,3,3,Donovan McNabb pass incomplete intended for Greg Lewis,3.170,2.480
2,5:36,3,10,BAL 28,3,3,Donovan McNabb pass complete to Terrell Owens for 5 yards (tackle by Gary Baxter),2.480,1.980
2,4:57,4,5,BAL 23,3,6,David Akers 41 yard field goal good,1.980,3.000
2,,,,PHI 30,3,6,"David Akers kicks off 70 yards, touchback",0.000,0.280
2,4:52,1,10,BAL 20,3,6,Chester Taylor left guard for 9 yards (tackle by Michael Lewis),0.280,0.950
2,4:19,2,1,BAL 29,3,6,Chester Taylor right end for no gain (tackle by Jevon Kearse),0.950,0.230
2,3:39,3,1,BAL 29,3,6,Alan Ricard up the middle for no gain (tackle by Michael Lewis),0.230,-1.440
2,2:57,4,1,BAL 29,3,6,Dave Zastudil punts 35 yards,-1.440,-1.330
2,2:45,1,10,PHI 36,3,6,Donovan McNabb sacked by Anthony Weaver for -6 yards,1.330,-0.020
2,2:11,2,16,PHI 30,3,6,Dorsey Levens up the middle for 2 yards (tackle by Marques Douglas),-0.020,-0.430
2,2:00,3,14,PHI 32,3,6,Donovan McNabb pass complete to Dorsey Levens for 9 yards (tackle by Chad Williams),-0.430,-0.650
2,1:51,,,,3,6,Timeout #1 by Baltimore Ravens,0.000,-0.650
2,1:51,4,5,PHI 41,3,6,"Dirk Johnson punts 51 yards, returned by Deion Sanders for 8 yards (tackle by Ike Reese)",-0.650,0.140
2,1:38,1,10,BAL 16,3,6,Chester Taylor right guard for 12 yards (tackle by Brian Dawkins),-0.140,0.810
2,1:13,1,10,BAL 28,3,6,Kyle Boller pass complete to Travis Taylor for 9 yards (tackle by Sheldon Brown),0.810,1.480
2,1:02,,,,3,6,Timeout #2 by Baltimore Ravens,0.000,1.480
2,1:02,2,1,BAL 37,3,6,"Kyle Boller pass incomplete intended for Kevin Johnson. Penalty on Lito Sheppard: Defensive Pass Interference, 7 yards (no play)",1.480,1.860
2,0:59,1,10,BAL 44,3,6,Kyle Boller pass complete to Chester Taylor for no gain,1.860,1.320
2,0:32,2,10,BAL 44,3,6,Kyle Boller pass complete to Terry Jones for 4 yards,1.320,1.160
2,0:25,3,6,BAL 48,3,6,Kyle Boller pass complete to Terry Jones for 4 yards (tackle by Michael Lewis),1.160,0.070
2,0:03,,,,3,6,Timeout #3 by Baltimore Ravens,0.000,0.070
2,0:03,4,2,PHI 48,3,6,Kyle Boller pass incomplete intended for Clarence Moore is intercepted by Michael Lewis at PHI-0,0.070,0.000
Quarter,Time,Down,ToGo,Location,BAL,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,3,6,"Wade Richey kicks off 73 yards, touchback",0.000,0.280
3,15:00,1,10,PHI 20,3,6,Dorsey Levens right guard for 3 yards (tackle by Anthony Weaver),0.280,0.140
3,14:21,2,7,PHI 23,3,6,Donovan McNabb pass complete to Terrell Owens for 11 yards (tackle by Deion Sanders),0.140,1.200
3,14:04,1,10,PHI 34,3,6,Dorsey Levens left end for no gain (tackle by Marques Douglas),1.200,0.660
3,13:10,,,,3,6,Timeout #1 by Philadelphia Eagles,0.000,0.660
3,13:10,2,10,PHI 34,3,6,Donovan McNabb pass complete to Terrell Owens for 7 yards (tackle by Ray Lewis),0.660,0.890
3,12:32,3,3,PHI 41,3,6,Donovan McNabb pass incomplete intended for Freddie Mitchell (defended by Adalius Thomas),0.890,-0.650
3,12:27,4,3,PHI 41,3,6,Dirk Johnson punts 32 yards,-0.650,-0.740
3,12:18,1,10,BAL 27,3,6,Kyle Boller pass incomplete intended for Terry Jones,0.740,0.200
3,12:11,2,10,BAL 27,3,6,Kyle Boller pass complete to Terry Jones for 2 yards (tackle by Sheldon Brown),0.200,-0.230
3,11:32,3,8,BAL 29,3,6,"Kyle Boller pass complete to Travis Taylor for 9 yards (tackle by Brian Dawkins). Penalty on Ike Reese: Roughing the Passer, 15 yards",-0.230,2.460
3,11:05,1,10,PHI 47,3,6,Kyle Boller pass incomplete intended for Travis Taylor (defended by Lito Sheppard),2.460,1.910
3,11:01,2,10,PHI 47,3,6,"Chester Taylor right end for 4 yards (tackle by Corey Simon). Penalty on Terry Jones: Offensive Holding, 10 yards (no play)",1.910,0.560
3,10:39,2,20,BAL 43,3,6,Kyle Boller pass complete to Chester Taylor for 10 yards (tackle by Nate Wayne),0.560,1.220
3,10:01,3,10,PHI 47,3,6,Kyle Boller pass incomplete intended for Kevin Johnson,1.220,0.130
3,9:55,4,10,PHI 47,3,6,"Dave Zastudil punts 47 yards, touchback",0.130,-0.280
3,9:47,1,10,PHI 20,3,6,Dorsey Levens right tackle for 5 yards (tackle by Ed Hartwell),0.280,0.410
3,9:15,2,5,PHI 25,3,6,Donovan McNabb pass complete to Josh Parry for 22 yards (tackle by Will Demps),0.410,2.060
3,8:36,1,10,PHI 47,3,6,Donovan McNabb pass complete to Chad Lewis for 6 yards (tackle by Gary Baxter),2.060,2.330
3,7:54,2,4,BAL 47,3,6,Dorsey Levens right tackle for 3 yards (tackle by Ray Lewis),2.330,2.020
3,7:40,3,1,BAL 44,3,6,Donovan McNabb sacked by Ed Reed for -13 yards,2.020,-0.520
3,7:22,4,14,PHI 43,3,6,"Dirk Johnson punts 45 yards, returned by Deion Sanders for 1 yard (tackle by Keith Adams)",-0.520,0.320
3,7:10,1,10,BAL 13,3,6,Chester Taylor up the middle for 9 yards (tackle by Mark Simoneau),-0.320,0.490
3,6:32,2,1,BAL 22,3,6,Chester Taylor left tackle for 2 yards (tackle by Hollis Thomas),0.490,0.540
3,5:53,1,10,BAL 24,3,6,Kyle Boller pass complete to Clarence Moore for 14 yards (tackle by Brian Dawkins),0.540,1.470
3,5:15,1,10,BAL 38,3,6,Kyle Boller up the middle for 7 yards (tackle by Keith Adams),1.470,1.870
3,4:36,2,3,BAL 45,3,6,Musa Smith right tackle for 5 yards (tackle by Brian Dawkins and Michael Lewis),1.870,2.260
3,3:50,1,10,PHI 50,3,6,Musa Smith right guard for 1 yard (tackle by Corey Simon),2.260,1.850
3,3:24,2,9,PHI 49,3,6,Kyle Boller pass incomplete intended for Chester Taylor (defended by Brian Dawkins),1.850,1.160
3,3:07,3,9,PHI 49,3,6,Chester Taylor right end for 1 yard (tackle by Brian Dawkins),1.160,0.070
3,2:26,4,8,PHI 48,3,6,"Dave Zastudil punts 32 yards, fair catch by Reno Mahe",0.070,0.140
3,2:19,1,10,PHI 16,3,6,Donovan McNabb pass complete to Terrell Owens for 24 yards (tackle by Ray Lewis),-0.140,1.600
3,1:52,1,10,PHI 40,3,6,"Donovan McNabb pass complete to Chad Lewis for 10 yards (tackle by Ed Hartwell). Penalty on Ma'ake Kemoeatu: Personal Foul, 15 yards",1.600,3.250
3,1:26,1,10,BAL 35,3,6,Donovan McNabb for 13 yards,3.250,4.110
3,0:51,1,10,BAL 22,3,6,Reno Mahe left end for -3 yards (tackle by Adalius Thomas),4.110,3.160
3,0:08,2,13,BAL 25,3,6,Donovan McNabb pass incomplete intended for Terrell Owens (defended by Chris McAlister),3.160,2.480
3,0:03,3,13,BAL 25,3,6,Donovan McNabb pass incomplete intended for Greg Lewis (defended by Chris McAlister),2.480,1.800
Quarter,Time,Down,ToGo,Location,BAL,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,13,BAL 25,3,9,David Akers 43 yard field goal good,1.800,3.000
4,,,,PHI 30,3,9,"David Akers kicks off 79 yards, touchback",0.000,0.280
4,14:56,1,10,BAL 20,3,9,Chester Taylor right tackle for 7 yards (tackle by Mark Simoneau),0.280,0.680
4,14:21,2,3,BAL 27,3,9,Musa Smith left tackle for 13 yards (tackle by Mark Simoneau),0.680,1.600
4,13:53,1,10,BAL 40,3,9,Kyle Boller pass complete to Travis Taylor for 21 yards (tackle by Michael Lewis),1.600,2.980
4,13:07,1,10,PHI 39,3,9,"Chester Taylor right tackle for 3 yards (tackle by Brian Dawkins). Chester Taylor fumbles (forced by Brian Dawkins), recovered by Hollis Thomas at PHI-35 (tackle by Alan Ricard)",2.980,-1.270
4,12:59,1,10,PHI 35,3,9,Donovan McNabb pass incomplete intended for Terrell Owens (defended by Ed Reed),1.270,0.720
4,12:59,2,10,PHI 35,3,9,Donovan McNabb pass complete to Terrell Owens for 15 yards (tackle by Ray Lewis),0.720,2.260
4,12:13,1,10,PHI 50,3,9,Reno Mahe right end for no gain (tackle by Ray Lewis),2.260,1.710
4,11:57,2,10,PHI 50,3,9,Dorsey Levens up the middle for 8 yards (tackle by Terrell Suggs),1.710,2.080
4,10:47,3,2,BAL 42,3,9,Donovan McNabb pass complete to L.J. Smith for 17 yards (tackle by Ed Reed),2.080,3.910
4,10:47,1,10,BAL 25,3,9,Donovan McNabb pass complete to Terrell Owens for 14 yards (tackle by Will Demps),3.910,4.840
4,9:31,1,10,BAL 11,3,9,Donovan McNabb pass incomplete intended for Josh Parry,4.840,4.140
4,9:26,2,10,BAL 11,3,9,Donovan McNabb pass incomplete intended for Billy McMullen (defended by Gary Baxter),4.140,3.130
4,9:19,3,10,BAL 11,3,15,"Donovan McNabb pass complete to Terrell Owens for 11 yards, touchdown",3.130,7.000
4,,,,,3,15,"Two Point Attempt: Donovan McNabb pass incomplete intended for L.J. Smith, conversion fails",1.000,-1.000
4,,,,PHI 30,3,15,"David Akers kicks off 68 yards, returned by B.J. Sams for 26 yards (tackle by Ike Reese)",0.000,0.810
4,9:05,1,10,BAL 28,3,15,"Kyle Boller pass complete to Chester Taylor for 9 yards (tackle by Sheldon Brown). Penalty on Lito Sheppard: Illegal Use of Hands, 5 yards (no play)",0.810,1.140
4,8:42,1,10,BAL 33,3,15,Chester Taylor left end for 3 yards (tackle by Sam Rayburn),1.140,1.000
4,8:09,2,7,BAL 36,3,15,Kyle Boller pass incomplete intended for Travis Taylor,1.000,0.300
4,8:06,3,7,BAL 36,3,15,Kyle Boller pass complete to Clarence Moore for 52 yards (tackle by Lito Sheppard),0.300,4.780
4,7:19,1,10,PHI 12,3,15,Chester Taylor up the middle for 3 yards (tackle by Darwin Walker),4.780,4.640
4,6:40,2,7,PHI 9,3,15,Chester Taylor right end for 2 yards (tackle by Nate Wayne),4.640,4.160
4,5:58,3,5,PHI 7,9,15,"Kyle Boller pass complete to Daniel Wilcox for 7 yards, touchdown",4.160,7.000
4,,,,PHI 2,10,15,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,10,15,"Wade Richey kicks off 63 yards, returned by Roderick Hood for 22 yards (tackle by Raymond Walls)",0.000,0.870
4,5:45,1,10,PHI 29,10,15,Donovan McNabb pass incomplete intended for Chad Lewis,0.870,0.330
4,5:45,2,10,PHI 29,10,15,Dorsey Levens left tackle for 1 yard (tackle by Ray Lewis and Marques Douglas),0.330,-0.230
4,5:01,3,9,PHI 30,10,15,Donovan McNabb left end for 4 yards (tackle by Ray Lewis),-0.230,-1.110
4,4:14,4,5,PHI 34,10,15,"Dirk Johnson punts 50 yards, returned by B.J. Sams for 3 yards (tackle by Reno Mahe)",-1.110,-0.150
4,4:01,1,10,BAL 19,10,15,Chester Taylor left tackle for 2 yards (tackle by Jerome McDougle),0.150,-0.060
4,3:21,2,8,BAL 21,10,15,"Penalty on Jerome McDougle: Encroachment, 5 yards (no play)",-0.060,0.610
4,3:19,2,3,BAL 26,10,15,Kyle Boller pass complete to Travis Taylor for 8 yards (tackle by Dhani Jones),0.610,1.200
4,2:44,1,10,BAL 34,10,15,Kyle Boller pass complete to Daniel Wilcox for 4 yards (tackle by Lito Sheppard),1.200,1.200
4,2:33,,,,10,15,Timeout #1 by Baltimore Ravens,0.000,1.200
4,2:33,2,6,BAL 38,10,15,Kyle Boller pass incomplete intended for Travis Taylor,1.200,0.500
4,2:27,3,6,BAL 38,10,15,Kyle Boller pass incomplete intended for Daniel Wilcox (defended by Dhani Jones),0.500,-0.850
4,2:22,4,6,BAL 38,10,15,"Dave Zastudil punts 52 yards, returned by Reno Mahe for 10 yards (tackle by Bart Scott). Penalty on Matt Ware: Offensive Holding (Offsetting), Penalty on Ma'ake Kemoeatu: Unnecessary Roughness (Offsetting) (no play)",-0.850,-0.850
4,2:11,4,6,BAL 38,10,15,"Dave Zastudil punts 44 yards, returned by Reno Mahe for 9 yards (tackle by Daniel Wilcox)",-0.850,-0.740
4,2:01,1,10,PHI 27,10,15,Donovan McNabb pass incomplete (defended by Terrell Suggs),0.740,0.200
4,1:58,2,10,PHI 27,10,15,Dorsey Levens up the middle for 1 yard (tackle by Kelly Gregg),0.200,-0.360
4,1:53,,,,10,15,Timeout #2 by Baltimore Ravens,0.000,-0.360
4,1:53,3,9,PHI 28,10,15,Reno Mahe right tackle for 2 yards (tackle by Marques Douglas),-0.360,-1.370
4,1:48,,,,10,15,Timeout #3 by Baltimore Ravens,0.000,-1.370
4,1:48,4,7,PHI 30,10,15,"Dirk Johnson punts 54 yards, returned by B.J. Sams for 13 yards (tackle by Dhani Jones)",-1.370,-0.870
4,1:34,1,10,BAL 29,10,15,Kyle Boller pass complete to Travis Taylor for 23 yards (tackle by Michael Lewis),0.870,2.390
4,1:18,1,10,PHI 48,10,15,Kyle Boller spiked the ball,2.390,1.850
4,1:18,2,10,PHI 48,10,15,Kyle Boller pass incomplete intended for Chester Taylor (defended by Derrick Burgess),1.850,1.160
4,1:13,3,10,PHI 48,10,15,Kyle Boller pass incomplete intended for Kevin Johnson,1.160,0.070
4,1:09,4,10,PHI 48,10,15,Kyle Boller pass incomplete intended for Travis Taylor (defended by Sheldon Brown),0.070,-2.130
4,1:02,1,10,PHI 48,10,15,Donovan McNabb kneels for no gain,2.130,1.580
4,0:27,2,10,PHI 48,10,15,Donovan McNabb kneels for -1 yards,1.580,0.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
