Quarter,Time,Tm,Detail,CAR,TAM
1.0,11:02,Buccaneers,Roberto Aguayo 33 yard field goal,0,3
,8:22,Panthers,Jonathan Stewart 2 yard rush (Graham Gano kick),7,3
3.0,14:19,Buccaneers,Brent Grimes 31 yard interception return (Roberto Aguayo kick),7,10
,6:37,Panthers,Graham Gano 54 yard field goal,10,10
4.0,3:13,Buccaneers,Mike Evans 10 yard pass from Jameis Winston (Roberto Aguayo kick),10,17
,0:17,Panthers,Kelvin Benjamin 5 yard pass from Cam Newton (pass failed),16,17
