Quarter,Time,Down,ToGo,Location,CHI,JAX,Detail,EPB,EPA
1,3:25,2,5,JAX 5,6,3,"Mitchell Trubisky pass complete short middle to Jimmy Graham for 5 yards, touchdown",5.150,7.000
1,3:18,,,JAX 15,7,3,Cairo Santos kicks extra point good,0.000,0.000
1,3:18,,,CHI 35,7,3,"Cairo Santos kicks off 66 yards, returned by Chris Claybrooks for 23 yards (tackle by Trevis Gipson and Xavier Crawford)",0.000,0.410
1,3:13,1,10,JAX 22,7,3,Mike Glennon pass complete short left to Laviska Shenault for 2 yards (tackle by Kindle Vildor),0.410,0.140
1,2:30,2,8,JAX 24,7,3,Mike Glennon pass complete short left to James O'Shaughnessy for 4 yards (tackle by Roquan Smith),0.140,-0.030
1,1:47,3,4,JAX 28,7,3,Mike Glennon pass incomplete deep left intended for DJ Chark (defended by Tashaun Gipson),-0.030,-1.500
1,1:41,4,4,JAX 28,7,3,"Dustin Colquitt punts 50 yards, returned by DeAndre Carter for 13 yards (tackle by Doug Middleton and Andrew Wingard)",-1.500,-1.270
1,1:29,1,10,CHI 35,7,3,Mitchell Trubisky pass complete short right to Jimmy Graham for 30 yards (tackle by Josh Jones),1.270,3.250
1,0:47,1,10,JAX 35,7,3,David Montgomery up the middle for 1 yard (tackle by K'Lavon Chaisson and Tre Herndon),3.250,2.840
1,0:08,2,9,JAX 34,7,3,Mitchell Trubisky pass incomplete short left intended for Darnell Mooney,2.840,2.150
1,0:04,3,9,JAX 34,7,3,Mitchell Trubisky pass complete short right to Darnell Mooney for 12 yards (tackle by Chris Claybrooks),2.150,4.110
Quarter,Time,Down,ToGo,Location,CHI,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,JAX 22,7,3,"Mitchell Trubisky pass incomplete deep right intended for Darnell Mooney. Penalty on Tre Herndon: Defensive Pass Interference, 21 yards (no play)",4.110,6.970
2,14:52,1,1,JAX 1,7,3,Penalty on Daniel Ross: Neutral Zone Infraction (no play),6.970,6.970
2,14:52,1,1,JAX 1,7,3,Cole Kmet right end for -3 yards (tackle by Aaron Lynch and Daniel Ross),6.970,5.340
2,14:02,,,,,,Timeout #1 by Chicago Bears,,
2,14:02,2,4,JAX 4,7,3,David Montgomery up the middle for 2 yards (tackle by Myles Jack),5.340,4.950
2,13:26,3,2,JAX 2,7,3,Mitchell Trubisky pass incomplete short left intended for Allen Robinson,4.950,3.250
2,13:20,4,2,JAX 2,10,3,Cairo Santos 20 yard field goal good,3.250,3.000
2,13:17,,,CHI 35,10,3,"Cairo Santos kicks off 65 yards, returned by Nathan Cottrell for 30 yards (tackle by Josh Woods and Ryan Nall)",0.000,0.940
2,13:10,1,10,JAX 30,10,3,Dare Ogunbowale up the middle for 8 yards (tackle by Robert Quinn),0.940,1.470
2,12:34,2,2,JAX 38,10,3,Mike Glennon pass complete short middle to DJ Chark for 5 yards (tackle by Kindle Vildor),1.470,1.800
2,11:53,1,10,JAX 43,10,3,Dare Ogunbowale up the middle for 2 yards (tackle by John Jenkins),1.800,1.520
2,11:10,2,8,JAX 45,10,3,Mike Glennon pass complete short middle to Keelan Cole for 14 yards (tackle by Danny Trevathan and Kindle Vildor),1.520,2.850
2,10:33,1,10,CHI 41,10,3,Dare Ogunbowale right end for no gain (tackle by Danny Trevathan and James Vaughters),2.850,2.310
2,9:55,2,10,CHI 41,10,3,Mike Glennon pass complete short left to Chris Conley for 10 yards (tackle by Kindle Vildor),2.310,3.510
2,9:27,1,10,CHI 31,10,3,Dare Ogunbowale right end for 4 yards (tackle by Mario Edwards and John Jenkins),3.510,3.510
2,9:04,2,6,CHI 27,10,3,Mike Glennon pass complete short left to Keelan Cole for 7 yards,3.510,4.240
2,8:33,1,10,CHI 20,10,3,Mike Glennon pass incomplete deep middle intended for Tyler Eifert (defended by Tashaun Gipson),4.240,3.690
2,8:28,2,10,CHI 20,10,9,"Mike Glennon pass complete deep left to DJ Chark for 20 yards, touchdown",3.690,7.000
2,8:21,,,CHI 15,10,10,Aldrick Rosas kicks extra point good,0.000,0.000
2,8:21,,,JAX 35,10,10,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
2,8:21,1,10,CHI 25,10,10,"Mitchell Trubisky sacked by Joe Schobert for -2 yards. Mitchell Trubisky fumbles (forced by Joe Schobert), recovered by Mitchell Trubisky at CHI-23",0.610,-0.210
2,7:42,2,12,CHI 23,10,10,David Montgomery up the middle for 2 yards (tackle by Myles Jack and Andrew Wingard),-0.210,-0.620
2,7:20,3,10,CHI 25,10,10,Mitchell Trubisky pass incomplete short middle intended for Allen Robinson,-0.620,-1.700
2,7:14,4,10,CHI 25,10,10,Pat O'Donnell punts 58 yards downed by Sherrick McManis,-1.700,0.060
2,7:02,1,10,JAX 17,10,10,Dare Ogunbowale up the middle for 11 yards (tackle by Eddie Jackson),-0.060,0.810
2,6:26,1,10,JAX 28,10,10,Devine Ozigbo up the middle for 1 yard (tackle by John Jenkins),0.810,0.400
2,5:51,2,9,JAX 29,10,10,Mike Glennon pass complete short right to Devine Ozigbo for 3 yards (tackle by Roquan Smith),0.400,0.100
2,5:11,3,6,JAX 32,10,10,Mike Glennon pass complete short right to Craig Reynolds for 3 yards (tackle by Roquan Smith),0.100,-1.040
2,4:47,4,3,JAX 35,10,10,"Andrew Wingard right end for 9 yards (tackle by Ryan Nall). Penalty on Dakota Allen: Offensive Holding, 10 yards (no play)",-1.040,-1.700
2,4:38,4,13,JAX 25,10,10,"Dustin Colquitt punts 41 yards, fair catch by DeAndre Carter at CHI-34. Penalty on Trevis Gipson: Unsportsmanlike Conduct, 15 yards",-1.700,-0.150
2,4:30,1,10,CHI 19,10,10,Mitchell Trubisky pass incomplete deep left intended for Darnell Mooney,0.150,-0.390
2,4:24,2,10,CHI 19,10,10,Mitchell Trubisky pass complete short left to Darnell Mooney for 13 yards (tackle by Greg Mabin),-0.390,1.070
2,3:46,1,10,CHI 32,10,10,Mitchell Trubisky up the middle for 4 yards (tackle by Andrew Wingard),1.070,1.070
2,3:03,2,6,CHI 36,10,10,David Montgomery up the middle for 4 yards (tackle by Myles Jack),1.070,0.890
2,2:19,3,2,CHI 40,10,10,Mitchell Trubisky pass complete short left to Darnell Mooney for 6 yards (tackle by Andrew Wingard),0.890,1.990
2,2:00,1,10,CHI 46,10,10,Mitchell Trubisky pass complete short middle to Allen Robinson for 12 yards (tackle by Greg Mabin),1.990,2.790
2,1:41,1,10,JAX 42,10,10,"Penalty on Germain Ifedi: False Start, 5 yards (no play)",2.790,2.460
2,1:26,1,15,JAX 47,10,10,Mitchell Trubisky pass incomplete short middle intended for Darnell Mooney,2.460,1.570
2,1:22,2,15,JAX 47,10,10,Mitchell Trubisky pass complete short left to Allen Robinson for 9 yards (tackle by Greg Mabin),1.570,2.080
2,0:50,3,6,JAX 38,10,10,Mitchell Trubisky pass complete short middle to Allen Robinson for 12 yards (tackle by Greg Mabin),2.080,3.840
2,0:45,,,,,,Timeout #2 by Chicago Bears,,
2,0:45,1,10,JAX 26,10,10,Mitchell Trubisky pass incomplete short middle intended for Cole Kmet,3.840,3.300
2,0:40,2,10,JAX 26,10,10,"Mitchell Trubisky pass incomplete deep left intended for Allen Robinson. Penalty on Greg Mabin: Defensive Pass Interference, 13 yards (no play)",3.300,4.710
2,0:35,1,10,JAX 13,10,10,Mitchell Trubisky pass short right intended for Allen Robinson is intercepted by Joe Schobert at JAC-0 and returned for no gain,4.710,-0.280
2,0:24,1,10,JAX 20,10,10,Mike Glennon pass complete short right to Laviska Shenault for 6 yards (tackle by Roquan Smith),0.280,0.540
2,0:17,2,4,JAX 26,10,10,"Mike Glennon pass deep middle intended for DJ Chark is intercepted by Roquan Smith at JAC-43 and returned for 11 yards. Roquan Smith fumbles, recovered by Roquan Smith at JAC-32",0.540,-3.450
2,0:08,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,0:08,1,10,JAX 32,10,10,Mitchell Trubisky pass complete short middle to Cole Kmet for 10 yards,3.450,4.110
2,0:05,,,,,,Timeout #3 by Chicago Bears,,
2,0:05,1,10,JAX 22,13,10,Cairo Santos 40 yard field goal good,4.110,3.000
Quarter,Time,Down,ToGo,Location,CHI,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,13,10,"Aldrick Rosas kicks off 64 yards, returned by Cordarrelle Patterson for 22 yards (tackle by Andrew Wingard)",0.000,0.480
3,14:54,1,10,CHI 23,13,10,Mitchell Trubisky pass complete short middle to Allen Robinson for 12 yards (tackle by Josh Jones),0.480,1.270
3,14:17,1,10,CHI 35,13,10,Mitchell Trubisky pass complete short left to David Montgomery for 24 yards (tackle by Josh Jones),1.270,2.850
3,13:33,1,10,JAX 41,13,10,David Montgomery up the middle for 3 yards (tackle by Joe Schobert),2.850,2.710
3,12:57,2,7,JAX 38,13,10,Mitchell Trubisky pass complete short left to David Montgomery for 2 yards (tackle by Myles Jack),2.710,2.280
3,12:28,3,5,JAX 36,13,10,Mitchell Trubisky pass incomplete deep right intended for Anthony Miller,2.280,0.880
3,12:23,4,5,JAX 36,13,10,Mitchell Trubisky pass complete short left to Allen Robinson for 8 yards (tackle by Greg Mabin),0.880,3.710
3,11:44,1,10,JAX 28,13,10,Mitchell Trubisky pass complete short left to Anthony Miller for 8 yards (tackle by Josh Jones),3.710,4.250
3,11:12,2,2,JAX 20,13,10,David Montgomery right end for -1 yards (tackle by Daniel Ross),4.250,3.400
3,10:35,3,3,JAX 21,13,10,Mitchell Trubisky pass complete short right to Allen Robinson for 7 yards (tackle by Chris Claybrooks),3.400,4.650
3,9:56,1,10,JAX 14,13,10,David Montgomery up the middle for 8 yards (tackle by Greg Mabin),4.650,5.470
3,9:21,2,2,JAX 6,19,10,"Mitchell Trubisky right end for 6 yards, touchdown",5.470,7.000
3,9:14,,,JAX 15,20,10,Cairo Santos kicks extra point good,0.000,0.000
3,9:14,,,CHI 35,20,10,"Cairo Santos kicks off 62 yards, returned by Nathan Cottrell for 6 yards, lateral to Dare Ogunbowale for 6 yards, lateral to Sherrick McManis for 6 yards. Penalty on Xavier Crawford: Lowering the Head to Initiate Contact, 15 yards",0.000,0.940
3,9:06,1,10,JAX 30,20,10,"Mike Glennon pass complete short left to Dare Ogunbowale for 8 yards (tackle by Danny Trevathan). Penalty on Eric Saubert: Offensive Holding, 10 yards (no play)",0.940,0.280
3,8:42,1,20,JAX 20,20,10,Dare Ogunbowale up the middle for 2 yards (tackle by Danny Trevathan and Kindle Vildor),0.280,-0.690
3,8:01,2,18,JAX 22,20,10,Mike Glennon pass incomplete short left intended for Dare Ogunbowale (defended by Bilal Nichols),-0.690,-1.350
3,7:56,3,18,JAX 22,20,10,Mike Glennon pass complete short right to Dare Ogunbowale for 6 yards (tackle by Duke Shelley),-1.350,-1.500
3,7:35,4,12,JAX 28,20,10,"Dustin Colquitt punts 46 yards, returned by DeAndre Carter for 1 yard (tackle by Bruce Miller). DeAndre Carter fumbles (forced by Bruce Miller), recovered by Sherrick McManis at CHI-27. Penalty on Bruce Miller: Lowering the Head to Initiate Contact, 15 yards",-1.500,-1.990
3,7:18,1,10,CHI 46,20,10,Mitchell Trubisky pass incomplete short middle intended for Cole Kmet (defended by Jarrod Wilson),1.990,1.450
3,7:11,2,10,CHI 46,20,10,David Montgomery up the middle for 12 yards (tackle by Josh Jones),1.450,2.790
3,6:35,1,10,JAX 42,20,10,David Montgomery up the middle for no gain (tackle by Joe Schobert),2.790,2.240
3,5:56,2,10,JAX 42,20,10,Mitchell Trubisky pass complete short middle to Cole Kmet for 8 yards (tackle by Greg Mabin),2.240,2.610
3,5:20,,,,,,Timeout #1 by Chicago Bears,,
3,5:20,3,2,JAX 34,20,10,Mitchell Trubisky pass complete short middle to Allen Robinson for 13 yards (tackle by Myles Jack),2.610,4.170
3,4:49,1,10,JAX 21,20,10,David Montgomery up the middle for 3 yards (tackle by Doug Costin and Joe Schobert),4.170,4.040
3,4:05,2,7,JAX 18,20,10,David Montgomery left end for 12 yards (tackle by Doug Costin),4.040,5.830
3,3:23,1,6,JAX 6,26,10,"David Montgomery up the middle for 6 yards, touchdown",5.830,7.000
3,3:17,,,JAX 15,27,10,Cairo Santos kicks extra point good,0.000,0.000
3,3:17,,,CHI 35,27,10,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,3:17,1,10,JAX 25,27,10,Mike Glennon pass incomplete short right intended for Laviska Shenault,0.610,0.060
3,3:12,2,10,JAX 25,27,10,Mike Glennon pass short middle (defended by Danny Trevathan) intended for Dare Ogunbowale is intercepted by Roquan Smith at JAC-30 and returned for 5 yards,0.060,-3.910
3,3:03,1,10,JAX 25,27,10,David Montgomery up the middle for 3 yards (tackle by Adam Gotsis),3.910,3.770
3,2:38,2,7,JAX 22,33,10,"Mitchell Trubisky pass complete deep left to Jimmy Graham for 22 yards, touchdown",3.770,7.000
3,2:30,,,JAX 15,34,10,Cairo Santos kicks extra point good,0.000,0.000
3,2:30,,,CHI 35,34,10,"Cairo Santos kicks off 63 yards, returned by Chris Claybrooks for 28 yards (tackle by James Vaughters)",0.000,0.940
3,2:21,1,10,JAX 30,34,10,Mike Glennon pass incomplete short left intended for Laviska Shenault,0.940,0.390
3,2:17,2,10,JAX 30,34,10,Mike Glennon pass complete short middle to Tyler Eifert for 8 yards (tackle by Roquan Smith),0.390,0.760
3,1:41,3,2,JAX 38,34,10,Mike Glennon sacked by Danny Trevathan for -8 yards,0.760,-1.370
3,1:08,4,10,JAX 30,34,10,"Dustin Colquitt punts 44 yards, returned by DeAndre Carter for 11 yards (tackle by Doug Middleton). Penalty on Shaquille Quarterman: Unnecessary Roughness, 15 yards",-1.370,-2.390
3,0:55,1,10,JAX 48,34,10,Mitchell Trubisky pass complete short right to Anthony Miller for 2 yards (tackle by Myles Jack),2.390,2.120
3,0:14,2,8,JAX 46,34,10,Mitchell Trubisky pass complete short left to Darnell Mooney for 8 yards (tackle by Tre Herndon),2.120,3.050
Quarter,Time,Down,ToGo,Location,CHI,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 38,34,10,Mitchell Trubisky pass incomplete deep left intended for Cole Kmet,3.050,2.510
4,14:53,2,10,JAX 38,34,10,David Montgomery up the middle for 3 yards (tackle by Jarrod Wilson and Joe Giles-Harris),2.510,2.210
4,14:13,3,7,JAX 35,34,10,Mitchell Trubisky pass complete short left to Allen Robinson for 6 yards (tackle by Greg Mabin),2.210,1.620
4,13:53,4,1,JAX 29,34,10,David Montgomery up the middle for 3 yards (tackle by Aaron Lynch),1.620,3.840
4,13:13,1,10,JAX 26,34,10,David Montgomery left end for no gain (tackle by Joe Schobert),3.840,3.300
4,12:36,2,10,JAX 26,34,10,Artavis Pierce left guard for 23 yards (tackle by Greg Mabin),3.300,6.510
4,11:52,1,3,JAX 3,40,10,"Artavis Pierce left tackle for 3 yards, touchdown",6.510,7.000
4,11:47,,,JAX 15,41,10,"Cairo Santos kicks extra point good. Penalty on Dawuane Smoot: Defensive Too Many Men on Field (Declined) . Penalty on Dawuane Smoot: Defensive Offside, 5 yards",0.000,0.000
4,11:47,,,CHI 40,41,10,"Cairo Santos kicks off 60 yards, touchback.",0.000,0.610
4,11:47,1,10,JAX 25,41,10,Dare Ogunbowale up the middle for 2 yards (tackle by Eddie Jackson and Mario Edwards),0.610,0.330
4,11:14,2,8,JAX 27,41,10,Mike Glennon pass complete short right to Dare Ogunbowale for 1 yard (tackle by Roquan Smith),0.330,-0.230
4,10:33,3,7,JAX 28,41,10,Mike Glennon pass complete short left to James O'Shaughnessy for 14 yards (tackle by Kindle Vildor),-0.230,1.730
4,9:56,1,10,JAX 42,41,10,Mike Glennon pass incomplete short right intended for James O'Shaughnessy (defended by Danny Trevathan),1.730,1.190
4,9:52,2,10,JAX 42,41,10,Mike Glennon pass complete short right to Laviska Shenault for 3 yards (tackle by Kyle Fuller and Duke Shelley),1.190,0.890
4,9:11,3,7,JAX 45,41,10,Mike Glennon pass incomplete short left intended for Keelan Cole,0.890,-0.390
4,9:06,4,7,JAX 45,41,10,"Dustin Colquitt punts 38 yards, fair catch by DeAndre Carter at CHI-17",-0.390,0.060
4,8:57,1,10,CHI 17,41,10,David Montgomery up the middle for 5 yards (tackle by Joe Schobert),-0.060,0.210
4,8:14,2,5,CHI 22,41,10,David Montgomery up the middle for no gain (tackle by Andrew Wingard),0.210,-0.620
4,7:31,3,5,CHI 22,41,10,David Montgomery up the middle for 2 yards (tackle by Joe Schobert and Myles Jack),-0.620,-1.770
4,6:49,4,3,CHI 24,41,10,"Pat O'Donnell punts 40 yards, fair catch by Keelan Cole at JAC-36",-1.770,-1.330
4,6:41,1,10,JAX 36,41,10,Dare Ogunbowale up the middle for 3 yards (tackle by Joel Iyiegbuniwe),1.330,1.200
4,6:04,2,7,JAX 39,41,10,Mike Glennon pass incomplete deep left intended for Keelan Cole,1.200,0.500
4,5:58,3,7,JAX 39,41,10,Mike Glennon pass complete deep right to DJ Chark for 19 yards (tackle by Sherrick McManis),0.500,2.790
4,5:22,1,10,CHI 42,41,10,Mike Glennon pass incomplete short middle intended for Tyler Eifert (defended by Joel Iyiegbuniwe),2.790,2.240
4,5:15,2,10,CHI 42,41,10,Mike Glennon pass complete short right to Chris Conley for 8 yards (tackle by Duke Shelley and Kyle Fuller),2.240,2.610
4,4:37,3,2,CHI 34,41,16,"Mike Glennon pass complete deep middle to Laviska Shenault for 34 yards, touchdown",2.610,7.000
4,4:29,,,CHI 15,41,17,Aldrick Rosas kicks extra point good,0.000,0.000
4,4:29,,,JAX 35,41,17,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
4,4:29,1,10,CHI 25,41,17,Ryan Nall up the middle for no gain (tackle by Dawuane Smoot),0.610,0.060
4,3:45,2,10,CHI 25,41,17,Ryan Nall up the middle for no gain (tackle by Taven Bryan),0.060,-0.620
4,3:01,3,10,CHI 25,41,17,Nick Foles pass incomplete short right intended for Cole Kmet,-0.620,-1.700
4,2:57,4,10,CHI 25,41,17,"Pat O'Donnell punts 35 yards, fair catch by Chris Claybrooks at JAC-40",-1.700,-1.600
4,2:49,1,10,JAX 40,41,17,Mike Glennon pass complete short right to Chris Conley for 9 yards (tackle by Xavier Crawford),1.600,2.270
4,2:17,2,1,JAX 49,41,17,"Penalty on Trevis Gipson: Neutral Zone Infraction, 5 yards (no play)",2.270,2.520
4,2:13,1,10,CHI 46,41,17,Craig Reynolds up the middle for 4 yards (tackle by Trevis Gipson and Josh Woods),2.520,2.520
4,2:00,2,6,CHI 42,41,17,"Mike Glennon pass incomplete short left. Penalty on Mike Glennon: Intentional Grounding, 21 yards",2.520,-0.960
4,1:34,3,27,JAX 37,41,17,Mike Glennon pass complete short right to Laviska Shenault for 3 yards (tackle by Xavier Crawford),-0.960,-0.720
4,1:02,4,24,JAX 40,41,17,"Dustin Colquitt punts 53 yards, fair catch by DeAndre Carter at CHI-7",-0.720,0.380
4,0:55,1,10,CHI 7,41,17,Nick Foles kneels for -1 yards,-0.380,-0.850
4,0:32,2,11,CHI 6,41,17,Nick Foles kneels for -1 yards,-0.850,-1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
