Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Roquan Smith,CHI,2,9,6,66.7%,25,4.2,2.8,0,30.6,0.8,0,25,2,0,0,0.0,0,8,0,0.0%
Kyle Fuller,CHI,0,4,4,100.0%,35,8.8,8.8,0,103.1,6.0,24,11,0,0,0,0.0,0,4,0,0.0%
Kindle Vildor,CHI,0,6,4,66.7%,56,14.0,9.3,1,136.1,9.8,49,7,0,0,0,0.0,0,6,0,0.0%
Xavier Crawford,CHI,0,3,3,100.0%,46,15.3,15.3,1,158.3,12.7,38,8,0,0,0,0.0,0,3,0,0.0%
Duke Shelley,CHI,0,3,2,66.7%,19,9.5,6.3,0,84.0,6.7,16,3,2,0,0,0.0,0,3,1,25.0%
Robert Quinn,CHI,0,1,1,100.0%,9,9.0,9.0,0,104.2,5.0,5,4,0,1,0,0.0,1,2,0,0.0%
Danny Trevathan,CHI,0,2,1,50.0%,0,0.0,0.0,0,56.2,-1.0,-5,5,0,0,0,1.0,1,4,0,0.0%
Sherrick McManis,CHI,0,1,1,100.0%,19,19.0,19.0,0,118.7,19.0,19,0,0,0,0,0.0,0,2,0,0.0%
Khalil Mack,CHI,0,0,0,,,,,,,,,,0,1,1,0.0,2,2,0,0.0%
James Vaughters,CHI,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
Bilal Nichols,CHI,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
John Jenkins,CHI,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%
Mario Edwards,CHI,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
Eddie Jackson,CHI,0,1,0,0.0%,,,0.0,,39.6,26.0,,,1,0,0,0.0,0,2,1,33.3%
Joel Iyiegbuniwe,CHI,0,1,0,0.0%,,,0.0,,39.6,7.0,,,0,0,0,0.0,0,2,0,0.0%
Trevis Gipson,CHI,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
Tashaun Gipson,CHI,0,3,0,0.0%,,,0.0,,39.6,19.0,,,0,0,0,0.0,0,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Greg Mabin,JAX,0,9,7,77.8%,68,9.7,7.6,0,98.1,5.6,38,30,0,0,0,0.0,0,10,1,9.1%
Josh Jones,JAX,0,6,5,83.3%,68,13.6,11.3,2,153.5,9.7,43,25,1,1,0,0.0,1,6,1,14.3%
Myles Jack,JAX,0,4,3,75.0%,17,5.7,4.3,0,82.3,7.3,6,11,5,0,0,0.0,0,8,1,11.1%
Tre Herndon,JAX,0,6,2,33.3%,11,5.5,1.8,0,42.4,8.3,-2,13,6,0,1,0.0,1,2,0,0.0%
Chris Claybrooks,JAX,0,2,2,100.0%,19,9.5,9.5,0,106.2,6.0,12,7,0,0,0,0.0,0,2,0,0.0%
Andrew Wingard,JAX,0,1,1,100.0%,6,6.0,6.0,0,91.7,2.0,2,4,1,0,0,0.0,0,6,0,0.0%
Joe Giles-Harris,JAX,0,1,1,100.0%,12,12.0,12.0,0,116.7,11.0,11,1,4,0,0,0.0,0,1,1,50.0%
Jarrod Wilson,JAX,0,3,1,33.3%,,,0.0,,42.4,9.0,,,0,0,0,0.0,0,1,2,66.7%
Dawuane Smoot,JAX,0,0,0,,,,,,,,,,0,2,1,0.0,3,1,0,0.0%
K'Lavon Chaisson,JAX,0,0,0,,,,,,,,,,2,1,1,0.0,2,2,0,0.0%
Joe Schobert,JAX,1,2,0,0.0%,,,0.0,,0.0,19.0,,,5,0,1,1.0,2,8,1,11.1%
Daniel Ross,JAX,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
Aaron Lynch,JAX,0,0,0,,,,,,,,,,1,0,1,0.0,1,2,0,0.0%
Taven Bryan,JAX,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Doug Costin,JAX,0,0,0,,,,,,,,,,1,0,0,0.0,0,4,0,0.0%
