Quarter,Time,Down,ToGo,Location,KAN,CHI,Detail,EPB,EPA
1,1:28,4,6,CHI 45,0,0,"Adam Podlesh punts 39 yards. Penalty on Zackary Bowman: Interference with Opportunity to Catch, 15 yards",-0.390,-1.000
1,1:19,1,10,KAN 31,0,0,Thomas Jones left guard for 4 yards (tackle by Matt Toeaina),1.000,1.000
1,0:46,2,6,KAN 35,0,0,Thomas Jones left end for 8 yards (tackle by Major Wright),1.000,1.800
1,0:20,1,10,KAN 43,0,0,Jackie Battle right guard for no gain (tackle by Major Wright),1.800,1.250
Quarter,Time,Down,ToGo,Location,KAN,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,KAN 43,0,0,Kyle Orton pass incomplete deep left intended for Jonathan Baldwin,1.250,0.560
2,14:53,,,,0,0,Timeout #1 by Kansas City Chiefs,0.000,0.560
2,14:53,3,10,KAN 43,0,0,Tyler Palko pass incomplete short left intended for Jeremy Horne (defended by Julius Peppers),0.560,-0.520
2,14:47,4,10,KAN 43,0,0,"Dustin Colquitt punts 51 yards, returned by Devin Hester for 44 yards (tackle by Jackie Battle)",-0.520,-2.260
2,14:31,1,10,,0,0,Caleb Hanie pass complete short right to Kellen Davis for 12 yards (tackle by Kendrick Lewis),2.260,3.050
,,,,,,,"CHI challenged the incomplete pass ruling, and the original play was overturned.",,
2,14:00,1,10,KAN 38,0,0,Marion Barber right guard for 4 yards (tackle by Tyson Jackson),3.050,3.050
2,13:28,2,6,KAN 34,0,0,Marion Barber left guard for 11 yards (tackle by Jovan Belcher),3.050,4.040
2,12:55,1,10,KAN 23,0,0,Marion Barber left guard for 1 yard (tackle by Glenn Dorsey),4.040,3.630
2,12:18,2,9,KAN 22,0,0,Caleb Hanie pass complete short right to Devin Hester for 9 yards (tackle by Jovan Belcher),3.630,4.710
2,11:59,1,10,KAN 13,0,0,Marion Barber left guard for no gain (tackle by Glenn Dorsey),4.710,4.050
2,11:19,2,10,KAN 13,0,0,Marion Barber right tackle for 9 yards (tackle by Derrick O. Johnson),4.050,5.010
2,10:38,3,1,KAN 4,0,0,Marion Barber right end for no gain (tackle by Jon McGraw and Jovan Belcher),5.010,3.040
2,9:53,,,,0,0,Timeout #2 by Kansas City Chiefs,0.000,0.000
2,9:53,,,,0,0,Timeout #1 by Chicago Bears,0.000,3.040
2,9:53,4,1,KAN 4,0,0,"Caleb Hanie pass complete short left to Marion Barber for 4 yards. Penalty on Marion Barber: Illegal Formation, 5 yards (no play)",3.040,2.850
2,9:49,4,6,KAN 9,0,0,"Penalty on Frank Omiyale: False Start, 5 yards (no play)",2.850,2.510
2,9:49,4,11,KAN 14,0,3,Robbie Gould 32 yard field goal good,2.510,3.000
2,,,,CHI 35,0,3,"Robbie Gould kicks off 63 yards, returned by Dexter McCluster for 23 yards (tackle by Dom DeCicco)",0.000,0.610
2,9:38,1,10,KAN 25,0,3,Thomas Jones left end for 1 yard (tackle by Julius Peppers),0.610,0.200
2,9:02,2,9,KAN 26,0,3,Tyler Palko pass complete short left to Dwayne Bowe for 8 yards (tackle by Craig Steltz),0.200,0.560
2,8:29,3,1,KAN 34,0,3,Thomas Jones right tackle for no gain (tackle by Israel Idonije),0.560,-1.110
2,7:50,4,1,KAN 34,0,3,Dustin Colquitt punts 30 yards,-1.110,-1.330
2,7:41,1,10,CHI 36,0,3,Marion Barber left end for 15 yards (tackle by Kendrick Lewis and Derrick O. Johnson),1.330,2.320
2,7:04,1,10,KAN 49,0,3,Marion Barber right tackle for -2 yards (tackle by Derrick O. Johnson),2.320,1.510
2,6:28,2,12,CHI 49,0,3,Caleb Hanie pass complete deep middle to Kellen Davis for 28 yards (tackle by Justin Houston),1.510,4.040
2,5:50,1,10,KAN 23,0,3,Marion Barber left guard for -2 yards (tackle by Jovan Belcher),4.040,3.230
2,5:12,2,12,KAN 25,0,3,Caleb Hanie pass incomplete deep right intended for Earl Bennett,3.230,2.540
2,5:06,3,12,KAN 25,0,3,Caleb Hanie sacked by Justin Houston for -9 yards,2.540,1.060
2,4:28,4,21,KAN 34,0,3,"Penalty on Adam Podlesh: Delay of Game, 5 yards (no play)",1.060,0.660
2,4:26,4,26,KAN 39,0,3,Adam Podlesh punts 26 yards,0.660,0.320
2,4:16,1,10,KAN 13,0,3,Jackie Battle right end for no gain (tackle by Julius Peppers),-0.320,-0.770
2,3:35,2,10,KAN 13,0,3,Tyler Palko pass complete short left to Dexter McCluster for 2 yards (tackle by Charles Tillman),-0.770,-1.180
2,2:57,3,8,KAN 15,0,3,Tyler Palko pass complete short right to Steve Breaston for 10 yards (tackle by Brian Urlacher),-1.180,0.610
2,2:20,1,10,KAN 25,0,3,Dexter McCluster left guard for -2 yards (tackle by Israel Idonije),0.610,-0.210
2,2:11,,,,0,3,Timeout #2 by Chicago Bears,0.000,-0.210
2,2:11,2,12,KAN 23,0,3,Jackie Battle right tackle for 3 yards (tackle by Stephen Paea),-0.210,-0.490
2,2:06,,,,0,3,Timeout #3 by Chicago Bears,0.000,-0.490
2,2:06,3,9,KAN 26,0,3,"Tyler Palko pass complete short right to Dwayne Bowe for 14 yards (tackle by Craig Steltz). Dwayne Bowe fumbles (forced by Craig Steltz), recovered by Dwayne Bowe at KAN-40",-0.490,1.600
2,1:59,1,10,KAN 40,0,3,"Penalty on Barry Richardson: False Start, 5 yards (no play)",1.600,1.270
2,1:59,1,15,KAN 35,0,3,Tyler Palko pass complete short right to Jerheme Urban for 1 yard (tackle by Charles Tillman),1.270,0.510
2,1:33,2,14,KAN 36,0,3,Tyler Palko pass complete short right to Dwayne Bowe for 13 yards (tackle by Charles Tillman),0.510,1.550
2,1:07,3,1,KAN 49,0,3,Tyler Palko up the middle for 1 yard (tackle by Lance Briggs),1.550,2.260
2,0:44,1,10,,0,3,Tyler Palko pass incomplete short left intended for Dexter McCluster,2.260,1.710
2,0:40,2,10,,0,3,Tyler Palko pass complete short right to Jonathan Baldwin for 7 yards (tackle by Charles Tillman),1.710,1.950
2,0:31,,,,0,3,Timeout #3 by Kansas City Chiefs,0.000,1.950
2,0:31,3,3,CHI 43,0,3,Tyler Palko pass incomplete short left intended for Jonathan Baldwin (defended by Lance Briggs),1.950,0.400
2,0:22,4,3,CHI 43,0,3,Tyler Palko pass complete short left to Dexter McCluster for 5 yards,0.400,3.050
2,0:09,1,10,CHI 38,0,3,Tyler Palko spiked the ball,3.050,2.510
2,0:08,2,10,CHI 38,0,3,Tyler Palko pass incomplete deep left intended for Jonathan Baldwin,2.510,1.820
2,0:02,3,10,CHI 38,6,3,"Tyler Palko pass complete deep right to Dexter McCluster for 38 yards, touchdown",1.820,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,,,,CHI 2,7,3,Ryan Succop kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,KAN,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,7,3,"Ryan Succop kicks off 54 yards, returned by Devin Hester for 23 yards (tackle by Ryan Succop)",0.000,1.200
3,14:55,1,10,CHI 34,7,3,Marion Barber left end for 4 yards (tackle by Justin Houston),1.200,1.200
3,14:22,2,6,CHI 38,7,3,Marion Barber left guard for -1 yards (tackle by Tyson Jackson),1.200,0.370
3,13:43,3,7,CHI 37,7,3,Caleb Hanie pass incomplete short left intended for Sam Hurd,0.370,-0.910
3,13:38,4,7,CHI 37,7,3,"Adam Podlesh punts 49 yards, returned by Javier Arenas for 7 yards (tackle by Winston Venable). Penalty on Sabby Piscitelli: Offensive Holding, 10 yards",-0.910,0.370
3,13:26,1,10,KAN 11,7,3,Tyler Palko pass incomplete short left intended for Steve Breaston,-0.370,-0.780
3,13:20,2,10,KAN 11,7,3,Tyler Palko pass complete short left to Steve Breaston for 5 yards (tackle by Tim Jennings),-0.780,-0.840
3,12:44,3,5,KAN 16,7,3,"Tyler Palko pass incomplete short right intended for Dwayne Bowe. Penalty on Charles Tillman: Defensive Holding, 5 yards (no play)",-0.840,0.340
3,12:37,1,10,KAN 21,7,3,"Penalty on Jonathan Baldwin: False Start, 5 yards (no play)",0.340,-0.220
3,12:37,1,15,KAN 16,7,3,Dexter McCluster left end for 32 yards (tackle by Craig Steltz),-0.220,2.130
3,12:12,1,10,KAN 48,7,3,Thomas Jones left end for 8 yards (tackle by Craig Steltz),2.130,2.660
3,11:48,2,2,CHI 44,7,3,Thomas Jones right tackle for 2 yards (tackle by Charles Tillman),2.660,2.790
3,11:08,1,10,CHI 42,7,3,Tyler Palko pass incomplete short left intended for Terrance Copper,2.790,2.240
3,11:04,,,,7,3,Timeout #1 by Chicago Bears,0.000,2.240
3,11:03,2,10,CHI 42,7,3,Jackie Battle right tackle for 5 yards (tackle by Chris Conte),2.240,2.210
3,10:25,3,5,CHI 37,7,3,Tyler Palko pass complete short left to Steve Breaston for 19 yards (tackle by Craig Steltz),2.210,4.370
3,9:42,1,10,CHI 18,7,3,Jackie Battle right guard for 4 yards (tackle by Nick Roach),4.370,4.430
3,9:06,2,6,CHI 14,7,3,Thomas Jones right guard for 2 yards (tackle by Amobi Okoye),4.430,4.030
3,8:24,3,4,CHI 12,7,3,Dexter McCluster left tackle for 7 yards (tackle by Craig Steltz),4.030,6.060
3,7:48,1,5,CHI 5,7,3,Jackie Battle right guard for -5 yards (tackle by Israel Idonije),6.060,4.190
3,7:07,2,10,CHI 10,7,3,Tyler Palko pass incomplete short left intended for Steve Breaston,4.190,3.130
3,7:02,3,10,CHI 10,7,3,Dexter McCluster left guard for 7 yards (tackle by Lance Briggs),3.130,3.040
3,6:20,4,3,CHI 3,10,3,Ryan Succop 21 yard field goal good,3.040,3.000
3,,,,KAN 35,10,3,Ryan Succop kicks off 45 yards,0.000,1.600
3,6:16,1,10,CHI 40,10,3,Caleb Hanie pass incomplete deep left intended for Johnny Knox is intercepted by Brandon Carr at KAN-24,1.600,-0.540
3,6:06,1,10,KAN 24,10,3,"Penalty on Leonard Pope: False Start, 5 yards (no play)",0.540,0.130
3,6:06,1,15,KAN 19,10,3,Thomas Jones left guard for 3 yards (tackle by Stephen Paea),0.130,-0.270
3,5:25,2,12,KAN 22,10,3,Tyler Palko pass incomplete short left intended for Dwayne Bowe,-0.270,-0.960
3,5:21,3,12,KAN 22,10,3,Dexter McCluster right end for 3 yards (tackle by Julius Peppers),-0.960,-1.700
3,4:45,4,9,KAN 25,10,3,Dustin Colquitt punts 33 yards,-1.700,-1.730
3,4:38,1,10,CHI 42,10,3,Kahlil Bell left guard for 3 yards (tackle by Kelly Gregg),1.730,1.590
3,4:01,2,7,CHI 45,10,3,Caleb Hanie pass complete deep right to Devin Hester for 17 yards (tackle by Kendrick Lewis),1.590,3.050
3,3:19,1,10,KAN 38,10,3,Kahlil Bell left guard for 5 yards (tackle by Tyson Jackson),3.050,3.180
3,2:44,2,5,KAN 33,10,3,Kahlil Bell right end for 26 yards (tackle by Jovan Belcher and Kendrick Lewis),3.180,5.600
3,2:05,1,7,KAN 7,10,3,Kahlil Bell right guard for no gain (tackle by Kelly Gregg),5.600,4.760
3,1:31,2,7,KAN 7,10,3,Caleb Hanie sacked by Tyson Jackson for -10 yards,4.760,2.740
3,0:57,3,17,KAN 17,10,3,Caleb Hanie sacked by Justin Houston for -6 yards,2.740,1.930
3,0:23,4,23,KAN 23,10,3,Robbie Gould 41 yard field goal no good,1.930,-1.000
3,0:18,1,10,KAN 31,10,3,Jackie Battle right end for no gain (tackle by Craig Steltz),1.000,0.460
Quarter,Time,Down,ToGo,Location,KAN,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,KAN 31,10,3,Tyler Palko pass incomplete short right intended for Dwayne Bowe,0.460,-0.230
4,14:57,3,10,KAN 31,10,3,Dexter McCluster right guard for -3 yards (tackle by Julius Peppers),-0.230,-1.500
4,14:24,4,13,KAN 28,10,3,"Dustin Colquitt punts 39 yards, muffed catch by Devin Hester, recovered by Devin Hester and returned for no gain",-1.500,-1.140
4,14:14,1,10,CHI 33,10,3,Caleb Hanie pass incomplete short right intended for Devin Hester,1.140,0.590
4,14:07,2,10,CHI 33,10,3,Caleb Hanie right end for 3 yards (tackle by Justin Houston),0.590,0.300
4,13:23,3,7,CHI 36,10,3,Caleb Hanie sacked by Jon McGraw for -13 yards,0.300,-1.830
4,12:40,4,20,CHI 23,10,3,"Adam Podlesh punts 52 yards, returned by Javier Arenas for 4 yards",-1.830,-0.870
4,12:27,1,10,KAN 29,10,3,Dexter McCluster left tackle for 7 yards (tackle by Nick Roach),0.870,1.270
4,11:43,2,3,KAN 36,10,3,"Thomas Jones right end for 10 yards (tackle by Chris Conte). Penalty on Barry Richardson: Offensive Holding, 10 yards (no play)",1.270,-0.080
4,11:22,2,13,KAN 26,10,3,Tyler Palko pass incomplete short left intended for Dwayne Bowe,-0.080,-0.760
4,11:18,3,13,KAN 26,10,3,Tyler Palko pass complete short left to Steve Breaston for 7 yards (tackle by Corey Graham),-0.760,-1.180
4,10:42,4,6,KAN 33,10,3,"Dustin Colquitt punts 35 yards, fair catch by Devin Hester",-1.180,-1.070
4,10:34,1,10,CHI 32,10,3,Marion Barber right guard for 3 yards (tackle by Derrick O. Johnson),1.070,0.930
4,10:06,2,7,CHI 35,10,3,Marion Barber right end for -2 yards (tackle by Justin Houston),0.930,-0.030
4,9:28,3,9,CHI 33,10,3,"Caleb Hanie sacked by Justin Houston for 0 yards. Caleb Hanie fumbles (forced by Justin Houston), recovered by Caleb Hanie at CHI-25",-0.030,-1.180
4,8:52,4,9,CHI 33,10,3,"Adam Podlesh punts 50 yards, returned by Javier Arenas for 2 yards (tackle by Dom DeCicco)",-1.180,-0.150
4,8:41,1,10,KAN 19,10,3,Jackie Battle left tackle for 3 yards (tackle by Israel Idonije),0.150,0.070
4,8:01,2,7,KAN 22,10,3,Dexter McCluster right tackle for 1 yard (tackle by Henry Melton),0.070,-0.550
4,7:18,3,6,KAN 23,10,3,Tyler Palko pass complete short right to Dexter McCluster for 1 yard (tackle by Chris Conte),-0.550,-1.770
4,6:41,4,5,KAN 24,10,3,Dustin Colquitt punts 35 yards,-1.770,-1.660
4,6:31,1,10,CHI 41,10,3,Caleb Hanie pass complete short right to Devin Hester for 9 yards (tackle by Brandon Flowers),1.660,2.340
4,5:56,2,1,,10,3,Caleb Hanie pass complete short left to Earl Bennett for 5 yards (tackle by Jon McGraw),2.340,2.590
4,5:26,1,10,KAN 45,10,3,Caleb Hanie pass complete short right to Johnny Knox for 15 yards (tackle by Brandon Flowers),2.590,3.580
4,4:47,1,10,KAN 30,10,3,Caleb Hanie pass complete short right to Johnny Knox for 17 yards (tackle by Kendrick Lewis),3.580,4.710
4,4:10,1,10,KAN 13,10,3,Caleb Hanie pass incomplete short middle intended for Roy E. Williams is intercepted by Jon McGraw,4.710,-0.280
4,4:01,1,10,KAN 20,10,3,Thomas Jones left end for 1 yard (tackle by Charles Tillman and Craig Steltz),0.280,-0.130
4,3:26,2,9,KAN 21,10,3,Jackie Battle left end for -2 yards (tackle by Brian Urlacher),-0.130,-1.140
4,3:22,,,,10,3,Timeout #2 by Chicago Bears,0.000,-1.140
4,3:22,3,11,KAN 19,10,3,Tyler Palko pass incomplete short right intended for Dwayne Bowe,-1.140,-2.140
4,3:19,4,11,KAN 19,10,3,"Dustin Colquitt punts 70 yards. Penalty on Jalil Brown: Illegal Motion, 5 yards (no play)",-2.140,-2.470
4,3:06,4,16,KAN 14,10,3,"Dustin Colquitt punts 51 yards, returned by Devin Hester for -5 yards (tackle by Reshard Langford)",-2.470,-0.940
4,2:52,1,10,CHI 30,10,3,Caleb Hanie pass complete deep left to Johnny Knox for 17 yards (tackle by Brandon Carr),0.940,2.060
4,2:45,1,10,CHI 47,10,3,Caleb Hanie sacked by Derrick O. Johnson for -3 yards,2.060,1.110
4,2:11,2,13,CHI 44,10,3,Caleb Hanie pass incomplete short left intended for Kahlil Bell,1.110,0.430
4,2:06,,,,10,3,Timeout #1 by Kansas City Chiefs,0.000,0.430
4,2:06,3,13,CHI 44,10,3,Caleb Hanie sacked by Tamba Hali for -4 yards,0.430,-0.720
4,2:00,4,17,CHI 40,10,3,Caleb Hanie pass incomplete deep right intended for Earl Bennett,-0.720,-2.920
4,1:52,1,10,CHI 40,10,3,Thomas Jones right end for -2 yards (tackle by Tim Jennings),2.920,2.100
4,1:46,,,,10,3,Timeout #3 by Chicago Bears,0.000,2.100
4,1:46,2,12,CHI 42,10,3,Thomas Jones left end for 3 yards (tackle by Craig Steltz),2.100,1.820
4,1:01,3,9,CHI 39,10,3,Thomas Jones left end for -3 yards (tackle by Amobi Okoye),1.820,0.460
4,0:13,,,,10,3,Timeout #2 by Kansas City Chiefs,0.000,0.460
4,0:13,4,12,CHI 42,10,3,"Dustin Colquitt punts 42 yards, touchback",0.460,-0.280
4,0:06,1,10,CHI 20,10,3,Caleb Hanie pass incomplete deep middle intended for Sam Hurd is intercepted by Javier Arenas at KAN-34,0.280,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
