0,1
Game Info,Game Info
Won Toss,Chiefs
Roof,outdoors
Surface,grass
Duration,3:02
Attendance,61973
Weather,"46 degrees, relative humidity 79%, wind 17 mph"
Vegas Line,Chicago Bears -9.0
Over/Under,35.0 (under)
