Quarter,Time,Tm,Detail,NYG,PHI
1.0,11:47,Eagles,Brian Westbrook 18 yard pass from Donovan McNabb (David Akers kick),0,7
2.0,11:06,Giants,Lawrence Tynes 19 yard field goal,3,7
,0:00,Giants,Lawrence Tynes 23 yard field goal,6,7
3.0,12:42,Eagles,David Akers 29 yard field goal,6,10
,5:59,Giants,Plaxico Burress 20 yard pass from Eli Manning (Lawrence Tynes kick),13,10
,0:48,Giants,Lawrence Tynes 23 yard field goal,16,10
4.0,8:26,Eagles,David Akers 39 yard field goal,16,13
